ppt,trial_n,sentence,condition,belief,statement
ppt_24,trial_18,8,fluent,59.65496530305525,Cats have 5 paws on their front feet and 4 paws on their back feet
ppt_24,trial_19,20,disfluent,68.84196778867042,The square root of 16 is 4
ppt_24,trial_20,2,fluent,40.962614749108454,The first speeding fine was given in 1896
ppt_25,trial_01,5,disfluent,41.94914797377608,The largest snowflake was bigger than most pizzas
ppt_25,trial_02,12,fluent,46.906628509990576,A hashtag is technically called an octothorp
ppt_25,trial_03,18,fluent,48.892677850057765,Rabbits can't be sick
ppt_25,trial_04,1,disfluent,54.361743573778675,Candy floss was invented by a dentist
ppt_25,trial_05,2,disfluent,46.831032892364846,The first speeding fine was given in 1896
ppt_25,trial_06,13,fluent,53.7439524651394,It would take 19 minutes to fall to the center of the earth
ppt_25,trial_07,9,disfluent,46.323858860741645,It's impossible to hum while holding your nose
ppt_25,trial_08,14,fluent,59.61469399449334,Sloths don't fart
ppt_25,trial_09,8,disfluent,48.306862157122175,Cats have 5 paws on their front feet and 4 paws on their back feet
ppt_25,trial_10,4,disfluent,44.6406392602891,A dog was voted mayor of a town in Minnesot 4 times
ppt_25,trial_11,10,disfluent,35.75615802911568,You can draw a line 35 miles long using one pencil
ppt_25,trial_12,3,disfluent,52.83089917740236,Honey doesn't go off
ppt_25,trial_13,19,fluent,43.11564468015888,The dot over a lowercase i and j is called a tittle
ppt_25,trial_14,20,fluent,53.39124617924273,The square root of 16 is 4
ppt_25,trial_15,7,disfluent,45.29091914347841,Mickey Mouse was originally called Mortimer
ppt_25,trial_16,6,disfluent,43.89485824574685,Water makes different sounds depending on its temperature
ppt_25,trial_17,11,fluent,54.0102854999264,The Sahara desert is only 25% sand
ppt_25,trial_18,16,fluent,54.33305670745882,The Eiffel Tower grows 6 inches in summer
ppt_25,trial_19,17,fluent,56.000941485262025,Flamingos are pink because of their diet
ppt_25,trial_20,15,fluent,53.255374498488514,Pigs don't sweat
ppt_26,trial_01,12,disfluent,43.67182989824095,A hashtag is technically called an octothorp
ppt_26,trial_02,18,disfluent,44.41989907508128,Rabbits can't be sick
ppt_26,trial_03,19,disfluent,43.01920545886773,The dot over a lowercase i and j is called a tittle
ppt_26,trial_04,15,disfluent,58.520053550320185,Pigs don't sweat
ppt_26,trial_05,2,fluent,51.89524705654935,The first speeding fine was given in 1896
ppt_26,trial_06,16,disfluent,41.45354954770906,The Eiffel Tower grows 6 inches in summer
ppt_26,trial_07,1,fluent,50.13141957509814,Candy floss was invented by a dentist
ppt_26,trial_08,17,disfluent,45.24782800451082,Flamingos are pink because of their diet
ppt_26,trial_09,6,fluent,44.515261545641735,Water makes different sounds depending on its temperature
ppt_26,trial_10,3,fluent,47.7578838019205,Honey doesn't go off
ppt_26,trial_11,10,fluent,55.44962444206368,You can draw a line 35 miles long using one pencil
ppt_26,trial_12,5,fluent,47.2143159862526,The largest snowflake was bigger than most pizzas
ppt_26,trial_13,7,fluent,55.68657686304553,Mickey Mouse was originally called Mortimer
ppt_26,trial_14,8,fluent,50.05815784830846,Cats have 5 paws on their front feet and 4 paws on their back feet
ppt_26,trial_15,13,disfluent,38.040409857140816,It would take 19 minutes to fall to the center of the earth
ppt_26,trial_16,4,fluent,53.24186384992523,A dog was voted mayor of a town in Minnesot 4 times
ppt_26,trial_17,20,disfluent,62.01198123560974,The square root of 16 is 4
ppt_26,trial_18,9,fluent,37.66937939396177,It's impossible to hum while holding your nose
ppt_26,trial_19,11,disfluent,38.71768433685631,The Sahara desert is only 25% sand
ppt_26,trial_20,14,disfluent,40.67620370117777,Sloths don't fart
ppt_27,trial_01,4,disfluent,52.266972632506345,A dog was voted mayor of a town in Minnesot 4 times
ppt_27,trial_02,13,fluent,47.919998018357916,It would take 19 minutes to fall to the center of the earth
ppt_27,trial_03,11,fluent,51.945138628148385,The Sahara desert is only 25% sand
ppt_27,trial_04,18,fluent,47.07043500422866,Rabbits can't be sick
ppt_27,trial_05,14,fluent,45.93866986218776,Sloths don't fart
ppt_27,trial_06,2,disfluent,43.656960924352106,The first speeding fine was given in 1896
ppt_27,trial_07,19,fluent,43.660356102896984,The dot over a lowercase i and j is called a tittle
ppt_27,trial_08,20,fluent,58.33470731829129,The square root of 16 is 4
ppt_27,trial_09,15,fluent,51.78860559263541,Pigs don't sweat
ppt_27,trial_10,6,disfluent,45.16794141111195,Water makes different sounds depending on its temperature
ppt_27,trial_11,8,disfluent,46.59393015741308,Cats have 5 paws on their front feet and 4 paws on their back feet
ppt_27,trial_12,9,disfluent,49.1574903810107,It's impossible to hum while holding your nose
ppt_27,trial_13,3,disfluent,35.04404955738968,Honey doesn't go off
ppt_27,trial_14,16,fluent,47.02570368642066,The Eiffel Tower grows 6 inches in summer
ppt_27,trial_15,12,fluent,45.768927233091695,A hashtag is technically called an octothorp
ppt_27,trial_16,10,disfluent,47.13808186601516,You can draw a line 35 miles long using one pencil
ppt_27,trial_17,17,fluent,54.209585280868964,Flamingos are pink because of their diet
ppt_27,trial_18,1,disfluent,50.46251633441369,Candy floss was invented by a dentist
ppt_27,trial_19,5,disfluent,38.67388488208239,The largest snowflake was bigger than most pizzas
ppt_27,trial_20,7,disfluent,44.673458725964174,Mickey Mouse was originally called Mortimer
ppt_28,trial_01,20,disfluent,61.36456023943856,The square root of 16 is 4
ppt_28,trial_02,11,disfluent,46.252851707211065,The Sahara desert is only 25% sand
ppt_28,trial_03,12,disfluent,51.44414493700295,A hashtag is technically called an octothorp
ppt_28,trial_04,1,fluent,52.09912661956834,Candy floss was invented by a dentist
ppt_28,trial_05,15,disfluent,47.33500367619078,Pigs don't sweat
ppt_28,trial_06,9,fluent,49.366461815400385,It's impossible to hum while holding your nose
ppt_28,trial_07,4,fluent,56.31565910119404,A dog was voted mayor of a town in Minnesot 4 times
ppt_28,trial_08,2,fluent,40.97529952330001,The first speeding fine was given in 1896
ppt_28,trial_09,3,fluent,51.085878250485834,Honey doesn't go off
ppt_28,trial_10,18,disfluent,46.09711971879513,Rabbits can't be sick
ppt_28,trial_11,6,fluent,44.98690556747644,Water makes different sounds depending on its temperature
ppt_28,trial_12,17,disfluent,43.57727187710353,Flamingos are pink because of their diet
ppt_28,trial_13,7,fluent,40.23411256016459,Mickey Mouse was originally called Mortimer
ppt_28,trial_14,19,disfluent,48.4089264361578,The dot over a lowercase i and j is called a tittle
ppt_28,trial_15,13,disfluent,43.34867818303983,It would take 19 minutes to fall to the center of the earth
ppt_28,trial_16,8,fluent,49.44495824416354,Cats have 5 paws on their front feet and 4 paws on their back feet
ppt_28,trial_17,10,fluent,46.35481604707844,You can draw a line 35 miles long using one pencil
ppt_28,trial_18,16,disfluent,47.988576134503624,The Eiffel Tower grows 6 inches in summer
ppt_28,trial_19,5,fluent,41.6663144903668,The largest snowflake was bigger than most pizzas
ppt_28,trial_20,14,disfluent,42.1883479558745,Sloths don't fart
ppt_29,trial_01,15,fluent,46.97192164550882,Pigs don't sweat
ppt_29,trial_02,12,fluent,45.16181994471137,A hashtag is technically called an octothorp
ppt_29,trial_03,18,fluent,67.51794493384347,Rabbits can't be sick
ppt_29,trial_04,14,fluent,48.58126759835262,Sloths don't fart
ppt_29,trial_05,17,fluent,55.177830248763826,Flamingos are pink because of their diet
ppt_29,trial_06,8,disfluent,61.54093618213115,Cats have 5 paws on their front feet and 4 paws on their back feet
ppt_29,trial_07,3,disfluent,51.81681872091695,Honey doesn't go off
ppt_29,trial_08,20,fluent,56.88535102675651,The square root of 16 is 4
ppt_29,trial_09,16,fluent,46.494965862107364,The Eiffel Tower grows 6 inches in summer
ppt_29,trial_10,10,disfluent,45.654912680790666,You can draw a line 35 miles long using one pencil
ppt_29,trial_11,5,disfluent,48.615766799161634,The largest snowflake was bigger than most pizzas
ppt_29,trial_12,6,disfluent,57.98056961004887,Water makes different sounds depending on its temperature
ppt_29,trial_13,13,fluent,50.15777465363408,It would take 19 minutes to fall to the center of the earth
ppt_29,trial_14,9,disfluent,36.891201809992396,It's impossible to hum while holding your nose
ppt_29,trial_15,7,disfluent,48.13595323769881,Mickey Mouse was originally called Mortimer
ppt_29,trial_16,4,disfluent,44.83944201115811,A dog was voted mayor of a town in Minnesot 4 times
ppt_29,trial_17,19,fluent,30.448288633490414,The dot over a lowercase i and j is called a tittle
ppt_29,trial_18,1,disfluent,48.57802315527712,Candy floss was invented by a dentist
ppt_29,trial_19,2,disfluent,51.60821226910532,The first speeding fine was given in 1896
ppt_29,trial_20,11,fluent,49.95609201437343,The Sahara desert is only 25% sand
ppt_3,trial_01,19,fluent,41.576758199590564,The dot over a lowercase i and j is called a tittle
ppt_3,trial_02,15,fluent,56.87543649982855,Pigs don't sweat
ppt_3,trial_03,5,disfluent,44.48736764832429,The largest snowflake was bigger than most pizzas
ppt_3,trial_04,3,disfluent,47.38970897772534,Honey doesn't go off
ppt_3,trial_05,16,fluent,46.46402363150711,The Eiffel Tower grows 6 inches in summer
ppt_3,trial_06,12,fluent,43.052388263132606,A hashtag is technically called an octothorp
ppt_3,trial_07,8,disfluent,49.146007466749346,Cats have 5 paws on their front feet and 4 paws on their back feet
ppt_3,trial_08,11,fluent,52.57455646706416,The Sahara desert is only 25% sand
ppt_3,trial_09,18,fluent,52.123838302183266,Rabbits can't be sick
ppt_3,trial_10,13,fluent,36.02003046953423,It would take 19 minutes to fall to the center of the earth
ppt_3,trial_11,20,fluent,52.27654290807614,The square root of 16 is 4
ppt_3,trial_12,9,disfluent,41.65617695938674,It's impossible to hum while holding your nose
ppt_3,trial_13,14,fluent,38.608006843269656,Sloths don't fart
ppt_3,trial_14,10,disfluent,51.10765948474702,You can draw a line 35 miles long using one pencil
ppt_3,trial_15,1,disfluent,46.97911499302323,Candy floss was invented by a dentist
ppt_3,trial_16,17,fluent,54.26446826125591,Flamingos are pink because of their diet
ppt_3,trial_17,2,disfluent,43.053746336335415,The first speeding fine was given in 1896
ppt_3,trial_18,6,disfluent,54.204093959379016,Water makes different sounds depending on its temperature
ppt_3,trial_19,7,disfluent,44.79233117774511,Mickey Mouse was originally called Mortimer
ppt_3,trial_20,4,disfluent,37.983638335437746,A dog was voted mayor of a town in Minnesot 4 times
ppt_30,trial_01,14,disfluent,49.88254998803375,Sloths don't fart
ppt_30,trial_02,3,fluent,61.205598432070005,Honey doesn't go off
ppt_30,trial_03,8,fluent,45.77363488531454,Cats have 5 paws on their front feet and 4 paws on their back feet
ppt_30,trial_04,15,disfluent,47.16526476087782,Pigs don't sweat
ppt_30,trial_05,12,disfluent,55.46240676938323,A hashtag is technically called an octothorp
ppt_30,trial_06,1,fluent,49.998440211930294,Candy floss was invented by a dentist
ppt_30,trial_07,20,disfluent,55.608797664295714,The square root of 16 is 4
ppt_30,trial_08,9,fluent,44.72718355146739,It's impossible to hum while holding your nose
ppt_30,trial_09,6,fluent,34.98721935462023,Water makes different sounds depending on its temperature
ppt_30,trial_10,4,fluent,48.469984207338435,A dog was voted mayor of a town in Minnesot 4 times
ppt_30,trial_11,17,disfluent,46.00426965329725,Flamingos are pink because of their diet
ppt_30,trial_12,18,disfluent,52.95790590918598,Rabbits can't be sick
ppt_30,trial_13,16,disfluent,47.83627899949566,The Eiffel Tower grows 6 inches in summer
ppt_30,trial_14,5,fluent,41.96182662636359,The largest snowflake was bigger than most pizzas
ppt_30,trial_15,10,fluent,45.66805312551978,You can draw a line 35 miles long using one pencil
ppt_30,trial_16,11,disfluent,44.1605959435674,The Sahara desert is only 25% sand
ppt_30,trial_17,7,fluent,57.93358392097171,Mickey Mouse was originally called Mortimer
ppt_30,trial_18,2,fluent,44.433051338655844,The first speeding fine was given in 1896
ppt_30,trial_19,13,disfluent,47.0758782523954,It would take 19 minutes to fall to the center of the earth
ppt_30,trial_20,19,disfluent,51.00097964137272,The dot over a lowercase i and j is called a tittle
ppt_4,trial_01,14,disfluent,35.2708675476033,Sloths don't fart
ppt_4,trial_02,16,disfluent,34.27486754193918,The Eiffel Tower grows 6 inches in summer
ppt_4,trial_03,4,fluent,40.29066577882963,A dog was voted mayor of a town in Minnesot 4 times
ppt_4,trial_04,2,fluent,45.85050810852497,The first speeding fine was given in 1896
ppt_4,trial_05,1,fluent,50.0773716923256,Candy floss was invented by a dentist
ppt_4,trial_06,17,disfluent,42.983575793833424,Flamingos are pink because of their diet
ppt_4,trial_07,9,fluent,50.37816706370361,It's impossible to hum while holding your nose
ppt_4,trial_08,12,disfluent,39.46377927445106,A hashtag is technically called an octothorp
ppt_4,trial_09,6,fluent,45.27145837349757,Water makes different sounds depending on its temperature
ppt_4,trial_10,5,fluent,50.92525453124685,The largest snowflake was bigger than most pizzas
ppt_4,trial_11,15,disfluent,41.9892008233284,Pigs don't sweat
ppt_4,trial_12,10,fluent,49.65804402012298,You can draw a line 35 miles long using one pencil
ppt_4,trial_13,18,disfluent,45.76443951912283,Rabbits can't be sick
ppt_4,trial_14,13,disfluent,44.189918878612694,It would take 19 minutes to fall to the center of the earth
ppt_4,trial_15,7,fluent,46.27893038831063,Mickey Mouse was originally called Mortimer
ppt_4,trial_16,8,fluent,59.87148847831679,Cats have 5 paws on their front feet and 4 paws on their back feet
ppt_4,trial_17,11,disfluent,45.046700923356184,The Sahara desert is only 25% sand
ppt_4,trial_18,3,fluent,44.900508977869706,Honey doesn't go off
ppt_4,trial_19,20,disfluent,51.20075911801811,The square root of 16 is 4
ppt_4,trial_20,19,disfluent,38.21788215523621,The dot over a lowercase i and j is called a tittle
ppt_5,trial_01,14,fluent,50.505658610361586,Sloths don't fart
ppt_5,trial_02,15,fluent,53.981308622531714,Pigs don't sweat
ppt_5,trial_03,6,disfluent,38.70862218554915,Water makes different sounds depending on its temperature
ppt_5,trial_04,8,disfluent,40.51828957257966,Cats have 5 paws on their front feet and 4 paws on their back feet
ppt_5,trial_05,16,fluent,52.531819417610954,The Eiffel Tower grows 6 inches in summer
ppt_5,trial_06,10,disfluent,55.40320360325559,You can draw a line 35 miles long using one pencil
ppt_5,trial_07,4,disfluent,42.73026965618935,A dog was voted mayor of a town in Minnesot 4 times
ppt_5,trial_08,9,disfluent,58.32185049626573,It's impossible to hum while holding your nose
ppt_5,trial_09,2,disfluent,51.64886921703417,The first speeding fine was given in 1896
ppt_5,trial_10,19,fluent,52.706020206570756,The dot over a lowercase i and j is called a tittle
ppt_5,trial_11,1,disfluent,45.044174584477545,Candy floss was invented by a dentist
ppt_5,trial_12,5,disfluent,45.24320537793652,The largest snowflake was bigger than most pizzas
ppt_5,trial_13,3,disfluent,49.38267035761394,Honey doesn't go off
ppt_5,trial_14,13,fluent,45.763482287977155,It would take 19 minutes to fall to the center of the earth
ppt_5,trial_15,11,fluent,52.235100914318664,The Sahara desert is only 25% sand
ppt_5,trial_16,17,fluent,50.79434453835934,Flamingos are pink because of their diet
ppt_5,trial_17,7,disfluent,43.970917193298085,Mickey Mouse was originally called Mortimer
ppt_5,trial_18,12,fluent,53.2702385979383,A hashtag is technically called an octothorp
ppt_5,trial_19,18,fluent,57.27746172594324,Rabbits can't be sick
ppt_5,trial_20,20,fluent,60.16036873790338,The square root of 16 is 4
ppt_6,trial_01,2,fluent,49.74363689944447,The first speeding fine was given in 1896
ppt_6,trial_02,6,fluent,42.349697192130364,Water makes different sounds depending on its temperature
ppt_6,trial_03,8,fluent,61.1364613261737,Cats have 5 paws on their front feet and 4 paws on their back feet
ppt_6,trial_04,17,disfluent,42.195302650492536,Flamingos are pink because of their diet
ppt_6,trial_05,18,disfluent,48.61954333344228,Rabbits can't be sick
ppt_6,trial_06,4,fluent,46.13365660255331,A dog was voted mayor of a town in Minnesot 4 times
ppt_6,trial_07,20,disfluent,50.46401146896468,The square root of 16 is 4
ppt_6,trial_08,10,fluent,49.89190552313844,You can draw a line 35 miles long using one pencil
ppt_6,trial_09,15,disfluent,52.11454250451583,Pigs don't sweat
ppt_6,trial_10,14,disfluent,39.056299103021225,Sloths don't fart
ppt_6,trial_11,13,disfluent,51.501897883589365,It would take 19 minutes to fall to the center of the earth
ppt_6,trial_12,3,fluent,47.85184987059093,Honey doesn't go off
ppt_6,trial_13,9,fluent,40.50440234159181,It's impossible to hum while holding your nose
ppt_6,trial_14,1,fluent,51.62795371837098,Candy floss was invented by a dentist
ppt_6,trial_15,12,disfluent,45.51988686626438,A hashtag is technically called an octothorp
ppt_6,trial_16,19,disfluent,39.3457717969392,The dot over a lowercase i and j is called a tittle
ppt_6,trial_17,7,fluent,42.7085956313801,Mickey Mouse was originally called Mortimer
ppt_6,trial_18,16,disfluent,54.21631616117347,The Eiffel Tower grows 6 inches in summer
ppt_6,trial_19,5,fluent,52.087226568161526,The largest snowflake was bigger than most pizzas
ppt_6,trial_20,11,disfluent,49.21813092324207,The Sahara desert is only 25% sand
ppt_7,trial_01,9,disfluent,41.8308420117049,It's impossible to hum while holding your nose
ppt_7,trial_02,8,disfluent,44.883093430913775,Cats have 5 paws on their front feet and 4 paws on their back feet
ppt_7,trial_03,2,disfluent,53.31737703666653,The first speeding fine was given in 1896
ppt_7,trial_04,16,fluent,55.99116069576127,The Eiffel Tower grows 6 inches in summer
ppt_7,trial_05,17,fluent,49.94432531057382,Flamingos are pink because of their diet
ppt_7,trial_06,3,disfluent,52.63105382332734,Honey doesn't go off
ppt_7,trial_07,11,fluent,50.168350840996666,The Sahara desert is only 25% sand
ppt_7,trial_08,1,disfluent,57.26354887874656,Candy floss was invented by a dentist
ppt_7,trial_09,20,fluent,65.68354644894679,The square root of 16 is 4
ppt_7,trial_10,5,disfluent,51.70024940136983,The largest snowflake was bigger than most pizzas
ppt_7,trial_11,14,fluent,55.482184682335195,Sloths don't fart
ppt_7,trial_12,19,fluent,48.35944231912673,The dot over a lowercase i and j is called a tittle
ppt_7,trial_13,12,fluent,49.446678794179974,A hashtag is technically called an octothorp
ppt_7,trial_14,18,fluent,46.78059714011877,Rabbits can't be sick
ppt_7,trial_15,6,disfluent,53.74118309760236,Water makes different sounds depending on its temperature
ppt_7,trial_16,4,disfluent,57.6811342100835,A dog was voted mayor of a town in Minnesot 4 times
ppt_7,trial_17,7,disfluent,50.8974996041487,Mickey Mouse was originally called Mortimer
ppt_7,trial_18,15,fluent,44.3235325173989,Pigs don't sweat
ppt_7,trial_19,13,fluent,42.08435932950749,It would take 19 minutes to fall to the center of the earth
ppt_7,trial_20,10,disfluent,38.7305111202501,You can draw a line 35 miles long using one pencil
ppt_8,trial_01,8,fluent,47.59384632540242,Cats have 5 paws on their front feet and 4 paws on their back feet
ppt_8,trial_02,12,disfluent,46.38134773617153,A hashtag is technically called an octothorp
ppt_8,trial_03,13,disfluent,50.51749928850231,It would take 19 minutes to fall to the center of the earth
ppt_8,trial_04,2,fluent,43.12858898137807,The first speeding fine was given in 1896
ppt_8,trial_05,10,fluent,44.769380099181355,You can draw a line 35 miles long using one pencil
ppt_8,trial_06,11,disfluent,43.93108290096223,The Sahara desert is only 25% sand
ppt_8,trial_07,9,fluent,37.96585361002389,It's impossible to hum while holding your nose
ppt_8,trial_08,1,fluent,57.25556107558282,Candy floss was invented by a dentist
ppt_8,trial_09,18,disfluent,42.24728334373441,Rabbits can't be sick
ppt_8,trial_10,15,disfluent,44.83336181924639,Pigs don't sweat
ppt_8,trial_11,5,fluent,39.844685097672354,The largest snowflake was bigger than most pizzas
ppt_8,trial_12,3,fluent,46.61275995042858,Honey doesn't go off
ppt_8,trial_13,6,fluent,42.00152883794631,Water makes different sounds depending on its temperature
ppt_8,trial_14,14,disfluent,49.45655132472227,Sloths don't fart
ppt_8,trial_15,4,fluent,54.607304529648744,A dog was voted mayor of a town in Minnesot 4 times
ppt_8,trial_16,16,disfluent,47.28509676680388,The Eiffel Tower grows 6 inches in summer
ppt_8,trial_17,20,disfluent,57.59839610461131,The square root of 16 is 4
ppt_8,trial_18,7,fluent,46.8886146833857,Mickey Mouse was originally called Mortimer
ppt_8,trial_19,19,disfluent,44.36231406584284,The dot over a lowercase i and j is called a tittle
ppt_8,trial_20,17,disfluent,44.977553354932944,Flamingos are pink because of their diet
ppt_9,trial_01,14,fluent,53.56595061436395,Sloths don't fart
ppt_9,trial_02,11,fluent,59.24100210023938,The Sahara desert is only 25% sand
ppt_9,trial_03,18,fluent,51.92056162006478,Rabbits can't be sick
ppt_9,trial_04,10,disfluent,43.48103869596766,You can draw a line 35 miles long using one pencil
ppt_9,trial_05,15,fluent,56.56104517265654,Pigs don't sweat
ppt_9,trial_06,17,fluent,53.76342023517667,Flamingos are pink because of their diet
ppt_9,trial_07,12,fluent,48.978076080141605,A hashtag is technically called an octothorp
ppt_9,trial_08,9,disfluent,40.430058472519875,It's impossible to hum while holding your nose
ppt_9,trial_09,20,fluent,62.84597092487877,The square root of 16 is 4
ppt_9,trial_10,3,disfluent,45.977655969426785,Honey doesn't go off
ppt_9,trial_11,6,disfluent,44.615195639154315,Water makes different sounds depending on its temperature
ppt_9,trial_12,1,disfluent,53.37023438797833,Candy floss was invented by a dentist
ppt_9,trial_13,5,disfluent,43.23966242182936,The largest snowflake was bigger than most pizzas
ppt_9,trial_14,7,disfluent,46.416093760310055,Mickey Mouse was originally called Mortimer
ppt_9,trial_15,2,disfluent,43.607675228441664,The first speeding fine was given in 1896
ppt_9,trial_16,13,fluent,47.34390669432241,It would take 19 minutes to fall to the center of the earth
ppt_9,trial_17,8,disfluent,53.1089235084487,Cats have 5 paws on their front feet and 4 paws on their back feet
ppt_9,trial_18,19,fluent,51.23977290523119,The dot over a lowercase i and j is called a tittle
ppt_9,trial_19,4,disfluent,49.84929137542686,A dog was voted mayor of a town in Minnesot 4 times
ppt_9,trial_20,16,fluent,55.72818231149783,The Eiffel Tower grows 6 inches in summer
