motiv,funding,schoolid,grade
5.52,5.93,Boroughmuir High School,70.42
4.81,5.93,Boroughmuir High School,43.7
6.63,5.93,Boroughmuir High School,65.76
6.52,5.93,Boroughmuir High School,42.19
5.22,5.93,Boroughmuir High School,39.49
5.48,5.93,Boroughmuir High School,22.88
4.61,5.93,Boroughmuir High School,46.69
6.13,5.93,Boroughmuir High School,35.27
7.07,6.09,Penicuik High School,72.89
3.8200000000000003,6.09,Penicuik High School,33.82
7.76,6.09,Penicuik High School,43.42
5.52,6.09,Penicuik High School,40.5
5.5600000000000005,6.09,Penicuik High School,44.96
4.38,6.09,Penicuik High School,46.62
4.5,6.09,Penicuik High School,59.37
5.86,6.09,Penicuik High School,31.94
7.35,6.09,Penicuik High School,35.31
5.95,6.09,Penicuik High School,39.9
6.4,6.09,Penicuik High School,59.84
5.44,6.09,Penicuik High School,51.75
5.68,6.09,Penicuik High School,36.74
4.4,6.09,Penicuik High School,41.34
5.97,6.09,Penicuik High School,39.35
5.29,6.09,Penicuik High School,32.82
6.66,6.09,Penicuik High School,29.23
5.17,6.09,Penicuik High School,53.49
6.76,6.09,Penicuik High School,68.15
8.4,6.09,Penicuik High School,32.07
7.71,6.09,Penicuik High School,59.51
6.7,6.09,Penicuik High School,55.03
6.12,6.09,Penicuik High School,38.8
4.98,6.09,Penicuik High School,32.6
6.34,6.09,Penicuik High School,33.63
4.14,6.09,Penicuik High School,75.24
5.24,6.09,Penicuik High School,55.77
4.3,6.09,Penicuik High School,48.26
7.33,6.09,Penicuik High School,73.27
4.79,6.09,Penicuik High School,54.92
6.58,7.76,Kilchuimen Academy,71.35
8.19,7.76,Kilchuimen Academy,36.66
3.9,7.76,Kilchuimen Academy,61.48
6.51,7.76,Kilchuimen Academy,49.04
7.58,7.76,Kilchuimen Academy,70.12
6.08,7.76,Kilchuimen Academy,57.5
4.92,7.76,Kilchuimen Academy,40.79
8.01,7.76,Kilchuimen Academy,76.09
8.5,7.76,Kilchuimen Academy,76.66
6.1,7.76,Kilchuimen Academy,46.37
6.14,7.76,Kilchuimen Academy,55.57
5.93,7.76,Kilchuimen Academy,63.04
5.46,7.76,Kilchuimen Academy,53.18
6.15,7.76,Kilchuimen Academy,61.6
6.9,7.76,Kilchuimen Academy,40.24
5.14,7.76,Kilchuimen Academy,45.98
4.16,7.76,Kilchuimen Academy,61.34
7.4399999999999995,7.76,Kilchuimen Academy,46.67
7.51,7.76,Kilchuimen Academy,67.85
8.42,7.76,Kilchuimen Academy,61.72
5.6,7.76,Kilchuimen Academy,74.29
7.8,7.76,Kilchuimen Academy,54.01
7.529999999999999,7.76,Kilchuimen Academy,85.34
7.1,7.76,Kilchuimen Academy,39.22
8.34,7.76,Kilchuimen Academy,51.77
6.36,7.76,Kilchuimen Academy,45.64
6.07,7.76,Kilchuimen Academy,53.77
8.29,7.76,Kilchuimen Academy,53.19
5.58,7.76,Kilchuimen Academy,58.63
5.67,7.76,Kilchuimen Academy,72.43
7.17,7.55,Hazlehead Academy,59.81
5.24,7.55,Hazlehead Academy,62.15
5.97,7.55,Hazlehead Academy,60.64
7.26,7.55,Hazlehead Academy,46.21
5.36,7.55,Hazlehead Academy,61.29
7.1899999999999995,7.55,Hazlehead Academy,78.32
6.15,7.55,Hazlehead Academy,37.98
6.14,7.55,Hazlehead Academy,46.2
3.98,7.55,Hazlehead Academy,70.98
6.6,7.55,Hazlehead Academy,51.29
7.15,7.55,Hazlehead Academy,47.63
7.23,7.55,Hazlehead Academy,39.42
5.65,7.55,Hazlehead Academy,52.89
6.3,7.55,Hazlehead Academy,70.16
6.9399999999999995,7.55,Hazlehead Academy,22.49
5.9,7.55,Hazlehead Academy,67.97
6.55,7.55,Hazlehead Academy,54.98
6.07,7.55,Hazlehead Academy,57.72
6.64,7.55,Hazlehead Academy,54.01
5.97,7.55,Hazlehead Academy,41.23
4.93,7.55,Hazlehead Academy,55.88
4.54,7.55,Hazlehead Academy,49.26
6.71,7.55,Hazlehead Academy,62.93
7.07,7.55,Hazlehead Academy,46.32
5.9399999999999995,7.55,Hazlehead Academy,54.21
4.83,7.55,Hazlehead Academy,70.45
5.36,7.55,Hazlehead Academy,67.01
6.79,7.55,Hazlehead Academy,74.57
5.87,7.55,Hazlehead Academy,62.73
6.46,7.55,Hazlehead Academy,66.21
4.14,4.55,Banff Academy,40.66
4.23,4.55,Banff Academy,41.11
2.02,4.55,Banff Academy,26.43
3.79,4.55,Banff Academy,31.85
3.73,4.55,Banff Academy,35.5
2.47,4.55,Banff Academy,15.76
4.05,4.55,Banff Academy,21.46
1.52,4.55,Banff Academy,26.68
3.25,4.55,Banff Academy,53.27
2.5,4.55,Banff Academy,24.3
2.43,4.55,Banff Academy,34.69
3.91,4.55,Banff Academy,29.89
3.4699999999999998,4.55,Banff Academy,43.06
4.34,4.55,Banff Academy,32.69
2.59,4.55,Banff Academy,37.39
4.34,4.55,Banff Academy,42.63
3.09,4.55,Banff Academy,53.67
2.17,4.55,Banff Academy,63.73
4.45,4.55,Banff Academy,33.04
3.09,4.55,Banff Academy,30.99
5.07,4.55,Banff Academy,56.28
3.16,4.55,Banff Academy,53.44
1.83,4.55,Banff Academy,18.13
3.35,4.55,Banff Academy,43.59
2.76,4.55,Banff Academy,31.56
3.81,4.55,Banff Academy,20.29
4.26,4.55,Banff Academy,56.28
2.74,4.55,Banff Academy,45.88
2.93,4.55,Banff Academy,56.63
0.7599999999999998,4.55,Banff Academy,22.25
7.34,6.37,Mallaig High School,64.13
6.41,6.37,Mallaig High School,62.05
7.8,6.37,Mallaig High School,58.72
9.6,6.37,Mallaig High School,82.01
6.75,6.37,Mallaig High School,61.07
9.4,6.37,Mallaig High School,60.24
6.53,6.37,Mallaig High School,63.45
8.69,6.37,Mallaig High School,84.91
7.24,6.37,Mallaig High School,64.9
7.17,6.37,Mallaig High School,54.67
7.95,6.37,Mallaig High School,49.75
5.88,6.37,Mallaig High School,75.87
9.17,6.37,Mallaig High School,70.48
8.27,6.37,Mallaig High School,71.65
7.76,6.37,Mallaig High School,45.94
7.02,6.37,Mallaig High School,66.91
7.48,6.37,Mallaig High School,77.02
6.25,6.37,Mallaig High School,42.8
5.44,6.37,Mallaig High School,49.95
8.34,6.37,Mallaig High School,87.45
6.16,6.37,Mallaig High School,64.05
7.33,6.37,Mallaig High School,68.38
7.6899999999999995,6.37,Mallaig High School,61.5
6.33,6.37,Mallaig High School,63.78
7.8,6.37,Mallaig High School,73.72
7.2,6.37,Mallaig High School,32.54
5.99,6.37,Mallaig High School,42.09
7.3,6.37,Mallaig High School,66.19
7.4,6.37,Mallaig High School,55.63
7.91,6.37,Mallaig High School,64.79
3.23,6.98,Stronsay Junior High School,56.49
5.35,6.98,Stronsay Junior High School,56.68
5.06,6.98,Stronsay Junior High School,45.63
3.77,6.98,Stronsay Junior High School,75.81
5.86,6.98,Stronsay Junior High School,39.39
5.2,6.98,Stronsay Junior High School,44.37
2.44,6.98,Stronsay Junior High School,53.52
4.75,6.98,Stronsay Junior High School,31.77
5.06,6.98,Stronsay Junior High School,51.31
5.26,6.98,Stronsay Junior High School,52.54
7.09,6.98,Stronsay Junior High School,50.13
5.06,6.98,Stronsay Junior High School,63.9
4.9,6.98,Stronsay Junior High School,66.8
5.05,6.98,Stronsay Junior High School,49.19
6.83,6.98,Stronsay Junior High School,52.09
4.63,6.98,Stronsay Junior High School,59.68
4.75,6.98,Stronsay Junior High School,33.91
2.22,6.98,Stronsay Junior High School,60.81
7.01,6.98,Stronsay Junior High School,62.37
4.69,6.98,Stronsay Junior High School,48.94
4.33,6.98,Stronsay Junior High School,30.03
3.87,6.98,Stronsay Junior High School,68.61
5.37,6.98,Stronsay Junior High School,63.75
4.96,6.98,Stronsay Junior High School,60.53
5.28,6.98,Stronsay Junior High School,49.68
5.14,6.98,Stronsay Junior High School,46.91
3.7,6.98,Stronsay Junior High School,63.72
5.37,6.98,Stronsay Junior High School,65.34
4.76,6.98,Stronsay Junior High School,65.92
3.58,6.98,Stronsay Junior High School,63.98
6.42,6.53,Craigroyston Community High School,81.96
4.11,6.53,Craigroyston Community High School,51.08
4.28,6.53,Craigroyston Community High School,49.13
6.84,6.53,Craigroyston Community High School,55.42
3.6100000000000003,6.53,Craigroyston Community High School,65.04
5.09,6.53,Craigroyston Community High School,50.54
6.48,6.53,Craigroyston Community High School,59.4
6.37,6.53,Craigroyston Community High School,45.5
6.39,6.53,Craigroyston Community High School,65.97
3.83,6.53,Craigroyston Community High School,71.65
5.52,6.53,Craigroyston Community High School,55.9
4.68,6.53,Craigroyston Community High School,45.3
5.85,6.53,Craigroyston Community High School,41
6.07,6.53,Craigroyston Community High School,49.73
5.15,6.53,Craigroyston Community High School,49.72
4.91,6.53,Craigroyston Community High School,42.9
4.43,6.53,Craigroyston Community High School,56.08
3.3899999999999997,6.53,Craigroyston Community High School,35.93
6.21,6.53,Craigroyston Community High School,63.05
3.85,6.53,Craigroyston Community High School,52.45
5.13,6.53,Craigroyston Community High School,61.5
4.48,6.53,Craigroyston Community High School,46.98
6.72,6.53,Craigroyston Community High School,52.59
5.39,6.53,Craigroyston Community High School,50.49
4.58,6.53,Craigroyston Community High School,58.68
4.98,6.53,Craigroyston Community High School,61.47
7.45,6.53,Craigroyston Community High School,51.52
5.17,6.53,Craigroyston Community High School,44.65
3.3200000000000003,6.53,Craigroyston Community High School,53.44
5.46,6.53,Craigroyston Community High School,23.83
