"license_issue_date","license_number","animals_name","species","primary_breed","secondary_breed","zip_code","weight_kg"
"July 05 2017","731694","Olivia","Dog","Coonhound",NA,"98107",18.4139547833571
"September 21 2018","8001152","Nyah","Dog","Retriever, Labrador",NA,"98107",18.0910008940445
"August 18 2018","S134133","Boomer","Dog","Spaniel, English Springer",NA,"98107",32.6869913587071
"November 09 2018","891265","Quattro","Cat","Domestic Medium Hair",NA,"98107",4.64642236344908
"September 04 2018","579094","Toby","Cat","Domestic Shorthair",NA,"98107",4.58558990614651
"May 08 2018","S143534","Apollo","Cat","Domestic Longhair",NA,"98107",4.7676795357496
"September 27 2018","S120387","Maude","Cat","Domestic Shorthair","Mix","98107",4.5004294093103
"August 18 2018","8000176","Pepper","Cat","Domestic Shorthair","Mix","98107",NA
"May 10 2017","S130725","Harvey","Cat","Domestic Longhair",NA,"98107",4.38993294227687
"June 18 2017","732660","Girl Scout","Cat","Domestic Medium Hair",NA,"98107",4.21986931701611
"February 15 2017","S127911","Kudo","Cat","Domestic Shorthair",NA,"98107",4.58751421510832
"November 20 2018","S119030","Pepper Anne","Cat","Domestic Shorthair","Mix","98107",4.69502879396988
"September 19 2018","8001098","Coya","Cat","Domestic Shorthair",NA,"98107",3.8857288563396
"December 14 2018","952469","Ella","Cat","Domestic Shorthair",NA,"98107",4.73520690006657
"December 19 2018","S121881","Sushi","Cat","Siamese",NA,"98107",4.29617091015285
"March 21 2018","129573","Sweet Pea","Cat","Domestic Shorthair",NA,"98107",4.0398989411038
"June 26 2018","S145124","Puzzles","Cat","Maine Coon",NA,"98107",4.73967806552266
"July 11 2017","350351","Lalla","Cat","Domestic Shorthair",NA,"98107",5.26330963528487
"January 19 2018","19197","Rosie","Cat","Domestic Shorthair",NA,"98107",4.26380242632917
"August 16 2018","S145951","Moonbeam","Cat","Domestic Shorthair",NA,"98107",4.13098996025507
"October 10 2017","133432","Cody","Cat","Domestic Medium Hair",NA,"98107",4.64133665994933
"October 13 2017","832705","Sweet Anna","Cat","Domestic Shorthair",NA,"98107",4.77641534104893
"October 31 2018","S152189","Ara","Cat","Maine Coon","Mix","98107",3.8790299948015
"June 26 2018","S112866","Chip","Cat","Domestic Shorthair","Mix","98107",4.47295503474148
"April 11 2017","202885","Luca","Cat","Domestic Shorthair",NA,"98107",5.05760591143419
"July 03 2018","S117480","Enzo","Dog","Miniature Pinscher","Mix","98108",9.57831442824963
"June 27 2018","S145312","Moose","Dog","Boxer",NA,"98108",21.8285730150168
"October 14 2018","8001871","Zulu","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)","Mix","98108",15.4775374770709
"March 08 2017","136322","Tre","Dog","Australian Cattle Dog",NA,"98108",17.6041515378441
"January 06 2018","959919","Kilkenny","Dog","Shih Tzu",NA,"98108",15.7533771377656
"July 05 2018","S117908","Addy","Dog","Terrier, American Pit Bull",NA,"98108",24.0189210554234
"October 18 2016","79023","Marley","Dog","Xoloitzcuintli",NA,"98108",23.4004532237095
"August 11 2017","141578","Penny","Dog","Retriever, Labrador",NA,"98108",21.7851061002552
"November 21 2018","S149194","Oden","Dog","Terrier, American Staffordshire","Mix","98108",26.441945660361
"July 25 2018","443161","Stockholm","Dog","Retriever, Labrador","Boxer","98108",22.4979034687571
"December 06 2018","S133847","Patronus","Dog","Retriever, Labrador","Retriever, Golden","98108",27.2323268862182
"January 16 2018","27857","Harley","Dog","Bulldog",NA,"98108",17.0207366736203
"January 06 2018","S139287","The Drake","Dog","Poodle, Miniature",NA,"98108",19.4551072351309
"January 03 2018","S139063","Kenya","Dog","Rottweiler",NA,"98108",23.6252481152723
"January 17 2018","S127335","McKenna","Dog","Terrier, Pit Bull",NA,"98108",11.2912078650019
"May 18 2018","S131014","Quica","Dog","Retriever, Labrador",NA,"98108",18.5372303598832
"May 01 2018","279935","Molokai","Dog","Australian Shepherd",NA,"98108",28.9656715861157
"February 20 2018","S140775","Poppy","Dog","Retriever, Golden",NA,"98108",25.2976443432173
"February 21 2018","S140471","Ipo","Dog","Rottweiler",NA,"98108",20.9129759931831
"January 16 2018","S126940","Sam","Dog","Maltese",NA,"98108",16.3491697273364
"March 09 2017","141879","Dozer","Dog","Boxer",NA,"98108",23.5558418907572
"June 12 2018","444790","Otello","Dog","German Shepherd",NA,"98108",21.3770320064104
"July 06 2017","S131461","Gracie","Dog","Chihuahua, Short Coat","Mix","98108",12.8375415462895
"February 27 2018","S141035","Teddy (Theodore)","Dog","Terrier, Yorkshire","Poodle, Miniature","98108",18.5041034954764
"July 25 2018","572064","Biscuit","Dog","Chihuahua, Short Coat",NA,"98108",12.0005837767659
"January 12 2017","961158","Marcia","Dog","Retriever, Labrador",NA,"98108",11.9537264955588
"October 18 2017","830161",NA,"Dog","Terrier","Shepherd","98108",25.7930017151589
"January 18 2018","28054","Amy","Dog","Terrier, Silky",NA,"98108",23.4307653000766
"March 08 2017","S127887","Pinkie","Dog","Terrier, American Pit Bull",NA,"98108",17.2151360773536
"February 15 2018","83418","Franklin","Cat","Domestic Shorthair",NA,"98108",4.93031038106537
"March 15 2017","85135","Cortado","Cat","Siamese","Mix","98108",3.86444220151655
"July 13 2018","351016","Blaze","Cat","Domestic Shorthair",NA,"98108",4.71769349174575
"September 26 2018","8001282","Sassy","Cat","Domestic Longhair","Mix","98108",4.91651504358965
"November 06 2018","8002526","Leia","Cat","Siberian","Mix","98108",3.44928229264743
"February 08 2018","431030","Ming","Cat","Domestic Shorthair",NA,"98108",4.59407429646915
"September 14 2017","586637","Wiley","Cat","Domestic Shorthair",NA,"98108",4.42972314809231
"October 07 2018","S122246","Jynx","Cat","Domestic Longhair","Mix","98108",4.3763730644811
"November 13 2018","8002705","Ooma","Dog","Poodle, Standard",NA,"98109",26.8346712924098
"April 24 2018","S143155","Henry","Dog","Retriever, Labrador",NA,"98109",31.1021373512518
"April 12 2018","S113053","Kita","Dog","Chihuahua, Short Coat",NA,"98109",19.3352024483071
"December 07 2018","8003592","Torta","Dog","Dutch Shepherd","Mix","98109",8.43456692947645
"September 19 2018","S109251","Tasi","Dog","Retriever, Labrador","Mix","98109",11.8949672307427
"October 02 2018","S149106","Berlin","Dog","Bulldog, English",NA,"98109",16.6115586828296
"September 05 2017","S135226","Lucas","Dog","Terrier, Border","Mix","98109",31.6757172136312
"November 05 2018","8002478","Kevin Hart","Dog","Dachshund, Standard Long Haired",NA,"98109",15.3976397975429
"September 25 2018","S120319","Darby","Dog","American Eskimo",NA,"98109",31.1701549438008
"June 14 2018","S144759","Tyson","Dog","Portuguese Water Dog",NA,"98109",20.6562973710645
"February 23 2017","80918","Chloe","Dog","Schnauzer, Miniature",NA,"98109",27.1304240203249
"July 31 2018","S147525","Toby","Dog","Retriever, Golden","Poodle, Miniature","98109",18.8187017646962
"July 31 2018","S134992","Ari","Dog","Vizsla, Smooth Haired",NA,"98109",30.9255312811667
"March 27 2018","138098","Coconut","Dog","American Eskimo",NA,"98109",20.5395724841136
"February 28 2018","S141118","Lili Marleen","Dog","Retriever, Labrador",NA,"98109",21.4618410012567
"October 06 2018","S121810","Hoot","Dog","Australian Cattle Dog",NA,"98109",34.5776135318996
"October 05 2018","S136105","Hobbes","Dog","Retriever, Golden",NA,"98109",17.0164217144697
"October 06 2018","8001587","Leia","Dog","Australian Shepherd",NA,"98109",25.1137177745164
"April 24 2018","S128030","Blu","Dog","Terrier, American Staffordshire",NA,"98109",23.4785244951863
"October 09 2017","S136972","Eustice","Dog","Chihuahua, Short Coat","Dachshund, Miniature Smooth Haired","98109",16.3788580209015
"June 19 2018","S125834","Gaston","Dog","Bulldog, French",NA,"98109",6.68088476980835
"May 18 2017","S131178","Tashi","Dog","Retriever, Labrador","Poodle, Miniature","98109",10.0980605346216
"April 17 2018","S130316","Emma Ganin","Dog","Weimaraner",NA,"98109",20.4526912454876
"April 28 2018","212098","PJ","Dog","Retriever, Labrador","Mix","98109",20.1838984930791
"September 11 2017","S135661","Kiddo","Dog","Retriever, Golden",NA,"98109",32.1123524082816
"September 02 2018","8000582","Rocky","Dog","Boxer","Mix","98109",20.7822267672445
"December 15 2018","8003864","Zoey","Dog","Retriever, Golden","Poodle, Standard","98109",20.5379359150161
"July 23 2018","S135304","Lucy","Dog","Retriever, Golden","Poodle, Standard","98109",31.1509466817546
"January 26 2017","S118664","Bosco","Dog","Poodle, Standard","Retriever, Golden","98109",18.9836307703957
"September 13 2018","8000889","Hoku","Dog","Terrier, Airedale","Mix","98109",15.0477912571714
"May 30 2018","S101655","Cabella","Dog","Mix",NA,"98109",NA
"May 08 2018","S129647","Gigi","Dog","Retriever, Golden","Poodle, Miniature","98109",21.8353466598015
"December 17 2016","S125989","Charlie","Dog","Terrier, Cairn","Mix","98109",21.9069842703966
"July 17 2018","S124172","Haru","Dog","American Eskimo","Mix","98109",19.7451200840978
"March 26 2018","138642","Kate","Dog","Spaniel, English Springer","Border Collie","98109",26.0243831333254
"May 24 2017","139632","Beemo","Dog","Australian Shepherd",NA,"98109",26.7997969297909
"January 25 2018","898799","Beckett","Dog","Poodle, Miniature",NA,"98109",17.8518639681209
"July 25 2017","436868","Chumba Bear","Dog","Shih Tzu",NA,"98109",28.42183670176
"December 01 2018","S106023","Oliver","Dog","Shih Tzu","Papillon","98109",24.9618254722452
"May 16 2017","S130922","Tato","Dog","Spaniel",NA,"98109",22.3940424776064
"November 03 2017","S103628","Doctor Evil","Cat","Sphynx",NA,"98109",4.08748818891517
"October 16 2017","832944","Maeby","Cat","Domestic Medium Hair",NA,"98109",4.43043815301659
"May 20 2018","S131334","Genghis Khan","Cat","Domestic Longhair",NA,"98109",NA
"April 14 2018","S140877","Chula","Cat","Domestic Shorthair","Mix","98109",4.52674195843608
"August 03 2018","434564","Roxie","Cat","Domestic Longhair","Siamese","98109",4.55072934231223
"February 07 2017","29145","Ugnaught","Cat","Domestic Shorthair",NA,"98109",4.55193981641124
"May 11 2017","268560",NA,"Cat","Domestic Shorthair",NA,"98109",4.6164718079411
"September 07 2017","S103715","Rocket","Cat","Domestic Shorthair","Mix","98109",4.69598231545364
"February 20 2018","S140777","Bella","Cat","Domestic Medium Hair",NA,"98109",4.37665344420702
"July 27 2017","133602","Dita","Cat","Domestic Medium Hair",NA,"98109",3.98041099353971
"October 05 2017","S134670","Ash","Cat","Domestic Shorthair","Mix","98109",4.15757206531483
"July 30 2018","S142571","Cronut","Cat","Domestic Shorthair","Mix","98109",4.86215473288482
"October 08 2018","S123704","Ollie","Cat","Domestic Shorthair",NA,"98109",4.52597140129859
"December 02 2018","S149214","Cider","Cat","Domestic Shorthair","Mix","98109",4.62050670799157
"March 24 2017","S128375","Tommy T","Cat","Domestic Shorthair","Mix","98109",4.166221627468
"October 22 2016","15183","Pindar","Cat","Siamese","Mix","98109",4.78072757740318
"July 06 2017","732097","Callie","Cat","Russian Blue","Mix","98109",4.26528453741541
"February 12 2017","S127187","Carson","Cat","Domestic Medium Hair","Mix","98109",4.33156967331907
"June 24 2018","S143695","Tofu","Cat","Domestic Longhair","Mix","98109",4.58447191489081
"July 31 2018","S131780","Rasa","Cat","Ragdoll",NA,"98109",4.90705782829722
"August 31 2018","S120280","B&W","Cat","Domestic Shorthair","Mix","98109",4.7567292898063
"November 02 2018","S146537","Sneezy","Cat","Domestic Shorthair","Mix","98109",4.75383299189914
"July 17 2018","S147010","Bentley","Cat","Domestic Medium Hair","Maine Coon","98109",4.09512963248739
"November 11 2018","716305","Cowboy","Cat","Domestic Shorthair",NA,"98109",4.47742399464726
"December 08 2017","S138266","Crater","Dog","Beagle","Mix","98112",25.632469135336
"October 04 2017","29438","Tündi","Dog","Bichon Frise","Shih Tzu","98112",21.1953956352945
"December 06 2018","S138649","BusterBear","Dog","Retriever, Labrador",NA,"98112",25.8700677133942
"August 15 2018","8000107","Baxter","Dog","Terrier, Rat",NA,"98112",25.3280015533667
"November 14 2017","900896","Oliver","Dog","Retriever, Labrador","Border Collie","98112",7.55650099172594
"October 20 2018","835204","Madison","Dog","Havanese",NA,"98112",28.8664943089064
"April 14 2018","S114684","Tinkerbelle","Dog","Australian Shepherd","Mix","98112",23.2954321237151
"May 01 2018","S143316","Arlo","Dog","Retriever, Labrador",NA,"98112",21.8052174886733
"July 25 2017","137583","Sadie","Dog","Retriever, Labrador",NA,"98112",11.8785918600548
"June 05 2017","S132012","Tazman","Dog","Retriever, Labrador",NA,"98112",7.81754486026581
"April 24 2018","S111756","Pepper Potts","Dog","Terrier, Pit Bull","Mix","98112",18.1399830647688
"June 27 2018","349247","Hana","Dog","Retriever, Labrador",NA,"98112",11.5135039548837
"June 25 2018","S145127","Edgar","Dog","Retriever, Labrador",NA,"98112",9.46902819471263
"July 19 2017","444408","Gabi","Dog","Retriever, Golden",NA,"98112",12.913696779133
"May 09 2017","84172","Teddy","Dog","Retriever, Labrador","Poodle, Standard","98112",7.14118006930502
"September 28 2017","831830","Lucky","Dog","Retriever, Labrador",NA,"98112",8.45794787442378
"August 21 2018","8000239","Pablo Lowery","Dog","Australian Shepherd",NA,"98112",16.6731903613466
"October 16 2017","964901","Amelie","Dog","Retriever, Labrador","Poodle, Standard","98112",NA
"November 01 2018","8002379","Luna","Dog","Siberian Husky","Mix","98112",12.5057198407542
"December 29 2017","S107842","Lucky","Dog","Xoloitzcuintli","Mix","98112",25.4281965715236
"March 09 2017","141248","Buster","Dog","Poodle, Miniature","Spaniel, American Cocker","98112",15.5221121576787
"February 16 2018","78157","Franny","Dog","Kooikerhondje",NA,"98112",16.3954094375949
"April 21 2017","84608","Shaka","Dog","Terrier, Welsh",NA,"98112",29.1803010646046
"February 11 2018","80008","Frank","Dog","Terrier","Mix","98112",8.44990647795702
"October 10 2018","S136964","Ri","Dog","Terrier, Airedale","Alaskan Husky","98112",12.6963402577886
"April 04 2018","S142073","Annie","Dog","Retriever, Labrador",NA,"98112",19.1113319028436
"June 12 2018","S116788","Jake","Dog","Terrier, American Pit Bull","Hound","98112",24.6873317319235
"November 27 2018","8003269","Jones","Dog","Mixed Breed, Large (over 44 lbs fully grown)","Mix","98112",17.7667536540869
"January 29 2017","S126893","Rory","Dog","Retriever, Labrador","Mix","98112",20.0184128699309
"September 26 2017","S102538","Hailey","Dog","Retriever, Labrador",NA,"98112",26.8787505148793
"May 12 2017","211075","Pippin","Dog","Retriever, Labrador","Poodle, Standard","98112",21.8010702095302
"August 08 2017","585071","Lulabelle","Dog","Pointer",NA,"98112",23.2985076361897
"August 01 2018","584796","June Bug","Dog","Retriever, Labrador","Poodle, Standard","98112",14.574210095434
"July 26 2018","S134031","Bishop","Dog","Mix",NA,"98112",20.1927971770117
"February 26 2017","S128088","Kylie","Dog","Siberian Husky","Mix","98112",18.455965560097
"September 06 2017","435837","Cindy Lou","Dog","Retriever, Labrador",NA,"98112",24.7486987811446
"April 03 2018","141142","Maisie","Dog","Siberian Husky","Alaskan Malamute","98112",14.1901887152602
"April 10 2018","206544","Raven","Dog","Terrier","Mix","98112",18.0873264054108
"June 13 2018","731510","Kafi","Dog","Retriever, Golden",NA,"98112",29.092643421108
"September 30 2018","S135255","Chloe","Dog","Poodle, Standard",NA,"98112",10.3700193241112
"November 20 2015","585641","Trout","Dog","Terrier, Yorkshire","Chihuahua, Short Coat","98112",21.5271513973316
"August 20 2017","579562","Campbell","Dog","Retriever, Golden",NA,"98112",17.3000742768611
"July 09 2018","S142284","Mustafa","Cat","Domestic Shorthair","Mix","98112",4.65210173444176
"July 03 2018","428266","Eliza","Cat","Domestic Shorthair",NA,"98112",4.4607779105955
"November 07 2018","S118997","Nova","Cat","Domestic Shorthair","Mix","98112",4.47354351712988
"April 10 2018","S142415","Sophie","Cat","Domestic Medium Hair",NA,"98112",4.5825366736811
"November 17 2017","S136540","Leeloo","Cat","Domestic Shorthair","Mix","98112",4.86303276448482
"October 19 2018","8002037","Sebben","Cat","Domestic Medium Hair","Mix","98112",4.40666603282179
"April 18 2018","S141592","Georgie","Cat","Domestic Longhair","Mix","98112",4.43697033529665
"October 19 2018","8002040","Marley","Cat","Domestic Shorthair","Mix","98112",4.44401297519429
"June 12 2018","S134539","Garfield","Cat","Domestic Shorthair","Mix","98112",4.5060662796603
"February 16 2018","S134461","OJ","Cat","Domestic Shorthair","Mix","98112",4.37550550813843
"May 01 2018","204738","Hunter","Cat","Pixie-Bob",NA,"98112",5.05176691756175
"September 28 2017","430537","Skeletor","Cat","Domestic Shorthair",NA,"98112",4.10435097922126
"December 07 2018","964240","Griffey","Cat","Domestic Shorthair",NA,"98112",4.610385973864
"December 27 2017","S104264","Posey","Cat","Domestic Shorthair","Mix","98112",4.14508849922293
"July 10 2017","433410","Himhe","Cat","Domestic Shorthair",NA,"98112",4.11960641152176
"January 11 2018","S101685","Juno","Cat","Domestic Longhair","Mix","98112",4.21404926496126
"March 21 2017","133757",NA,"Cat","Domestic Shorthair",NA,"98112",4.85447689615483
"October 08 2018","833257","Badger","Cat","Domestic Medium Hair",NA,"98112",4.38254989554306
"September 09 2018","733011","Misha","Cat","Russian Blue","Domestic Medium Hair","98112",4.84896742390275
"February 25 2017","S127772","Sampson (Prince Charming)","Cat","Domestic Shorthair","Mix","98112",4.13561109030332
"April 20 2018","68092","Emma","Cat","Domestic Shorthair",NA,"98112",4.32373675525902
"October 27 2018","732275","Inky","Cat","Domestic Shorthair",NA,"98112",3.82628510558721
"December 19 2016","953254","Benny","Cat","Domestic Shorthair",NA,"98112",4.33519849461421
"October 26 2018","S146501","Mack (Frankie)","Cat","Domestic Shorthair","Mix","98112",4.59541052581408
"July 05 2017","351208","Tommy","Cat","Domestic Shorthair",NA,"98112",4.58409010782706
"December 27 2016","962338","Josie","Cat","Domestic Shorthair",NA,"98112",4.37426775482203
"October 04 2017","S136324","Theadora","Cat","Tonkinese","Siamese","98112",4.44058495305067
"June 12 2018","S116352","Sucha","Cat","Domestic Shorthair","Mix","98112",4.68294486334324
"May 03 2017","284885","Sophie","Cat","Domestic Shorthair",NA,"98112",4.81633132492694
"January 24 2018","S125565","Atari","Cat","Domestic Medium Hair","Ragdoll","98112",4.42172930648194
"November 27 2018","892002","Jellie","Cat","Russian Blue",NA,"98112-4729",4.89506196840058
"February 27 2018","74399","Tiger","Cat","Domestic Shorthair",NA,"98114",4.15265183401343
"January 31 2018","S140267","Balam","Dog","Terrier, American Pit Bull","Mix","98115",20.197953956224
"January 16 2018","26352","Frankie","Dog","Boxer",NA,"98115",23.3891960735289
"April 03 2018","139672","Coco Rose","Dog","Chihuahua, Short Coat",NA,"98115",15.0830389378501
"May 14 2018","S143784","Otto","Dog","Australian Shepherd",NA,"98115",30.0939965417996
"March 19 2018","S141672","Luna","Dog","Vizsla, Smooth Haired",NA,"98115",24.9980563585218
"November 21 2017","S108114","Tripp","Dog","Belgian Malinois","Terrier, Fox, Smooth","98115",20.4484949428816
"September 26 2018","S134843","Harvey","Dog","American Blue Heeler","Australian Shepherd","98115",21.5562182938405
"August 07 2017","580847","Jasper","Dog","Australian Shepherd","Mix","98115",22.2611892175665
"December 07 2017","951162","Pesto","Dog","Bichon Frise",NA,"98115",26.1234492442065
"June 27 2018","S145387","Maddie","Dog","Terrier, Yorkshire","Poodle, Toy","98115",19.0514424165973
"February 23 2018","84405","No Show","Dog","Dalmatian","Terrier, American Pit Bull","98115",22.0106580666817
"February 17 2017","64346","Sara","Dog","Chow Chow",NA,"98115",7.42034516877676
"September 28 2018","8001357","Baie","Dog","Retriever, Labrador","Mix","98115",17.4721691151912
"May 22 2018","S143992","Cedra","Dog","Poodle, Standard",NA,"98115",14.0150124847906
"August 08 2017","580774","Kona","Dog","Retriever, Labrador","Border Collie","98115",8.43530566836866
"October 29 2018","S121687","Mazie","Dog","Retriever, Labrador",NA,"98115",20.3010417504078
"July 24 2018","S147294","Lun","Dog","Terrier, Jack Russell","Chihuahua, Long Coat","98115",9.32878938224879
"January 11 2017","29777","Simba","Dog","Retriever, Labrador",NA,"98115",28.7299620122894
"March 02 2018","S127767","Coconut","Dog","Terrier, Yorkshire","Poodle, Miniature","98115",25.5849401153926
"March 09 2017","139452","Daisy","Dog","Chihuahua, Short Coat","Miniature Pinscher","98115",12.6676415319017
"December 22 2016","S125044","Gabby","Dog","Retriever, Labrador",NA,"98115",15.834326143661
"December 11 2018","904872","Poppy","Dog","Retriever, Golden","Poodle, Standard","98115",29.3204969182294
"June 21 2018","S130430","Dobby","Dog","Terrier",NA,"98115",11.5115893046425
"June 05 2018","141131","Addie","Dog","Spaniel, English Springer",NA,"98115",13.5185816011989
"June 26 2018","S137807","Chauncey","Dog","Retriever, Golden",NA,"98115",20.0147761945762
"August 02 2018","432886","Butters","Dog","Retriever, Golden","Poodle, Miniature","98115",28.9994030634579
"October 24 2017","S137275","Molly","Dog","Poodle, Miniature",NA,"98115",16.7813003248804
"June 12 2018","359251","Sophocles","Dog","German Shepherd",NA,"98115",17.7232500574258
"March 08 2018","576065","Rocky","Dog","Terrier, American Pit Bull",NA,"98115",15.1152239818234
"May 16 2017","S131032","Bella","Dog","Boxer",NA,"98115",17.622921002305
"November 09 2018","S133558","Ruger","Dog","German Shepherd","Siberian Husky","98115",13.3997475053268
"February 20 2018","S140793","Bowser","Dog","German Shepherd","Mix","98115",13.1499868791342
"May 04 2018","S143502","Solo","Dog","Retriever",NA,"98115",21.3337007024793
"July 03 2018","358160","Betty","Dog","Greyhound",NA,"98115",27.6589211336564
"August 17 2018","S132369","Oliver","Dog","Pomeranian","Poodle, Miniature","98115",24.1929312535946
"October 06 2018","S146076","Stuart","Dog","Schnauzer, Miniature",NA,"98115",22.2161117955296
"February 24 2017","81345","Oscar","Dog","Schnauzer, Standard","Terrier, Jack Russell","98115",21.5210691862992
"December 10 2018","904638","Dexter","Dog","Terrier, Manchester",NA,"98115",27.7788367820325
"August 23 2018","585535","Mr.Big","Dog","Chihuahua, Short Coat","Poodle, Miniature","98115",21.7750016534896
"June 12 2018","S144673","Sofie","Dog","Retriever, Labrador",NA,"98115",24.1165734862779
"December 21 2017","831007","Fred","Dog","Spaniel, English Springer",NA,"98115",13.7770356723939
"October 16 2018","8001915","Lucy","Dog","Welsh Corgi, Cardigan",NA,"98115",10.5893189106492
"February 01 2018","729264","Tater","Dog","Chihuahua, Short Coat","Miniature Pinscher","98115",17.4811192220021
"November 24 2018","903527","Ace","Dog","Xoloitzcuintli",NA,"98115",22.8300020864041
"January 16 2018","26004","Remy","Dog","Havanese",NA,"98115",11.270078833399
"April 29 2018","76506","Stormy","Dog","Retriever, Labrador","German Shepherd","98115",22.0519159497819
"May 15 2018","281496","Dennis Bergkamp","Dog","German Shepherd",NA,"98115",12.1767178854961
"February 20 2018","S126847","Winston","Dog","Schnauzer, Standard","Border Collie","98115",NA
"March 26 2018","S141921","Harriet","Dog","Retriever, Labrador",NA,"98115",15.9692732920262
"October 11 2017","830795","Tucker","Dog","Retriever, Labrador","Border Collie","98115",18.0510653489829
"February 07 2018","902328","Hook","Dog","Retriever, Labrador","Border Collie","98115",19.0300247769775
"August 18 2016","S119565","Coco","Dog","Shepherd","Mix","98115",24.1797744919503
"September 07 2018","S145996","Bella","Dog","Poodle, Miniature","Chihuahua, Short Coat","98115",24.8931369440186
"June 04 2018","276475","Tara","Dog","Retriever, Chesapeake Bay",NA,"98115",22.3541558726755
"November 06 2017","S101228","Azi","Dog","Portuguese Water Dog","Mix","98115",30.6948547542616
"September 18 2018","8001029","Gustav","Dog","Shih Tzu","Schnauzer, Miniature","98115",16.1297973949056
"November 04 2018","S137363","Waffles","Dog","Miniature Pinscher",NA,"98115",16.8443034794898
"January 17 2018","S127354","Umi","Dog","Spaniel, American Cocker","Poodle, Miniature","98115",25.1658596925914
"April 24 2018","S127962","Stella","Dog","Retriever, Labrador","Mix","98115",25.1993755769943
"June 16 2017","S131285","Rosie","Dog","Chihuahua, Short Coat","Miniature Pinscher","98115",15.9512767162375
"April 20 2018","S111552","Maizie","Dog","Retriever, Labrador",NA,"98115",18.0562100463053
"August 07 2018","S119358","Kali","Dog","Australian Cattle Dog",NA,"98115",20.3570950970554
"January 22 2018","S139875","Kai","Dog","Retriever",NA,"98115",16.9105490889944
"March 27 2018","134402","Arlo","Dog","Terrier, Jack Russell","Italian Greyhound","98115",16.1412400598799
"November 11 2018","S124530","Frankie","Dog","Bearded Collie",NA,"98115",24.8453992258622
"September 29 2018","8001399","Asher","Dog","Mixed Breed, Small (under 24 lbs fully grown)","Retriever, Labrador","98115",21.6478279014463
"April 21 2016","207943","Bandit","Dog","Spaniel, Cavalier King Charles","Poodle, Miniature","98115",18.644367877364
"September 01 2018","443123","Hugo","Dog","Retriever, Labrador",NA,"98115",13.6943745434173
"June 19 2018","440988","Pepper","Dog","Retriever, Labrador","Poodle, Standard","98115",28.0979990064993
"March 20 2018","138768","Mabel","Dog","Rottweiler","Mix","98115",19.7899514938053
"October 03 2018","572070","Carmela","Dog","Terrier, Yorkshire",NA,"98115",21.7853806414619
"June 05 2018","S144467","Susi","Dog","Terrier",NA,"98115",10.7074517933821
"June 14 2018","358863","Bruce","Dog","Great Pyrenees",NA,"98115",23.9323374444877
"September 06 2017","585478","Huckle Bear","Dog","Chow Chow",NA,"98115",14.8231735597035
"March 19 2018","S141623","Mabel Grace","Dog","Newfoundland","Poodle, Standard","98115",9.66631497500121
"November 14 2018","903454","Sparrow","Dog","Retriever, Labrador","Rottweiler","98115",21.3972118637787
"December 21 2017","S105765","Bunny","Dog","Greyhound",NA,"98115",11.7261734409786
"September 28 2018","729618","Nola","Dog","Shepherd","Mix","98115",24.7434518602188
"July 24 2018","583492","Scout","Dog","Retriever, Labrador","Terrier, American Pit Bull","98115",13.607667938897
"September 08 2017","S135676","Hazel Moon","Dog","Mix",NA,"98115",12.9614490267725
"April 14 2017","S134783","Qince","Dog","Spaniel, English Toy","Mix","98115",19.5338983865318
"June 25 2018","439678","Allie","Dog","German Shepherd","Mix","98115",23.7251853422576
"September 02 2018","S119574","Dante","Dog","Retriever, Labrador","Hound","98115",14.8112784193555
"February 13 2018","S140614","Kiyah","Dog","Australian Shepherd",NA,"98115",13.58045641277
"July 03 2018","439603","Oso","Dog","Shepherd","Mix","98115",23.9867979499911
"November 14 2017","354866","Archie","Dog","Retriever, Labrador","Poodle, Standard","98115",29.0522370606635
"May 01 2018","S101276","Zorro","Dog","Japanese Chin","Mix","98115",23.4301633181241
"October 22 2018","827493","Gracie","Dog","Dachshund, Miniature Smooth Haired",NA,"98115",26.3785578072562
"April 20 2018","S105198","River","Dog","Griffon, Wirehaired Pointing",NA,"98115",12.1026093646176
"January 13 2017","140883","Bob","Dog","Spaniel, Cavalier King Charles",NA,"98115",17.0632328875796
"June 26 2018","S118347","Winston","Dog","Retriever, Golden",NA,"98115",12.5685641543455
"December 31 2018","8004246","Olive","Dog","Chihuahua, Short Coat","Mix","98115",22.7765349800048
"December 09 2017","901159","Brio","Dog","Welsh Corgi, Pembroke",NA,"98115",14.8279615740724
"October 10 2018","S149120","Bentley","Dog","Spaniel, American Cocker","Poodle, Standard","98115",5.41314080762308
"June 28 2018","S116512","Nutmeg","Dog","Australian Shepherd","Poodle, Standard","98115",21.9878089406879
"March 02 2018","77277","Shane","Cat","Domestic Shorthair",NA,"98115",4.82855750031326
"April 10 2018","S101629","Johnny Castle","Cat","Domestic Shorthair","Mix","98115",3.92650587081876
"January 30 2018","S111247","Tobias","Cat","Domestic Shorthair",NA,"98115",4.75211166637292
"August 08 2017","S133907","Dusky","Cat","Domestic Medium Hair",NA,"98115",4.24337073642756
"August 31 2018","732547","Puma","Cat","Domestic Shorthair",NA,"98115",4.44998597416064
"May 09 2017","S125395","Kimi","Cat","Domestic Shorthair",NA,"98115",4.07773835434272
"January 25 2018","S139928","Buddy","Cat","Domestic Shorthair",NA,"98115",4.41535083881011
