schoolid,ppt,age,interv,ABS
Clearwater Charter School,5,19,1,NA
Clearwater Charter School,6,12,1,58.0948702832652
Clearwater Charter School,6,13,1,52.7869881644529
Clearwater Charter School,6,14,1,54.2808401191236
Clearwater Charter School,6,15,1,NA
Clearwater Charter School,6,16,1,NA
Clearwater Charter School,6,17,1,NA
Clearwater Charter School,6,18,1,NA
Clearwater Charter School,6,19,1,NA
Clearwater Charter School,7,12,1,50.8412884816527
Clearwater Charter School,7,13,1,44.6622011412192
Clearwater Charter School,7,14,1,41.2250757593871
Clearwater Charter School,7,15,1,55.7507736261733
Clearwater Charter School,7,16,1,52.4313198387633
Clearwater Charter School,7,17,1,NA
Clearwater Charter School,7,18,1,NA
Clearwater Charter School,7,19,1,NA
Clearwater Charter School,8,12,1,47.8724266618659
Clearwater Charter School,8,13,1,54.4739563429007
Clearwater Charter School,8,14,1,36.4668001434259
Clearwater Charter School,8,15,1,48.8350767420594
Clearwater Charter School,8,16,1,43.3004021576803
Clearwater Charter School,8,17,1,NA
Clearwater Charter School,8,18,1,NA
Clearwater Charter School,8,19,1,NA
Clearwater Charter School,9,12,1,59.5514455350365
Clearwater Charter School,9,13,1,52.034130494657
Clearwater Charter School,9,14,1,61.5236936946115
Clearwater Charter School,9,15,1,65.2552155388386
Clearwater Charter School,9,16,1,85.275626698280007
Clearwater Charter School,9,17,1,73.3344835546844
Clearwater Charter School,9,18,1,NA
Clearwater Charter School,9,19,1,NA
Clearwater Charter School,10,12,1,38.1843731515962
Clearwater Charter School,10,13,1,40.9835368083167
Clearwater Charter School,10,14,1,55.7382029197894
Clearwater Charter School,10,15,1,45.6894842962656
Clearwater Charter School,10,16,1,44.8692762305124
Clearwater Charter School,10,17,1,54.7772910691079
Clearwater Charter School,10,18,1,NA
Clearwater Charter School,10,19,1,NA
Clearwater Charter School,11,12,1,54.3238934953592
Clearwater Charter School,11,13,1,66.7929959256345
Clearwater Charter School,11,14,1,92.2037482759932
Clearwater Charter School,11,15,1,71.1469201035806
Clearwater Charter School,11,16,1,85.3048208183334
Clearwater Charter School,11,17,1,NA
Clearwater Charter School,11,18,1,NA
Clearwater Charter School,11,19,1,NA
Clearwater Charter School,12,12,1,48.1632371484357
Clearwater Charter School,12,13,1,57.5658782774181
Clearwater Charter School,12,14,1,59.4814312785998
Clearwater Charter School,12,15,1,65.1395918087429
Clearwater Charter School,12,16,1,NA
Clearwater Charter School,12,17,1,NA
Clearwater Charter School,12,18,1,NA
Clearwater Charter School,12,19,1,NA
Clearwater Charter School,13,12,1,44.8305914386029
Clearwater Charter School,13,13,1,51.3226687295373
Clearwater Charter School,13,14,1,59.5767407068354
Clearwater Charter School,13,15,1,41.8855277279143
Clearwater Charter School,13,16,1,52.9665477365543
Clearwater Charter School,13,17,1,NA
Clearwater Charter School,13,18,1,NA
Clearwater Charter School,13,19,1,NA
Clearwater Charter School,14,12,1,46.4852176982385
Clearwater Charter School,14,13,1,44.5441453581612
Clearwater Charter School,14,14,1,51.3146937704798
Clearwater Charter School,14,15,1,53.294524912439
Clearwater Charter School,14,16,1,52.167333709931
Clearwater Charter School,14,17,1,NA
Clearwater Charter School,14,18,1,NA
Clearwater Charter School,14,19,1,NA
Clearwater Charter School,15,12,1,35.9234842659225
Clearwater Charter School,15,13,1,47.6752833105774
Clearwater Charter School,15,14,1,39.0481363952075
Clearwater Charter School,15,15,1,36.9163330285767
Clearwater Charter School,15,16,1,17.066656829415
Clearwater Charter School,15,17,1,NA
Clearwater Charter School,15,18,1,NA
Clearwater Charter School,15,19,1,NA
Coral Coast Institute,1,12,0,49.1037532268102
Coral Coast Institute,1,13,0,52.8816311124949
Coral Coast Institute,1,14,0,65.2975445069899
Coral Coast Institute,1,15,0,59.9223682369783
Coral Coast Institute,1,16,0,NA
Coral Coast Institute,1,17,0,NA
Coral Coast Institute,1,18,0,NA
Coral Coast Institute,1,19,0,NA
Coral Coast Institute,2,12,0,38.4429751289215
Coral Coast Institute,2,13,0,55.9707289235315
Coral Coast Institute,2,14,0,35.5692384252808
Coral Coast Institute,2,15,0,49.4988344053931
Coral Coast Institute,2,16,0,NA
Coral Coast Institute,2,17,0,NA
Coral Coast Institute,2,18,0,NA
Coral Coast Institute,2,19,0,NA
Coral Coast Institute,3,12,0,52.7289300724571
Coral Coast Institute,3,13,0,41.8669274780174
Coral Coast Institute,3,14,0,50.1791313135858
Coral Coast Institute,3,15,0,58.4125824884383
Coral Coast Institute,3,16,0,NA
Coral Coast Institute,3,17,0,NA
Coral Coast Institute,3,18,0,NA
Coral Coast Institute,3,19,0,NA
Coral Coast Institute,4,12,0,38.7129242246486
Coral Coast Institute,4,13,0,41.1748582449734
Coral Coast Institute,4,14,0,43.8296703074135
Coral Coast Institute,4,15,0,43.0615710373771
Coral Coast Institute,4,16,0,47.2666095132351
Coral Coast Institute,4,17,0,53.0401193017413
Coral Coast Institute,4,18,0,43.2771892494251
Coral Coast Institute,4,19,0,NA
Coral Coast Institute,5,12,0,40.2703269924229
Coral Coast Institute,5,13,0,31.935182830799
Coral Coast Institute,5,14,0,47.6645610083895
Coral Coast Institute,5,15,0,43.0649701739888
Coral Coast Institute,5,16,0,42.35197390023
Coral Coast Institute,5,17,0,NA
Coral Coast Institute,5,18,0,NA
Coral Coast Institute,5,19,0,NA
Coral Coast Institute,6,12,0,40.9539561052405
Coral Coast Institute,6,13,0,55.4159071163114
Coral Coast Institute,6,14,0,53.9915070712196
Coral Coast Institute,6,15,0,34.5775183208273
Coral Coast Institute,6,16,0,48.4327549721377
Coral Coast Institute,6,17,0,61.8952343038521
Coral Coast Institute,6,18,0,NA
Coral Coast Institute,6,19,0,NA
Coral Coast Institute,7,12,0,49.3955988796882
Coral Coast Institute,7,13,0,55.1129804734754
Coral Coast Institute,7,14,0,48.6804702532508
Coral Coast Institute,7,15,0,49.2877852547062
Coral Coast Institute,7,16,0,58.8233838684775
Coral Coast Institute,7,17,0,NA
Coral Coast Institute,7,18,0,NA
Coral Coast Institute,7,19,0,NA
Coral Coast Institute,8,12,0,51.8666109671967
Coral Coast Institute,8,13,0,48.8360559845208
Coral Coast Institute,8,14,0,43.0267221166865
Coral Coast Institute,8,15,0,39.5784841990386
Coral Coast Institute,8,16,0,43.6204317280331
Coral Coast Institute,8,17,0,34.2741511787915
Coral Coast Institute,8,18,0,NA
Coral Coast Institute,8,19,0,NA
Coral Coast Institute,9,12,0,38.3096888474042
Coral Coast Institute,9,13,0,31.3529462311299
Coral Coast Institute,9,14,0,32.8470672727416
Coral Coast Institute,9,15,0,42.6069553686458
Coral Coast Institute,9,16,0,NA
Coral Coast Institute,9,17,0,NA
Coral Coast Institute,9,18,0,NA
Coral Coast Institute,9,19,0,NA
Edgewood Grammar School,1,12,1,49.7989792676205
Edgewood Grammar School,1,13,1,42.8172462256238
Edgewood Grammar School,1,14,1,56.2798502023858
Edgewood Grammar School,1,15,1,44.0072495702446
Edgewood Grammar School,1,16,1,46.2538983505929
Edgewood Grammar School,1,17,1,NA
Edgewood Grammar School,1,18,1,NA
Edgewood Grammar School,1,19,1,NA
Edgewood Grammar School,2,12,1,46.489422692173
Edgewood Grammar School,2,13,1,44.4609468067832
Edgewood Grammar School,2,14,1,62.6640185990176
Edgewood Grammar School,2,15,1,NA
Edgewood Grammar School,2,16,1,NA
Edgewood Grammar School,2,17,1,NA
Edgewood Grammar School,2,18,1,NA
Edgewood Grammar School,2,19,1,NA
Edgewood Grammar School,3,12,1,31.6113874636181
Edgewood Grammar School,3,13,1,43.0480069938868
Edgewood Grammar School,3,14,1,35.9714754822096
Edgewood Grammar School,3,15,1,26.1216419886122
Edgewood Grammar School,3,16,1,46.0570608877635
Edgewood Grammar School,3,17,1,35.4513132886072
Edgewood Grammar School,3,18,1,NA
Edgewood Grammar School,3,19,1,NA
Edgewood Grammar School,4,12,1,45.9228464910938
Edgewood Grammar School,4,13,1,54.4270852841311
Edgewood Grammar School,4,14,1,49.4222097987602
Edgewood Grammar School,4,15,1,48.2810140066642
Edgewood Grammar School,4,16,1,62.3583701096799
Edgewood Grammar School,4,17,1,52.9600560852552
Edgewood Grammar School,4,18,1,NA
Edgewood Grammar School,4,19,1,NA
Edgewood Grammar School,5,12,1,50.380085173099
Edgewood Grammar School,5,13,1,49.7162186939638
Edgewood Grammar School,5,14,1,47.4825496868383
Edgewood Grammar School,5,15,1,50.4993183847594
Edgewood Grammar School,5,16,1,73.3544726491061
Edgewood Grammar School,5,17,1,NA
Edgewood Grammar School,5,18,1,NA
Edgewood Grammar School,5,19,1,NA
Edgewood Grammar School,6,12,1,48.2585742275331
Edgewood Grammar School,6,13,1,47.9142620231887
Edgewood Grammar School,6,14,1,53.2216830019452
Edgewood Grammar School,6,15,1,53.6548723180087
Edgewood Grammar School,6,16,1,42.2906218604986
Edgewood Grammar School,6,17,1,NA
Edgewood Grammar School,6,18,1,NA
Edgewood Grammar School,6,19,1,NA
Edgewood Grammar School,7,12,1,52.4956190166605
Edgewood Grammar School,7,13,1,26.2257348854528
Edgewood Grammar School,7,14,1,33.5750276915506
Edgewood Grammar School,7,15,1,28.1660615546923
Edgewood Grammar School,7,16,1,NA
Edgewood Grammar School,7,17,1,NA
Edgewood Grammar School,7,18,1,NA
Edgewood Grammar School,7,19,1,NA
Edgewood Grammar School,8,12,1,54.0411378025118
Edgewood Grammar School,8,13,1,56.8304661521211
Edgewood Grammar School,8,14,1,60.5357788352383
Edgewood Grammar School,8,15,1,55.4464874739337
Edgewood Grammar School,8,16,1,68.8912980469238
Edgewood Grammar School,8,17,1,NA
Edgewood Grammar School,8,18,1,NA
Edgewood Grammar School,8,19,1,NA
Edgewood Grammar School,9,12,1,45.3152767580362
Edgewood Grammar School,9,13,1,48.3836607688444
Edgewood Grammar School,9,14,1,55.5013947301312
Edgewood Grammar School,9,15,1,48.3913847457422
Edgewood Grammar School,9,16,1,48.8987609541763
Edgewood Grammar School,9,17,1,58.453954448745
Edgewood Grammar School,9,18,1,NA
Edgewood Grammar School,9,19,1,NA
Edgewood Grammar School,10,12,1,34.1016639942428
Edgewood Grammar School,10,13,1,45.8844047887307
Edgewood Grammar School,10,14,1,45.6116952470879
Edgewood Grammar School,10,15,1,48.8064895170292
Edgewood Grammar School,10,16,1,48.1292486333651
Edgewood Grammar School,10,17,1,NA
Edgewood Grammar School,10,18,1,NA
Edgewood Grammar School,10,19,1,NA
Liberty High,1,12,0,55.6639004342646
Liberty High,1,13,0,57.756544071039
Liberty High,1,14,0,69.6546822348656
Liberty High,1,15,0,65.3312667600777
Liberty High,1,16,0,76.7320394837806
Liberty High,1,17,0,81.2875898973216
Liberty High,1,18,0,87.9795575823214
Liberty High,1,19,0,83.9423108419694
Liberty High,2,12,0,59.3735556814879
Liberty High,2,13,0,62.6628954277105
Liberty High,2,14,0,51.3849262699591
Liberty High,2,15,0,62.8899943892557
Liberty High,2,16,0,72.6911741553104
Liberty High,2,17,0,55.9573630304205
Liberty High,2,18,0,NA
Liberty High,2,19,0,NA
Liberty High,3,12,0,39.2971794316668
Liberty High,3,13,0,58.7419462617218
Liberty High,3,14,0,64.3681228424017
Liberty High,3,15,0,59.8901022944812
Liberty High,3,16,0,52.1003295874792
Liberty High,3,17,0,62.8403120553275
Liberty High,3,18,0,72.0661220017309
Liberty High,3,19,0,NA
Liberty High,4,12,0,35.1763691123864
Liberty High,4,13,0,35.2235076659354
Liberty High,4,14,0,45.7735013135311
Liberty High,4,15,0,38.0988404146283
Liberty High,4,16,0,43.0371389427089
Liberty High,4,17,0,NA
Liberty High,4,18,0,NA
Liberty High,4,19,0,NA
Liberty High,5,12,0,40.1089685159656
Liberty High,5,13,0,50.8471203443713
Liberty High,5,14,0,49.5722991654879
Liberty High,5,15,0,43.885743421263
Liberty High,5,16,0,49.321274452725
Liberty High,5,17,0,44.0624972604827
Liberty High,5,18,0,NA
Liberty High,5,19,0,NA
Liberty High,6,12,0,38.51594035566
Liberty High,6,13,0,41.9462666127771
Liberty High,6,14,0,62.3009528971634
Liberty High,6,15,0,57.5751426617577
Liberty High,6,16,0,52.2166261719668
Liberty High,6,17,0,NA
Liberty High,6,18,0,NA
Liberty High,6,19,0,NA
Liberty High,7,12,0,47.1850230655993
Liberty High,7,13,0,55.4664412554328
Liberty High,7,14,0,71.4686196227841
Liberty High,7,15,0,66.8599101200647
Liberty High,7,16,0,76.0045831613648
Liberty High,7,17,0,NA
Liberty High,7,18,0,NA
Liberty High,7,19,0,NA
Liberty High,8,12,0,34.4252129469199
Liberty High,8,13,0,58.2726358981727
Liberty High,8,14,0,49.82077552312
Liberty High,8,15,0,NA
Liberty High,8,16,0,NA
Liberty High,8,17,0,NA
Liberty High,8,18,0,NA
Liberty High,8,19,0,NA
Grand Mountain Elementary,1,12,1,51.2271152263729
Grand Mountain Elementary,1,13,1,56.1125292705175
Grand Mountain Elementary,1,14,1,54.211912656142
Grand Mountain Elementary,1,15,1,NA
Grand Mountain Elementary,1,16,1,NA
Grand Mountain Elementary,1,17,1,NA
Grand Mountain Elementary,1,18,1,NA
Grand Mountain Elementary,1,19,1,NA
Grand Mountain Elementary,2,12,1,49.106357986246
Grand Mountain Elementary,2,13,1,28.7458064969768
Grand Mountain Elementary,2,14,1,40.2380491295819
Grand Mountain Elementary,2,15,1,NA
Grand Mountain Elementary,2,16,1,NA
Grand Mountain Elementary,2,17,1,NA
Grand Mountain Elementary,2,18,1,NA
Grand Mountain Elementary,2,19,1,NA
Grand Mountain Elementary,3,12,1,44.6205199174687
Grand Mountain Elementary,3,13,1,51.7392511390414
Grand Mountain Elementary,3,14,1,46.3475857421355
Grand Mountain Elementary,3,15,1,58.0036341798816
Grand Mountain Elementary,3,16,1,51.767928026292
Grand Mountain Elementary,3,17,1,NA
Grand Mountain Elementary,3,18,1,NA
Grand Mountain Elementary,3,19,1,NA
Grand Mountain Elementary,4,12,1,47.2984453714268
Grand Mountain Elementary,4,13,1,56.2394374134763
Grand Mountain Elementary,4,14,1,42.7014831491408
Grand Mountain Elementary,4,15,1,55.0782121835566
Grand Mountain Elementary,4,16,1,60.8419180266579
Grand Mountain Elementary,4,17,1,61.0074131953505
Grand Mountain Elementary,4,18,1,NA
Grand Mountain Elementary,4,19,1,NA
Grand Mountain Elementary,5,12,1,62.5345424341161
Grand Mountain Elementary,5,13,1,41.5375362703411
Grand Mountain Elementary,5,14,1,46.2361240743558
Grand Mountain Elementary,5,15,1,36.8479328504946
Grand Mountain Elementary,5,16,1,NA
Grand Mountain Elementary,5,17,1,NA
Grand Mountain Elementary,5,18,1,NA
Grand Mountain Elementary,5,19,1,NA
Grand Mountain Elementary,6,12,1,52.3604617837283
Grand Mountain Elementary,6,13,1,62.2974765586966
Grand Mountain Elementary,6,14,1,49.9915126013423
Grand Mountain Elementary,6,15,1,57.4544617364963
Grand Mountain Elementary,6,16,1,38.182292573023
Grand Mountain Elementary,6,17,1,NA
Grand Mountain Elementary,6,18,1,NA
Grand Mountain Elementary,6,19,1,NA
Grand Mountain Elementary,7,12,1,38.7943541954007
Grand Mountain Elementary,7,13,1,38.3400807240883
Grand Mountain Elementary,7,14,1,40.0484700012663
Grand Mountain Elementary,7,15,1,27.757828113858
Grand Mountain Elementary,7,16,1,27.5968405110582
Grand Mountain Elementary,7,17,1,12.5212027294733
Grand Mountain Elementary,7,18,1,NA
Grand Mountain Elementary,7,19,1,NA
Grand Mountain Elementary,8,12,1,51.1017457691577
Grand Mountain Elementary,8,13,1,53.0636025063628
Grand Mountain Elementary,8,14,1,37.9016226788773
Grand Mountain Elementary,8,15,1,51.9484550228196
Grand Mountain Elementary,8,16,1,NA
Grand Mountain Elementary,8,17,1,NA
Grand Mountain Elementary,8,18,1,NA
Grand Mountain Elementary,8,19,1,NA
Grand Mountain Elementary,9,12,1,52.0496908639769
Grand Mountain Elementary,9,13,1,42.9179361206055
Grand Mountain Elementary,9,14,1,50.6688078955885
Grand Mountain Elementary,9,15,1,46.880249950433
Grand Mountain Elementary,9,16,1,55.4167010814048
Grand Mountain Elementary,9,17,1,65.7533192774253
Grand Mountain Elementary,9,18,1,NA
Grand Mountain Elementary,9,19,1,NA
Grand Mountain Elementary,10,12,1,52.4597132831077
Grand Mountain Elementary,10,13,1,46.0289783910649
Grand Mountain Elementary,10,14,1,51.4639043530085
Grand Mountain Elementary,10,15,1,47.7109867953054
Grand Mountain Elementary,10,16,1,NA
Grand Mountain Elementary,10,17,1,NA
Grand Mountain Elementary,10,18,1,NA
Grand Mountain Elementary,10,19,1,NA
Grand Mountain Elementary,11,12,1,52.207942378676
Grand Mountain Elementary,11,13,1,43.2631052765162
Grand Mountain Elementary,11,14,1,55.4617166088036
Grand Mountain Elementary,11,15,1,39.4880892018545
Grand Mountain Elementary,11,16,1,50.1859978105851
Grand Mountain Elementary,11,17,1,59.4947580365687
Grand Mountain Elementary,11,18,1,NA
Grand Mountain Elementary,11,19,1,NA
Long Beach School,1,12,0,33.3748459845861
Long Beach School,1,13,0,47.1080241686329
Long Beach School,1,14,0,47.8736042485889
Long Beach School,1,15,0,41.4731223056927
Long Beach School,1,16,0,48.4416162501946
Long Beach School,1,17,0,NA
Long Beach School,1,18,0,NA
Long Beach School,1,19,0,NA
Long Beach School,2,12,0,45.0975545188116
Long Beach School,2,13,0,38.1729520593612
Long Beach School,2,14,0,37.5227383688083
Long Beach School,2,15,0,NA
Long Beach School,2,16,0,NA
Long Beach School,2,17,0,NA
Long Beach School,2,18,0,NA
Long Beach School,2,19,0,NA
Long Beach School,3,12,0,48.9827481266417
Long Beach School,3,13,0,51.5672982615504
Long Beach School,3,14,0,41.1443061625425
Long Beach School,3,15,0,55.6555751226859
Long Beach School,3,16,0,46.9943292229955
Long Beach School,3,17,0,32.1039418633153
Long Beach School,3,18,0,NA
Long Beach School,3,19,0,NA
Long Beach School,4,12,0,59.5709530351744
Long Beach School,4,13,0,59.407724501995
Long Beach School,4,14,0,65.5762486552411
Long Beach School,4,15,0,61.7370873986262
Long Beach School,4,16,0,58.6429283464976
Long Beach School,4,17,0,61.5707082384276
Long Beach School,4,18,0,NA
Long Beach School,4,19,0,NA
Long Beach School,5,12,0,53.6463419766179
Long Beach School,5,13,0,57.1660478342005
Long Beach School,5,14,0,65.9880225940342
Long Beach School,5,15,0,49.943731872107
Long Beach School,5,16,0,78.6561325853224
Long Beach School,5,17,0,72.290971816238
Long Beach School,5,18,0,81.3126799676519
Long Beach School,5,19,0,NA
Long Beach School,6,12,0,42.3454112754393
Long Beach School,6,13,0,48.2536541493763
Long Beach School,6,14,0,46.6611061852929
Long Beach School,6,15,0,42.0903738226999
Long Beach School,6,16,0,56.6061091678343
Long Beach School,6,17,0,50.2555770963762
Long Beach School,6,18,0,NA
Long Beach School,6,19,0,NA
Long Beach School,7,12,0,49.2854634949672
Long Beach School,7,13,0,56.040155326722
Long Beach School,7,14,0,53.5487938227569
Long Beach School,7,15,0,58.9266310137122
Long Beach School,7,16,0,NA
Long Beach School,7,17,0,NA
Long Beach School,7,18,0,NA
Long Beach School,7,19,0,NA
Long Beach School,8,12,0,53.4970639728147
Long Beach School,8,13,0,49.2284337721798
Long Beach School,8,14,0,57.263511952403
Long Beach School,8,15,0,53.7082240112264
Long Beach School,8,16,0,59.2352499429707
Long Beach School,8,17,0,62.186755618022
Long Beach School,8,18,0,65.1550590530765
Long Beach School,8,19,0,NA
Long Beach School,9,12,0,54.7910044905816
Long Beach School,9,13,0,61.2138760397185
Long Beach School,9,14,0,NA
Long Beach School,9,15,0,NA
Long Beach School,9,16,0,NA
Long Beach School,9,17,0,NA
Long Beach School,9,18,0,NA
Long Beach School,9,19,0,NA
Long Beach School,10,12,0,48.5402532106252
Long Beach School,10,13,0,36.9777577064866
Long Beach School,10,14,0,42.4238415678348
Long Beach School,10,15,0,55.1631032997423
Long Beach School,10,16,0,28.5818381389988
Long Beach School,10,17,0,NA
Long Beach School,10,18,0,NA
Long Beach School,10,19,0,NA
Long Beach School,11,12,0,56.1791419423701
Long Beach School,11,13,0,61.5131398431837
Long Beach School,11,14,0,54.4892911058518
Long Beach School,11,15,0,66.2592961086862
Long Beach School,11,16,0,74.2540474475183
Long Beach School,11,17,0,NA
Long Beach School,11,18,0,NA
Long Beach School,11,19,0,NA
Eagle Mountain Technical School,1,12,1,50.6718380794731
Eagle Mountain Technical School,1,13,1,52.7816725223111
Eagle Mountain Technical School,1,14,1,54.512269978386
Eagle Mountain Technical School,1,15,1,51.0680260269558
Eagle Mountain Technical School,1,16,1,63.4519480614646
Eagle Mountain Technical School,1,17,1,49.1549770779969
Eagle Mountain Technical School,1,18,1,NA
Eagle Mountain Technical School,1,19,1,NA
Eagle Mountain Technical School,2,12,1,53.306907387633
Eagle Mountain Technical School,2,13,1,47.3863898042611
Eagle Mountain Technical School,2,14,1,62.9882856125073
Eagle Mountain Technical School,2,15,1,82.7562673019896
Eagle Mountain Technical School,2,16,1,69.4125291054341
Eagle Mountain Technical School,2,17,1,NA
Eagle Mountain Technical School,2,18,1,NA
Eagle Mountain Technical School,2,19,1,NA
Eagle Mountain Technical School,3,12,1,33.0740590850535
Eagle Mountain Technical School,3,13,1,36.4486998718527
Eagle Mountain Technical School,3,14,1,45.3272649600629
Eagle Mountain Technical School,3,15,1,59.5464353231897
Eagle Mountain Technical School,3,16,1,NA
Eagle Mountain Technical School,3,17,1,NA
Eagle Mountain Technical School,3,18,1,NA
Eagle Mountain Technical School,3,19,1,NA
Eagle Mountain Technical School,4,12,1,49.4427651427354
Eagle Mountain Technical School,4,13,1,34.6696539513371
Eagle Mountain Technical School,4,14,1,36.6187892154358
Eagle Mountain Technical School,4,15,1,47.6352125102521
Eagle Mountain Technical School,4,16,1,40.8941853117955
Eagle Mountain Technical School,4,17,1,NA
Eagle Mountain Technical School,4,18,1,NA
Eagle Mountain Technical School,4,19,1,NA
Eagle Mountain Technical School,5,12,1,35.1283783343911
Eagle Mountain Technical School,5,13,1,32.8468437269949
Eagle Mountain Technical School,5,14,1,49.013650612443
Eagle Mountain Technical School,5,15,1,38.8791309368241
Eagle Mountain Technical School,5,16,1,48.6180956378582
Eagle Mountain Technical School,5,17,1,NA
Eagle Mountain Technical School,5,18,1,NA
Eagle Mountain Technical School,5,19,1,NA
Eagle Mountain Technical School,6,12,1,49.1595641044675
Eagle Mountain Technical School,6,13,1,64.1826757631214
Eagle Mountain Technical School,6,14,1,58.4204641973428
Eagle Mountain Technical School,6,15,1,50.2955501239154
Eagle Mountain Technical School,6,16,1,51.3965754163585
Eagle Mountain Technical School,6,17,1,56.2635974557847
Eagle Mountain Technical School,6,18,1,69.0960082055733
Eagle Mountain Technical School,6,19,1,NA
Eagle Mountain Technical School,7,12,1,52.8711178647271
Eagle Mountain Technical School,7,13,1,43.261702939820204
Eagle Mountain Technical School,7,14,1,41.6215594002848
Eagle Mountain Technical School,7,15,1,51.5212227377824
Eagle Mountain Technical School,7,16,1,39.2103625381208
Eagle Mountain Technical School,7,17,1,55.668505826955
Eagle Mountain Technical School,7,18,1,NA
Eagle Mountain Technical School,7,19,1,NA
Tranquillity Middle School,1,12,0,33.2279645061028
Tranquillity Middle School,1,13,0,39.5886806268562
Tranquillity Middle School,1,14,0,44.6993133457099
Tranquillity Middle School,1,15,0,28.9505421796528
Tranquillity Middle School,1,16,0,24.2671190501863
Tranquillity Middle School,1,17,0,36.0121950643641
Tranquillity Middle School,1,18,0,NA
Tranquillity Middle School,1,19,0,NA
Tranquillity Middle School,2,12,0,43.6510830056942
Tranquillity Middle School,2,13,0,58.4329913124323
Tranquillity Middle School,2,14,0,73.3383975261412
Tranquillity Middle School,2,15,0,68.5626391512625
Tranquillity Middle School,2,16,0,84.8734032415671
Tranquillity Middle School,2,17,0,95.8130823199201
Tranquillity Middle School,2,18,0,100
Tranquillity Middle School,2,19,0,NA
Tranquillity Middle School,3,12,0,46.5784033273834
Tranquillity Middle School,3,13,0,43.6902813281026
Tranquillity Middle School,3,14,0,36.3807009164037
Tranquillity Middle School,3,15,0,36.4154351392792
Tranquillity Middle School,3,16,0,27.1238926662428
Tranquillity Middle School,3,17,0,27.555836545919
Tranquillity Middle School,3,18,0,NA
Tranquillity Middle School,3,19,0,NA
Tranquillity Middle School,4,12,0,33.6152316276863
Tranquillity Middle School,4,13,0,34.6811866430349
Tranquillity Middle School,4,14,0,37.3051018807384
Tranquillity Middle School,4,15,0,NA
Tranquillity Middle School,4,16,0,NA
Tranquillity Middle School,4,17,0,NA
Tranquillity Middle School,4,18,0,NA
Tranquillity Middle School,4,19,0,NA
Tranquillity Middle School,5,12,0,50.0945464628986
Tranquillity Middle School,5,13,0,46.1837773336025
Tranquillity Middle School,5,14,0,51.8923448990153
Tranquillity Middle School,5,15,0,73.4424917433108
Tranquillity Middle School,5,16,0,65.9793208013966
Tranquillity Middle School,5,17,0,74.7304975466083
Tranquillity Middle School,5,18,0,NA
Tranquillity Middle School,5,19,0,NA
Tranquillity Middle School,6,12,0,33.998006613802
Tranquillity Middle School,6,13,0,56.3414807496489
Tranquillity Middle School,6,14,0,49.7529289124144
Tranquillity Middle School,6,15,0,56.9830492465317
Tranquillity Middle School,6,16,0,NA
Tranquillity Middle School,6,17,0,NA
Tranquillity Middle School,6,18,0,NA
Tranquillity Middle School,6,19,0,NA
Tranquillity Middle School,7,12,0,64.4640231280072
Tranquillity Middle School,7,13,0,53.3747074409759
Tranquillity Middle School,7,14,0,45.0836114534942
Tranquillity Middle School,7,15,0,39.1804697070852
Tranquillity Middle School,7,16,0,45.9837500725755
Tranquillity Middle School,7,17,0,43.8680084355173
Tranquillity Middle School,7,18,0,NA
Tranquillity Middle School,7,19,0,NA
Tranquillity Middle School,8,12,0,44.2659502158063
Tranquillity Middle School,8,13,0,50.6258333123066
Tranquillity Middle School,8,14,0,42.0603319519635
Tranquillity Middle School,8,15,0,53.7071556750197
Tranquillity Middle School,8,16,0,50.4811254204505
Tranquillity Middle School,8,17,0,NA
Tranquillity Middle School,8,18,0,NA
Tranquillity Middle School,8,19,0,NA
Tranquillity Middle School,9,12,0,23.0943636929176
Tranquillity Middle School,9,13,0,55.8817934586909
Tranquillity Middle School,9,14,0,38.9524744917525
Tranquillity Middle School,9,15,0,27.4513795620779
Tranquillity Middle School,9,16,0,29.9892667918369
Tranquillity Middle School,9,17,0,25.7206013824958
Tranquillity Middle School,9,18,0,NA
Tranquillity Middle School,9,19,0,NA
Tranquillity Middle School,10,12,0,39.1952886217605
Tranquillity Middle School,10,13,0,44.9607244461861
Tranquillity Middle School,10,14,0,38.5089764217431
Tranquillity Middle School,10,15,0,42.5667878861744
Tranquillity Middle School,10,16,0,32.3352397399551
Tranquillity Middle School,10,17,0,NA
Tranquillity Middle School,10,18,0,NA
Tranquillity Middle School,10,19,0,NA
Tranquillity Middle School,11,12,0,61.1804939780865
Tranquillity Middle School,11,13,0,60.9807929125378
Tranquillity Middle School,11,14,0,61.7954042896002
Tranquillity Middle School,11,15,0,63.6160065136076
Tranquillity Middle School,11,16,0,68.2566637763695
Tranquillity Middle School,11,17,0,NA
Tranquillity Middle School,11,18,0,NA
Tranquillity Middle School,11,19,0,NA
Seal Bay Middle School,1,12,1,52.3569825897683
Seal Bay Middle School,1,13,1,43.1278991337445
Seal Bay Middle School,1,14,1,45.0723054318517
Seal Bay Middle School,1,15,1,29.1574649548929
Seal Bay Middle School,1,16,1,30.715619949409
Seal Bay Middle School,1,17,1,NA
Seal Bay Middle School,1,18,1,NA
Seal Bay Middle School,1,19,1,NA
Seal Bay Middle School,2,12,1,31.1298871401158
Seal Bay Middle School,2,13,1,44.0436600619443
Seal Bay Middle School,2,14,1,52.3137311642599
Seal Bay Middle School,2,15,1,40.4638659804045
Seal Bay Middle School,2,16,1,NA
Seal Bay Middle School,2,17,1,NA
