ppt,pref_c,pref_t,pref_sw,pref_m,pref_dpc,flyer,show,stars,enj
34,14,12,14,20,15,0,Dr Noe: James Bond Extraordinaire,2,53.46174585426228
34,14,12,14,20,15,0,Aja Murray's Mirthful Musical Mystery,2,57.54653075508841
34,14,12,14,20,15,0,Emma in Waterstones: A reading from the author,3,56.81982609917776
34,14,12,14,20,15,0,Patrick Sturt's Peculiar Poetry Slam,3,56.79004347586486
34,14,12,14,20,15,0,Josiah King's Lear: A Shakespearean Tragedy,4,52.70445240256781
34,14,12,14,20,15,0,John Martindale's Martian Misadventures,4,55.78835930287196
34,14,12,14,20,15,0,Tom in a Booth: A one man show,5,58.49307722992829
34,14,12,14,20,15,0,The Amazing Magical Monica,5,58.12440762990929
35,10,15,13,13,17,0,The Alex Doumas Drama Dilemma,1,54.08678526512423
35,10,15,13,13,17,0,Jazz Brunch with Zach's Horne Section,1,54.741238215847545
35,10,15,13,13,17,0,Dr Noe: James Bond Extraordinaire,2,57.70223390463432
35,10,15,13,13,17,0,Aja Murray's Mirthful Musical Mystery,2,60.30330348361881
35,10,15,13,13,17,0,Emma in Waterstones: A reading from the author,3,61.408821048544105
35,10,15,13,13,17,0,Patrick Sturt's Peculiar Poetry Slam,3,63.88257620811608
35,10,15,13,13,17,0,Josiah King's Lear: A Shakespearean Tragedy,4,64.08354529786631
35,10,15,13,13,17,0,John Martindale's Martian Misadventures,4,63.24902332160619
35,10,15,13,13,17,0,Tom in a Booth: A one man show,5,68.55593271246236
35,10,15,13,13,17,0,The Amazing Magical Monica,5,66.31514499773937
36,20,21,18,12,15,1,The Alex Doumas Drama Dilemma,1,50.06068850414288
36,20,21,18,12,15,1,Jazz Brunch with Zach's Horne Section,1,51.639398070006344
36,20,21,18,12,15,1,Dr Noe: James Bond Extraordinaire,2,48.30475535762512
36,20,21,18,12,15,1,Aja Murray's Mirthful Musical Mystery,2,49.39785081200995
36,20,21,18,12,15,1,Emma in Waterstones: A reading from the author,3,47.082510641167666
36,20,21,18,12,15,1,Patrick Sturt's Peculiar Poetry Slam,3,51.87807211706695
36,20,21,18,12,15,1,Josiah King's Lear: A Shakespearean Tragedy,4,49.38906944299196
36,20,21,18,12,15,1,John Martindale's Martian Misadventures,4,47.472927705892715
36,20,21,18,12,15,1,Tom in a Booth: A one man show,5,48.64824989545381
36,20,21,18,12,15,1,The Amazing Magical Monica,5,47.91477602645858
37,18,18,14,16,12,1,The Alex Doumas Drama Dilemma,1,48.82026026554889
37,18,18,14,16,12,1,Jazz Brunch with Zach's Horne Section,1,49.39955132915215
37,18,18,14,16,12,1,Dr Noe: James Bond Extraordinaire,2,50.43283967597577
37,18,18,14,16,12,1,Aja Murray's Mirthful Musical Mystery,2,53.32372294367301
37,18,18,14,16,12,1,Emma in Waterstones: A reading from the author,3,51.864937838903415
37,18,18,14,16,12,1,Patrick Sturt's Peculiar Poetry Slam,3,53.737426160808994
37,18,18,14,16,12,1,Josiah King's Lear: A Shakespearean Tragedy,4,50.01817286611483
37,18,18,14,16,12,1,John Martindale's Martian Misadventures,4,51.52801386300889
37,18,18,14,16,12,1,Tom in a Booth: A one man show,5,48.56030342381627
37,18,18,14,16,12,1,The Amazing Magical Monica,5,54.425015151304066
38,11,12,17,18,18,0,The Alex Doumas Drama Dilemma,1,50.433378840014775
38,11,12,17,18,18,0,Jazz Brunch with Zach's Horne Section,1,55.032557146353014
38,11,12,17,18,18,0,Dr Noe: James Bond Extraordinaire,2,52.72120010881228
38,11,12,17,18,18,0,Aja Murray's Mirthful Musical Mystery,2,56.12994526867596
38,11,12,17,18,18,0,Emma in Waterstones: A reading from the author,3,57.21455827250117
38,11,12,17,18,18,0,Patrick Sturt's Peculiar Poetry Slam,3,56.85839060035319
38,11,12,17,18,18,0,Josiah King's Lear: A Shakespearean Tragedy,4,55.04242722065875
38,11,12,17,18,18,0,John Martindale's Martian Misadventures,4,51.90712866563263
38,11,12,17,18,18,0,Tom in a Booth: A one man show,5,57.093891488666166
38,11,12,17,18,18,0,The Amazing Magical Monica,5,54.8820074252115
39,21,21,13,15,20,1,The Alex Doumas Drama Dilemma,1,52.65592938998023
39,21,21,13,15,20,1,Jazz Brunch with Zach's Horne Section,1,52.379411896009024
39,21,21,13,15,20,1,Dr Noe: James Bond Extraordinaire,2,52.5041855099257
39,21,21,13,15,20,1,Aja Murray's Mirthful Musical Mystery,2,58.03316645427378
39,21,21,13,15,20,1,Emma in Waterstones: A reading from the author,3,55.2135390239301
39,21,21,13,15,20,1,Patrick Sturt's Peculiar Poetry Slam,3,57.374256334353106
39,21,21,13,15,20,1,Josiah King's Lear: A Shakespearean Tragedy,4,55.38378184263278
39,21,21,13,15,20,1,John Martindale's Martian Misadventures,4,55.32863757786668
39,21,21,13,15,20,1,Tom in a Booth: A one man show,5,59.22627055173542
39,21,21,13,15,20,1,The Amazing Magical Monica,5,59.36544623223868
40,22,17,20,21,18,1,The Alex Doumas Drama Dilemma,1,52.26023075177082
40,22,17,20,21,18,1,Jazz Brunch with Zach's Horne Section,1,54.30538782922239
40,22,17,20,21,18,1,Dr Noe: James Bond Extraordinaire,2,56.409443194844755
40,22,17,20,21,18,1,Aja Murray's Mirthful Musical Mystery,2,59.182808678619786
40,22,17,20,21,18,1,Emma in Waterstones: A reading from the author,3,61.14236485826827
40,22,17,20,21,18,1,Patrick Sturt's Peculiar Poetry Slam,3,58.33716975646679
40,22,17,20,21,18,1,Josiah King's Lear: A Shakespearean Tragedy,4,60.710687161192105
40,22,17,20,21,18,1,John Martindale's Martian Misadventures,4,59.18729451036517
40,22,17,20,21,18,1,Tom in a Booth: A one man show,5,62.9835330916552
40,22,17,20,21,18,1,The Amazing Magical Monica,5,66.98883918234736
41,15,14,12,21,16,0,The Alex Doumas Drama Dilemma,1,51.24326406833965
41,15,14,12,21,16,0,Jazz Brunch with Zach's Horne Section,1,52.2123687257807
41,15,14,12,21,16,0,Dr Noe: James Bond Extraordinaire,2,52.50050245489694
41,15,14,12,21,16,0,Aja Murray's Mirthful Musical Mystery,2,54.31763289351588
41,15,14,12,21,16,0,Emma in Waterstones: A reading from the author,3,48.91221526132526
41,15,14,12,21,16,0,Patrick Sturt's Peculiar Poetry Slam,3,54.668440281496686
41,15,14,12,21,16,0,Josiah King's Lear: A Shakespearean Tragedy,4,51.0032348363581
41,15,14,12,21,16,0,John Martindale's Martian Misadventures,4,49.01406511558648
41,15,14,12,21,16,0,Tom in a Booth: A one man show,5,49.07899750611813
41,15,14,12,21,16,0,The Amazing Magical Monica,5,52.45614829515213
42,21,20,18,19,16,1,The Alex Doumas Drama Dilemma,1,49.210336450892285
42,21,20,18,19,16,1,Jazz Brunch with Zach's Horne Section,1,52.44733674360292
42,21,20,18,19,16,1,Dr Noe: James Bond Extraordinaire,2,53.49532806757795
42,21,20,18,19,16,1,Aja Murray's Mirthful Musical Mystery,2,55.765472056933476
42,21,20,18,19,16,1,Emma in Waterstones: A reading from the author,3,53.49211162959233
42,21,20,18,19,16,1,Patrick Sturt's Peculiar Poetry Slam,3,52.47637324008882
42,21,20,18,19,16,1,Josiah King's Lear: A Shakespearean Tragedy,4,51.95628844491119
42,21,20,18,19,16,1,John Martindale's Martian Misadventures,4,49.3237626604627
42,21,20,18,19,16,1,Tom in a Booth: A one man show,5,52.89839829918773
42,21,20,18,19,16,1,The Amazing Magical Monica,5,54.27448095115915
43,19,21,20,15,17,1,The Alex Doumas Drama Dilemma,1,49.182373696536835
43,19,21,20,15,17,1,Jazz Brunch with Zach's Horne Section,1,51.22536831253723
43,19,21,20,15,17,1,Dr Noe: James Bond Extraordinaire,2,49.541283757348836
43,19,21,20,15,17,1,Aja Murray's Mirthful Musical Mystery,2,56.04212779321526
43,19,21,20,15,17,1,Emma in Waterstones: A reading from the author,3,49.66934525923095
43,19,21,20,15,17,1,Patrick Sturt's Peculiar Poetry Slam,3,52.37105089074267
43,19,21,20,15,17,1,Josiah King's Lear: A Shakespearean Tragedy,4,52.48216758663563
43,19,21,20,15,17,1,John Martindale's Martian Misadventures,4,52.64541644438585
43,19,21,20,15,17,1,Tom in a Booth: A one man show,5,53.8339566060098
43,19,21,20,15,17,1,The Amazing Magical Monica,5,55.2324368634214
44,20,21,18,12,19,1,The Alex Doumas Drama Dilemma,1,52.47639540183012
44,20,21,18,12,19,1,Jazz Brunch with Zach's Horne Section,1,53.09210349676758
44,20,21,18,12,19,1,Dr Noe: James Bond Extraordinaire,2,56.24804762266292
44,20,21,18,12,19,1,Aja Murray's Mirthful Musical Mystery,2,55.59663994374808
44,20,21,18,12,19,1,Emma in Waterstones: A reading from the author,3,51.984699722809324
44,20,21,18,12,19,1,Patrick Sturt's Peculiar Poetry Slam,3,54.94229808929812
44,20,21,18,12,19,1,Josiah King's Lear: A Shakespearean Tragedy,4,53.81758483002805
44,20,21,18,12,19,1,John Martindale's Martian Misadventures,4,50.46927533381004
44,20,21,18,12,19,1,Tom in a Booth: A one man show,5,54.295247503856494
44,20,21,18,12,19,1,The Amazing Magical Monica,5,53.58596934916034
45,19,20,15,16,16,1,The Alex Doumas Drama Dilemma,1,50.22211986074027
45,19,20,15,16,16,1,Jazz Brunch with Zach's Horne Section,1,51.40369156396779
45,19,20,15,16,16,1,Dr Noe: James Bond Extraordinaire,2,50.91681217542803
45,19,20,15,16,16,1,Aja Murray's Mirthful Musical Mystery,2,54.14710002993161
45,19,20,15,16,16,1,Emma in Waterstones: A reading from the author,3,52.2933382563839
45,19,20,15,16,16,1,Patrick Sturt's Peculiar Poetry Slam,3,52.70194140875384
45,19,20,15,16,16,1,Josiah King's Lear: A Shakespearean Tragedy,4,46.42203974259503
45,19,20,15,16,16,1,John Martindale's Martian Misadventures,4,50.10924762814747
45,19,20,15,16,16,1,Tom in a Booth: A one man show,5,50.400262787642035
45,19,20,15,16,16,1,The Amazing Magical Monica,5,50.43659022909131
46,15,13,16,18,15,0,The Alex Doumas Drama Dilemma,1,53.68459419482836
46,15,13,16,18,15,0,Jazz Brunch with Zach's Horne Section,1,53.421550109736344
46,15,13,16,18,15,0,Dr Noe: James Bond Extraordinaire,2,55.91186040236724
46,15,13,16,18,15,0,Aja Murray's Mirthful Musical Mystery,2,58.14117030089521
46,15,13,16,18,15,0,Emma in Waterstones: A reading from the author,3,56.907236751256775
46,15,13,16,18,15,0,Patrick Sturt's Peculiar Poetry Slam,3,55.801839347924286
46,15,13,16,18,15,0,Josiah King's Lear: A Shakespearean Tragedy,4,57.98361099441296
46,15,13,16,18,15,0,John Martindale's Martian Misadventures,4,55.017986689348355
46,15,13,16,18,15,0,Tom in a Booth: A one man show,5,61.50015873261718
46,15,13,16,18,15,0,The Amazing Magical Monica,5,58.87259219184165
47,14,10,12,19,15,0,The Alex Doumas Drama Dilemma,1,54.196663112178406
47,14,10,12,19,15,0,Jazz Brunch with Zach's Horne Section,1,51.98397873115177
47,14,10,12,19,15,0,Dr Noe: James Bond Extraordinaire,2,55.431835670072495
47,14,10,12,19,15,0,Aja Murray's Mirthful Musical Mystery,2,58.73665179089996
47,14,10,12,19,15,0,Emma in Waterstones: A reading from the author,3,58.30572381088454
47,14,10,12,19,15,0,Patrick Sturt's Peculiar Poetry Slam,3,56.95029560163078
47,14,10,12,19,15,0,Josiah King's Lear: A Shakespearean Tragedy,4,56.83374458577658
47,14,10,12,19,15,0,John Martindale's Martian Misadventures,4,54.03024292097572
47,14,10,12,19,15,0,Tom in a Booth: A one man show,5,57.91323283317403
47,14,10,12,19,15,0,The Amazing Magical Monica,5,57.79282689149794
48,20,19,17,12,17,1,The Alex Doumas Drama Dilemma,1,48.665426113969396
48,20,19,17,12,17,1,Jazz Brunch with Zach's Horne Section,1,50.62224652363976
48,20,19,17,12,17,1,Dr Noe: James Bond Extraordinaire,2,46.30141642552246
48,20,19,17,12,17,1,Aja Murray's Mirthful Musical Mystery,2,51.223640333991526
48,20,19,17,12,17,1,Emma in Waterstones: A reading from the author,3,45.52945628608731
48,20,19,17,12,17,1,Patrick Sturt's Peculiar Poetry Slam,3,46.59787273895405
48,20,19,17,12,17,1,Josiah King's Lear: A Shakespearean Tragedy,4,43.584888727982225
48,20,19,17,12,17,1,John Martindale's Martian Misadventures,4,43.57549443874708
48,20,19,17,12,17,1,Tom in a Booth: A one man show,5,40.451709953362474
48,20,19,17,12,17,1,The Amazing Magical Monica,5,42.97809944879317
49,13,11,19,16,14,0,The Alex Doumas Drama Dilemma,1,53.96229172806557
49,13,11,19,16,14,0,Jazz Brunch with Zach's Horne Section,1,53.27497869499604
49,13,11,19,16,14,0,Dr Noe: James Bond Extraordinaire,2,53.37384413620961
49,13,11,19,16,14,0,Aja Murray's Mirthful Musical Mystery,2,54.866074185971804
49,13,11,19,16,14,0,Emma in Waterstones: A reading from the author,3,55.67036683644796
49,13,11,19,16,14,0,Patrick Sturt's Peculiar Poetry Slam,3,57.24915013149898
49,13,11,19,16,14,0,Josiah King's Lear: A Shakespearean Tragedy,4,58.82605202007993
49,13,11,19,16,14,0,John Martindale's Martian Misadventures,4,53.29952640092095
49,13,11,19,16,14,0,Tom in a Booth: A one man show,5,59.85595246505167
49,13,11,19,16,14,0,The Amazing Magical Monica,5,54.37887947025128
50,16,12,16,21,12,0,The Alex Doumas Drama Dilemma,1,52.991527673419725
50,16,12,16,21,12,0,Jazz Brunch with Zach's Horne Section,1,53.258851481501004
50,16,12,16,21,12,0,Dr Noe: James Bond Extraordinaire,2,54.91947550787747
50,16,12,16,21,12,0,Aja Murray's Mirthful Musical Mystery,2,55.88539502219514
50,16,12,16,21,12,0,Emma in Waterstones: A reading from the author,3,59.29444634993171
50,16,12,16,21,12,0,Patrick Sturt's Peculiar Poetry Slam,3,57.38442156167576
50,16,12,16,21,12,0,Josiah King's Lear: A Shakespearean Tragedy,4,57.34354681267051
50,16,12,16,21,12,0,John Martindale's Martian Misadventures,4,58.359486547065245
50,16,12,16,21,12,0,Tom in a Booth: A one man show,5,58.15514329557154
50,16,12,16,21,12,0,The Amazing Magical Monica,5,59.11678718288407
51,10,10,16,16,18,0,The Alex Doumas Drama Dilemma,1,55.081858200055706
51,10,10,16,16,18,0,Jazz Brunch with Zach's Horne Section,1,56.349353587405936
51,10,10,16,16,18,0,Dr Noe: James Bond Extraordinaire,2,56.93306376605763
51,10,10,16,16,18,0,Aja Murray's Mirthful Musical Mystery,2,60.444575808181426
51,10,10,16,16,18,0,Emma in Waterstones: A reading from the author,3,61.02743295630401
51,10,10,16,16,18,0,Patrick Sturt's Peculiar Poetry Slam,3,60.21951686388882
51,10,10,16,16,18,0,Josiah King's Lear: A Shakespearean Tragedy,4,59.49342516206078
51,10,10,16,16,18,0,John Martindale's Martian Misadventures,4,61.41514634620877
51,10,10,16,16,18,0,Tom in a Booth: A one man show,5,64.27082147540011
51,10,10,16,16,18,0,The Amazing Magical Monica,5,67.48263927063218
52,12,12,16,15,15,0,The Alex Doumas Drama Dilemma,1,50.52072405037589
52,12,12,16,15,15,0,Jazz Brunch with Zach's Horne Section,1,52.88860507271589
52,12,12,16,15,15,0,Dr Noe: James Bond Extraordinaire,2,50.572593844193285
52,12,12,16,15,15,0,Aja Murray's Mirthful Musical Mystery,2,56.58533269410514
52,12,12,16,15,15,0,Emma in Waterstones: A reading from the author,3,55.478166286365585
52,12,12,16,15,15,0,Patrick Sturt's Peculiar Poetry Slam,3,54.89882184635364
52,12,12,16,15,15,0,Josiah King's Lear: A Shakespearean Tragedy,4,53.904243087566826
52,12,12,16,15,15,0,John Martindale's Martian Misadventures,4,51.19430332840134
52,12,12,16,15,15,0,Tom in a Booth: A one man show,5,53.45502696397397
52,12,12,16,15,15,0,The Amazing Magical Monica,5,54.600064291654014
