schoolid,ABS,year,childid,siblings
school24,-0.16031797224662944,17,child8,no
school21,-1.6241500446937307,15,child18,yes
school16,-0.9846352466816332,15,child16,no
school21,-0.8729910145934846,14,child5,yes
school25,-0.14111986924683156,18,child16,yes
school19,0.652064987374157,15,child8,yes
school30,0.28191866658568415,14,child16,yes
school7,0.4759751277909814,15,child11,yes
school13,1.6954584096976313,14,child5,yes
school10,0.34474686900672413,18,child3,no
school26,-0.40343435627158186,14,child6,no
school14,0.6992117117152284,17,child4,no
school15,-0.5566846402043497,15,child12,no
school9,-0.3752424446634904,17,child15,no
school21,0.2641124396067942,16,child17,yes
school9,1.8094980248522523,17,child17,no
school22,0.5776350307334325,16,child10,no
school23,0.2829727427997794,18,child17,yes
school11,-0.03200340458208157,16,child14,no
school19,-0.8616630145198823,14,child20,yes
school20,-0.4972023815899873,12,child18,yes
school30,-0.2016428276537709,14,child6,yes
school16,-0.4607990331129965,12,child2,yes
school27,0.6918373610736076,15,child12,yes
school26,1.1572442797352276,18,child10,no
school18,0.5403338170992454,15,child20,no
school9,0.04558646003875396,16,child4,yes
school21,-1.2327166720566516,18,child18,yes
school30,-0.14649525959241189,13,child16,yes
school18,0.972023119639866,18,child2,yes
school4,-0.3193511852301875,17,child16,no
school5,0.04092389480456273,12,child19,no
school13,-0.14245106574448144,13,child15,yes
school1,0.7790305880124005,12,child20,no
school27,0.4790561306638412,16,child2,yes
school26,1.0097184259370162,15,child2,yes
school16,-0.1818935037786384,17,child1,no
school2,-1.1110010576482692,15,child7,yes
school3,0.5777348196557728,14,child15,yes
school5,-0.1238477630189941,13,child2,no
school3,-0.2148737812252578,14,child7,no
school3,-1.0536751771593134,15,child14,yes
school13,2.7666731464559207,18,child13,no
school26,1.1993751671655402,14,child19,no
school18,0.9809790170795717,16,child17,yes
school7,0.1489999376181844,18,child12,no
school25,-0.09913751275603545,18,child8,no
school25,0.6762971354971445,15,child20,no
school24,-2.1925125238386216,15,child19,no
school8,0.21217034535997123,17,child8,yes
school1,-2.838927900531087,13,child19,yes
school24,0.5143064342648812,15,child9,no
school13,-0.15374978046387966,15,child11,no
school28,0.6812550447862806,13,child8,yes
school6,-0.6797018984484353,17,child18,yes
school3,-0.44142564708266735,15,child8,yes
school19,-0.9836028777157683,15,child2,no
school9,-1.2655458036177285,17,child16,yes
school20,-1.2474735615658223,15,child20,no
school26,0.826174097781407,18,child3,no
school15,0.6370130805333892,17,child20,yes
school2,-1.241174690976801,16,child12,yes
school12,-2.2946501923062677,13,child6,no
school26,-0.7073211630121189,12,child7,no
school12,0.5488149070944714,18,child11,no
school18,2.1492216762809604,15,child10,yes
school21,-1.2444100497069508,17,child13,yes
school20,1.2238390251852944,14,child12,no
school15,-1.3421159904869966,17,child3,yes
school6,1.8829601670500566,14,child16,yes
school8,0.22845099899740548,14,child7,no
school29,-1.1432815224238033,13,child3,no
school24,-2.040657340925678,18,child11,no
school2,-2.283665087650759,12,child20,no
school18,1.1577868708067316,17,child17,yes
school20,-0.3239977607304438,17,child13,no
school28,0.17199859672015527,16,child4,no
school21,0.36182543681014273,15,child1,no
school4,-1.3782728993661242,17,child7,no
school1,-2.709640975188184,12,child10,yes
school27,-0.8340986985900093,18,child13,yes
school30,0.07835259597505949,13,child19,yes
school2,-2.211917806026486,18,child12,yes
school12,-0.7744985074755703,14,child5,yes
school22,-0.9879654390013748,13,child13,yes
school2,-1.3726280212619646,16,child11,yes
school7,1.4117634180168674,18,child1,yes
school1,-0.11266346881298302,14,child13,no
school1,-0.15419440124180714,12,child5,no
school5,0.8375603963852145,14,child1,yes
school23,0.6303650749193525,17,child17,yes
school18,-0.5284450354205399,12,child7,yes
school4,0.7750525567119042,16,child10,no
school26,0.11379876915175723,16,child16,no
school21,0.12197127955156646,17,child16,yes
school14,-1.3368295555417662,12,child17,yes
school8,-0.6639329615279587,15,child2,no
school13,1.424034560517018,16,child7,yes
school20,0.15049604291689583,18,child19,no
school6,2.2346325329997585,16,child3,no
school1,-0.27732316105935995,14,child1,yes
school5,1.2481945501578107,14,child2,no
school24,-0.21196031472301885,17,child7,no
school24,0.7326061640213579,17,child14,no
school27,1.3907082901732586,16,child7,yes
school24,-0.0920167298558732,13,child11,no
school11,-0.4670910230809185,12,child13,yes
school17,-0.9969723334983371,16,child1,yes
school3,-0.552226465186008,17,child15,yes
school7,-0.06131960681536233,18,child18,yes
school26,-0.20210952855126305,12,child10,no
school10,0.722127934538478,14,child13,yes
school21,-0.20516153089562794,14,child6,no
school16,-0.09711029510081537,14,child8,yes
school12,-0.33719925759649644,16,child3,no
school12,1.6873074872885043,18,child4,yes
school22,-1.8845426334356172,15,child11,yes
school8,0.6855476690516834,16,child7,no
school5,0.8466841427027167,16,child3,no
school30,-0.8872890527934234,17,child9,yes
school28,-0.5799735087652855,13,child5,no
school27,-1.8502369542932127,12,child19,no
school2,-1.0507516564616257,17,child6,yes
school6,1.2595381102695826,12,child19,yes
school15,-0.3080503378949832,14,child8,no
school2,-0.8820550067855703,14,child17,no
school18,-0.36702502455776426,13,child1,yes
school29,0.7580145824250949,13,child17,yes
school30,-0.1925756959457953,16,child1,no
school5,0.1052283254823749,16,child1,yes
school17,1.196277612883286,13,child12,yes
school25,-0.6020158647454492,13,child13,no
school28,0.5083441118146467,14,child18,no
school26,0.03085313256803717,16,child19,no
school30,1.0812623525363771,12,child4,no
school3,-0.6063202982683693,13,child12,no
school16,-0.33565488603537236,18,child2,yes
school15,0.2834063699957266,13,child19,no
school23,0.6257021652907983,18,child12,yes
school14,-0.5386814014441969,15,child8,yes
school2,-0.42722242386909803,14,child8,no
school8,0.9938182824329893,18,child19,yes
school21,0.5722028106168113,16,child1,no
school14,1.5847451861019382,16,child4,no
school18,0.32969312870020295,17,child4,no
school5,-0.957947602973464,17,child18,yes
school12,-1.2498692503537614,16,child11,no
school3,-0.23079445928447961,13,child6,no
school2,-0.6309758927060022,15,child19,yes
school30,1.2488411580912027,17,child17,yes
school12,-0.7230481504779528,18,child2,yes
school19,-0.7278564659849551,18,child14,yes
school8,0.14706482166020377,13,child2,no
school18,0.5376210787215033,18,child10,yes
school22,-1.697294872676181,14,child9,no
school22,-2.003113861607111,12,child3,no
school12,-0.4490871225753268,15,child5,yes
school1,-1.3887547803283593,14,child4,yes
school13,0.6198097600506715,13,child13,no
school5,2.553343900180968,15,child15,yes
school20,-0.09789798011377275,17,child8,yes
school3,0.23796413152017684,16,child3,no
school6,1.7399997857696046,18,child19,yes
school3,-0.46457488007636805,16,child11,yes
school27,0.3977874739553545,14,child15,no
school10,-0.10701284038389611,13,child1,yes
school21,-0.6668669207789488,13,child1,no
school24,-0.42441067985420894,15,child1,yes
school26,-0.36343083678163557,14,child13,yes
school15,0.6227552086459892,14,child12,no
school6,-0.43616837885344467,18,child15,no
school14,-1.737901982325938,12,child3,no
school14,-2.742411080906703,13,child9,yes
school28,-0.04092253462820018,12,child19,yes
school24,0.06020342961041823,12,child14,no
school30,0.9213928959309362,12,child12,no
school2,-1.0459611497977173,17,child11,yes
school29,-0.05742993494945118,13,child20,yes
school13,1.8259231446787487,18,child12,no
school18,0.3887011323761296,14,child19,no
school2,-0.46228697640567656,15,child14,no
school28,-0.5043581267771015,14,child13,no
school25,-0.2622584195301055,15,child17,no
school10,-1.4734844501704314,18,child1,yes
school9,-0.004241495242616941,15,child1,no
school13,2.3944617019427485,12,child9,yes
school6,1.361258534664516,13,child13,yes
school1,0.006539831073590545,13,child15,no
school24,-0.9633521856502979,12,child15,no
school18,1.2047036389363825,12,child3,no
school12,-0.9133204885039655,15,child4,yes
school21,-0.5894523768998787,17,child5,yes
school30,0.5570488819092916,15,child12,no
school14,-1.6230842818254294,13,child4,no
school2,-2.0127792752254225,13,child14,no
school17,2.2971482487435138,17,child3,no
school17,-1.3002533991300294,12,child7,yes
school2,-0.6204903167288673,15,child13,no
school14,-1.3927352803562703,12,child14,yes
school11,-0.587777301386412,15,child18,no
school5,-0.37823688271371997,15,child10,yes
school29,-0.7500411981459257,18,child15,yes
school22,-0.19232192466128237,15,child8,yes
school1,2.323684188969507,16,child13,no
school8,-0.34275669928520675,13,child8,yes
school19,0.17785371558367705,17,child20,yes
school26,-1.8127252465097987,12,child12,yes
school21,-0.3060358767078459,16,child14,no
school16,0.6865175979984295,17,child12,no
school29,0.30006406874476976,12,child3,no
school20,1.2705366566886036,13,child16,yes
school9,0.366736986228459,12,child14,no
school20,0.7336718219324048,15,child5,no
school9,0.09999297552057458,12,child1,no
school2,-1.4844471274703757,18,child19,yes
school1,1.1330068812458427,18,child3,no
school4,1.8289380107263535,12,child7,no
school25,0.6395878460481381,14,child12,yes
school28,2.4219896803219885,18,child10,no
school25,1.2883862845307972,13,child11,yes
school7,-0.7830282350415442,13,child17,yes
school10,0.36546776062312275,13,child3,no
school17,1.1096456503357601,13,child8,no
school3,0.47030283607555967,15,child10,yes
school29,1.202570788082289,17,child10,no
school20,0.5278845384821815,15,child15,no
school28,0.7119766879654944,15,child2,yes
school10,-0.03474864822962786,12,child11,no
school13,1.5202572560590393,13,child7,yes
school28,-1.2259801753595554,12,child3,no
school9,-0.5886254730351324,14,child9,yes
school7,-0.39940949500394485,16,child14,yes
school19,0.9347466614369109,14,child3,no
school22,0.11302321065063557,15,child16,no
school18,0.44381880690328174,12,child20,no
school17,0.3306285036740772,17,child13,yes
school25,0.24477982272956852,13,child14,no
school29,0.4764788115962127,13,child12,no
school8,-0.2397928969994405,15,child5,no
school12,-0.38066653038764303,13,child9,no
school16,0.19692997259798461,16,child12,no
school23,1.0788462065994475,18,child10,yes
school28,0.6338030526059482,17,child17,yes
school9,-0.3588907861845309,14,child5,yes
school26,0.22559874367021052,17,child5,no
school22,-0.16139153204373655,17,child2,no
school5,-0.6052807345387037,12,child18,yes
school14,2.132437704809156,18,child7,no
school15,-0.2595540425481475,16,child1,yes
school7,-0.9611879947102889,12,child19,no
school29,1.384452505610396,18,child4,no
school17,-0.3903368759475769,15,child17,yes
school3,0.24561782903110488,16,child9,no
school7,-0.3336695037537126,18,child7,yes
school28,-0.6971433335267172,12,child14,no
school28,1.4015258101703207,17,child19,yes
school19,0.6500805724769416,15,child10,yes
school21,0.08029132006315763,13,child7,no
school9,1.548635726644307,17,child13,no
school24,-0.021781360407229864,14,child4,no
school1,-0.3144577684174809,14,child17,no
school15,-1.3448039980793918,14,child2,no
school19,1.329043481507265,17,child5,no
school5,0.10636610595324514,13,child20,no
school25,-0.9961943914369067,12,child19,no
school13,0.652138413172487,14,child20,no
school6,0.8508725064963192,12,child9,yes
school25,1.4621816650229127,16,child17,no
school1,0.3880554155886335,17,child20,no
school15,0.25407889342927836,16,child3,yes
school10,0.2423312402204217,15,child11,no
school7,-0.7065201479277528,17,child12,no
school11,0.21006888007011557,18,child7,yes
school16,0.9002840838334074,16,child7,yes
school6,0.9593997849715218,14,child2,no
school8,0.9633038731254583,12,child15,yes
school3,-0.03871476867348983,12,child13,no
school2,-0.37466645730968967,18,child14,no
school22,-0.9005504290561253,15,child7,yes
school18,1.1866124168046406,17,child19,no
school18,1.00126045138687,14,child14,no
school27,-1.7622937835557748,12,child12,yes
school25,-1.3824543002355754,17,child11,yes
school29,0.5580260912741488,15,child5,no
school26,0.6405898166987529,17,child3,no
school12,-1.0479583166735433,16,child20,yes
school13,-0.7474732370592736,17,child7,yes
school3,0.4236907384512374,17,child9,no
school7,-1.1566997789402187,15,child13,no
school11,1.7197234655070277,16,child10,no
school8,-0.4511338131171452,12,child6,yes
school28,-0.44520548035199914,16,child14,no
school17,1.4627476755473472,13,child13,yes
school9,0.4637869731406604,13,child18,yes
school20,-0.35115584009475775,17,child16,yes
school3,-0.19694169539119666,15,child3,no
school20,-1.307130542942066,16,child19,no
school6,1.2612614414317849,14,child3,no
school1,-0.9430797753307314,14,child15,no
school7,-1.0186397088216375,17,child3,yes
school16,-0.13931493956920452,14,child20,yes
school23,0.5152287359733304,14,child4,no
school3,-0.5521789955133332,14,child5,yes
school10,0.5564300881005018,17,child18,yes
school28,0.003971965575908359,16,child19,yes
school17,-0.24273360000607203,15,child2,yes
school6,0.1370754509247181,18,child20,yes
school17,-1.1883960347818041,12,child10,no
school6,-0.38372847283461514,15,child14,no
school8,-0.5286450902773314,13,child10,yes
school6,0.8460743770952733,14,child6,yes
school25,0.7855946245818501,12,child15,yes
school3,0.41086734726615437,18,child18,no
school20,0.2673648434815715,14,child9,yes
school27,0.09135520175374236,13,child8,yes
school13,0.679494194143806,14,child17,no
school18,1.2836304507097986,17,child8,no
school12,-0.9754177590037747,15,child19,no
school29,-0.20555409532024752,13,child6,yes
school24,-1.0667606435441044,13,child16,no
school16,0.29918591735577904,14,child15,yes
school9,0.3790345873980304,12,child15,no
school16,0.37392561299288524,17,child15,yes
school8,0.8635248620954781,13,child7,no
school11,0.11940394357824342,12,child4,yes
school1,-0.040194397387509455,14,child20,no
school4,0.523685969302393,15,child16,no
school14,0.15261398411802563,16,child3,no
school7,-0.15274023975899842,17,child18,yes
school11,-0.5149608834594086,15,child5,no
school20,-0.8873228679933646,15,child4,no
school28,-1.247136746526267,14,child3,no
school10,-0.8495329366155251,15,child1,yes
school17,0.6457192602808445,13,child18,no
school16,-0.7576941001615888,13,child6,no
school21,-1.1206216176944968,12,child5,yes
school26,-0.11711211240105882,15,child1,no
school10,0.22644277560355602,16,child4,no
school22,-0.16652350777695318,15,child12,no
school6,0.9233738415234763,17,child10,no
school7,-0.9250459966467856,15,child1,yes
school26,0.04970003052831836,12,child17,yes
school1,-1.6772906350631096,13,child10,yes
school3,0.8271555796132816,13,child14,yes
school29,-0.9546143895352447,16,child1,yes
school1,1.3075609028558801,16,child20,no
school4,0.2539937510500771,15,child5,no
school24,1.4613934942452453,17,child6,no
school14,1.355484097878565,15,child4,no
school19,-0.31400117029710206,12,child13,yes
school6,-0.7911715221047831,14,child14,no
school25,0.8547753059420677,13,child16,yes
school21,0.31022265961686385,13,child8,yes
school8,1.4365950938644405,18,child11,yes
school2,-1.6885370383849265,12,child14,no
school20,0.3258669998061139,17,child14,no
school25,1.598057014374082,16,child9,no
school2,-2.0835732475635322,12,child5,no
school6,0.8115295537645014,16,child9,yes
school1,-1.1752484005279258,15,child14,no
school13,-0.6873762315885352,17,child6,no
school25,-0.3975136940416307,15,child15,yes
school22,-0.12556082598404156,14,child13,yes
school2,-0.7889139684478415,12,child3,no
school19,-0.829097000497517,15,child15,yes
school9,-0.15279732444870903,15,child20,yes
school3,0.38989903674254556,18,child7,no
school24,0.6561323511732926,14,child16,no
school7,0.9729780366810408,16,child11,yes
school22,-1.9394613947754185,12,child7,yes
school28,-0.8237017594490913,12,child10,no
school24,0.31987956444072807,18,child9,no
school4,1.5400917695432106,15,child17,no
school12,-1.035713969074538,15,child11,no
school14,2.105845150116611,15,child2,no
school15,-0.6997475493021444,13,child2,no
school21,0.04855134161787585,16,child15,yes
school23,0.2073762784120859,14,child13,yes
school5,1.7026031558725996,14,child8,no
school15,2.274283810216738,13,child1,yes
school27,-0.15594863058134495,18,child10,no
school29,-0.028861101044127018,18,child12,no
school13,0.0443015511024669,12,child6,no
school25,0.5436478041425282,16,child20,no
school16,-1.1600513528459249,13,child17,no
school24,-0.01616681644205052,17,child20,yes
school7,1.1865087816952387,16,child6,no
school25,-0.05276491216029036,14,child14,no
school3,-0.004566336276190195,14,child14,yes
school28,-0.7584855154887937,15,child15,no
school11,0.25698565038092597,15,child15,no
school21,-0.5829146011319236,18,child12,yes
school7,-0.1705354206045897,12,child2,no
school9,-0.042024670069285695,16,child14,no
school10,-0.0674389318217586,18,child11,no
school4,-0.41315072803796105,14,child1,yes
school19,-0.37295629654288814,17,child10,yes
school3,1.2291538302571556,16,child4,yes
school5,-0.8737680946869355,15,child12,yes
school9,1.353203591952242,16,child15,no
school13,1.8569305367523312,14,child14,yes
school26,0.3977658391713929,12,child9,no
school6,1.5456987563395959,14,child13,yes
school2,-2.0769399056921976,12,child19,yes
school11,0.6467900522993211,15,child9,yes
school12,-0.08491837292767294,17,child6,no
school4,-1.5342552542038432,12,child18,no
school25,-0.010244298610049118,14,child5,yes
school7,0.046419567773370765,14,child5,yes
school22,-0.694238784481376,13,child3,no
school18,0.8546798540357063,15,child11,yes
school18,-1.23839360093753,13,child15,yes
school25,-0.6790229186811999,17,child5,yes
school14,0.23981413938775528,14,child7,no
school3,0.0422784129308894,17,child12,no
school3,0.4453053852901308,15,child4,yes
school27,-0.6026382624242503,12,child2,yes
school18,0.34696248840114546,15,child14,no
school2,-1.6281588792648192,18,child11,yes
school4,1.8339997397771113,14,child12,yes
school2,-0.27123169374431294,16,child3,no
school9,0.3364298510206267,14,child6,no
school27,-0.9974658540243567,15,child10,no
school16,-0.1658512551353854,15,child18,yes
school22,0.6750224222726946,17,child9,no
school29,-0.614041823457184,14,child19,yes
school23,0.06057140552448473,17,child20,yes
school4,0.29456481754437785,15,child18,no
school22,-2.993702098035936,12,child5,yes
school6,0.4894276205338098,18,child13,yes
school5,0.9441802468468825,17,child16,yes
school29,-0.07394101772529976,14,child2,no
school11,-1.4424079973873227,13,child11,yes
school30,0.6738046964111122,18,child16,yes
school14,0.940431676338651,16,child13,no
school19,0.946417364808431,13,child9,yes
school10,-0.2755700528226291,15,child6,yes
school18,0.773461694924914,12,child16,yes
school30,-0.6565441495381709,15,child11,yes
school25,-0.010688035478143999,18,child7,yes
school3,-1.8043814980090709,14,child17,no
school1,-0.9825924544193727,12,child13,no
school9,-0.34026345343034725,15,child16,yes
school24,0.8402481026119101,15,child14,no
school2,-3.6730669897270163,12,child17,no
school21,-2.4166719925647158,12,child18,yes
school7,0.0426461032817887,14,child11,yes
school23,0.7604439759277127,18,child5,yes
school19,-0.5262558335551923,17,child9,yes
school24,-0.5435325225565435,14,child20,yes
school3,0.03578230750344972,12,child10,yes
school1,-0.23974235988202885,16,child15,no
school13,0.6917970650270406,14,child4,no
school21,0.11245595617733217,18,child6,no
school12,1.5637458067088772,18,child1,no
school24,-0.022281328643048454,18,child15,no
school27,0.1720055260797615,16,child10,no
school12,-1.4884400308872698,12,child12,yes
school9,-0.6194744327468545,17,child5,yes
school2,-1.6407781335695952,14,child9,yes
school13,0.07315277294961661,13,child19,no
school9,-0.3088610937906587,16,child12,yes
school5,-0.33515759682924495,18,child3,no
school14,-1.5839290938477717,13,child3,no
school24,-0.9049716930963072,12,child1,yes
school19,-1.2205753769892465,12,child18,yes
school29,-0.08493938560033631,17,child2,no
school29,-0.01554292836332525,17,child5,no
school24,0.15826283295775898,15,child5,no
school10,-1.37360005950178,12,child12,yes
school8,1.016063447094044,18,child8,yes
school16,0.045463440999409924,14,child2,yes
school20,-0.07318017327218264,14,child17,no
school29,-0.19379831168627767,15,child3,no
school29,-2.6531092234574487,18,child16,yes
school17,0.9642252698067837,18,child12,yes
school28,-0.5222443383663067,15,child14,no
school3,-0.8666750275178896,14,child13,no
school20,-0.44991369313279833,14,child19,no
school27,-1.1884383532023062,15,child4,yes
school19,0.39182755199086283,17,child11,yes
school18,-0.06327282705534419,12,child1,yes
school6,0.8294180020898064,16,child1,no
school13,-0.9087024003084716,14,child1,no
school2,-1.7838609390744349,13,child15,no
school6,1.572133543923259,18,child2,no
school1,-2.20085024101042,12,child16,yes
school30,0.20173054970822366,13,child4,no
school28,0.8528153204785726,18,child1,no
school5,-0.05858225355628443,12,child8,no
school14,0.41195785073416413,16,child12,no
school29,-0.2819442852044585,13,child1,yes
school22,0.5138889008846677,17,child12,no
school14,-1.8995194581180899,13,child5,yes
school9,1.5973141212529502,18,child2,yes
school20,0.006389169707133463,15,child1,yes
school22,-0.6768962489486494,18,child17,no
school8,-1.8907381529516625,12,child13,yes
school9,0.3102535031571399,18,child10,yes
school1,0.32905990812361735,15,child10,yes
school5,0.813627468953403,12,child10,yes
school1,-0.11970863428024489,14,child14,no
school15,-0.7214832594842866,16,child19,no
school1,-0.41505797926045157,18,child11,yes
school10,-1.1072965333091014,15,child16,yes
school9,-1.2289688031534012,14,child17,no
school19,-0.35168091729444734,14,child14,yes
school16,-0.003972007741158151,18,child12,no
school3,0.3663749338156915,17,child18,no
school21,-0.0766571661107657,17,child2,no
school23,-0.18425859567886668,13,child15,yes
school29,-0.2055543051612993,17,child1,yes
school23,0.4753780865705565,15,child18,yes
school4,0.9857958624211627,13,child10,no
school13,2.0492818000267015,14,child16,yes
school13,0.3426863302084527,18,child17,no
school29,-0.6094921320595379,15,child20,yes
school2,-0.4468808772127096,14,child7,yes
school4,0.657446382841774,18,child4,no
school8,1.8508113764299579,17,child9,no
school28,-0.6751948498544311,15,child1,no
school21,-0.560961273507087,18,child17,yes
school17,0.9049050904493834,17,child18,no
school3,0.08794993419035227,15,child9,no
school6,0.08075439107711044,17,child6,yes
school28,0.31517656679488676,14,child15,no
school24,-2.4833791566437986,12,child3,no
school20,-1.1110726425562993,18,child10,no
school7,-0.6830363851712096,14,child6,no
school21,0.7018382779939647,13,child13,yes
school18,0.7802871907760165,17,child6,yes
school27,0.46974329342476395,16,child9,no
school22,-1.0450327771785257,13,child14,yes
school18,-0.21538042280902095,12,child17,yes
school4,-0.344591343394694,18,child18,no
school12,-1.1547547942264744,16,child2,yes
school14,0.2596879770151384,12,child8,yes
school7,1.0468571021347157,16,child5,yes
school17,0.5735260274911196,13,child3,no
school27,-0.43696483550334075,15,child15,no
school13,1.2766678154516256,13,child12,no
school1,-0.485525285897654,17,child14,no
school11,-1.388777387159988,14,child8,yes
school3,-0.7390249361602649,13,child15,yes
school25,0.39582509908955166,17,child15,yes
school12,0.9104937655323622,17,child1,no
school7,0.2967744832095611,14,child16,yes
school10,-1.09762465163612,12,child3,no
school1,0.28506749469719217,18,child4,yes
school14,-3.3889772351212324,12,child20,yes
school25,0.40356989273730987,13,child17,no
school23,-0.025992824446785318,13,child19,no
school17,0.6191875038643996,13,child4,yes
school30,0.8243409061760456,14,child2,yes
school27,-0.43755831573952214,18,child18,no
school13,0.7604055692284868,13,child6,no
school27,-2.261972940842886,16,child13,yes
school22,0.9710394023208115,18,child3,no
school14,-1.0587771081958994,14,child15,yes
school18,-0.3751997991884038,13,child20,no
school11,-0.3124432713935744,16,child4,yes
school24,-0.1638283433901634,18,child12,yes
school14,-3.028272005811146,12,child9,yes
school9,1.0466019445459431,12,child2,yes
school14,0.08187496836928718,13,child14,yes
school15,2.708426483718811,12,child4,yes
school16,-0.5143254522887589,16,child3,yes
school29,0.5350556976405622,14,child1,yes
school25,-0.3219225968209431,17,child7,yes
school13,-0.46607946425142677,16,child13,no
school6,0.3303443851980995,17,child15,no
school18,0.7293891265226325,14,child3,no
school6,1.2146214833526205,15,child5,yes
school3,0.7546632504179028,13,child2,yes
school20,0.5732838404349191,16,child17,no
school7,1.7155030605334418,16,child20,yes
school3,0.8067418046125343,18,child15,yes
school12,-0.3919224198930827,14,child19,no
school27,-0.3258354317600072,16,child19,no
school10,-0.9898393995260338,12,child5,yes
school19,0.9457446854185497,17,child17,yes
school16,0.0263128990487799,17,child16,no
school16,1.363890818268508,17,child20,yes
school11,0.19132276951840357,18,child19,no
school1,-1.0702626045331423,16,child11,yes
school3,-0.09638246776875581,16,child17,no
school12,-0.6534884869605382,17,child16,yes
school5,-0.2732855996858918,14,child12,yes
school27,0.07523659399815538,16,child8,yes
school23,0.708782682818588,14,child17,yes
school3,0.2910768340640879,13,child17,no
school13,0.9717226321214888,17,child15,yes
school2,-0.2981720573471675,15,child10,no
school5,0.9875346526584335,15,child17,yes
school18,0.6346710257847588,15,child8,no
school12,-0.5098977306697068,17,child19,no
school25,0.3983294649206587,14,child7,yes
school16,1.3703090982339654,18,child18,yes
school10,-0.27527752639624403,16,child8,no
school27,-0.33115790136433937,18,child6,no
school4,-0.1299658177790977,13,child12,yes
school14,0.28291148449657877,14,child8,yes
school25,0.7361084641102803,17,child2,yes
school11,-0.8341403396126446,18,child18,no
school8,0.12085251937284831,18,child10,yes
school9,0.9910277539528348,16,child6,no
school18,0.2057166223908545,13,child4,no
school8,1.305656571532556,13,child13,yes
school11,1.8071252721778504,12,child14,no
school23,0.9016374689520796,15,child16,no
school4,-0.243562907057368,18,child12,yes
school20,0.7174125908648245,18,child5,no
school26,-0.4093760668030608,13,child5,no
school14,0.3807474330903112,18,child3,no
school14,1.0746028304255422,18,child11,yes
school5,1.4862171592740467,18,child1,yes
school28,-0.6266172793961554,13,child3,no
school16,-0.5410615574239094,16,child18,yes
school12,-2.3332055828785405,12,child14,no
school1,-1.6148966735642298,15,child19,yes
school22,-0.9480529933583499,14,child5,yes
school17,-0.02124259948554914,14,child7,yes
school23,-0.1830070731614613,16,child4,no
school29,-0.6050667959695137,18,child1,yes
school14,0.9544857586258946,16,child14,yes
school28,0.8463315351725468,15,child4,no
school3,-1.4328052407382077,13,child13,no
school15,1.7064176964642055,14,child1,yes
school30,0.9142246744354712,17,child2,yes
school23,2.892006761836492,18,child19,no
school29,-0.4108953207060162,14,child7,yes
school18,-0.4006418356091349,13,child9,no
school20,0.5844275414394914,14,child10,no
school30,0.029175175307577423,12,child1,no
school10,0.408446108301915,14,child15,yes
school30,-0.5485562846575706,15,child4,no
school22,-1.6887526752811606,12,child8,yes
school28,-0.8890288942967907,12,child15,no
school27,-1.279723010116887,14,child16,yes
school2,-0.544817903036454,13,child7,yes
school13,0.593300255306824,17,child8,no
school29,0.008130306216898607,12,child12,no
school17,-0.9179679142715356,12,child4,yes
school22,0.5110996643364324,16,child16,no
school4,0.5072811895071911,13,child9,yes
school28,0.9069381336951465,17,child3,no
school7,-0.24590943810151009,15,child20,yes
school22,-0.009097499801238794,13,child19,yes
school20,-0.8238155707927076,16,child8,yes
school18,0.9672695493697174,15,child4,no
school28,-0.4768436230229126,18,child5,no
school15,-0.8223750473888857,12,child7,no
school28,-1.2255370069825307,13,child1,no
school12,-0.6667767919782799,15,child8,yes
school9,-0.16186676614038786,12,child6,no
school4,-0.3513400227256081,12,child12,yes
school26,-0.0960514338505388,18,child2,yes
school19,-0.2778037033472239,17,child8,yes
school11,-1.1965242219406074,12,child11,yes
school24,-0.5997174210790213,15,child20,yes
school26,0.6053571302530473,16,child5,no
school22,-0.4506388062543752,18,child11,yes
school14,0.49309983328216783,18,child20,yes
school28,2.0038701157343053,18,child13,no
school20,-0.8001274343405628,13,child1,yes
school11,-2.815709577027586,14,child12,yes
school13,2.030875139813593,17,child13,no
school17,1.7293027264587615,14,child13,yes
school7,-0.7000488073932281,15,child7,yes
school23,1.2794601740877007,16,child16,no
school27,0.1386044214322908,18,child19,no
school4,0.11897372285921755,17,child5,no
school8,-1.6663456880539382,12,child2,no
school23,-1.6841617300288896,12,child19,no
school28,-0.8763916249828959,17,child14,no
school18,-0.9468909681796606,12,child14,no
school24,1.4797722050691704,16,child14,no
school10,1.3510097392622085,16,child13,yes
school28,0.6258599784709221,13,child12,yes
school13,1.1909652859998254,13,child2,yes
school22,0.12655947890144287,16,child12,no
school19,0.45628568548158405,18,child2,no
school26,-0.7445675847887072,12,child1,no
school18,-0.034904881828115034,16,child4,no
school4,0.7567850785010013,14,child18,no
school4,-0.07099504403878588,16,child15,no
school8,-0.24574175656698585,12,child14,yes
school11,-0.13526645880880847,13,child9,yes
school30,0.08693816020046831,15,child3,yes
school26,0.379664749210979,14,child2,yes
school21,-0.7837446032811324,14,child18,yes
school5,0.27387877463670607,14,child19,no
school13,1.0214033080514433,12,child15,yes
school16,0.25555851691993575,16,child4,no
school9,-0.9139682580556301,15,child10,yes
school16,-0.16100277126838036,14,child1,no
school9,1.3644519707316785,12,child20,yes
school1,-1.6273507143796084,12,child17,no
school7,0.21767705209147228,18,child11,yes
school23,1.752575143956956,15,child15,yes
school27,1.2334471356834067,12,child16,yes
school28,1.7979249198633986,17,child2,yes
