pair,lengthknown,gid,dial,absdial,spectrum,category,score
grp_2,6,0,56,5.6,Good pizza topping <--> Bad pizza topping,qualitative,20.76273755674425
grp_2,6,0,-49,4.9,Loud <--> Quiet,quantifiable,25.102737556744252
grp_2,6,0,70,7,Fascinating topic <--> Boring topic,qualitative,28.34273755674425
grp_2,6,0,49,4.9,Flavorful <--> Flavorless,quantifiable,27.852737556744252
grp_2,6,0,-21,2.1,Best year in history <--> Worst year in history,qualitative,21.54273755674425
grp_2,6,0,-98,9.8,Good movie <--> Bad movie,qualitative,24.65273755674425
grp_2,6,0,14,1.4,Strong <--> Weak,quantifiable,21.20273755674425
grp_2,6,0,-56,5.6,High brow <--> Low brow,social,29.54273755674425
grp_2,6,0,-91,9.1,High calorie <--> Low calorie,quantifiable,20.72273755674425
grp_20,3,1,84,8.4,Good pizza topping <--> Bad pizza topping,qualitative,27.70273755674425
grp_20,3,1,56,5.6,Large number <--> Small number,quantifiable,44.67273755674425
grp_20,3,1,35,3.5,Undiscovered Gem <--> Garbage,social,43.122737556744255
grp_20,3,1,49,4.9,High brow <--> Low brow,social,28.79273755674425
grp_20,3,1,-98,9.8,Flavorful <--> Flavorless,quantifiable,45.86273755674425
grp_20,3,1,14,1.4,Best day of the year <--> Worst day of the year,qualitative,12.16273755674425
grp_20,3,1,-14,1.4,Hard <--> Soft,quantifiable,14.73273755674425
grp_20,3,1,98,9.8,Reform <--> Revolution,social,36.28273755674425
grp_20,3,1,-105,10.5,Loud <--> Quiet,quantifiable,56.69273755674425
grp_20,3,1,-77,7.7,Strong <--> Weak,quantifiable,44.482737556744254
grp_20,3,1,-21,2.1,Talented <--> Untalented,qualitative,26.99273755674425
grp_20,3,1,-70,7,Beautiful <--> Ugly,qualitative,26.53273755674425
grp_20,3,1,-28,2.8,Wet <--> Dry,quantifiable,31.92273755674425
grp_20,3,1,21,2.1,Long <--> Short,quantifiable,26.75273755674425
grp_20,3,1,-63,6.3,Good movie <--> Bad movie,qualitative,16.63273755674425
grp_20,3,1,0,0,Best year in history <--> Worst year in history,qualitative,13.29273755674425
grp_20,3,1,-91,9.1,High calorie <--> Low calorie,quantifiable,33.22273755674425
grp_20,3,1,63,6.3,Cold <--> Hot,quantifiable,26.04273755674425
grp_20,3,1,77,7.7,Classic <--> Fad,social,35.41273755674425
grp_20,3,1,-42,4.2,Good candy <--> Bad candy,qualitative,2.6327375567442495
grp_20,3,1,-56,5.6,For adults <--> For kids,social,35.872737556744255
grp_20,3,1,7,0.7,Democracy <--> Dictatorship,social,28.39273755674425
grp_20,3,1,91,9.1,Light <--> Dark,quantifiable,20.052737556744248
grp_20,3,1,-7,0.7,Art <--> Not art,social,23.56273755674425
grp_20,3,1,42,4.2,Avant garde <--> Old fashioned,social,27.122737556744248
grp_20,3,1,-49,4.9,Good <--> Bad,qualitative,19.41273755674425
grp_20,3,1,70,7,Terrifying <--> Thrilling,qualitative,16.78273755674425
grp_20,3,1,28,2.8,Global issue <--> Local issue,social,28.91273755674425
grp_20,3,1,-84,8.4,Fascinating topic <--> Boring topic,qualitative,17.78273755674425
grp_20,3,1,-35,3.5,Elitist <--> Popular,social,27.57273755674425
grp_21,4,1,84,8.4,Best day of the year <--> Worst day of the year,qualitative,26.28273755674425
grp_21,4,1,-49,4.9,Beautiful <--> Ugly,qualitative,27.22273755674425
grp_21,4,1,98,9.8,Cold <--> Hot,quantifiable,43.20273755674425
grp_21,4,1,-77,7.7,Undiscovered Gem <--> Garbage,social,47.882737556744246
grp_21,4,1,-70,7,Terrifying <--> Thrilling,qualitative,23.51273755674425
grp_21,4,1,28,2.8,Fascinating topic <--> Boring topic,qualitative,21.20273755674425
grp_21,4,1,-35,3.5,Large number <--> Small number,quantifiable,34.68273755674425
grp_21,4,1,7,0.7,Good pizza topping <--> Bad pizza topping,qualitative,19.50273755674425
grp_21,4,1,-14,1.4,Art <--> Not art,social,24.49273755674425
grp_21,4,1,-91,9.1,Classic <--> Fad,social,42.04273755674425
grp_21,4,1,21,2.1,High calorie <--> Low calorie,quantifiable,23.48273755674425
grp_21,4,1,-56,5.6,Long <--> Short,quantifiable,37.46273755674425
grp_21,4,1,-7,0.7,Best year in history <--> Worst year in history,qualitative,17.59273755674425
grp_21,4,1,-21,2.1,Avant garde <--> Old fashioned,social,NA
grp_21,4,1,-98,9.8,Elitist <--> Popular,social,47.492737556744245
grp_21,4,1,-105,10.5,Good movie <--> Bad movie,qualitative,31.86273755674425
grp_21,4,1,14,1.4,Wet <--> Dry,quantifiable,29.78273755674425
grp_21,4,1,0,0,Loud <--> Quiet,quantifiable,26.57273755674425
grp_21,4,1,56,5.6,For adults <--> For kids,social,33.122737556744255
grp_21,4,1,91,9.1,Talented <--> Untalented,qualitative,35.56273755674425
grp_21,4,1,-84,8.4,Light <--> Dark,quantifiable,44.27273755674425
grp_21,4,1,-28,2.8,Good <--> Bad,qualitative,18.33273755674425
grp_21,4,1,77,7.7,Global issue <--> Local issue,social,35.592737556744254
grp_21,4,1,49,4.9,Hard <--> Soft,quantifiable,40.16273755674425
grp_21,4,1,63,6.3,Reform <--> Revolution,social,34.07273755674425
grp_21,4,1,35,3.5,Flavorful <--> Flavorless,quantifiable,37.45273755674425
grp_21,4,1,-63,6.3,Good candy <--> Bad candy,qualitative,22.31273755674425
grp_21,4,1,70,7,Democracy <--> Dictatorship,social,48.572737556744244
grp_21,4,1,-42,4.2,Strong <--> Weak,quantifiable,34.22273755674425
grp_21,4,1,42,4.2,High brow <--> Low brow,social,28.302737556744248
grp_22,4,1,-49,4.9,Light <--> Dark,quantifiable,28.21273755674425
grp_22,4,1,49,4.9,Wet <--> Dry,quantifiable,29.04273755674425
grp_22,4,1,-84,8.4,Flavorful <--> Flavorless,quantifiable,41.05273755674425
grp_22,4,1,63,6.3,Best day of the year <--> Worst day of the year,qualitative,14.32273755674425
grp_22,4,1,70,7,Strong <--> Weak,quantifiable,24.922737556744252
grp_22,4,1,-63,6.3,Good movie <--> Bad movie,qualitative,19.40273755674425
grp_22,4,1,-14,1.4,Good <--> Bad,qualitative,20.33273755674425
grp_22,4,1,21,2.1,Reform <--> Revolution,social,8.172737556744249
grp_22,4,1,28,2.8,Art <--> Not art,social,20.102737556744252
grp_22,4,1,-56,5.6,Loud <--> Quiet,quantifiable,39.83273755674425
grp_22,4,1,-70,7,Global issue <--> Local issue,social,14.10273755674425
grp_22,4,1,7,0.7,Elitist <--> Popular,social,14.95273755674425
grp_22,4,1,-7,0.7,High brow <--> Low brow,social,28.75273755674425
grp_22,4,1,91,9.1,Talented <--> Untalented,qualitative,19.67273755674425
grp_22,4,1,42,4.2,High calorie <--> Low calorie,quantifiable,26.53273755674425
grp_22,4,1,-35,3.5,Beautiful <--> Ugly,qualitative,19.95273755674425
grp_22,4,1,-105,10.5,Long <--> Short,quantifiable,37.92273755674425
grp_22,4,1,-91,9.1,Classic <--> Fad,social,9.93273755674425
grp_22,4,1,14,1.4,Best year in history <--> Worst year in history,qualitative,15.04273755674425
grp_22,4,1,-42,4.2,Good candy <--> Bad candy,qualitative,8.57273755674425
grp_22,4,1,-77,7.7,Avant garde <--> Old fashioned,social,28.22273755674425
grp_22,4,1,-28,2.8,For adults <--> For kids,social,22.17273755674425
grp_22,4,1,98,9.8,Fascinating topic <--> Boring topic,qualitative,15.94273755674425
grp_22,4,1,35,3.5,Large number <--> Small number,quantifiable,23.00273755674425
grp_22,4,1,77,7.7,Hard <--> Soft,quantifiable,40.27273755674425
grp_22,4,1,-98,9.8,Democracy <--> Dictatorship,social,21.25273755674425
grp_22,4,1,56,5.6,Undiscovered Gem <--> Garbage,social,33.79273755674425
grp_22,4,1,-21,2.1,Good pizza topping <--> Bad pizza topping,qualitative,14.38273755674425
grp_22,4,1,0,0,Terrifying <--> Thrilling,qualitative,14.45273755674425
grp_22,4,1,84,8.4,Cold <--> Hot,quantifiable,24.03273755674425
grp_23,4,0,63,6.3,Beautiful <--> Ugly,qualitative,12.72273755674425
grp_23,4,0,35,3.5,High calorie <--> Low calorie,quantifiable,21.22273755674425
grp_23,4,0,98,9.8,Best day of the year <--> Worst day of the year,qualitative,17.442737556744248
grp_23,4,0,-84,8.4,Good pizza topping <--> Bad pizza topping,qualitative,35.29273755674425
grp_23,4,0,0,0,Strong <--> Weak,quantifiable,13.18273755674425
grp_23,4,0,-28,2.8,Good candy <--> Bad candy,qualitative,22.06273755674425
grp_23,4,0,-105,10.5,Long <--> Short,quantifiable,28.982737556744247
grp_23,4,0,91,9.1,Large number <--> Small number,quantifiable,29.84273755674425
grp_23,4,0,14,1.4,Hard <--> Soft,quantifiable,21.16273755674425
grp_23,4,0,-49,4.9,For adults <--> For kids,social,37.69273755674425
grp_23,4,0,-77,7.7,Democracy <--> Dictatorship,social,35.242737556744245
grp_23,4,0,-56,5.6,Best year in history <--> Worst year in history,qualitative,22.64273755674425
grp_23,4,0,21,2.1,Cold <--> Hot,quantifiable,24.39273755674425
grp_23,4,0,28,2.8,Elitist <--> Popular,social,23.13273755674425
grp_23,4,0,-70,7,Talented <--> Untalented,qualitative,13.68273755674425
grp_23,4,0,-21,2.1,Avant garde <--> Old fashioned,social,18.48273755674425
grp_23,4,0,-42,4.2,Reform <--> Revolution,social,31.84273755674425
grp_23,4,0,-91,9.1,Fascinating topic <--> Boring topic,qualitative,10.30273755674425
grp_23,4,0,-14,1.4,Good movie <--> Bad movie,qualitative,27.172737556744252
grp_23,4,0,77,7.7,High brow <--> Low brow,social,32.86273755674425
grp_23,4,0,7,0.7,Classic <--> Fad,social,23.78273755674425
grp_23,4,0,-98,9.8,Light <--> Dark,quantifiable,35.96273755674425
grp_23,4,0,-35,3.5,Loud <--> Quiet,quantifiable,25.66273755674425
grp_23,4,0,42,4.2,Art <--> Not art,social,29.76273755674425
grp_23,4,0,56,5.6,Undiscovered Gem <--> Garbage,social,35.04273755674425
grp_23,4,0,-63,6.3,Global issue <--> Local issue,social,28.28273755674425
grp_23,4,0,-7,0.7,Flavorful <--> Flavorless,quantifiable,18.04273755674425
grp_23,4,0,84,8.4,Terrifying <--> Thrilling,qualitative,20.872737556744248
grp_23,4,0,70,7,Wet <--> Dry,quantifiable,34.89273755674425
grp_23,4,0,49,4.9,Good <--> Bad,qualitative,13.84273755674425
grp_24,2,1,28,2.8,Good pizza topping <--> Bad pizza topping,qualitative,22.14273755674425
grp_24,2,1,-42,4.2,Flavorful <--> Flavorless,quantifiable,27.09273755674425
grp_24,2,1,84,8.4,Good movie <--> Bad movie,qualitative,18.04273755674425
grp_24,2,1,-21,2.1,High brow <--> Low brow,social,21.442737556744248
grp_24,2,1,-35,3.5,Hard <--> Soft,quantifiable,27.172737556744252
grp_24,2,1,42,4.2,Large number <--> Small number,quantifiable,27.82273755674425
grp_24,2,1,-84,8.4,Wet <--> Dry,quantifiable,35.14273755674425
grp_24,2,1,0,0,Best day of the year <--> Worst day of the year,qualitative,15.152737556744249
grp_24,2,1,-7,0.7,Best year in history <--> Worst year in history,qualitative,19.76273755674425
grp_24,2,1,-63,6.3,Art <--> Not art,social,26.45273755674425
grp_24,2,1,98,9.8,Classic <--> Fad,social,31.96273755674425
grp_24,2,1,-14,1.4,Good <--> Bad,qualitative,19.96273755674425
grp_24,2,1,14,1.4,Democracy <--> Dictatorship,social,42.56273755674425
grp_24,2,1,91,9.1,Loud <--> Quiet,quantifiable,41.19273755674425
grp_24,2,1,-91,9.1,Beautiful <--> Ugly,qualitative,27.83273755674425
grp_24,2,1,70,7,For adults <--> For kids,social,42.372737556744255
grp_24,2,1,-77,7.7,Terrifying <--> Thrilling,qualitative,23.53273755674425
grp_24,2,1,-70,7,Avant garde <--> Old fashioned,social,28.872737556744248
grp_24,2,1,21,2.1,Strong <--> Weak,quantifiable,19.802737556744248
grp_24,2,1,77,7.7,Talented <--> Untalented,qualitative,20.29273755674425
grp_24,2,1,63,6.3,Light <--> Dark,quantifiable,24.45273755674425
grp_24,2,1,-56,5.6,Fascinating topic <--> Boring topic,qualitative,21.26273755674425
grp_24,2,1,7,0.7,Reform <--> Revolution,social,25.86273755674425
grp_24,2,1,-98,9.8,Long <--> Short,quantifiable,28.39273755674425
grp_24,2,1,-28,2.8,Elitist <--> Popular,social,25.552737556744248
grp_24,2,1,-49,4.9,Cold <--> Hot,quantifiable,26.11273755674425
grp_24,2,1,-105,10.5,Global issue <--> Local issue,social,21.33273755674425
grp_24,2,1,56,5.6,High calorie <--> Low calorie,quantifiable,25.872737556744248
grp_24,2,1,49,4.9,Undiscovered Gem <--> Garbage,social,36.97273755674425
grp_24,2,1,35,3.5,Good candy <--> Bad candy,qualitative,18.25273755674425
grp_3,4,1,7,0.7,Elitist <--> Popular,social,21.39273755674425
grp_3,4,1,-63,6.3,Long <--> Short,quantifiable,36.992737556744245
grp_3,4,1,0,0,Large number <--> Small number,quantifiable,21.49273755674425
grp_3,4,1,91,9.1,Good candy <--> Bad candy,qualitative,23.91273755674425
grp_3,4,1,-49,4.9,Strong <--> Weak,quantifiable,25.99273755674425
grp_3,4,1,63,6.3,Light <--> Dark,quantifiable,39.58273755674425
grp_3,4,1,-77,7.7,Art <--> Not art,social,52.86273755674425
grp_3,4,1,-42,4.2,For adults <--> For kids,social,39.86273755674425
grp_3,4,1,28,2.8,Fascinating topic <--> Boring topic,qualitative,12.832737556744249
grp_3,4,1,-91,9.1,Classic <--> Fad,social,33.602737556744245
grp_3,4,1,-105,10.5,High brow <--> Low brow,social,43.25273755674425
grp_3,4,1,-70,7,Undiscovered Gem <--> Garbage,social,36.16273755674425
grp_3,4,1,77,7.7,Good movie <--> Bad movie,qualitative,30.88273755674425
grp_3,4,1,42,4.2,Avant garde <--> Old fashioned,social,31.56273755674425
grp_3,4,1,-35,3.5,Democracy <--> Dictatorship,social,34.08273755674425
grp_3,4,1,98,9.8,Reform <--> Revolution,social,39.75273755674425
grp_3,4,1,-84,8.4,Global issue <--> Local issue,social,39.70273755674425
grp_3,4,1,49,4.9,Beautiful <--> Ugly,qualitative,29.38273755674425
grp_3,4,1,-28,2.8,Flavorful <--> Flavorless,quantifiable,33.52273755674425
grp_3,4,1,70,7,Terrifying <--> Thrilling,qualitative,21.24273755674425
grp_3,4,1,-21,2.1,Loud <--> Quiet,quantifiable,25.76273755674425
grp_3,4,1,84,8.4,Hard <--> Soft,quantifiable,47.08273755674425
grp_3,4,1,35,3.5,Best year in history <--> Worst year in history,qualitative,27.27273755674425
grp_3,4,1,56,5.6,Best day of the year <--> Worst day of the year,qualitative,19.20273755674425
grp_3,4,1,-7,0.7,Cold <--> Hot,quantifiable,23.03273755674425
grp_3,4,1,-98,9.8,Good <--> Bad,qualitative,27.32273755674425
grp_3,4,1,14,1.4,Talented <--> Untalented,qualitative,25.40273755674425
grp_3,4,1,-56,5.6,Good pizza topping <--> Bad pizza topping,qualitative,29.01273755674425
grp_3,4,1,-14,1.4,High calorie <--> Low calorie,quantifiable,24.58273755674425
grp_3,4,1,21,2.1,Wet <--> Dry,quantifiable,27.872737556744248
grp_4,8,1,-21,2.1,Terrifying <--> Thrilling,qualitative,28.442737556744248
grp_4,8,1,42,4.2,Best year in history <--> Worst year in history,qualitative,27.15273755674425
grp_4,8,1,-70,7,Best day of the year <--> Worst day of the year,qualitative,22.31273755674425
grp_4,8,1,98,9.8,Beautiful <--> Ugly,qualitative,39.982737556744254
grp_4,8,1,-56,5.6,High brow <--> Low brow,social,43.492737556744245
grp_4,8,1,-77,7.7,Hard <--> Soft,quantifiable,38.852737556744245
grp_4,8,1,49,4.9,Avant garde <--> Old fashioned,social,38.372737556744255
grp_4,8,1,14,1.4,Good pizza topping <--> Bad pizza topping,qualitative,26.77273755674425
grp_4,8,1,7,0.7,Undiscovered Gem <--> Garbage,social,40.592737556744254
grp_4,8,1,21,2.1,Flavorful <--> Flavorless,quantifiable,35.03273755674425
grp_4,8,1,84,8.4,Cold <--> Hot,quantifiable,34.80273755674425
grp_4,8,1,-35,3.5,Loud <--> Quiet,quantifiable,42.56273755674425
grp_4,8,1,-105,10.5,Light <--> Dark,quantifiable,36.81273755674425
grp_4,8,1,-28,2.8,Good <--> Bad,qualitative,20.88273755674425
grp_4,8,1,35,3.5,For adults <--> For kids,social,45.742737556744245
grp_4,8,1,28,2.8,Global issue <--> Local issue,social,38.232737556744254
grp_4,8,1,-84,8.4,Talented <--> Untalented,qualitative,30.86273755674425
grp_4,8,1,-7,0.7,Good candy <--> Bad candy,qualitative,19.65273755674425
grp_4,8,1,70,7,Art <--> Not art,social,52.55273755674425
grp_4,8,1,-91,9.1,Fascinating topic <--> Boring topic,qualitative,29.04273755674425
grp_4,8,1,91,9.1,Long <--> Short,quantifiable,41.43273755674425
grp_4,8,1,-49,4.9,Democracy <--> Dictatorship,social,35.30273755674425
grp_4,8,1,0,0,Good movie <--> Bad movie,qualitative,23.59273755674425
grp_4,8,1,-14,1.4,Classic <--> Fad,social,41.58273755674425
grp_4,8,1,77,7.7,Reform <--> Revolution,social,41.25273755674425
grp_4,8,1,-98,9.8,Large number <--> Small number,quantifiable,41.31273755674425
grp_4,8,1,-42,4.2,Wet <--> Dry,quantifiable,NA
grp_4,8,1,-63,6.3,Elitist <--> Popular,social,39.18273755674425
grp_4,8,1,63,6.3,Strong <--> Weak,quantifiable,35.79273755674425
grp_4,8,1,56,5.6,High calorie <--> Low calorie,quantifiable,37.872737556744255
grp_5,3,1,-56,5.6,Undiscovered Gem <--> Garbage,social,37.72273755674425
grp_5,3,1,-42,4.2,High calorie <--> Low calorie,quantifiable,39.80273755674425
grp_5,3,1,-84,8.4,For adults <--> For kids,social,44.21273755674425
grp_5,3,1,0,0,Elitist <--> Popular,social,12.28273755674425
grp_5,3,1,91,9.1,Loud <--> Quiet,quantifiable,58.822737556744244
grp_5,3,1,-28,2.8,Best day of the year <--> Worst day of the year,qualitative,16.86273755674425
grp_5,3,1,-35,3.5,Art <--> Not art,social,19.58273755674425
grp_5,3,1,14,1.4,Good candy <--> Bad candy,qualitative,NA
grp_5,3,1,98,9.8,Global issue <--> Local issue,social,16.05273755674425
grp_5,3,1,28,2.8,Democracy <--> Dictatorship,social,26.28273755674425
grp_5,3,1,-14,1.4,Good movie <--> Bad movie,qualitative,28.63273755674425
grp_5,3,1,35,3.5,Best year in history <--> Worst year in history,qualitative,NA
grp_5,3,1,21,2.1,Flavorful <--> Flavorless,quantifiable,31.11273755674425
grp_5,3,1,-105,10.5,Light <--> Dark,quantifiable,60.42273755674425
grp_5,3,1,84,8.4,Long <--> Short,quantifiable,51.92273755674425
grp_5,3,1,-91,9.1,Strong <--> Weak,quantifiable,53.08273755674425
grp_5,3,1,42,4.2,Cold <--> Hot,quantifiable,23.96273755674425
grp_5,3,1,-7,0.7,Avant garde <--> Old fashioned,social,25.02273755674425
grp_5,3,1,70,7,Fascinating topic <--> Boring topic,qualitative,21.98273755674425
grp_5,3,1,-49,4.9,Reform <--> Revolution,social,33.28273755674425
grp_5,3,1,49,4.9,Good pizza topping <--> Bad pizza topping,qualitative,36.44273755674425
grp_5,3,1,56,5.6,Classic <--> Fad,social,31.49273755674425
grp_5,3,1,-98,9.8,Good <--> Bad,qualitative,32.33273755674425
grp_5,3,1,-63,6.3,Large number <--> Small number,quantifiable,53.122737556744255
grp_5,3,1,-70,7,High brow <--> Low brow,social,35.602737556744245
grp_5,3,1,7,0.7,Terrifying <--> Thrilling,qualitative,21.68273755674425
grp_5,3,1,63,6.3,Hard <--> Soft,quantifiable,45.70273755674425
grp_5,3,1,-21,2.1,Talented <--> Untalented,qualitative,28.13273755674425
grp_5,3,1,-77,7.7,Wet <--> Dry,quantifiable,47.80273755674425
grp_5,3,1,77,7.7,Beautiful <--> Ugly,qualitative,35.54273755674425
grp_6,3,1,-28,2.8,Wet <--> Dry,quantifiable,24.89273755674425
grp_6,3,1,-14,1.4,For adults <--> For kids,social,21.06273755674425
grp_6,3,1,91,9.1,Talented <--> Untalented,qualitative,15.21273755674425
grp_6,3,1,98,9.8,Beautiful <--> Ugly,qualitative,14.18273755674425
grp_6,3,1,35,3.5,High brow <--> Low brow,social,22.602737556744252
grp_6,3,1,-35,3.5,Strong <--> Weak,quantifiable,34.29273755674425
grp_6,3,1,42,4.2,Good pizza topping <--> Bad pizza topping,qualitative,21.25273755674425
grp_6,3,1,77,7.7,Large number <--> Small number,quantifiable,36.54273755674425
grp_6,3,1,-84,8.4,Classic <--> Fad,social,21.83273755674425
grp_6,3,1,84,8.4,Reform <--> Revolution,social,24.122737556744248
grp_6,3,1,14,1.4,Flavorful <--> Flavorless,quantifiable,17.86273755674425
grp_6,3,1,0,0,Good movie <--> Bad movie,qualitative,21.04273755674425
grp_6,3,1,-91,9.1,Good <--> Bad,qualitative,14.17273755674425
grp_6,3,1,-42,4.2,Good candy <--> Bad candy,qualitative,8.742737556744249
grp_6,3,1,-98,9.8,Undiscovered Gem <--> Garbage,social,43.03273755674425
grp_6,3,1,56,5.6,Global issue <--> Local issue,social,13.77273755674425
grp_6,3,1,63,6.3,High calorie <--> Low calorie,quantifiable,31.352737556744252
grp_6,3,1,-21,2.1,Avant garde <--> Old fashioned,social,14.55273755674425
grp_6,3,1,-63,6.3,Terrifying <--> Thrilling,qualitative,12.46273755674425
grp_6,3,1,28,2.8,Long <--> Short,quantifiable,26.51273755674425
grp_6,3,1,49,4.9,Hard <--> Soft,quantifiable,46.77273755674425
grp_6,3,1,-49,4.9,Light <--> Dark,quantifiable,24.602737556744252
grp_6,3,1,-56,5.6,Democracy <--> Dictatorship,social,22.872737556744248
grp_6,3,1,-105,10.5,Elitist <--> Popular,social,17.08273755674425
grp_6,3,1,21,2.1,Best year in history <--> Worst year in history,qualitative,16.24273755674425
grp_6,3,1,-70,7,Art <--> Not art,social,33.36273755674425
grp_6,3,1,-7,0.7,Best day of the year <--> Worst day of the year,qualitative,0.002737556744250469
grp_6,3,1,70,7,Fascinating topic <--> Boring topic,qualitative,19.89273755674425
grp_6,3,1,-77,7.7,Loud <--> Quiet,quantifiable,32.132737556744246
grp_6,3,1,7,0.7,Cold <--> Hot,quantifiable,25.28273755674425
grp_7,3,0,-91,9.1,Art <--> Not art,social,45.72273755674425
grp_7,3,0,35,3.5,Good <--> Bad,qualitative,10.05273755674425
grp_7,3,0,84,8.4,Terrifying <--> Thrilling,qualitative,25.672737556744252
grp_7,3,0,7,0.7,Large number <--> Small number,quantifiable,21.13273755674425
grp_7,3,0,91,9.1,Classic <--> Fad,social,33.22273755674425
grp_7,3,0,-84,8.4,Best day of the year <--> Worst day of the year,qualitative,15.18273755674425
grp_7,3,0,-14,1.4,For adults <--> For kids,social,30.692737556744248
grp_7,3,0,56,5.6,Reform <--> Revolution,social,34.122737556744255
grp_7,3,0,77,7.7,Elitist <--> Popular,social,34.14273755674425
grp_7,3,0,28,2.8,Undiscovered Gem <--> Garbage,social,37.55273755674425
grp_7,3,0,-56,5.6,Good pizza topping <--> Bad pizza topping,qualitative,25.352737556744252
grp_7,3,0,0,0,Good movie <--> Bad movie,qualitative,20.46273755674425
grp_7,3,0,-70,7,Global issue <--> Local issue,social,18.14273755674425
grp_7,3,0,-77,7.7,Loud <--> Quiet,quantifiable,32.18273755674425
grp_7,3,0,49,4.9,Fascinating topic <--> Boring topic,qualitative,17.45273755674425
grp_7,3,0,-28,2.8,Avant garde <--> Old fashioned,social,27.31273755674425
grp_7,3,0,-35,3.5,High brow <--> Low brow,social,24.76273755674425
grp_7,3,0,98,9.8,High calorie <--> Low calorie,quantifiable,30.04273755674425
grp_7,3,0,-105,10.5,Talented <--> Untalented,qualitative,16.97273755674425
grp_7,3,0,14,1.4,Wet <--> Dry,quantifiable,28.102737556744252
grp_7,3,0,-21,2.1,Best year in history <--> Worst year in history,qualitative,15.72273755674425
grp_7,3,0,-63,6.3,Beautiful <--> Ugly,qualitative,28.53273755674425
grp_7,3,0,-7,0.7,Long <--> Short,quantifiable,19.48273755674425
grp_7,3,0,-42,4.2,Strong <--> Weak,quantifiable,17.26273755674425
grp_7,3,0,21,2.1,Cold <--> Hot,quantifiable,20.552737556744248
grp_7,3,0,42,4.2,Democracy <--> Dictatorship,social,32.43273755674425
grp_7,3,0,-98,9.8,Light <--> Dark,quantifiable,19.36273755674425
grp_7,3,0,70,7,Hard <--> Soft,quantifiable,28.25273755674425
grp_7,3,0,63,6.3,Good candy <--> Bad candy,qualitative,11.402737556744249
grp_7,3,0,-49,4.9,Flavorful <--> Flavorless,quantifiable,35.54273755674425
grp_8,3,0,14,1.4,Best day of the year <--> Worst day of the year,qualitative,NA
grp_8,3,0,77,7.7,Good candy <--> Bad candy,qualitative,4.802737556744249
grp_8,3,0,-7,0.7,Elitist <--> Popular,social,17.192737556744248
grp_8,3,0,-21,2.1,Fascinating topic <--> Boring topic,qualitative,9.97273755674425
grp_8,3,0,49,4.9,Democracy <--> Dictatorship,social,34.96273755674425
grp_8,3,0,84,8.4,Classic <--> Fad,social,23.942737556744248
grp_8,3,0,-98,9.8,Beautiful <--> Ugly,qualitative,16.11273755674425
grp_8,3,0,-77,7.7,Light <--> Dark,quantifiable,23.372737556744248
grp_8,3,0,56,5.6,Hard <--> Soft,quantifiable,32.732737556744254
grp_8,3,0,70,7,For adults <--> For kids,social,36.15273755674425
grp_8,3,0,-42,4.2,Cold <--> Hot,quantifiable,18.24273755674425
grp_8,3,0,-35,3.5,Wet <--> Dry,quantifiable,26.29273755674425
grp_8,3,0,-28,2.8,Undiscovered Gem <--> Garbage,social,28.83273755674425
grp_8,3,0,-49,4.9,Large number <--> Small number,quantifiable,26.63273755674425
grp_8,3,0,63,6.3,Avant garde <--> Old fashioned,social,21.61273755674425
grp_8,3,0,-91,9.1,Global issue <--> Local issue,social,8.732737556744251
grp_8,3,0,-14,1.4,Long <--> Short,quantifiable,16.52273755674425
grp_8,3,0,98,9.8,Reform <--> Revolution,social,38.372737556744255
grp_8,3,0,42,4.2,High brow <--> Low brow,social,20.84273755674425
grp_8,3,0,-105,10.5,High calorie <--> Low calorie,quantifiable,29.59273755674425
grp_8,3,0,7,0.7,Good <--> Bad,qualitative,17.08273755674425
grp_8,3,0,-56,5.6,Terrifying <--> Thrilling,qualitative,12.50273755674425
grp_8,3,0,91,9.1,Talented <--> Untalented,qualitative,9.44273755674425
grp_8,3,0,35,3.5,Flavorful <--> Flavorless,quantifiable,22.70273755674425
grp_8,3,0,-70,7,Good movie <--> Bad movie,qualitative,17.36273755674425
grp_8,3,0,-63,6.3,Good pizza topping <--> Bad pizza topping,qualitative,27.90273755674425
grp_8,3,0,28,2.8,Strong <--> Weak,quantifiable,19.23273755674425
grp_8,3,0,-84,8.4,Art <--> Not art,social,24.86273755674425
grp_8,3,0,21,2.1,Loud <--> Quiet,quantifiable,24.57273755674425
grp_8,3,0,0,0,Best year in history <--> Worst year in history,qualitative,18.06273755674425
grp_9,4,0,35,3.5,Cold <--> Hot,quantifiable,37.81273755674425
grp_9,4,0,21,2.1,Wet <--> Dry,quantifiable,27.59273755674425
grp_9,4,0,77,7.7,Classic <--> Fad,social,22.28273755674425
grp_9,4,0,-77,7.7,Democracy <--> Dictatorship,social,26.65273755674425
grp_9,4,0,49,4.9,Flavorful <--> Flavorless,quantifiable,31.96273755674425
grp_9,4,0,-70,7,High brow <--> Low brow,social,24.91273755674425
grp_9,4,0,14,1.4,Global issue <--> Local issue,social,23.50273755674425
grp_9,4,0,-98,9.8,Loud <--> Quiet,quantifiable,37.79273755674425
grp_9,4,0,-42,4.2,Good movie <--> Bad movie,qualitative,17.59273755674425
grp_9,4,0,-63,6.3,Good candy <--> Bad candy,qualitative,19.74273755674425
grp_9,4,0,91,9.1,Good <--> Bad,qualitative,20.50273755674425
grp_9,4,0,-28,2.8,Best day of the year <--> Worst day of the year,qualitative,19.53273755674425
