"month","day","hour","cyclists"
"Feb",23,0,5
"Feb",23,1,8
"Feb",23,2,3
"Feb",23,3,0
"Feb",23,4,0
"Feb",23,5,6
"Feb",23,6,9
"Feb",23,7,58
"Feb",23,8,190
"Feb",23,9,135
"Feb",23,10,67
"Feb",23,11,50
"Feb",23,12,63
"Feb",23,13,83
"Feb",23,14,64
"Feb",23,15,79
"Feb",23,16,101
"Feb",23,17,191
"Feb",23,18,163
"Feb",23,19,93
"Feb",23,20,56
"Feb",23,21,50
"Feb",23,22,28
"Feb",23,23,26
"Feb",24,0,16
"Feb",24,1,13
"Feb",24,2,5
"Feb",24,3,2
"Feb",24,4,1
"Feb",24,5,4
"Feb",24,6,15
"Feb",24,7,50
"Feb",24,8,181
"Feb",24,9,143
"Feb",24,10,67
"Feb",24,11,60
"Feb",24,12,78
"Feb",24,13,86
"Feb",24,14,74
"Feb",24,15,87
"Feb",24,16,114
"Feb",24,17,165
"Feb",24,18,133
"Feb",24,19,66
"Feb",24,20,32
"Feb",24,21,23
"Feb",24,22,30
"Feb",24,23,19
"Feb",25,0,23
"Feb",25,1,14
"Feb",25,2,8
"Feb",25,3,10
"Feb",25,4,2
"Feb",25,5,6
"Feb",25,6,7
"Feb",25,7,15
"Feb",25,8,28
"Feb",25,9,50
"Feb",25,10,65
"Feb",25,11,64
"Feb",25,12,68
"Feb",25,13,66
"Feb",25,14,46
"Feb",25,15,66
"Feb",25,16,66
"Feb",25,17,84
"Feb",25,18,49
"Feb",25,19,29
"Feb",25,20,25
"Feb",25,21,20
"Feb",25,22,16
"Feb",25,23,17
"Feb",26,0,11
"Feb",26,1,18
"Feb",26,2,6
"Feb",26,3,7
"Feb",26,4,5
"Feb",26,5,1
"Feb",26,6,6
"Feb",26,7,6
"Feb",26,8,20
"Feb",26,9,43
"Feb",26,10,64
"Feb",26,11,49
"Feb",26,12,61
"Feb",26,13,64
"Feb",26,14,53
"Feb",26,15,37
"Feb",26,16,50
"Feb",26,17,54
"Feb",26,18,45
"Feb",26,19,48
"Feb",26,20,35
"Feb",26,21,23
"Feb",26,22,23
"Feb",26,23,10
"Feb",27,0,9
"Feb",27,1,5
"Feb",27,2,6
"Feb",27,3,1
"Feb",27,4,1
"Feb",27,5,3
"Feb",27,6,17
"Feb",27,7,62
"Feb",27,8,247
"Feb",27,9,171
"Feb",27,10,79
"Feb",27,11,80
"Feb",27,12,64
"Feb",27,13,75
"Feb",27,14,71
"Feb",27,15,100
"Feb",27,16,115
"Feb",27,17,197
"Feb",27,18,185
"Feb",27,19,101
"Feb",27,20,66
"Feb",27,21,53
"Feb",27,22,35
"Feb",27,23,15
"Feb",28,0,5
"Feb",28,1,6
"Feb",28,2,5
"Feb",28,3,2
"Feb",28,4,1
"Feb",28,5,3
"Feb",28,6,18
"Feb",28,7,79
"Feb",28,8,261
"Feb",28,9,169
"Feb",28,10,81
"Feb",28,11,87
"Feb",28,12,76
"Feb",28,13,100
"Feb",28,14,80
"Feb",28,15,84
"Feb",28,16,125
"Feb",28,17,200
"Feb",28,18,195
"Feb",28,19,109
"Feb",28,20,72
"Feb",28,21,59
"Feb",28,22,39
"Feb",28,23,29
"Feb",29,0,11
"Feb",29,1,16
"Feb",29,2,7
"Feb",29,3,5
"Feb",29,4,1
"Feb",29,5,4
"Feb",29,6,18
"Feb",29,7,68
"Feb",29,8,238
"Feb",29,9,174
"Feb",29,10,70
"Feb",29,11,82
"Feb",29,12,80
"Feb",29,13,114
"Feb",29,14,71
"Feb",29,15,103
"Feb",29,16,123
"Feb",29,17,208
"Feb",29,18,165
"Feb",29,19,96
"Feb",29,20,55
"Feb",29,21,50
"Feb",29,22,36
"Feb",29,23,29
"Mar",1,0,6
"Mar",1,1,7
"Mar",1,2,1
"Mar",1,3,4
"Mar",1,4,0
"Mar",1,5,7
"Mar",1,6,17
"Mar",1,7,71
"Mar",1,8,256
"Mar",1,9,155
"Mar",1,10,70
"Mar",1,11,80
"Mar",1,12,83
"Mar",1,13,88
"Mar",1,14,92
"Mar",1,15,99
"Mar",1,16,137
"Mar",1,17,201
"Mar",1,18,180
"Mar",1,19,102
"Mar",1,20,68
"Mar",1,21,72
"Mar",1,22,37
"Mar",1,23,13
"Mar",2,0,12
"Mar",2,1,5
"Mar",2,2,1
"Mar",2,3,3
"Mar",2,4,1
"Mar",2,5,4
"Mar",2,6,20
"Mar",2,7,67
"Mar",2,8,214
"Mar",2,9,148
"Mar",2,10,81
"Mar",2,11,70
"Mar",2,12,82
"Mar",2,13,97
"Mar",2,14,65
"Mar",2,15,106
"Mar",2,16,130
"Mar",2,17,160
"Mar",2,18,136
"Mar",2,19,89
"Mar",2,20,43
"Mar",2,21,34
"Mar",2,22,29
"Mar",2,23,17
"Mar",3,0,30
"Mar",3,1,20
"Mar",3,2,7
"Mar",3,3,3
"Mar",3,4,1
"Mar",3,5,1
"Mar",3,6,9
"Mar",3,7,13
"Mar",3,8,25
"Mar",3,9,48
"Mar",3,10,41
"Mar",3,11,61
"Mar",3,12,58
"Mar",3,13,75
"Mar",3,14,75
"Mar",3,15,65
"Mar",3,16,73
"Mar",3,17,66
"Mar",3,18,57
"Mar",3,19,25
"Mar",3,20,22
"Mar",3,21,22
"Mar",3,22,18
"Mar",3,23,22
"Mar",4,0,15
"Mar",4,1,12
"Mar",4,2,8
"Mar",4,3,5
"Mar",4,4,4
"Mar",4,5,0
"Mar",4,6,4
"Mar",4,7,2
"Mar",4,8,13
"Mar",4,9,10
"Mar",4,10,5
"Mar",4,11,1
"Mar",4,12,6
"Mar",4,13,1
"Mar",4,14,4
"Mar",4,15,3
"Mar",4,16,10
"Mar",4,17,43
"Mar",4,18,48
"Mar",4,19,33
"Mar",4,20,28
"Mar",4,21,15
"Mar",4,22,21
"Mar",4,23,9
"Mar",5,0,2
"Mar",5,1,2
"Mar",5,2,2
"Mar",5,3,0
"Mar",5,4,1
"Mar",5,5,5
"Mar",5,6,15
"Mar",5,7,62
"Mar",5,8,253
"Mar",5,9,163
"Mar",5,10,87
"Mar",5,11,70
"Mar",5,12,81
"Mar",5,13,113
"Mar",5,14,78
"Mar",5,15,98
"Mar",5,16,128
"Mar",5,17,216
"Mar",5,18,184
"Mar",5,19,92
"Mar",5,20,74
"Mar",5,21,53
"Mar",5,22,38
"Mar",5,23,16
"Mar",6,0,6
"Mar",6,1,7
"Mar",6,2,3
"Mar",6,3,2
"Mar",6,4,1
"Mar",6,5,4
"Mar",6,6,14
"Mar",6,7,72
"Mar",6,8,268
"Mar",6,9,174
"Mar",6,10,91
"Mar",6,11,80
"Mar",6,12,76
"Mar",6,13,97
"Mar",6,14,70
"Mar",6,15,91
"Mar",6,16,141
"Mar",6,17,215
"Mar",6,18,173
"Mar",6,19,103
"Mar",6,20,48
"Mar",6,21,50
"Mar",6,22,33
"Mar",6,23,20
"Mar",7,0,8
"Mar",7,1,3
"Mar",7,2,4
"Mar",7,3,1
"Mar",7,4,0
"Mar",7,5,6
"Mar",7,6,18
"Mar",7,7,59
"Mar",7,8,255
"Mar",7,9,180
"Mar",7,10,80
"Mar",7,11,82
"Mar",7,12,83
"Mar",7,13,99
"Mar",7,14,78
"Mar",7,15,68
"Mar",7,16,113
"Mar",7,17,225
"Mar",7,18,175
"Mar",7,19,86
"Mar",7,20,67
"Mar",7,21,64
"Mar",7,22,46
"Mar",7,23,14
"Mar",8,0,10
"Mar",8,1,9
"Mar",8,2,4
"Mar",8,3,3
"Mar",8,4,0
"Mar",8,5,6
"Mar",8,6,14
"Mar",8,7,60
"Mar",8,8,244
"Mar",8,9,139
"Mar",8,10,69
"Mar",8,11,67
"Mar",8,12,59
"Mar",8,13,82
"Mar",8,14,70
"Mar",8,15,100
"Mar",8,16,112
"Mar",8,17,190
"Mar",8,18,153
"Mar",8,19,78
"Mar",8,20,57
"Mar",8,21,61
"Mar",8,22,24
"Mar",8,23,16
"Mar",9,0,21
"Mar",9,1,10
"Mar",9,2,3
"Mar",9,3,4
"Mar",9,4,0
"Mar",9,5,2
"Mar",9,6,13
"Mar",9,7,48
"Mar",9,8,208
"Mar",9,9,138
"Mar",9,10,90
"Mar",9,11,75
"Mar",9,12,68
"Mar",9,13,101
"Mar",9,14,79
"Mar",9,15,80
"Mar",9,16,135
"Mar",9,17,170
"Mar",9,18,116
"Mar",9,19,64
"Mar",9,20,53
"Mar",9,21,32
"Mar",9,22,27
"Mar",9,23,21
"Mar",10,0,28
"Mar",10,1,14
"Mar",10,2,13
"Mar",10,3,12
"Mar",10,4,5
"Mar",10,5,6
"Mar",10,6,6
"Mar",10,7,15
"Mar",10,8,34
"Mar",10,9,43
"Mar",10,10,103
"Mar",10,11,46
"Mar",10,12,84
"Mar",10,13,79
"Mar",10,14,87
"Mar",10,15,78
"Mar",10,16,53
"Mar",10,17,84
"Mar",10,18,62
"Mar",10,19,42
"Mar",10,20,36
"Mar",10,21,20
"Mar",10,22,27
"Mar",10,23,16
"Mar",11,0,16
"Mar",11,1,13
"Mar",11,2,9
"Mar",11,3,3
"Mar",11,4,7
"Mar",11,5,2
"Mar",11,6,2
"Mar",11,7,9
"Mar",11,8,15
"Mar",11,9,32
"Mar",11,10,49
"Mar",11,11,42
"Mar",11,12,59
"Mar",11,13,53
"Mar",11,14,71
"Mar",11,15,60
"Mar",11,16,49
"Mar",11,17,50
"Mar",11,18,44
"Mar",11,19,34
"Mar",11,20,28
"Mar",11,21,36
"Mar",11,22,12
"Mar",11,23,8
"Mar",12,0,14
"Mar",12,1,8
"Mar",12,2,2
"Mar",12,3,2
"Mar",12,4,0
"Mar",12,5,1
"Mar",12,6,15
"Mar",12,7,77
"Mar",12,8,263
"Mar",12,9,154
"Mar",12,10,80
"Mar",12,11,94
"Mar",12,12,82
"Mar",12,13,79
"Mar",12,14,78
"Mar",12,15,89
"Mar",12,16,137
"Mar",12,17,246
"Mar",12,18,170
"Mar",12,19,89
"Mar",12,20,60
"Mar",12,21,52
"Mar",12,22,36
"Mar",12,23,10
"Mar",13,0,13
"Mar",13,1,7
"Mar",13,2,2
"Mar",13,3,0
"Mar",13,4,2
"Mar",13,5,4
"Mar",13,6,19
"Mar",13,7,73
"Mar",13,8,281
"Mar",13,9,162
"Mar",13,10,85
"Mar",13,11,75
"Mar",13,12,67
"Mar",13,13,100
"Mar",13,14,107
"Mar",13,15,108
"Mar",13,16,129
"Mar",13,17,213
"Mar",13,18,191
"Mar",13,19,99
"Mar",13,20,75
"Mar",13,21,68
"Mar",13,22,42
"Mar",13,23,30
"Mar",14,0,9
"Mar",14,1,7
"Mar",14,2,7
"Mar",14,3,4
"Mar",14,4,0
"Mar",14,5,2
"Mar",14,6,17
"Mar",14,7,74
"Mar",14,8,233
"Mar",14,9,163
"Mar",14,10,85
"Mar",14,11,85
"Mar",14,12,88
"Mar",14,13,101
"Mar",14,14,79
"Mar",14,15,89
"Mar",14,16,147
"Mar",14,17,220
"Mar",14,18,158
"Mar",14,19,105
"Mar",14,20,66
"Mar",14,21,52
"Mar",14,22,42
"Mar",14,23,30
"Mar",15,0,26
"Mar",15,1,10
"Mar",15,2,3
"Mar",15,3,3
"Mar",15,4,0
"Mar",15,5,2
"Mar",15,6,16
"Mar",15,7,80
"Mar",15,8,267
"Mar",15,9,175
"Mar",15,10,72
"Mar",15,11,76
"Mar",15,12,76
"Mar",15,13,94
"Mar",15,14,77
"Mar",15,15,95
"Mar",15,16,144
"Mar",15,17,208
"Mar",15,18,186
"Mar",15,19,131
"Mar",15,20,64
"Mar",15,21,78
"Mar",15,22,28
"Mar",15,23,31
"Mar",16,0,15
"Mar",16,1,11
"Mar",16,2,6
"Mar",16,3,3
"Mar",16,4,1
"Mar",16,5,5
"Mar",16,6,18
"Mar",16,7,60
"Mar",16,8,213
"Mar",16,9,146
"Mar",16,10,70
"Mar",16,11,62
"Mar",16,12,80
"Mar",16,13,77
"Mar",16,14,76
"Mar",16,15,73
"Mar",16,16,101
"Mar",16,17,162
"Mar",16,18,107
"Mar",16,19,69
"Mar",16,20,52
"Mar",16,21,34
"Mar",16,22,27
"Mar",16,23,22
"Mar",17,0,23
"Mar",17,1,6
"Mar",17,2,23
"Mar",17,3,7
"Mar",17,4,5
"Mar",17,5,1
"Mar",17,6,5
"Mar",17,7,22
"Mar",17,8,35
"Mar",17,9,43
"Mar",17,10,93
"Mar",17,11,103
"Mar",17,12,86
"Mar",17,13,64
"Mar",17,14,95
"Mar",17,15,106
"Mar",17,16,100
"Mar",17,17,73
"Mar",17,18,59
"Mar",17,19,45
"Mar",17,20,41
"Mar",17,21,24
"Mar",17,22,21
"Mar",17,23,31
"Mar",18,0,18
"Mar",18,1,19
"Mar",18,2,4
"Mar",18,3,8
"Mar",18,4,9
"Mar",18,5,6
"Mar",18,6,3
"Mar",18,7,9
"Mar",18,8,17
"Mar",18,9,38
"Mar",18,10,57
"Mar",18,11,58
"Mar",18,12,58
"Mar",18,13,67
"Mar",18,14,67
"Mar",18,15,70
"Mar",18,16,59
"Mar",18,17,64
"Mar",18,18,62
"Mar",18,19,36
"Mar",18,20,39
"Mar",18,21,11
"Mar",18,22,16
"Mar",18,23,11
"Mar",19,0,10
"Mar",19,1,5
"Mar",19,2,4
"Mar",19,3,1
"Mar",19,4,1
"Mar",19,5,7
"Mar",19,6,22
"Mar",19,7,81
"Mar",19,8,263
"Mar",19,9,171
"Mar",19,10,65
"Mar",19,11,62
"Mar",19,12,101
"Mar",19,13,101
"Mar",19,14,71
"Mar",19,15,94
"Mar",19,16,128
"Mar",19,17,213
"Mar",19,18,174
"Mar",19,19,107
"Mar",19,20,72
"Mar",19,21,45
"Mar",19,22,39
"Mar",19,23,18
"Mar",20,0,4
"Mar",20,1,4
"Mar",20,2,1
"Mar",20,3,2
"Mar",20,4,1
"Mar",20,5,7
"Mar",20,6,15
"Mar",20,7,68
"Mar",20,8,267
"Mar",20,9,172
"Mar",20,10,72
"Mar",20,11,75
"Mar",20,12,87
"Mar",20,13,98
"Mar",20,14,98
"Mar",20,15,102
"Mar",20,16,132
"Mar",20,17,240
"Mar",20,18,185
"Mar",20,19,105
"Mar",20,20,82
"Mar",20,21,63
"Mar",20,22,33
"Mar",20,23,18
"Mar",21,0,13
"Mar",21,1,8
"Mar",21,2,3
"Mar",21,3,3
"Mar",21,4,2
"Mar",21,5,8
"Mar",21,6,19
"Mar",21,7,95
"Mar",21,8,292
"Mar",21,9,164
"Mar",21,10,81
"Mar",21,11,90
"Mar",21,12,110
"Mar",21,13,113
"Mar",21,14,118
"Mar",21,15,105
"Mar",21,16,160
"Mar",21,17,258
"Mar",21,18,179
"Mar",21,19,96
"Mar",21,20,70
"Mar",21,21,60
"Mar",21,22,22
"Mar",21,23,23
"Mar",22,0,11
"Mar",22,1,12
"Mar",22,2,5
"Mar",22,3,2
"Mar",22,4,1
"Mar",22,5,8
"Mar",22,6,20
"Mar",22,7,84
"Mar",22,8,288
"Mar",22,9,201
"Mar",22,10,85
"Mar",22,11,116
"Mar",22,12,87
"Mar",22,13,117
"Mar",22,14,99
"Mar",22,15,142
"Mar",22,16,180
"Mar",22,17,247
"Mar",22,18,178
"Mar",22,19,107
"Mar",22,20,77
"Mar",22,21,60
"Mar",22,22,28
"Mar",22,23,31
"Mar",23,0,16
"Mar",23,1,15
"Mar",23,2,5
"Mar",23,3,5
"Mar",23,4,1
"Mar",23,5,7
"Mar",23,6,27
"Mar",23,7,64
"Mar",23,8,218
"Mar",23,9,150
"Mar",23,10,71
"Mar",23,11,88
"Mar",23,12,84
"Mar",23,13,114
"Mar",23,14,120
"Mar",23,15,109
"Mar",23,16,144
"Mar",23,17,190
"Mar",23,18,126
"Mar",23,19,87
"Mar",23,20,52
"Mar",23,21,38
"Mar",23,22,35
"Mar",23,23,32
"Mar",24,0,20
"Mar",24,1,11
"Mar",24,2,11
"Mar",24,3,2
"Mar",24,4,7
"Mar",24,5,0
"Mar",24,6,7
"Mar",24,7,22
"Mar",24,8,40
"Mar",24,9,52
"Mar",24,10,71
"Mar",24,11,96
"Mar",24,12,66
"Mar",24,13,92
"Mar",24,14,65
"Mar",24,15,78
"Mar",24,16,76
"Mar",24,17,79
"Mar",24,18,69
"Mar",24,19,55
"Mar",24,20,40
"Mar",24,21,27
"Mar",24,22,35
"Mar",24,23,31
"Mar",25,0,23
"Mar",25,1,15
"Mar",25,2,8
"Mar",25,3,3
"Mar",25,4,6
"Mar",25,5,2
"Mar",25,6,9
"Mar",25,7,22
"Mar",25,8,46
"Mar",25,9,89
"Mar",25,10,58
"Mar",25,11,70
"Mar",25,12,110
"Mar",25,13,90
"Mar",25,14,127
"Mar",25,15,134
"Mar",25,16,128
"Mar",25,17,79
"Mar",25,18,67
"Mar",25,19,47
"Mar",25,20,32
"Mar",25,21,25
"Mar",25,22,14
"Mar",25,23,11
"Mar",26,0,12
"Mar",26,1,2
"Mar",26,2,2
"Mar",26,3,0
"Mar",26,4,6
"Mar",26,5,18
"Mar",26,6,59
"Mar",26,7,274
"Mar",26,8,218
"Mar",26,9,103
"Mar",26,10,101
"Mar",26,11,107
"Mar",26,12,132
"Mar",26,13,139
"Mar",26,14,152
"Mar",26,15,170
"Mar",26,16,295
"Mar",26,17,213
"Mar",26,18,156
"Mar",26,19,76
"Mar",26,20,57
"Mar",26,21,55
"Mar",26,22,22
"Mar",26,23,15
"Mar",27,0,7
"Mar",27,1,1
"Mar",27,2,3
"Mar",27,3,3
"Mar",27,4,3
"Mar",27,5,17
"Mar",27,6,87
"Mar",27,7,282
"Mar",27,8,203
"Mar",27,9,109
"Mar",27,10,121
"Mar",27,11,98
"Mar",27,12,116
"Mar",27,13,129
"Mar",27,14,170
"Mar",27,15,214
"Mar",27,16,312
"Mar",27,17,251
"Mar",27,18,171
"Mar",27,19,97
"Mar",27,20,69
"Mar",27,21,67
"Mar",27,22,26
"Mar",27,23,20
"Mar",28,0,12
"Mar",28,1,6
"Mar",28,2,3
"Mar",28,3,1
"Mar",28,4,4
"Mar",28,5,21
"Mar",28,6,74
"Mar",28,7,269
"Mar",28,8,190
"Mar",28,9,98
"Mar",28,10,91
"Mar",28,11,112
"Mar",28,12,124
"Mar",28,13,157
"Mar",28,14,161
"Mar",28,15,206
"Mar",28,16,301
"Mar",28,17,248
"Mar",28,18,130
"Mar",28,19,94
"Mar",28,20,67
"Mar",28,21,68
"Mar",28,22,41
"Mar",28,23,18
"Mar",29,0,15
"Mar",29,1,8
"Mar",29,2,0
"Mar",29,3,1
"Mar",29,4,2
"Mar",29,5,17
"Mar",29,6,83
"Mar",29,7,260
"Mar",29,8,188
"Mar",29,9,106
"Mar",29,10,101
"Mar",29,11,101
"Mar",29,12,111
"Mar",29,13,148
"Mar",29,14,135
"Mar",29,15,165
"Mar",29,16,263
"Mar",29,17,227
"Mar",29,18,143
"Mar",29,19,82
"Mar",29,20,81
"Mar",29,21,36
"Mar",29,22,33
"Mar",29,23,34
"Mar",30,0,6
"Mar",30,1,5
"Mar",30,2,6
"Mar",30,3,5
"Mar",30,4,7
"Mar",30,5,19
"Mar",30,6,64
"Mar",30,7,232
"Mar",30,8,151
"Mar",30,9,94
"Mar",30,10,90
"Mar",30,11,111
"Mar",30,12,120
"Mar",30,13,142
"Mar",30,14,146
"Mar",30,15,177
"Mar",30,16,209
"Mar",30,17,154
"Mar",30,18,122
"Mar",30,19,49
"Mar",30,20,49
"Mar",30,21,43
"Mar",30,22,35
"Mar",30,23,26
"Mar",31,0,13
"Mar",31,1,14
"Mar",31,2,5
"Mar",31,3,7
"Mar",31,4,4
"Mar",31,5,9
"Mar",31,6,18
"Mar",31,7,38
"Mar",31,8,60
"Mar",31,9,71
"Mar",31,10,79
"Mar",31,11,81
"Mar",31,12,74
"Mar",31,13,65
"Mar",31,14,68
"Mar",31,15,76
"Mar",31,16,76
"Mar",31,17,75
"Mar",31,18,59
"Mar",31,19,39
"Mar",31,20,28
"Mar",31,21,42
"Mar",31,22,24
"Mar",31,23,19
"Apr",1,0,11
"Apr",1,1,7
"Apr",1,2,13
"Apr",1,3,5
"Apr",1,4,2
"Apr",1,5,3
"Apr",1,6,15
"Apr",1,7,28
"Apr",1,8,47
"Apr",1,9,48
"Apr",1,10,59
"Apr",1,11,73
"Apr",1,12,104
"Apr",1,13,85
"Apr",1,14,106
"Apr",1,15,86
"Apr",1,16,93
"Apr",1,17,79
"Apr",1,18,51
"Apr",1,19,48
"Apr",1,20,21
"Apr",1,21,32
"Apr",1,22,16
"Apr",1,23,12
"Apr",2,0,4
"Apr",2,1,1
"Apr",2,2,3
"Apr",2,3,2
"Apr",2,4,5
"Apr",2,5,15
"Apr",2,6,49
"Apr",2,7,196
"Apr",2,8,141
"Apr",2,9,59
"Apr",2,10,60
"Apr",2,11,64
"Apr",2,12,71
"Apr",2,13,65
"Apr",2,14,76
"Apr",2,15,92
"Apr",2,16,151
"Apr",2,17,141
"Apr",2,18,76
"Apr",2,19,54
"Apr",2,20,55
"Apr",2,21,40
"Apr",2,22,27
"Apr",2,23,20
"Apr",3,0,14
"Apr",3,1,6
"Apr",3,2,2
"Apr",3,3,2
"Apr",3,4,2
"Apr",3,5,8
"Apr",3,6,25
"Apr",3,7,128
"Apr",3,8,84
"Apr",3,9,32
"Apr",3,10,28
"Apr",3,11,44
"Apr",3,12,46
"Apr",3,13,44
"Apr",3,14,47
"Apr",3,15,56
"Apr",3,16,127
"Apr",3,17,104
"Apr",3,18,49
"Apr",3,19,31
"Apr",3,20,23
"Apr",3,21,21
"Apr",3,22,12
"Apr",3,23,12
"Apr",4,0,3
"Apr",4,1,1
"Apr",4,2,2
"Apr",4,3,3
"Apr",4,4,4
"Apr",4,5,11
"Apr",4,6,47
"Apr",4,7,156
"Apr",4,8,126
"Apr",4,9,70
"Apr",4,10,44
"Apr",4,11,58
"Apr",4,12,56
"Apr",4,13,51
"Apr",4,14,72
"Apr",4,15,86
"Apr",4,16,139
"Apr",4,17,131
"Apr",4,18,63
"Apr",4,19,53
"Apr",4,20,37
"Apr",4,21,28
"Apr",4,22,19
"Apr",4,23,13
"Apr",5,0,6
"Apr",5,1,3
"Apr",5,2,2
"Apr",5,3,1
"Apr",5,4,4
"Apr",5,5,8
"Apr",5,6,36
"Apr",5,7,176
"Apr",5,8,144
"Apr",5,9,90
"Apr",5,10,61
"Apr",5,11,88
"Apr",5,12,87
"Apr",5,13,86
"Apr",5,14,89
"Apr",5,15,105
"Apr",5,16,180
"Apr",5,17,167
"Apr",5,18,103
"Apr",5,19,60
"Apr",5,20,60
"Apr",5,21,45
"Apr",5,22,18
"Apr",5,23,24
"Apr",6,0,12
"Apr",6,1,9
"Apr",6,2,3
"Apr",6,3,1
"Apr",6,4,3
"Apr",6,5,6
"Apr",6,6,20
"Apr",6,7,73
"Apr",6,8,68
"Apr",6,9,65
"Apr",6,10,52
"Apr",6,11,52
"Apr",6,12,57
"Apr",6,13,53
"Apr",6,14,67
"Apr",6,15,75
"Apr",6,16,87
"Apr",6,17,79
"Apr",6,18,55
"Apr",6,19,34
"Apr",6,20,23
"Apr",6,21,17
"Apr",6,22,10
"Apr",6,23,11
"Apr",7,0,6
"Apr",7,1,8
"Apr",7,2,9
"Apr",7,3,3
"Apr",7,4,0
"Apr",7,5,13
"Apr",7,6,16
"Apr",7,7,32
"Apr",7,8,26
"Apr",7,9,46
"Apr",7,10,58
"Apr",7,11,57
"Apr",7,12,66
"Apr",7,13,55
"Apr",7,14,47
"Apr",7,15,60
"Apr",7,16,63
"Apr",7,17,36
"Apr",7,18,48
"Apr",7,19,24
"Apr",7,20,21
"Apr",7,21,26
"Apr",7,22,23
"Apr",7,23,8
"Apr",8,0,7
"Apr",8,1,11
"Apr",8,2,7
"Apr",8,3,4
"Apr",8,4,1
"Apr",8,5,10
"Apr",8,6,15
"Apr",8,7,11
"Apr",8,8,30
"Apr",8,9,41
"Apr",8,10,36
"Apr",8,11,35
"Apr",8,12,46
"Apr",8,13,37
"Apr",8,14,40
"Apr",8,15,36
"Apr",8,16,39
"Apr",8,17,34
"Apr",8,18,28
"Apr",8,19,19
"Apr",8,20,29
"Apr",8,21,15
"Apr",8,22,17
"Apr",8,23,5
"Apr",9,0,4
"Apr",9,1,7
"Apr",9,2,3
"Apr",9,3,1
"Apr",9,4,2
"Apr",9,5,9
"Apr",9,6,9
"Apr",9,7,70
"Apr",9,8,50
"Apr",9,9,63
"Apr",9,10,41
"Apr",9,11,43
"Apr",9,12,48
"Apr",9,13,54
"Apr",9,14,64
"Apr",9,15,65
"Apr",9,16,99
"Apr",9,17,88
"Apr",9,18,58
"Apr",9,19,43
"Apr",9,20,25
"Apr",9,21,18
"Apr",9,22,12
"Apr",9,23,6
"Apr",10,0,2
"Apr",10,1,2
"Apr",10,2,3
"Apr",10,3,0
"Apr",10,4,2
"Apr",10,5,10
"Apr",10,6,28
"Apr",10,7,95
"Apr",10,8,55
"Apr",10,9,35
"Apr",10,10,25
"Apr",10,11,28
"Apr",10,12,17
"Apr",10,13,22
"Apr",10,14,50
"Apr",10,15,68
"Apr",10,16,108
"Apr",10,17,95
"Apr",10,18,46
"Apr",10,19,34
"Apr",10,20,21
"Apr",10,21,16
"Apr",10,22,16
"Apr",10,23,10
"Apr",11,0,6
"Apr",11,1,2
"Apr",11,2,1
"Apr",11,3,1
"Apr",11,4,4
"Apr",11,5,13
"Apr",11,6,52
"Apr",11,7,163
"Apr",11,8,102
"Apr",11,9,68
"Apr",11,10,54
"Apr",11,11,67
"Apr",11,12,74
"Apr",11,13,76
"Apr",11,14,76
"Apr",11,15,101
"Apr",11,16,193
"Apr",11,17,120
"Apr",11,18,87
"Apr",11,19,47
"Apr",11,20,35
"Apr",11,21,26
"Apr",11,22,9
"Apr",11,23,9
"Apr",12,0,10
"Apr",12,1,1
"Apr",12,2,0
"Apr",12,3,0
"Apr",12,4,4
"Apr",12,5,14
"Apr",12,6,54
"Apr",12,7,153
"Apr",12,8,95
"Apr",12,9,67
"Apr",12,10,39
"Apr",12,11,66
"Apr",12,12,70
"Apr",12,13,67
"Apr",12,14,68
"Apr",12,15,100
"Apr",12,16,163
"Apr",12,17,138
"Apr",12,18,95
"Apr",12,19,54
"Apr",12,20,41
"Apr",12,21,33
"Apr",12,22,17
"Apr",12,23,12
"Apr",13,0,12
"Apr",13,1,2
"Apr",13,2,3
"Apr",13,3,0
"Apr",13,4,6
"Apr",13,5,16
"Apr",13,6,51
"Apr",13,7,165
"Apr",13,8,125
"Apr",13,9,55
"Apr",13,10,66
"Apr",13,11,80
"Apr",13,12,63
"Apr",13,13,72
"Apr",13,14,73
"Apr",13,15,93
"Apr",13,16,154
"Apr",13,17,132
"Apr",13,18,70
"Apr",13,19,39
"Apr",13,20,22
"Apr",13,21,24
"Apr",13,22,17
"Apr",13,23,13
"Apr",14,0,7
"Apr",14,1,12
"Apr",14,2,3
"Apr",14,3,2
"Apr",14,4,0
"Apr",14,5,3
"Apr",14,6,17
"Apr",14,7,32
"Apr",14,8,44
"Apr",14,9,80
"Apr",14,10,70
"Apr",14,11,52
"Apr",14,12,48
"Apr",14,13,69
"Apr",14,14,66
"Apr",14,15,66
"Apr",14,16,66
"Apr",14,17,66
"Apr",14,18,43
"Apr",14,19,23
"Apr",14,20,29
"Apr",14,21,18
"Apr",14,22,27
"Apr",14,23,6
"Apr",15,0,11
"Apr",15,1,5
"Apr",15,2,6
"Apr",15,3,4
"Apr",15,4,0
"Apr",15,5,4
"Apr",15,6,5
"Apr",15,7,24
"Apr",15,8,35
"Apr",15,9,54
"Apr",15,10,56
"Apr",15,11,64
"Apr",15,12,55
"Apr",15,13,59
"Apr",15,14,67
"Apr",15,15,77
"Apr",15,16,73
"Apr",15,17,64
"Apr",15,18,35
"Apr",15,19,31
"Apr",15,20,29
"Apr",15,21,23
"Apr",15,22,15
