apeID,age,species,HiP,timepoint
Asia,31,chimp,8.2,7
Asia,34,chimp,8.44,8
Asia,37,chimp,12.28,9
Asia,40,chimp,11.8,10
Piper,13,orangutan,6.52,1
Piper,16,orangutan,6.52,2
Piper,19,orangutan,8.68,3
Piper,22,orangutan,11.32,4
Piper,25,orangutan,9.64,5
Piper,28,orangutan,7.24,6
Piper,31,orangutan,7.24,7
Piper,34,orangutan,7.24,8
Piper,37,orangutan,7.72,9
Piper,40,orangutan,6.28,10
Allison,13,orangutan,10.6,1
Allison,16,orangutan,10.6,2
Allison,19,orangutan,9.88,3
Allison,22,orangutan,11.8,4
Allison,25,orangutan,12.04,5
Allison,28,orangutan,10.84,6
Allison,31,orangutan,12.76,7
Allison,34,orangutan,12.28,8
Allison,37,orangutan,11.32,9
Allison,40,orangutan,13.24,10
Shakedia,13,orangutan,10.84,1
Shakedia,16,orangutan,11.08,2
Shakedia,19,orangutan,14.44,3
Shakedia,22,orangutan,10.36,4
Shakedia,25,orangutan,11.8,5
Shakedia,28,orangutan,11.08,6
Shakedia,31,orangutan,10.6,7
Shakedia,34,orangutan,10.6,8
Shakedia,37,orangutan,12.04,9
Shakedia,40,orangutan,10.6,10
Amanual,13,orangutan,9.64,1
Amanual,16,orangutan,9.16,2
Amanual,19,orangutan,10.12,3
Amanual,22,orangutan,9.4,4
Amanual,25,orangutan,9.16,5
Amanual,28,orangutan,10.12,6
Amanual,31,orangutan,7.96,7
Amanual,34,orangutan,9.4,8
Amanual,37,orangutan,8.44,9
Amanual,40,orangutan,12.04,10
Exzinia,13,chimp,6.28,1
Exzinia,16,chimp,6.52,2
Exzinia,19,chimp,7.48,3
Exzinia,22,chimp,5.32,4
Exzinia,25,chimp,6.76,5
Exzinia,28,chimp,6.76,6
Exzinia,31,chimp,4.84,7
Exzinia,34,chimp,7.48,8
Exzinia,37,chimp,7.96,9
Exzinia,40,chimp,8.2,10
Gabriel,13,chimp,8.68,1
Gabriel,16,chimp,5.8,2
Gabriel,19,chimp,5.56,3
Gabriel,22,chimp,3.64,4
Gabriel,25,chimp,6.28,5
Gabriel,28,chimp,5.8,6
Gabriel,31,chimp,5.56,7
Gabriel,34,chimp,5.08,8
Gabriel,37,chimp,6.52,9
Gabriel,40,chimp,6.04,10
Nicholas,13,chimp,10.6,1
Nicholas,16,chimp,10.12,2
Nicholas,19,chimp,10.36,3
Nicholas,22,chimp,11.08,4
Nicholas,25,chimp,9.88,5
Nicholas,28,chimp,9.88,6
Nicholas,31,chimp,10.6,7
Nicholas,34,chimp,10.84,8
Nicholas,37,chimp,11.56,9
Nicholas,40,chimp,9.64,10
Alan,13,orangutan,12.52,1
Alan,16,orangutan,8.44,2
Alan,19,orangutan,11.08,3
Alan,22,orangutan,9.64,4
Alan,25,orangutan,9.88,5
Alan,28,orangutan,9.64,6
Alan,31,orangutan,9.88,7
Alan,34,orangutan,7.96,8
Alan,37,orangutan,9.16,9
Alan,40,orangutan,11.56,10
Mariah,13,orangutan,11.56,1
Mariah,16,orangutan,8.68,2
Mariah,19,orangutan,10.6,3
Mariah,22,orangutan,10.12,4
Mariah,25,orangutan,9.88,5
Mariah,28,orangutan,8.68,6
Mariah,31,orangutan,7.48,7
Mariah,34,orangutan,9.64,8
Mariah,37,orangutan,9.4,9
Mariah,40,orangutan,8.68,10
Mary,13,chimp,17.32,1
Mary,16,chimp,14.44,2
Mary,19,chimp,17.56,3
Mary,22,chimp,13,4
Mary,25,chimp,13,5
Mary,28,chimp,13.48,6
Mary,31,chimp,16.36,7
Mary,34,chimp,13.24,8
Mary,37,chimp,14.2,9
Mary,40,chimp,16.12,10
Yia,13,orangutan,9.4,1
Yia,16,orangutan,9.4,2
Yia,19,orangutan,12.04,3
Yia,22,orangutan,10.84,4
Yia,25,orangutan,11.08,5
Yia,28,orangutan,8.44,6
Yia,31,orangutan,9.4,7
Yia,34,orangutan,9.88,8
Yia,37,orangutan,11.32,9
Yia,40,orangutan,11.8,10
Ace,13,chimp,8.44,1
Ace,16,chimp,9.88,2
Ace,19,chimp,11.56,3
Ace,22,chimp,8.68,4
Ace,25,chimp,8.44,5
Ace,28,chimp,7.48,6
Ace,31,chimp,7.24,7
Ace,34,chimp,8.44,8
Ace,37,chimp,7.72,9
Ace,40,chimp,10.12,10
Devyn,13,orangutan,10.12,1
Devyn,16,orangutan,8.68,2
Devyn,19,orangutan,10.6,3
Devyn,22,orangutan,10.12,4
Devyn,25,orangutan,10.36,5
Devyn,28,orangutan,11.56,6
Devyn,31,orangutan,8.68,7
Devyn,34,orangutan,10.36,8
Devyn,37,orangutan,9.88,9
Devyn,40,orangutan,8.2,10
Brittnie,13,chimp,9.88,1
Brittnie,16,chimp,11.56,2
Brittnie,19,chimp,9.88,3
Brittnie,22,chimp,11.32,4
Brittnie,25,chimp,11.8,5
Brittnie,28,chimp,11.56,6
Brittnie,31,chimp,9.16,7
Brittnie,34,chimp,12.04,8
Brittnie,37,chimp,11.56,9
Brittnie,40,chimp,10.84,10
Xai,13,chimp,6.76,1
Xai,16,chimp,7.96,2
Xai,19,chimp,7,3
Xai,22,chimp,6.52,4
Xai,25,chimp,5.32,5
Xai,28,chimp,7,6
Xai,31,chimp,6.52,7
Xai,34,chimp,4.36,8
Xai,37,chimp,7.24,9
Xai,40,chimp,8.68,10
Glen,13,chimp,14.44,1
Glen,16,chimp,12.52,2
Glen,19,chimp,12.28,3
Glen,22,chimp,13.72,4
Glen,25,chimp,12.52,5
Glen,28,chimp,13,6
Glen,31,chimp,11.56,7
Glen,34,chimp,12.76,8
Glen,37,chimp,12.76,9
Glen,40,chimp,14.2,10
Afra,13,orangutan,9.16,1
Afra,16,orangutan,6.52,2
Afra,19,orangutan,6.76,3
Afra,22,orangutan,5.8,4
Afra,25,orangutan,4.84,5
Afra,28,orangutan,5.8,6
Afra,31,orangutan,6.28,7
Afra,34,orangutan,6.04,8
Afra,37,orangutan,6.04,9
Afra,40,orangutan,6.52,10
Evan,13,orangutan,8.2,1
Evan,16,orangutan,8.44,2
Evan,19,orangutan,8.44,3
Evan,22,orangutan,9.88,4
Evan,25,orangutan,6.76,5
Evan,28,orangutan,8.2,6
Evan,31,orangutan,10.36,7
Evan,34,orangutan,9.64,8
Evan,37,orangutan,9.64,9
Evan,40,orangutan,10.12,10
Katelyn,13,chimp,10.84,1
Katelyn,16,chimp,10.84,2
Katelyn,19,chimp,10.6,3
Katelyn,22,chimp,7.96,4
Katelyn,25,chimp,9.4,5
Katelyn,28,chimp,9.4,6
Katelyn,31,chimp,11.08,7
Katelyn,34,chimp,8.2,8
Katelyn,37,chimp,9.88,9
Katelyn,40,chimp,11.56,10
Bryan,13,chimp,7.96,1
Bryan,16,chimp,7.96,2
Bryan,19,chimp,6.52,3
Bryan,22,chimp,7,4
Bryan,25,chimp,7.24,5
Bryan,28,chimp,8.2,6
Bryan,31,chimp,8.2,7
Bryan,34,chimp,7.48,8
Bryan,37,chimp,6.52,9
Bryan,40,chimp,6.04,10
Amy,13,orangutan,1.96,1
Amy,16,orangutan,4.36,2
Amy,19,orangutan,3.88,3
Amy,22,orangutan,3.88,4
Amy,25,orangutan,4.84,5
Amy,28,orangutan,5.8,6
Amy,31,orangutan,5.08,7
Amy,34,orangutan,6.76,8
Amy,37,orangutan,6.28,9
Amy,40,orangutan,4.12,10
Melanie,13,orangutan,13,1
Melanie,16,orangutan,12.52,2
Melanie,19,orangutan,12.04,3
Melanie,22,orangutan,12.76,4
Melanie,25,orangutan,12.76,5
Melanie,28,orangutan,13.72,6
Melanie,31,orangutan,12.04,7
Melanie,34,orangutan,13.24,8
Melanie,37,orangutan,12.76,9
Melanie,40,orangutan,11.56,10
Donald,13,orangutan,12.28,1
Donald,16,orangutan,7.96,2
Donald,19,orangutan,10.6,3
Donald,22,orangutan,8.92,4
Donald,25,orangutan,11.08,5
Donald,28,orangutan,12.28,6
Donald,31,orangutan,10.12,7
Donald,34,orangutan,11.08,8
Donald,37,orangutan,10.84,9
Donald,40,orangutan,10.6,10
Samantha,13,chimp,10.12,1
Samantha,16,chimp,12.28,2
Samantha,19,chimp,11.56,3
Samantha,22,chimp,11.32,4
Samantha,25,chimp,11.32,5
Samantha,28,chimp,12.28,6
Samantha,31,chimp,11.56,7
Samantha,34,chimp,12.52,8
Samantha,37,chimp,10.36,9
Samantha,40,chimp,11.32,10
Seychelle,13,orangutan,7.24,1
Seychelle,16,orangutan,8.68,2
Seychelle,19,orangutan,10.12,3
Seychelle,22,orangutan,8.2,4
Seychelle,25,orangutan,10.36,5
Seychelle,28,orangutan,9.16,6
Seychelle,31,orangutan,10.12,7
Seychelle,34,orangutan,9.64,8
Seychelle,37,orangutan,9.16,9
Seychelle,40,orangutan,10.84,10
Kiera,13,chimp,9.88,1
Kiera,16,chimp,11.32,2
Kiera,19,chimp,9.88,3
Kiera,22,chimp,7.24,4
Kiera,25,chimp,12.04,5
Kiera,28,chimp,8.2,6
Kiera,31,chimp,11.08,7
Kiera,34,chimp,9.64,8
Kiera,37,chimp,10.6,9
Kiera,40,chimp,11.08,10
Madeeha,13,chimp,11.56,1
Madeeha,16,chimp,12.04,2
Madeeha,19,chimp,11.8,3
Madeeha,22,chimp,11.08,4
Madeeha,25,chimp,12.52,5
Madeeha,28,chimp,10.6,6
Madeeha,31,chimp,10.36,7
Madeeha,34,chimp,11.32,8
Madeeha,37,chimp,10.84,9
Madeeha,40,chimp,9.4,10
Giovanny,13,chimp,9.16,1
Giovanny,16,chimp,8.92,2
Giovanny,19,chimp,9.4,3
Giovanny,22,chimp,10.36,4
Giovanny,25,chimp,11.08,5
Giovanny,28,chimp,9.16,6
Giovanny,31,chimp,11.08,7
Giovanny,34,chimp,11.08,8
Giovanny,37,chimp,9.4,9
Giovanny,40,chimp,11.8,10
Kiefer,13,orangutan,10.84,1
Kiefer,16,orangutan,12.76,2
Kiefer,19,orangutan,12.04,3
Kiefer,22,orangutan,8.92,4
Kiefer,25,orangutan,10.12,5
Kiefer,28,orangutan,13.48,6
Kiefer,31,orangutan,12.04,7
Kiefer,34,orangutan,9.88,8
Kiefer,37,orangutan,11.8,9
Kiefer,40,orangutan,11.32,10
Seth,13,orangutan,9.64,1
Seth,16,orangutan,12.28,2
Seth,19,orangutan,12.04,3
Seth,22,orangutan,11.32,4
Seth,25,orangutan,9.64,5
Seth,28,orangutan,11.56,6
Seth,31,orangutan,13.48,7
Seth,34,orangutan,10.36,8
Seth,37,orangutan,12.28,9
Seth,40,orangutan,11.8,10
Joshua,13,chimp,8.68,1
Joshua,16,chimp,6.76,2
Joshua,19,chimp,9.4,3
Joshua,22,chimp,7.24,4
Joshua,25,chimp,6.04,5
Joshua,28,chimp,7.72,6
Joshua,31,chimp,7.24,7
Joshua,34,chimp,8.44,8
Joshua,37,chimp,6.04,9
Joshua,40,chimp,8.2,10
Bella,13,orangutan,11.32,1
Bella,16,orangutan,10.6,2
Bella,19,orangutan,11.32,3
Bella,22,orangutan,11.32,4
Bella,25,orangutan,12.28,5
Bella,28,orangutan,11.8,6
Bella,31,orangutan,12.04,7
Bella,34,orangutan,11.56,8
Bella,37,orangutan,11.08,9
Bella,40,orangutan,11.8,10
Alexander,13,orangutan,13,1
Alexander,16,orangutan,13.72,2
Alexander,19,orangutan,8.92,3
Alexander,22,orangutan,10.6,4
Alexander,25,orangutan,9.64,5
Alexander,28,orangutan,11.56,6
Alexander,31,orangutan,9.64,7
Alexander,34,orangutan,11.8,8
Alexander,37,orangutan,10.84,9
Alexander,40,orangutan,11.56,10
Saajida,13,chimp,9.88,1
Saajida,16,chimp,7.48,2
Saajida,19,chimp,10.36,3
Saajida,22,chimp,7.24,4
Saajida,25,chimp,7.24,5
Saajida,28,chimp,7.48,6
Saajida,31,chimp,8.92,7
Saajida,34,chimp,7.72,8
Saajida,37,chimp,7.72,9
Saajida,40,chimp,8.2,10
Aerie,13,chimp,6.76,1
Aerie,16,chimp,7.24,2
Aerie,19,chimp,6.76,3
Aerie,22,chimp,9.4,4
Aerie,25,chimp,5.32,5
Aerie,28,chimp,7.96,6
Aerie,31,chimp,5.8,7
Aerie,34,chimp,5.8,8
Aerie,37,chimp,7,9
Aerie,40,chimp,7,10
Naseeba,13,orangutan,10.36,1
Naseeba,16,orangutan,9.16,2
Naseeba,19,orangutan,11.32,3
Naseeba,22,orangutan,8.68,4
Naseeba,25,orangutan,8.92,5
Naseeba,28,orangutan,7.72,6
Naseeba,31,orangutan,9.4,7
Naseeba,34,orangutan,10.36,8
Naseeba,37,orangutan,10.12,9
Naseeba,40,orangutan,10.84,10
Amberly,13,orangutan,8.44,1
Amberly,16,orangutan,11.8,2
Amberly,19,orangutan,8.68,3
Amberly,22,orangutan,8.68,4
Amberly,25,orangutan,7.48,5
Amberly,28,orangutan,9.88,6
Amberly,31,orangutan,9.16,7
Amberly,34,orangutan,10.6,8
Amberly,37,orangutan,9.4,9
Amberly,40,orangutan,11.08,10
Jasmine,13,chimp,11.08,1
Jasmine,16,chimp,9.88,2
Jasmine,19,chimp,11.08,3
Jasmine,22,chimp,10.36,4
Jasmine,25,chimp,8.68,5
Jasmine,28,chimp,9.4,6
Jasmine,31,chimp,10.12,7
Jasmine,34,chimp,9.4,8
Jasmine,37,chimp,10.6,9
Jasmine,40,chimp,8.92,10
Timothy,13,chimp,10.36,1
Timothy,16,chimp,6.52,2
Timothy,19,chimp,8.68,3
Timothy,22,chimp,8.2,4
Timothy,25,chimp,7.24,5
Timothy,28,chimp,6.76,6
Timothy,31,chimp,8.44,7
Timothy,34,chimp,11.08,8
Timothy,37,chimp,8.2,9
Timothy,40,chimp,10.36,10
Shujaa,13,chimp,10.12,1
Shujaa,16,chimp,11.08,2
Shujaa,19,chimp,11.08,3
Shujaa,22,chimp,10.84,4
Shujaa,25,chimp,10.36,5
Shujaa,28,chimp,10.6,6
Shujaa,31,chimp,9.16,7
Shujaa,34,chimp,9.64,8
Shujaa,37,chimp,8.68,9
Shujaa,40,chimp,10.84,10
Erinn,13,chimp,5.08,1
Erinn,16,chimp,3.4,2
Erinn,19,chimp,4.6,3
Erinn,22,chimp,2.92,4
Erinn,25,chimp,5.08,5
Erinn,28,chimp,6.28,6
Erinn,31,chimp,5.8,7
Erinn,34,chimp,3.88,8
Erinn,37,chimp,5.56,9
Erinn,40,chimp,3.16,10
Lisa,13,orangutan,9.64,1
Lisa,16,orangutan,8.68,2
Lisa,19,orangutan,7.96,3
Lisa,22,orangutan,7.72,4
Lisa,25,orangutan,8.68,5
Lisa,28,orangutan,7.72,6
Lisa,31,orangutan,8.44,7
Lisa,34,orangutan,8.44,8
Lisa,37,orangutan,9.88,9
Lisa,40,orangutan,6.76,10
Saalima,13,orangutan,7.96,1
Saalima,16,orangutan,6.28,2
Saalima,19,orangutan,9.16,3
Saalima,22,orangutan,8.44,4
Saalima,25,orangutan,7.48,5
Saalima,28,orangutan,7.96,6
Saalima,31,orangutan,6.76,7
Saalima,34,orangutan,6.28,8
Saalima,37,orangutan,7,9
Saalima,40,orangutan,7.72,10
Logan,13,chimp,10.6,1
Logan,16,chimp,11.8,2
Logan,19,chimp,9.4,3
Logan,22,chimp,11.08,4
Logan,25,chimp,11.08,5
Logan,28,chimp,11.56,6
Logan,31,chimp,10.6,7
Logan,34,chimp,10.84,8
Logan,37,chimp,12.52,9
Logan,40,chimp,9.88,10
Mia,13,orangutan,7.72,1
Mia,16,orangutan,8.92,2
Mia,19,orangutan,11.8,3
Mia,22,orangutan,9.64,4
Mia,25,orangutan,8.2,5
Mia,28,orangutan,8.2,6
Mia,31,orangutan,8.92,7
Mia,34,orangutan,11.08,8
Mia,37,orangutan,9.88,9
Mia,40,orangutan,9.16,10
Awa,13,chimp,5.32,1
Awa,16,chimp,6.28,2
Awa,19,chimp,5.08,3
Awa,22,chimp,7,4
Awa,25,chimp,5.56,5
Awa,28,chimp,7.48,6
Awa,31,chimp,7,7
Awa,34,chimp,3.88,8
Awa,37,chimp,6.28,9
Awa,40,chimp,7.24,10
Donovan,13,chimp,6.76,1
Donovan,16,chimp,5.32,2
Donovan,19,chimp,5.56,3
Donovan,22,chimp,4.12,4
Donovan,25,chimp,5.8,5
Donovan,28,chimp,4.36,6
Donovan,31,chimp,6.52,7
Donovan,34,chimp,5.56,8
Donovan,37,chimp,8.2,9
Donovan,40,chimp,8.2,10
Meryl,13,chimp,9.4,1
Meryl,16,chimp,10.84,2
Meryl,19,chimp,11.08,3
Meryl,22,chimp,10.36,4
Meryl,25,chimp,10.6,5
Meryl,28,chimp,11.32,6
Meryl,31,chimp,11.32,7
Meryl,34,chimp,10.6,8
Meryl,37,chimp,10.6,9
Meryl,40,chimp,10.6,10
Angelica,13,orangutan,12.52,1
Angelica,16,orangutan,12.04,2
Angelica,19,orangutan,12.52,3
Angelica,22,orangutan,11.32,4
Angelica,25,orangutan,11.32,5
Angelica,28,orangutan,10.36,6
Angelica,31,orangutan,13.72,7
Angelica,34,orangutan,10.6,8
Angelica,37,orangutan,12.52,9
Angelica,40,orangutan,11.32,10
Anitra,13,chimp,9.88,1
Anitra,16,chimp,9.64,2
Anitra,19,chimp,10.84,3
Anitra,22,chimp,10.84,4
Anitra,25,chimp,11.32,5
Anitra,28,chimp,10.84,6
Anitra,31,chimp,12.28,7
Anitra,34,chimp,11.08,8
Anitra,37,chimp,9.64,9
Anitra,40,chimp,11.32,10
Katrina,13,chimp,6.04,1
Katrina,16,chimp,7,2
Katrina,19,chimp,6.28,3
Katrina,22,chimp,6.52,4
Katrina,25,chimp,7.72,5
Katrina,28,chimp,6.04,6
Katrina,31,chimp,7,7
Katrina,34,chimp,4.6,8
Katrina,37,chimp,5.56,9
Katrina,40,chimp,6.28,10
Elijah,13,orangutan,10.12,1
Elijah,16,orangutan,12.04,2
Elijah,19,orangutan,10.36,3
Elijah,22,orangutan,10.84,4
Elijah,25,orangutan,11.08,5
Elijah,28,orangutan,11.56,6
Elijah,31,orangutan,10.36,7
Elijah,34,orangutan,10.36,8
Elijah,37,orangutan,11.32,9
Elijah,40,orangutan,11.08,10
Briana,13,chimp,8.68,1
Briana,16,chimp,9.4,2
Briana,19,chimp,8.92,3
Briana,22,chimp,8.44,4
Briana,25,chimp,8.92,5
Briana,28,chimp,8.44,6
Briana,31,chimp,7.72,7
Briana,34,chimp,8.92,8
Briana,37,chimp,9.16,9
Briana,40,chimp,9.16,10
Nhi,13,chimp,7.48,1
Nhi,16,chimp,7.24,2
Nhi,19,chimp,6.28,3
Nhi,22,chimp,7,4
Nhi,25,chimp,6.52,5
Nhi,28,chimp,5.8,6
Nhi,31,chimp,6.04,7
Nhi,34,chimp,9.16,8
Nhi,37,chimp,5.8,9
Nhi,40,chimp,7,10
Rajaa,13,orangutan,9.64,1
Rajaa,16,orangutan,9.64,2
Rajaa,19,orangutan,10.36,3
Rajaa,22,orangutan,10.6,4
Rajaa,25,orangutan,12.28,5
Rajaa,28,orangutan,11.08,6
Rajaa,31,orangutan,9.4,7
Rajaa,34,orangutan,10.12,8
Rajaa,37,orangutan,11.08,9
Rajaa,40,orangutan,10.12,10
Peyton,13,chimp,12.04,1
Peyton,16,chimp,13.96,2
Peyton,19,chimp,12.52,3
Peyton,22,chimp,11.32,4
Peyton,25,chimp,11.56,5
Peyton,28,chimp,13,6
Peyton,31,chimp,13.24,7
Peyton,34,chimp,11.8,8
Peyton,37,chimp,12.04,9
Peyton,40,chimp,12.52,10
Octavia,13,chimp,9.88,1
Octavia,16,chimp,6.76,2
Octavia,19,chimp,7.48,3
Octavia,22,chimp,9.4,4
Octavia,25,chimp,6.52,5
Octavia,28,chimp,7,6
Octavia,31,chimp,8.44,7
Octavia,34,chimp,8.92,8
Octavia,37,chimp,9.4,9
Octavia,40,chimp,8.44,10
Torena,13,orangutan,9.4,1
Torena,16,orangutan,10.12,2
Torena,19,orangutan,9.16,3
Torena,22,orangutan,9.88,4
Torena,25,orangutan,9.64,5
Torena,28,orangutan,9.64,6
Torena,31,orangutan,7.72,7
Torena,34,orangutan,10.6,8
Torena,37,orangutan,10.6,9
Torena,40,orangutan,10.36,10
Breaja,13,chimp,9.4,1
Breaja,16,chimp,11.8,2
Breaja,19,chimp,12.28,3
Breaja,22,chimp,12.76,4
Breaja,25,chimp,11.8,5
Breaja,28,chimp,13,6
Breaja,31,chimp,11.56,7
Breaja,34,chimp,8.92,8
Breaja,37,chimp,11.56,9
Breaja,40,chimp,11.08,10
Josephvon,13,chimp,10.84,1
Josephvon,16,chimp,11.32,2
Josephvon,19,chimp,11.8,3
Josephvon,22,chimp,9.4,4
Josephvon,25,chimp,11.08,5
Josephvon,28,chimp,10.6,6
Josephvon,31,chimp,10.36,7
Josephvon,34,chimp,9.88,8
Josephvon,37,chimp,9.64,9
Josephvon,40,chimp,12.04,10
Destinee,13,orangutan,10.84,1
Destinee,16,orangutan,8.44,2
Destinee,19,orangutan,11.8,3
Destinee,22,orangutan,9.88,4
Destinee,25,orangutan,9.64,5
Destinee,28,orangutan,7.48,6
Destinee,31,orangutan,10.6,7
Destinee,34,orangutan,9.4,8
Destinee,37,orangutan,10.36,9
Destinee,40,orangutan,7.72,10
X'Zavion,13,chimp,7.24,1
X'Zavion,16,chimp,4.12,2
X'Zavion,19,chimp,7.24,3
X'Zavion,22,chimp,6.52,4
X'Zavion,25,chimp,6.52,5
X'Zavion,28,chimp,8.44,6
X'Zavion,31,chimp,4.84,7
X'Zavion,34,chimp,6.52,8
X'Zavion,37,chimp,6.76,9
X'Zavion,40,chimp,8.44,10
Crystal,13,orangutan,7.96,1
Crystal,16,orangutan,7.48,2
Crystal,19,orangutan,10.84,3
Crystal,22,orangutan,8.2,4
Crystal,25,orangutan,9.88,5
Crystal,28,orangutan,11.56,6
Crystal,31,orangutan,10.36,7
Crystal,34,orangutan,9.16,8
Crystal,37,orangutan,10.12,9
Crystal,40,orangutan,8.44,10
Dang,13,chimp,8.68,1
Dang,16,chimp,7,2
Dang,19,chimp,8.2,3
Dang,22,chimp,8.92,4
Dang,25,chimp,8.68,5
Dang,28,chimp,8.2,6
Dang,31,chimp,9.64,7
Dang,34,chimp,8.2,8
Dang,37,chimp,9.64,9
Dang,40,chimp,10.36,10
Anika,13,chimp,7.96,1
Anika,16,chimp,9.64,2
Anika,19,chimp,10.12,3
Anika,22,chimp,7.72,4
Anika,25,chimp,7.96,5
Anika,28,chimp,8.44,6
Anika,31,chimp,8.44,7
Anika,34,chimp,9.16,8
Anika,37,chimp,9.16,9
Anika,40,chimp,10.12,10
Theresa,13,chimp,10.12,1
Theresa,16,chimp,8.2,2
Theresa,19,chimp,8.68,3
Theresa,22,chimp,7.24,4
Theresa,25,chimp,6.52,5
Theresa,28,chimp,8.2,6
Theresa,31,chimp,8.2,7
Theresa,34,chimp,8.92,8
Theresa,37,chimp,9.4,9
Theresa,40,chimp,10.84,10
Tai,13,chimp,12.76,1
Tai,16,chimp,11.32,2
Tai,19,chimp,13,3
Tai,22,chimp,12.28,4
Tai,25,chimp,11.32,5
Tai,28,chimp,11.56,6
Tai,31,chimp,11.8,7
Tai,34,chimp,13,8
Tai,37,chimp,13.96,9
Tai,40,chimp,12.76,10
Christina,13,orangutan,9.4,1
Christina,16,orangutan,10.84,2
Christina,19,orangutan,9.88,3
Christina,22,orangutan,9.16,4
Christina,25,orangutan,9.4,5
Christina,28,orangutan,9.16,6
Christina,31,orangutan,11.08,7
Christina,34,orangutan,9.16,8
Christina,37,orangutan,11.32,9
Christina,40,orangutan,9.88,10
Rodrigo,13,orangutan,9.88,1
Rodrigo,16,orangutan,12.52,2
Rodrigo,19,orangutan,10.6,3
Rodrigo,22,orangutan,9.4,4
Rodrigo,25,orangutan,13.48,5
Rodrigo,28,orangutan,11.32,6
Rodrigo,31,orangutan,13,7
Rodrigo,34,orangutan,12.04,8
Rodrigo,37,orangutan,9.64,9
Rodrigo,40,orangutan,12.28,10
Hunter,13,chimp,13.48,1
Hunter,16,chimp,11.8,2
Hunter,19,chimp,13.48,3
Hunter,22,chimp,10.6,4
Hunter,25,chimp,11.32,5
Hunter,28,chimp,12.04,6
Hunter,31,chimp,10.12,7
Hunter,34,chimp,11.32,8
Hunter,37,chimp,13.72,9
Hunter,40,chimp,10.6,10
Najeeb,13,chimp,7,1
Najeeb,16,chimp,6.04,2
Najeeb,19,chimp,7.24,3
Najeeb,22,chimp,5.8,4
Najeeb,25,chimp,7.24,5
Najeeb,28,chimp,4.36,6
Najeeb,31,chimp,4.84,7
Najeeb,34,chimp,7.24,8
Najeeb,37,chimp,3.88,9
Najeeb,40,chimp,7.96,10
Addison,13,chimp,10.12,1
Addison,16,chimp,9.64,2
Addison,19,chimp,6.76,3
Addison,22,chimp,8.68,4
Addison,25,chimp,6.52,5
Addison,28,chimp,5.56,6
Addison,31,chimp,8.2,7
Addison,34,chimp,6.28,8
Addison,37,chimp,7.72,9
Addison,40,chimp,7.96,10
Junaid,13,chimp,11.56,1
Junaid,16,chimp,8.68,2
Junaid,19,chimp,8.44,3
Junaid,22,chimp,8.68,4
Junaid,25,chimp,7.72,5
Junaid,28,chimp,8.44,6
Junaid,31,chimp,10.84,7
Junaid,34,chimp,8.68,8
Junaid,37,chimp,6.52,9
Junaid,40,chimp,8.68,10
Sounkhone,13,orangutan,8.68,1
Sounkhone,16,orangutan,9.64,2
Sounkhone,19,orangutan,8.68,3
Sounkhone,22,orangutan,7.48,4
Sounkhone,25,orangutan,9.4,5
Sounkhone,28,orangutan,7.48,6
Sounkhone,31,orangutan,7.96,7
Sounkhone,34,orangutan,8.44,8
Sounkhone,37,orangutan,9.88,9
Sounkhone,40,orangutan,6.04,10
Paula,13,chimp,10.36,1
Paula,16,chimp,8.68,2
Paula,19,chimp,9.16,3
Paula,22,chimp,9.88,4
Paula,25,chimp,12.04,5
Paula,28,chimp,9.16,6
Paula,31,chimp,8.92,7
Paula,34,chimp,11.32,8
Paula,37,chimp,7.96,9
Paula,40,chimp,10.84,10
Jeffrey,13,orangutan,7.72,1
Jeffrey,16,orangutan,10.84,2
Jeffrey,19,orangutan,9.16,3
Jeffrey,22,orangutan,10.36,4
Jeffrey,25,orangutan,8.92,5
Jeffrey,28,orangutan,8.44,6
Jeffrey,31,orangutan,9.16,7
Jeffrey,34,orangutan,9.16,8
Jeffrey,37,orangutan,8.92,9
Jeffrey,40,orangutan,7.72,10
Anthony,13,orangutan,9.16,1
Anthony,16,orangutan,8.44,2
Anthony,19,orangutan,6.76,3
Anthony,22,orangutan,7.72,4
Anthony,25,orangutan,10.36,5
Anthony,28,orangutan,7.72,6
Anthony,31,orangutan,7.48,7
Anthony,34,orangutan,8.2,8
Anthony,37,orangutan,7.48,9
Anthony,40,orangutan,8.44,10
David,13,chimp,8.44,1
David,16,chimp,7.96,2
David,19,chimp,7.96,3
David,22,chimp,8.44,4
David,25,chimp,8.92,5
David,28,chimp,8.44,6
David,31,chimp,5.32,7
David,34,chimp,7,8
David,37,chimp,9.16,9
David,40,chimp,6.52,10
Devon,13,chimp,9.4,1
Devon,16,chimp,8.44,2
Devon,19,chimp,8.2,3
Devon,22,chimp,10.36,4
Devon,25,chimp,8.2,5
Devon,28,chimp,7.96,6
Devon,31,chimp,7.24,7
Devon,34,chimp,9.4,8
Devon,37,chimp,6.04,9
Devon,40,chimp,10.36,10
Andreia,13,chimp,9.88,1
Andreia,16,chimp,9.64,2
Andreia,19,chimp,7.48,3
Andreia,22,chimp,9.64,4
Andreia,25,chimp,7.48,5
Andreia,28,chimp,8.68,6
Andreia,31,chimp,7,7
Andreia,34,chimp,8.68,8
Andreia,37,chimp,7.96,9
Andreia,40,chimp,10.36,10
Nicole,13,orangutan,11.56,1
Nicole,16,orangutan,9.88,2
Nicole,19,orangutan,11.56,3
Nicole,22,orangutan,9.64,4
