"hospital","expcon","nurse","age","gender","experien","stress","Zstress","wardtype","hospsize"
12,"1",444,57,1,25,4,-0.997442385458368,"special care","medium"
12,"1",445,52,1,20,5,0.0234812434652409,"special care","medium"
12,"1",446,36,1,15,4,-0.997442385458368,"special care","medium"
12,"1",447,24,1,13,5,0.0234812434652409,"special care","medium"
12,"0",448,42,1,20,5,0.0234812434652409,"general care","medium"
12,"0",449,60,0,27,5,0.0234812434652409,"general care","medium"
12,"0",450,56,1,22,5,0.0234812434652409,"general care","medium"
12,"0",451,55,0,24,6,1.04440487238885,"general care","medium"
12,"0",452,31,1,11,6,1.04440487238885,"general care","medium"
12,"0",453,32,1,17,5,0.0234812434652409,"general care","medium"
12,"0",454,42,1,13,6,1.04440487238885,"general care","medium"
12,"0",455,32,1,14,5,0.0234812434652409,"general care","medium"
12,"0",456,32,0,10,6,1.04440487238885,"general care","medium"
12,"0",457,57,0,28,5,0.0234812434652409,"general care","medium"
12,"0",458,61,1,27,5,0.0234812434652409,"general care","medium"
12,"0",459,41,1,20,6,1.04440487238885,"general care","medium"
12,"0",460,46,1,18,5,0.0234812434652409,"general care","medium"
12,"0",461,51,0,21,6,1.04440487238885,"special care","medium"
12,"0",462,31,1,7,6,1.04440487238885,"special care","medium"
12,"0",463,56,1,22,6,1.04440487238885,"special care","medium"
12,"0",464,42,1,20,5,0.0234812434652409,"special care","medium"
12,"0",465,45,0,14,7,2.06532850131246,"special care","medium"
12,"0",466,39,1,17,5,0.0234812434652409,"special care","medium"
12,"0",467,46,1,18,6,1.04440487238885,"special care","medium"
12,"0",468,36,1,8,6,1.04440487238885,"special care","medium"
12,"0",469,42,0,15,6,1.04440487238885,"special care","medium"
12,"0",470,41,0,13,6,1.04440487238885,"special care","medium"
12,"0",471,37,1,13,6,1.04440487238885,"special care","medium"
12,"0",472,52,0,27,6,1.04440487238885,"special care","medium"
12,"0",473,42,0,22,6,1.04440487238885,"special care","medium"
13,"1",474,57,1,22,4,-0.997442385458368,"general care","small"
13,"1",475,62,1,27,3,-2.01836601438198,"general care","small"
13,"1",476,32,1,11,3,-2.01836601438198,"general care","small"
13,"1",477,56,1,20,3,-2.01836601438198,"general care","small"
13,"1",478,48,1,24,4,-0.997442385458368,"general care","small"
13,"1",479,33,1,20,3,-2.01836601438198,"general care","small"
13,"1",480,34,1,15,3,-2.01836601438198,"general care","small"
13,"1",481,61,1,21,4,-0.997442385458368,"general care","small"
13,"1",482,24,0,6,4,-0.997442385458368,"general care","small"
13,"1",483,31,1,13,4,-0.997442385458368,"general care","small"
13,"1",484,46,0,13,4,-0.997442385458368,"general care","small"
13,"1",485,27,1,4,5,0.0234812434652409,"general care","small"
13,"1",486,42,1,17,4,-0.997442385458368,"general care","small"
13,"1",487,62,1,24,3,-2.01836601438198,"special care","small"
13,"1",488,57,0,25,4,-0.997442385458368,"special care","small"
13,"1",489,31,1,15,3,-2.01836601438198,"special care","small"
13,"1",490,34,1,13,4,-0.997442385458368,"special care","small"
13,"1",491,57,1,21,3,-2.01836601438198,"special care","small"
13,"1",492,53,1,17,3,-2.01836601438198,"special care","small"
13,"1",493,47,1,20,4,-0.997442385458368,"special care","small"
13,"1",494,34,1,18,3,-2.01836601438198,"special care","small"
13,"1",495,47,1,15,4,-0.997442385458368,"special care","small"
13,"1",496,31,1,11,4,-0.997442385458368,"special care","small"
13,"1",497,25,0,10,5,0.0234812434652409,"special care","small"
13,"1",498,57,1,21,4,-0.997442385458368,"special care","small"
13,"1",499,47,1,14,4,-0.997442385458368,"special care","small"
13,"0",500,61,1,21,5,0.0234812434652409,"general care","small"
13,"0",501,27,0,10,6,1.04440487238885,"general care","small"
13,"0",502,53,0,24,6,1.04440487238885,"general care","small"
13,"0",503,34,1,10,6,1.04440487238885,"general care","small"
13,"0",504,64,1,22,4,-0.997442385458368,"general care","small"
13,"0",505,34,1,11,5,0.0234812434652409,"general care","small"
13,"0",506,55,1,21,5,0.0234812434652409,"general care","small"
13,"0",507,43,1,18,5,0.0234812434652409,"general care","small"
13,"0",508,29,1,15,4,-0.997442385458368,"general care","small"
13,"0",509,45,1,17,5,0.0234812434652409,"general care","small"
13,"0",510,27,1,11,5,0.0234812434652409,"general care","small"
13,"0",511,47,1,17,5,0.0234812434652409,"general care","small"
13,"0",512,58,1,22,6,1.04440487238885,"general care","small"
13,"0",513,45,1,15,5,0.0234812434652409,"special care","small"
13,"0",514,64,1,25,4,-0.997442385458368,"special care","small"
13,"0",515,55,1,17,5,0.0234812434652409,"special care","small"
13,"0",516,32,1,14,5,0.0234812434652409,"special care","small"
13,"0",517,29,1,8,5,0.0234812434652409,"special care","small"
13,"0",518,29,1,13,5,0.0234812434652409,"special care","small"
13,"0",519,48,0,11,6,1.04440487238885,"special care","small"
13,"0",520,45,1,22,5,0.0234812434652409,"special care","small"
13,"0",521,43,1,24,5,0.0234812434652409,"special care","small"
13,"0",522,23,0,10,6,1.04440487238885,"special care","small"
13,"0",523,60,1,25,5,0.0234812434652409,"special care","small"
13,"0",524,39,1,21,5,0.0234812434652409,"special care","small"
13,"0",525,45,1,13,6,1.04440487238885,"special care","small"
14,"1",526,36,1,10,3,-2.01836601438198,"general care","small"
14,"1",527,45,1,20,4,-0.997442385458368,"general care","small"
14,"1",528,36,1,8,4,-0.997442385458368,"general care","small"
14,"1",529,42,0,10,5,0.0234812434652409,"general care","small"
14,"1",530,37,1,20,3,-2.01836601438198,"general care","small"
14,"1",531,41,0,15,4,-0.997442385458368,"general care","small"
14,"1",532,64,0,25,4,-0.997442385458368,"general care","small"
14,"1",533,58,1,25,3,-2.01836601438198,"general care","small"
14,"1",534,62,1,28,4,-0.997442385458368,"general care","small"
14,"1",535,32,1,7,4,-0.997442385458368,"general care","small"
14,"1",536,33,1,10,4,-0.997442385458368,"general care","small"
14,"1",537,25,0,6,4,-0.997442385458368,"general care","small"
14,"1",538,60,1,20,3,-2.01836601438198,"general care","small"
14,"1",539,38,0,13,5,0.0234812434652409,"special care","small"
14,"1",540,48,0,21,5,0.0234812434652409,"special care","small"
14,"1",541,45,1,20,3,-2.01836601438198,"special care","small"
14,"1",542,56,1,20,4,-0.997442385458368,"special care","small"
14,"1",543,46,1,20,4,-0.997442385458368,"special care","small"
14,"1",544,45,0,18,4,-0.997442385458368,"special care","small"
14,"1",545,37,1,14,4,-0.997442385458368,"special care","small"
14,"1",546,57,0,20,5,0.0234812434652409,"special care","small"
14,"1",547,62,0,27,4,-0.997442385458368,"special care","small"
14,"1",548,24,1,14,4,-0.997442385458368,"special care","small"
14,"1",549,61,0,22,4,-0.997442385458368,"special care","small"
14,"1",550,51,0,15,5,0.0234812434652409,"special care","small"
14,"1",551,33,1,8,4,-0.997442385458368,"special care","small"
14,"0",552,60,1,31,4,-0.997442385458368,"general care","small"
14,"0",553,36,0,11,6,1.04440487238885,"general care","small"
14,"0",554,52,0,21,5,0.0234812434652409,"general care","small"
14,"0",555,56,1,29,5,0.0234812434652409,"general care","small"
14,"0",556,46,0,18,5,0.0234812434652409,"general care","small"
14,"0",557,50,1,21,5,0.0234812434652409,"general care","small"
14,"0",558,32,1,20,4,-0.997442385458368,"general care","small"
14,"0",559,45,0,11,6,1.04440487238885,"general care","small"
14,"0",560,28,1,13,5,0.0234812434652409,"general care","small"
14,"0",561,51,1,20,5,0.0234812434652409,"general care","small"
14,"0",562,38,1,18,5,0.0234812434652409,"general care","small"
14,"0",563,55,0,22,5,0.0234812434652409,"general care","small"
14,"0",564,45,1,24,5,0.0234812434652409,"special care","small"
14,"0",565,32,1,17,5,0.0234812434652409,"special care","small"
14,"0",566,43,1,13,5,0.0234812434652409,"special care","small"
14,"0",567,24,0,11,5,0.0234812434652409,"special care","small"
14,"0",568,47,1,17,5,0.0234812434652409,"special care","small"
14,"0",569,47,1,21,5,0.0234812434652409,"special care","small"
14,"0",570,45,0,17,5,0.0234812434652409,"special care","small"
14,"0",571,52,1,28,4,-0.997442385458368,"special care","small"
14,"0",572,45,1,20,5,0.0234812434652409,"special care","small"
14,"0",573,62,1,28,5,0.0234812434652409,"special care","small"
14,"0",574,48,1,22,6,1.04440487238885,"special care","small"
14,"0",575,50,1,15,5,0.0234812434652409,"special care","small"
15,"1",576,46,1,17,4,-0.997442385458368,"general care","medium"
15,"1",577,61,0,28,5,0.0234812434652409,"general care","medium"
15,"1",578,58,1,28,4,-0.997442385458368,"general care","medium"
15,"1",579,51,1,24,3,-2.01836601438198,"general care","medium"
15,"1",580,33,0,17,5,0.0234812434652409,"general care","medium"
15,"1",581,24,1,13,4,-0.997442385458368,"general care","medium"
15,"1",582,60,1,27,4,-0.997442385458368,"general care","medium"
15,"1",583,43,1,11,4,-0.997442385458368,"general care","medium"
15,"1",584,57,1,22,4,-0.997442385458368,"general care","medium"
15,"1",585,33,1,15,4,-0.997442385458368,"general care","medium"
15,"1",586,62,1,36,3,-2.01836601438198,"general care","medium"
15,"1",587,61,0,29,4,-0.997442385458368,"general care","medium"
15,"1",588,47,1,18,4,-0.997442385458368,"general care","medium"
15,"1",589,60,0,22,6,1.04440487238885,"special care","medium"
15,"1",590,27,1,17,5,0.0234812434652409,"special care","medium"
15,"1",591,24,1,6,6,1.04440487238885,"special care","medium"
15,"1",592,31,1,20,6,1.04440487238885,"special care","medium"
15,"1",593,55,1,25,5,0.0234812434652409,"special care","medium"
15,"1",594,53,1,20,6,1.04440487238885,"special care","medium"
15,"1",595,23,1,6,6,1.04440487238885,"special care","medium"
15,"1",596,25,1,15,6,1.04440487238885,"special care","medium"
15,"1",597,27,1,8,6,1.04440487238885,"special care","medium"
15,"1",598,45,1,22,5,0.0234812434652409,"special care","medium"
15,"1",599,52,1,25,5,0.0234812434652409,"special care","medium"
15,"0",600,25,1,8,5,0.0234812434652409,"general care","medium"
15,"0",601,37,1,14,6,1.04440487238885,"general care","medium"
15,"0",602,50,1,21,6,1.04440487238885,"general care","medium"
15,"0",603,41,1,11,6,1.04440487238885,"general care","medium"
15,"0",604,28,1,6,5,0.0234812434652409,"general care","medium"
15,"0",605,50,1,17,6,1.04440487238885,"general care","medium"
15,"0",606,52,1,25,5,0.0234812434652409,"general care","medium"
15,"0",607,23,1,6,5,0.0234812434652409,"general care","medium"
15,"0",608,28,1,4,5,0.0234812434652409,"general care","medium"
15,"0",609,24,0,10,5,0.0234812434652409,"general care","medium"
15,"0",610,37,1,10,5,0.0234812434652409,"general care","medium"
15,"0",611,56,1,27,5,0.0234812434652409,"special care","medium"
15,"0",612,58,1,22,7,2.06532850131246,"special care","medium"
15,"0",613,36,0,18,6,1.04440487238885,"special care","medium"
15,"0",614,58,0,24,7,2.06532850131246,"special care","medium"
15,"0",615,41,1,14,6,1.04440487238885,"special care","medium"
15,"0",616,51,1,18,6,1.04440487238885,"special care","medium"
15,"0",617,34,0,18,6,1.04440487238885,"special care","medium"
15,"0",618,58,0,24,6,1.04440487238885,"special care","medium"
15,"0",619,37,1,17,6,1.04440487238885,"special care","medium"
15,"0",620,25,1,11,6,1.04440487238885,"special care","medium"
15,"0",621,45,1,18,5,0.0234812434652409,"special care","medium"
16,"1",622,58,0,22,4,-0.997442385458368,"general care","small"
16,"1",623,28,0,6,5,0.0234812434652409,"general care","small"
16,"1",624,43,1,20,4,-0.997442385458368,"general care","small"
16,"1",625,38,1,18,4,-0.997442385458368,"general care","small"
16,"1",626,38,0,18,5,0.0234812434652409,"general care","small"
16,"1",627,37,1,10,5,0.0234812434652409,"general care","small"
16,"1",628,61,1,20,4,-0.997442385458368,"general care","small"
16,"1",629,64,1,28,4,-0.997442385458368,"general care","small"
16,"1",630,47,1,17,4,-0.997442385458368,"general care","small"
16,"1",631,39,1,18,3,-2.01836601438198,"general care","small"
16,"1",632,45,1,13,5,0.0234812434652409,"general care","small"
16,"1",633,34,1,10,5,0.0234812434652409,"special care","small"
16,"1",634,34,1,13,5,0.0234812434652409,"special care","small"
16,"1",635,52,1,21,6,1.04440487238885,"special care","small"
16,"1",636,33,0,15,5,0.0234812434652409,"special care","small"
16,"1",637,50,1,21,5,0.0234812434652409,"special care","small"
16,"1",638,45,1,13,4,-0.997442385458368,"special care","small"
16,"1",639,31,1,10,5,0.0234812434652409,"special care","small"
16,"1",640,53,1,17,5,0.0234812434652409,"special care","small"
16,"1",641,28,0,7,5,0.0234812434652409,"special care","small"
16,"1",642,50,1,17,5,0.0234812434652409,"special care","small"
16,"1",643,58,1,21,5,0.0234812434652409,"special care","small"
16,"0",644,39,1,13,6,1.04440487238885,"general care","small"
16,"0",645,42,1,24,5,0.0234812434652409,"general care","small"
16,"0",646,28,1,18,6,1.04440487238885,"general care","small"
16,"0",647,43,0,18,6,1.04440487238885,"general care","small"
16,"0",648,64,1,27,5,0.0234812434652409,"general care","small"
16,"0",649,47,0,25,6,1.04440487238885,"general care","small"
16,"0",650,29,1,6,6,1.04440487238885,"general care","small"
16,"0",651,56,1,29,6,1.04440487238885,"general care","small"
16,"0",652,23,1,3,7,2.06532850131246,"general care","small"
16,"0",653,28,1,10,5,0.0234812434652409,"special care","small"
16,"0",654,43,1,18,5,0.0234812434652409,"special care","small"
16,"0",655,60,1,25,5,0.0234812434652409,"special care","small"
16,"0",656,62,0,20,6,1.04440487238885,"special care","small"
16,"0",657,34,1,15,5,0.0234812434652409,"special care","small"
16,"0",658,36,1,11,6,1.04440487238885,"special care","small"
16,"0",659,51,1,22,6,1.04440487238885,"special care","small"
16,"0",660,53,0,24,6,1.04440487238885,"special care","small"
16,"0",661,58,1,25,6,1.04440487238885,"special care","small"
17,"1",662,57,1,18,5,0.0234812434652409,"general care","medium"
17,"1",663,23,1,10,5,0.0234812434652409,"general care","medium"
17,"1",664,23,0,6,6,1.04440487238885,"general care","medium"
17,"1",665,36,1,8,5,0.0234812434652409,"general care","medium"
17,"1",666,39,0,20,5,0.0234812434652409,"general care","medium"
17,"1",667,33,1,17,5,0.0234812434652409,"general care","medium"
17,"1",668,45,1,13,5,0.0234812434652409,"general care","medium"
17,"1",669,50,1,17,5,0.0234812434652409,"general care","medium"
17,"1",670,34,1,17,4,-0.997442385458368,"general care","medium"
17,"1",671,64,0,28,5,0.0234812434652409,"special care","medium"
17,"1",672,31,1,6,5,0.0234812434652409,"special care","medium"
17,"1",673,61,1,27,5,0.0234812434652409,"special care","medium"
17,"1",674,48,1,15,5,0.0234812434652409,"special care","medium"
17,"1",675,34,0,17,5,0.0234812434652409,"special care","medium"
17,"1",676,58,1,25,5,0.0234812434652409,"special care","medium"
17,"1",677,42,1,15,5,0.0234812434652409,"special care","medium"
17,"1",678,51,0,18,5,0.0234812434652409,"special care","medium"
17,"1",679,28,0,13,6,1.04440487238885,"special care","medium"
17,"0",680,64,1,22,5,0.0234812434652409,"general care","medium"
17,"0",681,58,1,22,4,-0.997442385458368,"general care","medium"
17,"0",682,37,0,20,5,0.0234812434652409,"general care","medium"
17,"0",683,43,1,15,4,-0.997442385458368,"general care","medium"
17,"0",684,33,1,13,5,0.0234812434652409,"general care","medium"
17,"0",685,62,1,24,5,0.0234812434652409,"general care","medium"
17,"0",686,39,1,17,4,-0.997442385458368,"general care","medium"
17,"0",687,55,0,21,5,0.0234812434652409,"general care","medium"
17,"0",688,43,1,20,5,0.0234812434652409,"general care","medium"
17,"0",689,61,0,25,5,0.0234812434652409,"special care","medium"
17,"0",690,52,0,20,6,1.04440487238885,"special care","medium"
17,"0",691,45,1,20,5,0.0234812434652409,"special care","medium"
17,"0",692,57,1,21,5,0.0234812434652409,"special care","medium"
17,"0",693,32,1,14,5,0.0234812434652409,"special care","medium"
17,"0",694,32,1,14,5,0.0234812434652409,"special care","medium"
17,"0",695,34,1,15,5,0.0234812434652409,"special care","medium"
17,"0",696,32,1,10,4,-0.997442385458368,"special care","medium"
17,"0",697,56,1,24,4,-0.997442385458368,"special care","medium"
18,"1",698,57,1,15,5,0.0234812434652409,"general care","small"
18,"1",699,61,1,29,3,-2.01836601438198,"general care","small"
18,"1",700,23,1,10,4,-0.997442385458368,"general care","small"
18,"1",701,24,1,10,4,-0.997442385458368,"general care","small"
18,"1",702,42,0,14,4,-0.997442385458368,"general care","small"
18,"1",703,24,1,8,5,0.0234812434652409,"general care","small"
18,"1",704,57,1,28,3,-2.01836601438198,"general care","small"
18,"1",705,27,1,10,4,-0.997442385458368,"general care","small"
18,"1",706,51,1,20,4,-0.997442385458368,"general care","small"
18,"1",707,58,1,20,4,-0.997442385458368,"special care","small"
18,"1",708,29,1,13,4,-0.997442385458368,"special care","small"
18,"1",709,42,1,14,4,-0.997442385458368,"special care","small"
18,"1",710,43,1,14,4,-0.997442385458368,"special care","small"
18,"1",711,32,1,15,4,-0.997442385458368,"special care","small"
18,"1",712,51,1,22,4,-0.997442385458368,"special care","small"
18,"1",713,47,1,21,4,-0.997442385458368,"special care","small"
18,"1",714,62,1,20,4,-0.997442385458368,"special care","small"
18,"1",715,61,0,24,5,0.0234812434652409,"special care","small"
18,"1",716,47,1,20,4,-0.997442385458368,"special care","small"
18,"0",717,37,1,17,6,1.04440487238885,"general care","small"
18,"0",718,23,0,7,6,1.04440487238885,"general care","small"
18,"0",719,27,1,13,4,-0.997442385458368,"general care","small"
18,"0",720,55,1,24,5,0.0234812434652409,"general care","small"
18,"0",721,25,1,8,6,1.04440487238885,"general care","small"
18,"0",722,43,1,15,6,1.04440487238885,"general care","small"
18,"0",723,52,1,14,5,0.0234812434652409,"general care","small"
18,"0",724,25,0,8,6,1.04440487238885,"general care","small"
18,"0",725,50,1,15,5,0.0234812434652409,"general care","small"
18,"0",726,50,0,14,6,1.04440487238885,"general care","small"
18,"0",727,58,1,22,5,0.0234812434652409,"special care","small"
18,"0",728,34,0,7,6,1.04440487238885,"special care","small"
18,"0",729,43,0,18,6,1.04440487238885,"special care","small"
18,"0",730,46,1,18,6,1.04440487238885,"special care","small"
18,"0",731,42,1,15,5,0.0234812434652409,"special care","small"
18,"0",732,51,1,24,5,0.0234812434652409,"special care","small"
18,"0",733,46,1,15,6,1.04440487238885,"special care","small"
18,"0",734,25,1,13,6,1.04440487238885,"special care","small"
18,"0",735,29,1,17,5,0.0234812434652409,"special care","small"
18,"0",736,48,1,17,6,1.04440487238885,"special care","small"
19,"1",737,53,1,20,6,1.04440487238885,"general care","large"
19,"1",738,29,1,8,6,1.04440487238885,"general care","large"
19,"1",739,51,1,20,5,0.0234812434652409,"general care","large"
19,"1",740,62,1,27,6,1.04440487238885,"general care","large"
19,"1",741,29,1,13,6,1.04440487238885,"general care","large"
19,"1",742,46,1,17,6,1.04440487238885,"general care","large"
19,"1",743,48,0,18,7,2.06532850131246,"general care","large"
19,"1",744,37,1,15,5,0.0234812434652409,"general care","large"
19,"1",745,25,1,10,5,0.0234812434652409,"general care","large"
19,"1",746,38,0,17,5,0.0234812434652409,"general care","large"
19,"1",747,24,1,11,5,0.0234812434652409,"special care","large"
19,"1",748,27,1,14,5,0.0234812434652409,"special care","large"
19,"1",749,45,0,15,6,1.04440487238885,"special care","large"
19,"1",750,41,1,14,6,1.04440487238885,"special care","large"
19,"1",751,38,1,17,5,0.0234812434652409,"special care","large"
19,"1",752,57,0,21,6,1.04440487238885,"special care","large"
19,"1",753,45,1,15,5,0.0234812434652409,"special care","large"
19,"1",754,57,1,22,5,0.0234812434652409,"special care","large"
19,"1",755,25,1,1,7,2.06532850131246,"special care","large"
19,"1",756,43,1,10,6,1.04440487238885,"special care","large"
19,"0",757,45,0,15,7,2.06532850131246,"general care","large"
19,"0",758,38,1,17,5,0.0234812434652409,"general care","large"
19,"0",759,46,1,13,6,1.04440487238885,"general care","large"
19,"0",760,46,1,18,6,1.04440487238885,"general care","large"
19,"0",761,41,1,21,6,1.04440487238885,"general care","large"
19,"0",762,45,1,17,6,1.04440487238885,"general care","large"
19,"0",763,37,0,22,6,1.04440487238885,"general care","large"
19,"0",764,53,1,27,6,1.04440487238885,"general care","large"
19,"0",765,39,1,14,6,1.04440487238885,"general care","large"
19,"0",766,51,1,20,5,0.0234812434652409,"general care","large"
19,"0",767,32,1,11,6,1.04440487238885,"special care","large"
19,"0",768,25,1,11,5,0.0234812434652409,"special care","large"
19,"0",769,23,0,8,6,1.04440487238885,"special care","large"
19,"0",770,41,1,15,6,1.04440487238885,"special care","large"
19,"0",771,55,0,24,6,1.04440487238885,"special care","large"
19,"0",772,24,0,14,6,1.04440487238885,"special care","large"
19,"0",773,55,1,20,5,0.0234812434652409,"special care","large"
19,"0",774,50,1,18,5,0.0234812434652409,"special care","large"
19,"0",775,62,1,24,6,1.04440487238885,"special care","large"
19,"0",776,46,0,17,6,1.04440487238885,"special care","large"
20,"1",777,48,0,20,4,-0.997442385458368,"general care","small"
20,"1",778,53,1,18,4,-0.997442385458368,"general care","small"
20,"1",779,56,0,28,4,-0.997442385458368,"general care","small"
20,"1",780,46,1,24,4,-0.997442385458368,"general care","small"
20,"1",781,56,0,21,4,-0.997442385458368,"general care","small"
20,"1",782,29,1,17,4,-0.997442385458368,"general care","small"
20,"1",783,36,1,8,4,-0.997442385458368,"general care","small"
20,"1",784,31,0,10,4,-0.997442385458368,"general care","small"
20,"1",785,53,1,27,4,-0.997442385458368,"general care","small"
20,"1",786,52,1,20,4,-0.997442385458368,"general care","small"
20,"1",787,47,1,25,4,-0.997442385458368,"special care","small"
20,"1",788,56,1,22,4,-0.997442385458368,"special care","small"
20,"1",789,25,1,7,4,-0.997442385458368,"special care","small"
20,"1",790,56,0,25,5,0.0234812434652409,"special care","small"
20,"1",791,61,1,20,5,0.0234812434652409,"special care","small"
20,"1",792,64,0,24,5,0.0234812434652409,"special care","small"
20,"1",793,41,1,20,5,0.0234812434652409,"special care","small"
20,"1",794,56,1,21,4,-0.997442385458368,"special care","small"
20,"1",795,37,1,17,4,-0.997442385458368,"special care","small"
20,"1",796,36,1,15,4,-0.997442385458368,"special care","small"
20,"0",797,41,0,15,7,2.06532850131246,"general care","small"
20,"0",798,25,1,3,7,2.06532850131246,"general care","small"
20,"0",799,62,1,32,6,1.04440487238885,"general care","small"
20,"0",800,27,1,10,6,1.04440487238885,"general care","small"
20,"0",801,29,0,15,6,1.04440487238885,"general care","small"
20,"0",802,36,0,15,7,2.06532850131246,"general care","small"
20,"0",803,58,1,22,6,1.04440487238885,"general care","small"
20,"0",804,46,1,13,7,2.06532850131246,"general care","small"
20,"0",805,37,1,14,6,1.04440487238885,"general care","small"
20,"0",806,32,1,15,6,1.04440487238885,"general care","small"
20,"0",807,64,1,27,6,1.04440487238885,"special care","small"
20,"0",808,52,1,24,6,1.04440487238885,"special care","small"
20,"0",809,31,0,8,7,2.06532850131246,"special care","small"
20,"0",810,52,0,17,7,2.06532850131246,"special care","small"
20,"0",811,47,1,21,6,1.04440487238885,"special care","small"
20,"0",812,39,0,17,6,1.04440487238885,"special care","small"
20,"0",813,45,0,15,7,2.06532850131246,"special care","small"
20,"0",814,53,1,17,6,1.04440487238885,"special care","small"
20,"0",815,51,1,21,6,1.04440487238885,"special care","small"
20,"0",816,50,1,28,5,0.0234812434652409,"special care","small"
21,"1",817,34,0,14,3,-2.01836601438198,"general care","small"
21,"1",818,48,1,18,3,-2.01836601438198,"general care","small"
21,"1",819,32,1,8,3,-2.01836601438198,"general care","small"
21,"1",820,38,1,17,2,-3.03928964330558,"general care","small"
21,"1",821,34,0,15,3,-2.01836601438198,"general care","small"
21,"1",822,62,1,29,2,-3.03928964330558,"general care","small"
21,"1",823,31,1,14,2,-3.03928964330558,"general care","small"
21,"1",824,50,1,20,2,-3.03928964330558,"general care","small"
21,"1",825,47,1,15,3,-2.01836601438198,"general care","small"
21,"1",826,27,0,10,3,-2.01836601438198,"general care","small"
21,"1",827,61,1,18,3,-2.01836601438198,"special care","small"
21,"1",828,48,1,25,2,-3.03928964330558,"special care","small"
21,"1",829,64,1,24,3,-2.01836601438198,"special care","small"
21,"1",830,28,1,13,4,-0.997442385458368,"special care","small"
21,"1",831,36,1,8,4,-0.997442385458368,"special care","small"
21,"1",832,51,1,21,4,-0.997442385458368,"special care","small"
21,"1",833,55,1,22,3,-2.01836601438198,"special care","small"
21,"1",834,31,1,17,3,-2.01836601438198,"special care","small"
21,"1",835,28,1,6,3,-2.01836601438198,"special care","small"
21,"1",836,33,0,4,4,-0.997442385458368,"special care","small"
21,"0",837,38,1,18,5,0.0234812434652409,"general care","small"
21,"0",838,45,1,21,4,-0.997442385458368,"general care","small"
21,"0",839,28,0,10,6,1.04440487238885,"general care","small"
21,"0",840,38,1,18,4,-0.997442385458368,"general care","small"
21,"0",841,46,0,22,4,-0.997442385458368,"general care","small"
21,"0",842,57,1,25,4,-0.997442385458368,"general care","small"
21,"0",843,42,1,20,4,-0.997442385458368,"general care","small"
21,"0",844,31,0,13,5,0.0234812434652409,"general care","small"
21,"0",845,37,1,14,5,0.0234812434652409,"general care","small"
21,"0",846,57,0,22,5,0.0234812434652409,"general care","small"
21,"0",847,42,1,22,3,-2.01836601438198,"special care","small"
21,"0",848,42,0,14,5,0.0234812434652409,"special care","small"
21,"0",849,60,1,24,5,0.0234812434652409,"special care","small"
21,"0",850,33,1,18,5,0.0234812434652409,"special care","small"
21,"0",851,48,1,18,5,0.0234812434652409,"special care","small"
21,"0",852,24,1,11,4,-0.997442385458368,"special care","small"
21,"0",853,37,0,17,5,0.0234812434652409,"special care","small"
21,"0",854,37,1,13,5,0.0234812434652409,"special care","small"
21,"0",855,28,1,8,4,-0.997442385458368,"special care","small"
21,"0",856,34,1,15,5,0.0234812434652409,"special care","small"
22,"1",857,33,0,14,6,1.04440487238885,"general care","medium"
22,"1",858,50,0,24,6,1.04440487238885,"general care","medium"
22,"1",859,31,1,14,5,0.0234812434652409,"general care","medium"
22,"1",860,29,1,15,6,1.04440487238885,"general care","medium"
22,"1",861,61,1,24,6,1.04440487238885,"general care","medium"
22,"1",862,58,1,24,5,0.0234812434652409,"general care","medium"
22,"1",863,48,1,17,5,0.0234812434652409,"general care","medium"
22,"1",864,25,1,11,6,1.04440487238885,"general care","medium"
22,"1",865,34,1,17,5,0.0234812434652409,"general care","medium"
22,"1",866,27,1,10,5,0.0234812434652409,"special care","medium"
22,"1",867,23,1,6,5,0.0234812434652409,"special care","medium"
22,"1",868,58,1,21,6,1.04440487238885,"special care","medium"
22,"1",869,48,1,21,5,0.0234812434652409,"special care","medium"
22,"1",870,50,1,18,6,1.04440487238885,"special care","medium"
22,"1",871,45,0,15,5,0.0234812434652409,"special care","medium"
22,"1",872,51,1,18,5,0.0234812434652409,"special care","medium"
22,"1",873,53,0,27,5,0.0234812434652409,"special care","medium"
22,"1",874,25,1,13,5,0.0234812434652409,"special care","medium"
22,"0",875,50,0,24,5,0.0234812434652409,"general care","medium"
22,"0",876,29,0,11,6,1.04440487238885,"general care","medium"
22,"0",877,64,0,27,5,0.0234812434652409,"general care","medium"
22,"0",878,36,1,13,6,1.04440487238885,"general care","medium"
22,"0",879,56,1,28,4,-0.997442385458368,"general care","medium"
22,"0",880,34,0,18,6,1.04440487238885,"general care","medium"
22,"0",881,61,1,28,5,0.0234812434652409,"general care","medium"
22,"0",882,34,0,15,5,0.0234812434652409,"general care","medium"
22,"0",883,58,0,29,5,0.0234812434652409,"general care","medium"
22,"0",884,60,1,22,6,1.04440487238885,"special care","medium"
22,"0",885,39,1,20,5,0.0234812434652409,"special care","medium"
22,"0",886,24,1,13,5,0.0234812434652409,"special care","medium"
22,"0",887,34,1,14,5,0.0234812434652409,"special care","medium"
22,"0",888,48,1,22,5,0.0234812434652409,"special care","medium"
22,"0",889,28,0,13,6,1.04440487238885,"special care","medium"
22,"0",890,34,1,10,6,1.04440487238885,"special care","medium"
22,"0",891,42,0,18,6,1.04440487238885,"special care","medium"
22,"0",892,46,1,15,6,1.04440487238885,"special care","medium"
