ppt,env_att,DET,day,EFZ
ppt065,63,Intervention,3,0.24830441000822379
ppt065,63,Intervention,4,0.11034797374953205
ppt065,63,Intervention,5,0.014701138566409776
ppt065,63,Intervention,6,0.023829707278869794
ppt065,63,Intervention,7,0.025219791507663174
ppt065,63,Intervention,8,-0.46065543069940024
ppt065,63,Intervention,9,-0.3683358163517412
ppt065,63,Intervention,10,-0.39046342427683245
ppt066,63,Intervention,1,0.5184392700589368
ppt066,63,Intervention,2,-0.39271697333042715
ppt066,63,Intervention,3,-0.00984351120951499
ppt066,63,Intervention,4,-0.09676377886298079
ppt066,63,Intervention,5,0.41410863729064873
ppt066,63,Intervention,6,-0.3962712919822362
ppt066,63,Intervention,7,-0.4219394616999553
ppt066,63,Intervention,8,-0.8621148406554928
ppt066,63,Intervention,9,-0.8307924509106372
ppt066,63,Intervention,10,-0.7357184310151993
ppt067,70,Intervention,1,-1.2218309573546804
ppt067,70,Intervention,2,-1.234714092671287
ppt067,70,Intervention,3,-0.9739530551563795
ppt067,70,Intervention,4,-1.0641056844244303
ppt067,70,Intervention,5,-0.8099438253997155
ppt067,70,Intervention,6,-1.4193119104155578
ppt067,70,Intervention,7,-1.2078504445060563
ppt067,70,Intervention,8,-1.362954315441944
ppt067,70,Intervention,9,-1.340758800303731
ppt067,70,Intervention,10,-1.0296569467200622
ppt068,52,Intervention,1,0.9081124551329184
ppt068,52,Intervention,2,1.3223829991733635
ppt068,52,Intervention,3,1.5041189550724816
ppt068,52,Intervention,4,1.4428725215886928
ppt068,52,Intervention,5,1.1585294305962517
ppt068,52,Intervention,6,1.1581553969065221
ppt068,52,Intervention,7,0.7059214684105625
ppt068,52,Intervention,8,1.0841940063512128
ppt068,52,Intervention,9,0.7801210656435481
ppt068,52,Intervention,10,1.4287132550780468
ppt069,70,Intervention,1,-1.2907793391141473
ppt069,70,Intervention,2,-1.5124129610448316
ppt069,70,Intervention,3,-1.3823134983424117
ppt069,70,Intervention,4,-1.8207944235993083
ppt069,70,Intervention,5,-2.2586791033912816
ppt069,70,Intervention,6,-1.9056580163542418
ppt069,70,Intervention,7,-2.266235161414212
ppt069,70,Intervention,8,-2.1328285430083134
ppt069,70,Intervention,9,-2.1370385638079425
ppt069,70,Intervention,10,-2.677901896001336
ppt070,62,Intervention,1,0.027870975511648487
ppt070,62,Intervention,2,0.2540672230853354
ppt070,62,Intervention,3,-0.4169306657946656
ppt070,62,Intervention,4,-0.34803025135390825
ppt070,62,Intervention,5,-0.7927740931240675
ppt070,62,Intervention,6,-0.9715622166180541
ppt070,62,Intervention,7,-1.540518670600179
ppt070,62,Intervention,8,-1.8767528501397344
ppt070,62,Intervention,9,-1.4351930043364125
ppt070,62,Intervention,10,-2.1641829916466797
ppt071,54,Intervention,1,0.9786962982177909
ppt071,54,Intervention,2,0.66873222828514
ppt071,54,Intervention,3,0.9754743285604922
ppt071,54,Intervention,4,1.0284202810498224
ppt071,54,Intervention,5,0.24332565445798668
ppt071,54,Intervention,6,0.7016632781983655
ppt071,54,Intervention,7,0.3057360722989692
ppt071,54,Intervention,8,-0.23542364242794853
ppt071,54,Intervention,9,-0.06916066085370924
ppt071,54,Intervention,10,0.043336447290282194
ppt072,48,Intervention,1,1.3862588626454717
ppt072,48,Intervention,2,1.6804755600128836
ppt072,48,Intervention,3,1.4591054874452007
ppt072,48,Intervention,4,1.565849216058508
ppt072,48,Intervention,5,1.1153137086124578
ppt072,48,Intervention,6,1.1232399815838545
ppt072,48,Intervention,7,1.3749169900853715
ppt072,48,Intervention,8,0.774315100254689
ppt072,48,Intervention,9,0.8942848698966757
ppt072,48,Intervention,10,0.29020681183093405
ppt073,55,Intervention,1,0.6255543065065959
ppt073,55,Intervention,2,0.4830770248166683
ppt073,55,Intervention,3,-0.02560769784661379
ppt073,55,Intervention,4,0.49791301868959026
ppt073,55,Intervention,5,0.19354299431459848
ppt073,55,Intervention,6,0.2484209281235174
ppt073,55,Intervention,7,-0.7554606957418937
ppt073,55,Intervention,8,-0.12377545251783095
ppt073,55,Intervention,9,0.038315047634199496
ppt073,55,Intervention,10,-0.3645475123192315
ppt074,57,Intervention,1,0.8680039172632614
ppt074,57,Intervention,2,0.533420268821786
ppt074,57,Intervention,3,0.07383417400686226
ppt074,57,Intervention,4,0.5649546756923682
ppt074,57,Intervention,5,0.39208354912586585
ppt074,57,Intervention,6,0.2560429585108729
ppt074,57,Intervention,7,0.4450722425632775
ppt074,57,Intervention,8,-0.01642327725880552
ppt074,57,Intervention,9,0.33666601306530564
ppt074,57,Intervention,10,0.6358208824808012
ppt075,65,Intervention,1,-0.017803664209772644
ppt075,65,Intervention,2,-0.4136247832184033
ppt075,65,Intervention,3,-0.17040328941025493
ppt075,65,Intervention,4,-0.15738465855487396
ppt075,65,Intervention,5,-0.6786624568619547
ppt075,65,Intervention,6,-0.48621061523632675
ppt075,65,Intervention,7,-0.4300242664504142
ppt075,65,Intervention,8,-0.9385621809534578
ppt075,65,Intervention,9,-1.5952913091968228
ppt075,65,Intervention,10,-1.3712357876189598
ppt076,55,Intervention,1,0.28875062369690635
ppt076,55,Intervention,2,0.1783192115332072
ppt076,55,Intervention,3,0.40180429524263683
ppt076,55,Intervention,4,-0.2343246485118045
ppt076,55,Intervention,5,0.3989761083173331
ppt076,55,Intervention,6,0.04590545669390349
ppt076,55,Intervention,7,-0.08859645919653247
ppt076,55,Intervention,8,0.3782851601215149
ppt076,55,Intervention,9,-0.0062619202640461225
ppt076,55,Intervention,10,0.1595426983163826
ppt077,56,Intervention,1,1.0648146631292947
ppt077,56,Intervention,2,0.5803493183735892
ppt077,56,Intervention,3,0.7205189153646497
ppt077,56,Intervention,4,0.647883993846858
ppt077,56,Intervention,5,-0.11451842821634423
ppt077,56,Intervention,6,-0.16277918677705505
ppt077,56,Intervention,7,-0.21973980849719524
ppt077,56,Intervention,8,-0.6345615716288523
ppt077,56,Intervention,9,0.0100040394469354
ppt077,56,Intervention,10,-0.2620332197434895
ppt078,48,Intervention,1,1.4541893528723322
ppt078,48,Intervention,2,0.8752482384992967
ppt078,48,Intervention,3,0.8872061214804091
ppt078,48,Intervention,4,0.8254115377761087
ppt078,48,Intervention,5,1.305029973883113
ppt078,48,Intervention,6,1.0597235067809883
ppt078,48,Intervention,7,0.5006374138095523
ppt078,48,Intervention,8,0.693035059214269
ppt078,48,Intervention,9,0.29969752349322143
ppt078,48,Intervention,10,0.4669411091234449
ppt079,77,Intervention,1,-1.464798316736906
ppt079,77,Intervention,2,-1.9197701959330022
ppt079,77,Intervention,3,-1.3700905297070625
ppt079,77,Intervention,4,-1.9421822861188995
ppt079,77,Intervention,5,-2.138715755313625
ppt079,77,Intervention,6,-2.6081677835056127
ppt079,77,Intervention,7,-2.00984689493518
ppt079,77,Intervention,8,-2.7834851499118667
ppt079,77,Intervention,9,-2.8429082779597166
ppt079,77,Intervention,10,-3.157693681376828
ppt080,65,Intervention,1,-0.6280973049404563
ppt080,65,Intervention,2,-0.5678841852716323
ppt080,65,Intervention,3,-0.6244474257825241
ppt080,65,Intervention,4,-0.5519906578355032
ppt080,65,Intervention,5,-0.5405524549100065
ppt080,65,Intervention,6,-0.76774559591392455
ppt080,65,Intervention,7,-0.3140461254402231
ppt080,65,Intervention,8,-0.9438752026171657
ppt080,65,Intervention,9,-0.6666379204589671
ppt080,65,Intervention,10,-0.3451937579068677
ppt081,49,Intervention,1,1.6259520120665765
ppt081,49,Intervention,2,1.4975045131157216
ppt081,49,Intervention,3,0.8664910157590207
ppt081,49,Intervention,4,1.4957547671226428
ppt081,49,Intervention,5,0.9066773742066848
ppt081,49,Intervention,6,0.9681046840439798
ppt081,49,Intervention,7,0.7998365237786724
ppt081,49,Intervention,8,0.7791967870617399
ppt081,49,Intervention,9,0.291975224805123
ppt081,49,Intervention,10,0.25103835454571277
ppt082,53,Intervention,1,0.5222256366033347
ppt082,53,Intervention,2,0.44410885315291043
ppt082,53,Intervention,3,0.3748206482754913
ppt082,53,Intervention,4,0.9279270614786822
ppt082,53,Intervention,5,0.555982016996483
ppt082,53,Intervention,6,0.4708902031959915
ppt082,53,Intervention,7,0.7183006584066044
ppt082,53,Intervention,8,0.33716941744499224
ppt082,53,Intervention,9,0.4907444747263841
ppt082,53,Intervention,10,0.02290594006477696
ppt083,61,Intervention,1,-0.6550895784013425
ppt083,61,Intervention,2,0.2311604174412364
ppt083,61,Intervention,3,0.22017056256418532
ppt083,61,Intervention,4,-0.11175068604306437
ppt083,61,Intervention,5,0.03608411393569183
ppt083,61,Intervention,6,-0.4752353775680028
ppt083,61,Intervention,7,-0.9382660993398889
ppt083,61,Intervention,8,-0.19548483672362837
ppt083,61,Intervention,9,-0.7336581488280435
ppt083,61,Intervention,10,-0.37740614327589583
ppt084,65,Intervention,1,-0.1764800386155972
ppt084,65,Intervention,2,-0.38763270445776526
ppt084,65,Intervention,3,-0.32360706282697416
ppt084,65,Intervention,4,-0.3306005209493245
ppt084,65,Intervention,5,-0.9100689190671423
ppt084,65,Intervention,6,-0.4930478202184046
ppt084,65,Intervention,7,-1.2677725170855247
ppt084,65,Intervention,8,-0.5368372329896811
ppt084,65,Intervention,9,-0.5925623901899928
ppt084,65,Intervention,10,-1.154910158475335
ppt085,65,Intervention,1,-0.34967800201222116
ppt085,65,Intervention,2,0.013748158476684355
ppt085,65,Intervention,3,-0.19003203155716994
ppt085,65,Intervention,4,-0.4388646484599372
ppt085,65,Intervention,5,-0.16927463946118892
ppt085,65,Intervention,6,0.010819247752318165
ppt085,65,Intervention,7,-0.5987235153835546
ppt085,65,Intervention,8,-0.9860319409230291
ppt085,65,Intervention,9,-0.745823039815335
ppt085,65,Intervention,10,-0.5999438402384836
ppt086,57,Intervention,1,0.42950525375585163
ppt086,57,Intervention,2,-0.10979697978848764
ppt086,57,Intervention,3,-0.323861129548701
ppt086,57,Intervention,4,-0.020870846766340316
ppt086,57,Intervention,5,0.049338513352630495
ppt086,57,Intervention,6,0.15515362640549424
ppt086,57,Intervention,7,-0.4325998463650528
ppt086,57,Intervention,8,-0.7230919168668063
ppt086,57,Intervention,9,-0.8492901842031623
ppt086,57,Intervention,10,-0.9539744891891141
ppt087,62,Intervention,1,-0.27364107975285223
ppt087,62,Intervention,2,0.2683707880547021
ppt087,62,Intervention,3,-0.015597084524387406
ppt087,62,Intervention,4,0.18123633409531126
ppt087,62,Intervention,5,-0.5513503407115685
ppt087,62,Intervention,6,0.2983824331197894
ppt087,62,Intervention,7,-0.4855900120246663
ppt087,62,Intervention,8,-0.15398846000520952
ppt087,62,Intervention,9,-0.23714467721297733
ppt087,62,Intervention,10,-0.4622363825851089
ppt088,66,Intervention,1,-0.8978055257804097
ppt088,66,Intervention,2,-0.34795798803332906
ppt088,66,Intervention,3,-0.26364325743968
ppt088,66,Intervention,4,-0.5550775917550587
ppt088,66,Intervention,5,-0.1623370569294437
ppt088,66,Intervention,6,-0.5651778981335339
ppt088,66,Intervention,7,-0.026673603326509927
ppt088,66,Intervention,8,-0.7476493692388666
ppt088,66,Intervention,9,-0.5048915699342483
ppt088,66,Intervention,10,-0.5651158969623513
ppt089,47,Intervention,1,2.1346159873351414
ppt089,47,Intervention,2,2.328160463516496
ppt089,47,Intervention,3,1.8194480444029406
ppt089,47,Intervention,4,1.3447552885510248
ppt089,47,Intervention,5,1.9827214404356075
ppt089,47,Intervention,6,1.914075422290841
ppt089,47,Intervention,7,2.004427670666483
ppt089,47,Intervention,8,1.2947119931963686
ppt089,47,Intervention,9,1.3644291669996431
ppt089,47,Intervention,10,1.0059122955823203
ppt090,65,Intervention,1,-0.9986472078765246
ppt090,65,Intervention,2,-0.7903140273278969
ppt090,65,Intervention,3,-0.7671998415614605
ppt090,65,Intervention,4,-0.6131509321267885
ppt090,65,Intervention,5,-1.078011443339377
ppt090,65,Intervention,6,-0.799041457688633
ppt090,65,Intervention,7,-0.9704401200487246
ppt090,65,Intervention,8,-0.8212111297065405
ppt090,65,Intervention,9,-0.5431206116804925
ppt090,65,Intervention,10,-0.3573262788529591
ppt091,64,Intervention,1,-0.4015100006182441
ppt091,64,Intervention,2,-0.5305818770948987
ppt091,64,Intervention,3,-0.24840516676471144
ppt091,64,Intervention,4,-0.864064213295398
ppt091,64,Intervention,5,-0.5518802859811636
ppt091,64,Intervention,6,-0.3264286250225657
ppt091,64,Intervention,7,-1.0336009240478683
ppt091,64,Intervention,8,-0.8606313355150298
ppt091,64,Intervention,9,-1.0497611071471415
ppt091,64,Intervention,10,-0.7473847749529091
ppt092,68,Intervention,1,-1.0229784137843576
ppt092,68,Intervention,2,-1.384239053510895
ppt092,68,Intervention,3,-1.0849422555781836
ppt092,68,Intervention,4,-1.3512917101590802
ppt092,68,Intervention,5,-1.0312469575542604
ppt092,68,Intervention,6,-1.4037246044168388
ppt092,68,Intervention,7,-2.3214469732994303
ppt092,68,Intervention,8,-1.865845880249178
ppt092,68,Intervention,9,-2.2167943989469463
ppt092,68,Intervention,10,-2.264812635023578
ppt093,58,Intervention,1,0.7711714080463248
ppt093,58,Intervention,2,0.23660362651299696
ppt093,58,Intervention,3,-0.16655668898851841
ppt093,58,Intervention,4,-0.49934937589520845
ppt093,58,Intervention,5,-0.3768647841742859
ppt093,58,Intervention,6,-0.279360197312533
ppt093,58,Intervention,7,-0.5265718406089731
ppt093,58,Intervention,8,-0.6754450448377232
ppt093,58,Intervention,9,-0.6774483462560796
ppt093,58,Intervention,10,-0.6848109514377066
ppt094,57,Intervention,1,0.023873160377332853
ppt094,57,Intervention,2,0.5555554715300174
ppt094,57,Intervention,3,0.005887352196371725
ppt094,57,Intervention,4,0.5797800834114557
ppt094,57,Intervention,5,-0.08161824991588593
ppt094,57,Intervention,6,0.28275321995666086
ppt094,57,Intervention,7,-0.2810512686688506
ppt094,57,Intervention,8,0.5310746530471141
ppt094,57,Intervention,9,0.0793792861601294
ppt094,57,Intervention,10,-0.19486921442655808
ppt095,64,Intervention,1,-0.01147223605196864
ppt095,64,Intervention,2,0.04649523829131154
ppt095,64,Intervention,3,-0.21776104732856377
ppt095,64,Intervention,4,-0.3568948732533051
ppt095,64,Intervention,5,-0.5140137901248979
ppt095,64,Intervention,6,-0.4344419585907623
ppt095,64,Intervention,7,-0.6348615609678279
ppt095,64,Intervention,8,-0.618213959117034
ppt095,64,Intervention,9,-0.5153806307271244
ppt095,64,Intervention,10,-0.8106568192028691
ppt096,64,Intervention,1,-0.48590561020813866
ppt096,64,Intervention,2,-0.4430752168421964
ppt096,64,Intervention,3,0.03983741871216533
ppt096,64,Intervention,4,-0.42763247027993156
ppt096,64,Intervention,5,-1.1983485036685328
ppt096,64,Intervention,6,-0.7700656486798018
ppt096,64,Intervention,7,-0.3882520038013717
ppt096,64,Intervention,8,-1.143361581063732
ppt096,64,Intervention,9,-0.9020748987744989
ppt096,64,Intervention,10,-1.3495008802363342
ppt097,61,Intervention,1,0.34995555909839243
ppt097,61,Intervention,2,0.17472322741158908
ppt097,61,Intervention,3,-0.3338365584567091
ppt097,61,Intervention,4,-0.5661385561746043
ppt097,61,Intervention,5,-1.1143686479358261
ppt097,61,Intervention,6,-0.605338746315184
ppt097,61,Intervention,7,-1.102710344884891
ppt097,61,Intervention,8,-1.1231114078576252
ppt097,61,Intervention,9,-1.1669758183933017
ppt097,61,Intervention,10,-1.9412807695567453
ppt098,58,Intervention,1,0.7810909480347753
ppt098,58,Intervention,2,0.06879566639773214
ppt098,58,Intervention,3,0.26254600076198004
ppt098,58,Intervention,4,0.6837091759190915
ppt098,58,Intervention,5,0.5308944589384027
ppt098,58,Intervention,6,0.24825854445060444
ppt098,58,Intervention,7,0.20093896869706804
ppt098,58,Intervention,8,-0.06203569764055863
ppt098,58,Intervention,9,0.6330601552541538
ppt098,58,Intervention,10,0.684615473769771
ppt099,65,Intervention,1,-0.1296062503678998
ppt099,65,Intervention,2,-0.3249534167184548
ppt099,65,Intervention,3,-0.5932423742860659
ppt099,65,Intervention,4,-0.7172406834852014
ppt099,65,Intervention,5,-0.3632004464771676
ppt099,65,Intervention,6,-0.6622512502456407
ppt099,65,Intervention,7,-0.5303483481485867
ppt099,65,Intervention,8,-1.0864778936089912
ppt099,65,Intervention,9,-0.9614772113710303
ppt099,65,Intervention,10,-0.42638287104825234
ppt100,78,Intervention,1,-1.5786725941103539
ppt100,78,Intervention,2,-1.668403262436319
ppt100,78,Intervention,3,-1.6025962940975167
ppt100,78,Intervention,4,-2.304858634445964
ppt100,78,Intervention,5,-1.4160971840720205
ppt100,78,Intervention,6,-1.9110367528704826
ppt100,78,Intervention,7,-1.9448559765685844
ppt100,78,Intervention,8,-2.485293794909408
ppt100,78,Intervention,9,-1.6849652341435963
ppt100,78,Intervention,10,-1.979990735530904
