PID,frame,lives,lever
PPT_76,negative,15lives,1
PPT_77,positive,5lives,0
PPT_77,positive,15lives,1
PPT_77,positive,5lives,0
PPT_77,positive,15lives,0
PPT_77,neutral,5lives,0
PPT_77,neutral,15lives,1
PPT_77,neutral,5lives,1
PPT_77,neutral,15lives,0
PPT_77,negative,5lives,0
PPT_77,negative,15lives,1
PPT_77,negative,5lives,1
PPT_77,negative,15lives,1
PPT_78,positive,5lives,1
PPT_78,positive,15lives,1
PPT_78,positive,5lives,1
PPT_78,positive,15lives,1
PPT_78,neutral,5lives,1
PPT_78,neutral,15lives,1
PPT_78,neutral,5lives,1
PPT_78,neutral,15lives,1
PPT_78,negative,5lives,1
PPT_78,negative,15lives,1
PPT_78,negative,5lives,1
PPT_78,negative,15lives,1
PPT_79,positive,5lives,1
PPT_79,positive,15lives,0
PPT_79,positive,5lives,1
PPT_79,positive,15lives,1
PPT_79,neutral,5lives,1
PPT_79,neutral,15lives,1
PPT_79,neutral,5lives,0
PPT_79,neutral,15lives,1
PPT_79,negative,5lives,0
PPT_79,negative,15lives,0
PPT_79,negative,5lives,0
PPT_79,negative,15lives,1
PPT_80,positive,5lives,0
PPT_80,positive,15lives,0
PPT_80,positive,5lives,1
PPT_80,positive,15lives,1
PPT_80,neutral,5lives,1
PPT_80,neutral,15lives,0
PPT_80,neutral,5lives,0
PPT_80,neutral,15lives,0
PPT_80,negative,5lives,0
PPT_80,negative,15lives,0
PPT_80,negative,5lives,1
PPT_80,negative,15lives,0
PPT_81,positive,5lives,1
PPT_81,positive,15lives,1
PPT_81,positive,5lives,1
PPT_81,positive,15lives,1
PPT_81,neutral,5lives,1
PPT_81,neutral,15lives,1
PPT_81,neutral,5lives,0
PPT_81,neutral,15lives,1
PPT_81,negative,5lives,0
PPT_81,negative,15lives,1
PPT_81,negative,5lives,1
PPT_81,negative,15lives,1
PPT_82,positive,5lives,1
PPT_82,positive,15lives,1
PPT_82,positive,5lives,1
PPT_82,positive,15lives,1
PPT_82,neutral,5lives,1
PPT_82,neutral,15lives,1
PPT_82,neutral,5lives,1
PPT_82,neutral,15lives,1
PPT_82,negative,5lives,0
PPT_82,negative,15lives,1
PPT_82,negative,5lives,1
PPT_82,negative,15lives,1
PPT_83,positive,5lives,1
PPT_83,positive,15lives,1
PPT_83,positive,5lives,1
PPT_83,positive,15lives,1
PPT_83,neutral,5lives,1
PPT_83,neutral,15lives,0
PPT_83,neutral,5lives,1
PPT_83,neutral,15lives,0
PPT_83,negative,5lives,0
PPT_83,negative,15lives,1
PPT_83,negative,5lives,1
PPT_83,negative,15lives,1
PPT_84,positive,5lives,0
PPT_84,positive,15lives,0
PPT_84,positive,5lives,0
PPT_84,positive,15lives,0
PPT_84,neutral,5lives,0
PPT_84,neutral,15lives,0
PPT_84,neutral,5lives,0
PPT_84,neutral,15lives,1
PPT_84,negative,5lives,0
PPT_84,negative,15lives,0
PPT_84,negative,5lives,0
PPT_84,negative,15lives,0
PPT_85,positive,5lives,1
PPT_85,positive,15lives,1
PPT_85,positive,5lives,1
PPT_85,positive,15lives,1
PPT_85,neutral,5lives,1
PPT_85,neutral,15lives,1
PPT_85,neutral,5lives,1
PPT_85,neutral,15lives,1
PPT_85,negative,5lives,1
PPT_85,negative,15lives,1
PPT_85,negative,5lives,1
PPT_85,negative,15lives,1
PPT_86,positive,5lives,1
PPT_86,positive,15lives,1
PPT_86,positive,5lives,1
PPT_86,positive,15lives,0
PPT_86,neutral,5lives,0
PPT_86,neutral,15lives,1
PPT_86,neutral,5lives,1
PPT_86,neutral,15lives,1
PPT_86,negative,5lives,1
PPT_86,negative,15lives,1
PPT_86,negative,5lives,1
PPT_86,negative,15lives,1
PPT_87,positive,5lives,0
PPT_87,positive,15lives,1
PPT_87,positive,5lives,1
PPT_87,positive,15lives,1
PPT_87,neutral,5lives,0
PPT_87,neutral,15lives,1
PPT_87,neutral,5lives,0
PPT_87,neutral,15lives,1
PPT_87,negative,5lives,1
PPT_87,negative,15lives,1
PPT_87,negative,5lives,1
PPT_87,negative,15lives,1
PPT_88,positive,5lives,1
PPT_88,positive,15lives,1
PPT_88,positive,5lives,0
PPT_88,positive,15lives,0
PPT_88,neutral,5lives,0
PPT_88,neutral,15lives,0
PPT_88,neutral,5lives,0
PPT_88,neutral,15lives,1
PPT_88,negative,5lives,0
PPT_88,negative,15lives,1
PPT_88,negative,5lives,0
PPT_88,negative,15lives,0
PPT_89,positive,5lives,1
PPT_89,positive,15lives,1
PPT_89,positive,5lives,0
PPT_89,positive,15lives,1
PPT_89,neutral,5lives,0
PPT_89,neutral,15lives,1
PPT_89,neutral,5lives,1
PPT_89,neutral,15lives,1
PPT_89,negative,5lives,0
PPT_89,negative,15lives,1
PPT_89,negative,5lives,1
PPT_89,negative,15lives,1
PPT_90,positive,5lives,1
PPT_90,positive,15lives,1
PPT_90,positive,5lives,1
PPT_90,positive,15lives,1
PPT_90,neutral,5lives,1
PPT_90,neutral,15lives,1
PPT_90,neutral,5lives,1
PPT_90,neutral,15lives,0
PPT_90,negative,5lives,0
PPT_90,negative,15lives,1
PPT_90,negative,5lives,1
PPT_90,negative,15lives,0
PPT_91,positive,5lives,1
PPT_91,positive,15lives,1
PPT_91,positive,5lives,1
PPT_91,positive,15lives,1
PPT_91,neutral,5lives,0
PPT_91,neutral,15lives,1
PPT_91,neutral,5lives,0
PPT_91,neutral,15lives,1
PPT_91,negative,5lives,1
PPT_91,negative,15lives,1
PPT_91,negative,5lives,1
PPT_91,negative,15lives,1
PPT_92,positive,5lives,0
PPT_92,positive,15lives,1
PPT_92,positive,5lives,1
PPT_92,positive,15lives,0
PPT_92,neutral,5lives,1
PPT_92,neutral,15lives,0
PPT_92,neutral,5lives,0
PPT_92,neutral,15lives,1
PPT_92,negative,5lives,0
PPT_92,negative,15lives,0
PPT_92,negative,5lives,1
PPT_92,negative,15lives,1
PPT_93,positive,5lives,1
PPT_93,positive,15lives,1
PPT_93,positive,5lives,1
PPT_93,positive,15lives,1
PPT_93,neutral,5lives,1
PPT_93,neutral,15lives,0
PPT_93,neutral,5lives,0
PPT_93,neutral,15lives,1
PPT_93,negative,5lives,0
PPT_93,negative,15lives,1
PPT_93,negative,5lives,0
PPT_93,negative,15lives,1
PPT_94,positive,5lives,1
PPT_94,positive,15lives,0
PPT_94,positive,5lives,0
PPT_94,positive,15lives,1
PPT_94,neutral,5lives,0
PPT_94,neutral,15lives,1
PPT_94,neutral,5lives,0
PPT_94,neutral,15lives,0
PPT_94,negative,5lives,1
PPT_94,negative,15lives,1
PPT_94,negative,5lives,0
PPT_94,negative,15lives,0
PPT_95,positive,5lives,1
PPT_95,positive,15lives,0
PPT_95,positive,5lives,1
PPT_95,positive,15lives,1
PPT_95,neutral,5lives,1
PPT_95,neutral,15lives,1
PPT_95,neutral,5lives,1
PPT_95,neutral,15lives,1
PPT_95,negative,5lives,1
PPT_95,negative,15lives,1
PPT_95,negative,5lives,1
PPT_95,negative,15lives,1
PPT_96,positive,5lives,0
PPT_96,positive,15lives,1
PPT_96,positive,5lives,0
PPT_96,positive,15lives,0
PPT_96,neutral,5lives,0
PPT_96,neutral,15lives,0
PPT_96,neutral,5lives,1
PPT_96,neutral,15lives,0
PPT_96,negative,5lives,0
PPT_96,negative,15lives,0
PPT_96,negative,5lives,0
PPT_96,negative,15lives,0
PPT_97,positive,5lives,1
PPT_97,positive,15lives,1
PPT_97,positive,5lives,1
PPT_97,positive,15lives,1
PPT_97,neutral,5lives,0
PPT_97,neutral,15lives,1
PPT_97,neutral,5lives,1
PPT_97,neutral,15lives,1
PPT_97,negative,5lives,1
PPT_97,negative,15lives,1
PPT_97,negative,5lives,1
PPT_97,negative,15lives,1
PPT_98,positive,5lives,1
PPT_98,positive,15lives,1
PPT_98,positive,5lives,1
PPT_98,positive,15lives,0
PPT_98,neutral,5lives,1
PPT_98,neutral,15lives,1
PPT_98,neutral,5lives,1
PPT_98,neutral,15lives,0
PPT_98,negative,5lives,1
PPT_98,negative,15lives,1
PPT_98,negative,5lives,1
PPT_98,negative,15lives,0
PPT_99,positive,5lives,1
PPT_99,positive,15lives,1
PPT_99,positive,5lives,0
PPT_99,positive,15lives,0
PPT_99,neutral,5lives,1
PPT_99,neutral,15lives,1
PPT_99,neutral,5lives,1
PPT_99,neutral,15lives,1
PPT_99,negative,5lives,0
PPT_99,negative,15lives,1
PPT_99,negative,5lives,1
PPT_99,negative,15lives,1
PPT_100,positive,5lives,1
PPT_100,positive,15lives,1
PPT_100,positive,5lives,1
PPT_100,positive,15lives,0
PPT_100,neutral,5lives,0
PPT_100,neutral,15lives,1
PPT_100,neutral,5lives,1
PPT_100,neutral,15lives,1
PPT_100,negative,5lives,1
PPT_100,negative,15lives,1
PPT_100,negative,5lives,1
PPT_100,negative,15lives,1
PPT_101,positive,5lives,1
PPT_101,positive,15lives,1
PPT_101,positive,5lives,1
PPT_101,positive,15lives,0
PPT_101,neutral,5lives,0
PPT_101,neutral,15lives,1
PPT_101,neutral,5lives,1
PPT_101,neutral,15lives,1
PPT_101,negative,5lives,1
PPT_101,negative,15lives,1
PPT_101,negative,5lives,0
PPT_101,negative,15lives,1
PPT_102,positive,5lives,1
PPT_102,positive,15lives,0
PPT_102,positive,5lives,0
PPT_102,positive,15lives,1
PPT_102,neutral,5lives,1
PPT_102,neutral,15lives,1
PPT_102,neutral,5lives,1
PPT_102,neutral,15lives,1
PPT_102,negative,5lives,0
PPT_102,negative,15lives,0
PPT_102,negative,5lives,1
PPT_102,negative,15lives,1
PPT_103,positive,5lives,0
PPT_103,positive,15lives,0
PPT_103,positive,5lives,0
PPT_103,positive,15lives,0
PPT_103,neutral,5lives,0
PPT_103,neutral,15lives,0
PPT_103,neutral,5lives,1
PPT_103,neutral,15lives,1
PPT_103,negative,5lives,0
PPT_103,negative,15lives,1
PPT_103,negative,5lives,0
PPT_103,negative,15lives,1
PPT_104,positive,5lives,0
PPT_104,positive,15lives,0
PPT_104,positive,5lives,1
PPT_104,positive,15lives,0
PPT_104,neutral,5lives,1
PPT_104,neutral,15lives,0
PPT_104,neutral,5lives,1
PPT_104,neutral,15lives,1
PPT_104,negative,5lives,1
PPT_104,negative,15lives,1
PPT_104,negative,5lives,1
PPT_104,negative,15lives,0
PPT_105,positive,5lives,1
PPT_105,positive,15lives,1
PPT_105,positive,5lives,0
PPT_105,positive,15lives,0
PPT_105,neutral,5lives,1
PPT_105,neutral,15lives,0
PPT_105,neutral,5lives,1
PPT_105,neutral,15lives,1
PPT_105,negative,5lives,1
PPT_105,negative,15lives,1
PPT_105,negative,5lives,1
PPT_105,negative,15lives,0
PPT_106,positive,5lives,1
PPT_106,positive,15lives,1
PPT_106,positive,5lives,1
PPT_106,positive,15lives,1
PPT_106,neutral,5lives,0
PPT_106,neutral,15lives,0
PPT_106,neutral,5lives,1
PPT_106,neutral,15lives,1
PPT_106,negative,5lives,0
PPT_106,negative,15lives,1
PPT_106,negative,5lives,1
PPT_106,negative,15lives,1
PPT_107,positive,5lives,0
PPT_107,positive,15lives,0
PPT_107,positive,5lives,0
PPT_107,positive,15lives,0
PPT_107,neutral,5lives,0
PPT_107,neutral,15lives,0
PPT_107,neutral,5lives,0
PPT_107,neutral,15lives,0
PPT_107,negative,5lives,0
PPT_107,negative,15lives,0
PPT_107,negative,5lives,0
PPT_107,negative,15lives,0
PPT_108,positive,5lives,1
PPT_108,positive,15lives,1
PPT_108,positive,5lives,0
PPT_108,positive,15lives,1
PPT_108,neutral,5lives,1
PPT_108,neutral,15lives,1
PPT_108,neutral,5lives,1
PPT_108,neutral,15lives,1
PPT_108,negative,5lives,1
PPT_108,negative,15lives,1
PPT_108,negative,5lives,1
PPT_108,negative,15lives,1
PPT_109,positive,5lives,0
PPT_109,positive,15lives,1
PPT_109,positive,5lives,1
PPT_109,positive,15lives,0
PPT_109,neutral,5lives,0
PPT_109,neutral,15lives,0
PPT_109,neutral,5lives,0
PPT_109,neutral,15lives,0
PPT_109,negative,5lives,1
PPT_109,negative,15lives,1
PPT_109,negative,5lives,1
PPT_109,negative,15lives,0
PPT_110,positive,5lives,1
PPT_110,positive,15lives,1
PPT_110,positive,5lives,0
PPT_110,positive,15lives,1
PPT_110,neutral,5lives,0
PPT_110,neutral,15lives,0
PPT_110,neutral,5lives,1
PPT_110,neutral,15lives,0
PPT_110,negative,5lives,1
PPT_110,negative,15lives,1
PPT_110,negative,5lives,0
PPT_110,negative,15lives,0
PPT_111,positive,5lives,0
PPT_111,positive,15lives,1
PPT_111,positive,5lives,1
PPT_111,positive,15lives,1
PPT_111,neutral,5lives,0
PPT_111,neutral,15lives,1
PPT_111,neutral,5lives,1
PPT_111,neutral,15lives,1
PPT_111,negative,5lives,1
PPT_111,negative,15lives,1
PPT_111,negative,5lives,0
PPT_111,negative,15lives,1
PPT_112,positive,5lives,1
PPT_112,positive,15lives,0
PPT_112,positive,5lives,0
PPT_112,positive,15lives,0
PPT_112,neutral,5lives,1
PPT_112,neutral,15lives,0
PPT_112,neutral,5lives,0
PPT_112,neutral,15lives,0
PPT_112,negative,5lives,1
PPT_112,negative,15lives,1
PPT_112,negative,5lives,1
PPT_112,negative,15lives,1
PPT_113,positive,5lives,1
PPT_113,positive,15lives,1
PPT_113,positive,5lives,1
PPT_113,positive,15lives,1
PPT_113,neutral,5lives,1
PPT_113,neutral,15lives,0
PPT_113,neutral,5lives,1
PPT_113,neutral,15lives,0
PPT_113,negative,5lives,1
PPT_113,negative,15lives,1
PPT_113,negative,5lives,1
PPT_113,negative,15lives,1
PPT_114,positive,5lives,1
PPT_114,positive,15lives,0
PPT_114,positive,5lives,0
PPT_114,positive,15lives,1
PPT_114,neutral,5lives,0
PPT_114,neutral,15lives,1
PPT_114,neutral,5lives,0
PPT_114,neutral,15lives,1
PPT_114,negative,5lives,0
PPT_114,negative,15lives,1
PPT_114,negative,5lives,0
PPT_114,negative,15lives,1
PPT_115,positive,5lives,1
PPT_115,positive,15lives,0
PPT_115,positive,5lives,0
PPT_115,positive,15lives,0
PPT_115,neutral,5lives,1
PPT_115,neutral,15lives,1
PPT_115,neutral,5lives,1
PPT_115,neutral,15lives,1
PPT_115,negative,5lives,1
PPT_115,negative,15lives,1
PPT_115,negative,5lives,1
PPT_115,negative,15lives,0
PPT_116,positive,5lives,1
PPT_116,positive,15lives,1
PPT_116,positive,5lives,1
PPT_116,positive,15lives,1
PPT_116,neutral,5lives,1
PPT_116,neutral,15lives,0
PPT_116,neutral,5lives,0
PPT_116,neutral,15lives,1
PPT_116,negative,5lives,1
PPT_116,negative,15lives,1
PPT_116,negative,5lives,0
PPT_116,negative,15lives,1
PPT_117,positive,5lives,1
PPT_117,positive,15lives,1
PPT_117,positive,5lives,0
PPT_117,positive,15lives,0
PPT_117,neutral,5lives,0
PPT_117,neutral,15lives,1
PPT_117,neutral,5lives,0
PPT_117,neutral,15lives,1
PPT_117,negative,5lives,1
PPT_117,negative,15lives,0
PPT_117,negative,5lives,1
PPT_117,negative,15lives,1
PPT_118,positive,5lives,1
PPT_118,positive,15lives,1
PPT_118,positive,5lives,1
PPT_118,positive,15lives,1
PPT_118,neutral,5lives,1
PPT_118,neutral,15lives,1
PPT_118,neutral,5lives,0
PPT_118,neutral,15lives,0
PPT_118,negative,5lives,1
PPT_118,negative,15lives,1
PPT_118,negative,5lives,1
PPT_118,negative,15lives,1
PPT_119,positive,5lives,1
PPT_119,positive,15lives,1
PPT_119,positive,5lives,1
PPT_119,positive,15lives,0
PPT_119,neutral,5lives,0
PPT_119,neutral,15lives,1
PPT_119,neutral,5lives,0
PPT_119,neutral,15lives,1
PPT_119,negative,5lives,0
PPT_119,negative,15lives,1
PPT_119,negative,5lives,0
PPT_119,negative,15lives,1
PPT_120,positive,5lives,1
PPT_120,positive,15lives,1
PPT_120,positive,5lives,1
PPT_120,positive,15lives,0
PPT_120,neutral,5lives,0
PPT_120,neutral,15lives,0
PPT_120,neutral,5lives,1
PPT_120,neutral,15lives,1
PPT_120,negative,5lives,0
PPT_120,negative,15lives,1
PPT_120,negative,5lives,0
PPT_120,negative,15lives,0
