job_yrs,job_mths,worktype,cont_hrs,act_hrs,gender,dobm,doby,status,youngdep,elderdep,qualif,exercise,cigs,alcohol,time_rel,when_rel,job1,job2,job3,job4,job5,job6,job7,job8,job9,job10,job11,job12,job13,job14,job15,job16,job17,job18,job19,job20,job21,job22,job23,job24,job25,job26,job27,job28,job29,job30,job31,job32,job33,job34,job35,job36,job37,job38,job39,job40,job41,job42,job43,job44,job45,job46,job47,job48,job49,job50
7,3,1,37,50,1,8,75,2,2,1,4,3,1,30,5,2,1,7,7,2,7,6,1,3,6,6,5,7,7,6,2,3,6,4,2,7,5,5,4,1,2,2,7,7,6,1,1,5,1,5,6,2,6,6,5,2,6,1,5,1,1,7,1,1,6,5
4,2,1,37,45,1,4,71,2,2,1,4,5,1,20,4,2,1,6,6,1,6,6,2,3,7,5,6,7,6,7,1,2,6,2,3,7,6,6,7,1,2,3,6,6,6,2,2,6,1,6,7,3,5,5,5,3,3,2,7,2,3,6,1,2,6,6
6,3,1,37,39,2,11,69,2,2,1,4,6,2,15,3,2,3,5,5,4,5,6,2,3,4,3,4,6,3,1,1,1,5,2,2,7,3,3,1,2,2,2,6,2,6,3,3,4,2,2,6,6,2,2,1,2,4,4,5,2,3,1,1,2,4,4
2,7,1,37.5,43,1,10,74,2,2,1,4,5,1,5,2,2,3,4,5,6,6,2,3,4,5,4,5,4,2,4,3,5,5,6,3,4,6,6,5,4,3,5,4,7,3,3,4,3,2,1,3,5,2,2,3,6,3,5,5,2,5,3,2,3,6,6
3,0,2,18.5,25,2,9,74,2,2,1,4,3,2,20,2,1,2,6,5,1,6,7,1,2,4,3,2,3,4,7,2,2,5,4,3,6,3,3,5,2,3,2,3,4,6,2,2,5,3,2,4,2,4,3,3,3,5,3,4,3,2,5,3,4,6,5
5,4,1,37,40,1,2,67,2,2,1,4,4,1,35,3,2,4,5,6,3,3,6,6,3,6,5,2,5,6,3,3,6,6,5,1,1,7,2,5,3,4,2,2,6,3,2,2,4,2,2,3,3,3,3,2,3,2,4,3,4,3,4,5,3,3,5
6,5,1,37.5,45,2,5,75,1,1,1,4,1,2,20,1,1,2,2,2,2,3,2,7,2,1,4,2,2,2,1,5,5,2,5,4,4,6,2,7,4,5,6,2,2,2,6,3,6,4,6,3,3,6,6,5,4,4,5,5,5,6,2,4,4,7,4
7,4,1,37,50,1,10,71,2,2,1,4,4,1,30,3,1,7,1,1,6,4,6,7,5,1,4,1,1,1,6,7,7,7,7,7,1,7,1,7,7,7,7,1,7,6,7,5,7,7,7,5,5,7,7,7,6,4,6,4,5,7,6,5,7,7,2
2,2,2,16,16,2,11,74,2,2,1,4,1,1,10,1,2,1,7,7,2,6,5,2,2,5,6,5,7,6,5,3,5,4,2,6,6,5,5,4,2,1,2,7,6,6,1,1,4,1,4,6,2,6,4,5,2,5,2,5,2,2,7,2,2,6,5
0,8,2,20,22,2,4,75,2,2,1,4,2,1,20,2,2,4,6,5,3,5,6,2,3,4,4,4,5,6,52,3,6,4,4,4,5,5,4,3,4,4,2,5,4,4,3,6,4,3,4,5,5,4,4,3,5,4,4,4,4,4,3,2,2,6,6
8,2,2,30,33,2,4,56,2,1,1,3,2,1,8,2,2,3,2,2,5,4,2,1,6,2,3,7,4,2,7,1,2,2,3,1,2,5,5,4,3,2,4,2,2,6,3,5,6,4,2,6,6,1,1,1,7,7,4,1,1,4,1,1,4,7,1
2,2,1,42,42,1,2,84,2,1,1,4,1,1,15,2,2,7,7,7,2,6,6,0,5,6,6,5,3,5,5,5,6,6,5,2,0,5,2,5,0,5,5,2,4,4,4,5,4,0,5,4,5,4,4,5,5,4,5,3,4,6,3,5,6,6,3
11,10,1,37,52,1,11,55,2,1,1,3,1,1,25,3,1,5,6,7,2,5,1,4,2,6,5,3,1,6,2,3,4,3,1,1,6,5,2,4,1,3,5,1,7,5,2,2,5,1,3,5,2,7,6,5,5,5,3,3,1,6,2,2,2,6,5
2,2,1,28,42.5,2,5,83,2,1,1,4,2,2,7,3,2,4,2,5,1,6,5,4,6,6,6,6,1,2,4,7,5,3,6,2,4,6,1,7,6,6,7,2,1,3,3,7,5,2,6,7,7,6,6,7,6,6,6,6,2,6,1,7,2,7,1
0,6,2,25,25,2,5,60,2,2,1,4,2,2,5,3,2,4,2,2,2,4,5,3,4,2,3,6,2,4,4,2,3,3,4,2,6,5,6,1,2,2,4,2,2,5,4,2,6,4,2,6,2,5,5,2,6,5,4,1,1,3,2,3,2,6,4
0,4,1,45,48,2,9,86,1,1,1,2,6,2,12,1,1,5,2,5,4,5,2,6,6,3,4,7,3,4,7,2,2,2,5,2,3,5,2,7,4,5,6,2,5,1,7,7,5,5,3,7,7,7,7,5,7,6,6,4,1,5,1,4,6,7,4
0,6,1,37.5,45,1,12,59,2,2,1,5,3,2,6,2,1,6,5,6,2,6,3,6,5,6,6,4,2,3,5,4,6,3,4,2,4,5,2,4,4,4,5,1,2,2,5,2,5,3,3,5,4,6,5,3,6,5,6,2,0,4,3,5,3,6,5
2,1,1,37.5,50,1,11,82,2,2,2,2,1,2,10,2,2,5,6,6,3,2,2,3,2,6,3,5,1,5,5,4,5,3,4,5,3,5,4,5,3,5,5,2,5,5,5,6,6,3,4,5,5,3,3,4,5,5,4,2,3,5,2,5,4,5,2
2,3,1,37,45,1,1,83,1,1,1,4,1,2,10,2,2,4,7,4,2,7,1,6,4,1,6,1,1,4,7,4,7,1,3,3,7,7,5,4,5,7,4,7,7,4,5,6,7,2,1,5,7,7,7,5,7,6,5,7,1,6,1,3,5,7,1
2,2,1,37,40,2,2,80,2,1,1,5,3,2,5,4,1,5,6,5,3,4,1,5,5,7,4,5,1,5,5,7,6,1,5,5,4,5,1,5,6,6,5,1,5,3,6,6,6,5,7,6,6,5,5,7,6,6,5,6,4,7,1,6,6,6,1
1,3,2,37,37,2,11,82,1,1,1,3,2,2,15,1,2,1,5,5,2,3,6,1,2,5,1,3,5,5,5,1,2,5,1,1,7,2,5,1,1,3,2,4,5,2,1,2,3,1,1,3,4,1,1,1,3,4,1,1,3,2,5,2,4,3,6
15,2,2,27.5,30,2,7,52,2,1,1,6,1,2,10,2,2,5,4,2,7,5,1,1,7,4,4,6,1,4,4,5,3,2,7,3,1,4,1,6,4,5,5,1,4,6,6,4,7,4,4,4,7,4,2,5,5,5,5,1,1,7,1,1,7,7,6
1,3,1,37,40,2,9,85,1,1,1,5,1,2,1,1,2,3,5,1,3,4,1,5,6,2,4,6,1,3,5,3,5,1,6,6,5,5,1,6,6,5,6,2,1,2,6,6,6,3,2,6,4,6,6,2,1,5,5,5,4,5,1,6,5,6,3
10,2,1,37,45,1,7,55,2,2,2,2,2,2,1,1,2,5,7,3,6,6,1,4,6,3,6,6,1,4,5,6,6,2,6,5,3,6,1,6,6,6,6,1,4,6,5,6,7,5,6,6,6,3,6,6,6,6,6,5,6,6,1,6,6,6,3
5,0,1,37.5,50,1,7,52,2,1,1,3,4,2,10,2,1,6,1,7,6,7,6,1,6,6,6,6,1,5,1,6,7,1,6,3,1,6,6,1,6,6,6,4,1,6,6,6,1,6,6,6,1,7,7,6,6,6,6,6,6,6,1,6,6,6,1
0,5,2,15,15,2,11,86,1,1,1,2,1,1,5,1,2,3,5,6,2,3,5,2,3,5,1,2,5,5,7,2,3,5,1,2,5,2,5,2,1,3,4,5,3,5,1,1,4,3,1,4,4,3,3,2,1,4,3,3,2,1,5,3,3,3,5
0,9,2,20,20,1,6,87,1,1,1,2,2,1,4,1,2,3,6,7,3,4,4,3,3,6,2,3,6,6,7,4,4,6,2,3,6,4,6,3,2,3,5,6,4,5,2,2,5,4,2,4,5,4,4,2,2,5,4,4,1,1,6,4,4,5,6
1,4,1,37.5,40,2,1,85,1,1,1,4,3,2,8,2,1,6,1,1,4,6,1,1,7,1,5,6,7,1,7,2,5,1,5,1,5,4,6,6,4,4,5,7,1,5,1,1,5,2,5,6,1,5,5,6,4,6,2,1,4,4,1,1,1,5,5
3,3,1,37.5,45,2,9,80,1,1,1,4,4,1,12,2,1,5,6,3,1,6,1,1,6,1,6,6,7,2,7,1,6,1,1,1,7,6,5,6,2,5,2,6,6,5,3,1,6,2,5,1,6,5,5,2,5,7,5,1,1,4,1,1,3,4,7
0,5,1,37.5,37.5,2,4,86,1,1,1,3,3,1,10,3,2,4,2,7,1,2,7,1,7,4,2,3,1,5,7,6,4,1,5,1,1,5,3,4,4,6,5,7,7,2,7,7,5,6,3,7,7,4,7,1,4,7,4,5,1,5,1,1,5,7,2
1,3,1,38,48,1,2,85,2,1,1,5,4,2,4,4,2,5,3,7,7,4,6,7,7,5,3,5,5,5,7,2,5,7,6,4,3,4,3,5,5,4,7,4,2,7,6,7,6,6,5,7,7,6,6,4,3,6,6,5,3,5,6,5,6,6,4
4,5,1,40,52,1,1,87,1,1,1,3,5,1,16,3,2,5,1,5,1,3,3,1,1,6,3,5,6,3,3,2,3,5,3,1,4,5,3,4,4,5,5,4,2,7,3,2,4,1,5,4,3,5,5,5,3,5,4,3,3,5,3,3,2,4,5
3,2,1,42,42,2,2,84,1,1,1,4,2,2,15,4,2,4,7,5,3,4,1,2,6,5,4,5,1,5,5,4,2,2,5,1,6,2,1,5,2,4,4,7,5,3,2,7,6,2,2,6,7,3,1,3,5,3,5,2,2,5,1,3,1,7,1
0,7,1,35,35,2,8,84,1,1,1,5,1,2,10,2,2,5,4,6,5,6,2,2,6,5,5,6,1,6,6,5,5,4,6,4,3,6,2,5,2,6,4,2,5,2,6,2,5,6,2,6,6,6,6,5,6,7,6,2,4,7,1,3,6,7,2
0,8,1,35,35,2,6,86,1,1,1,3,4,1,12,2,2,5,2,6,4,6,5,4,6,5,7,6,6,5,1,1,5,5,5,5,2,3,6,4,3,5,1,7,5,5,1,3,5,4,1,3,1,1,1,1,1,1,3,5,3,3,1,1,1,6,1
0,3,2,16,20,1,2,88,1,1,1,3,2,2,2,3,2,5,2,1,6,7,7,2,4,1,6,5,6,1,5,5,6,6,7,5,4,5,5,6,5,5,5,6,1,6,4,7,6,4,1,5,6,6,6,6,5,6,6,1,6,6,6,5,6,6,2
0,6,1,40,45,2,11,84,1,1,1,4,4,2,1,5,4,4,3,4,4,3,5,3,3,4,3,4,6,5,5,3,3,3,3,3,4,4,6,4,4,3,4,6,6,6,4,4,4,3,3,4,4,3,3,4,3,4,3,4,3,3,2,3,2,4,6
5,0,1,35,35,1,6,70,2,2,1,5,2,1,5,1,1,6,2,2,6,5,3,6,6,2,6,6,2,2,5,6,6,2,2,5,6,5,2,6,6,7,6,2,2,4,6,6,5,5,6,6,5,6,5,6,5,4,5,5,5,6,3,5,3,5,3
3,2,2,12,12,2,3,86,1,1,1,5,5,2,2,3,2,3,3,5,6,6,3,3,3,3,6,5,4,3,6,2,4,3,3,3,5,5,5,4,5,5,5,6,3,3,3,6,5,5,3,5,6,3,3,3,4,4,4,2,4,2,3,4,2,5,3
10,0,1,37,37,2,9,75,2,2,1,4,6,1,2,2,2,5,5,6,4,4,6,5,5,5,4,6,4,6,6,3,4,6,5,2,2,5,6,6,4,3,4,2,6,5,5,6,6,5,3,7,7,5,6,3,7,6,5,5,4,3,5,4,4,7,5
20,0,1,45,45,1,12,63,1,1,2,2,3,1,10,1,4,2,7,7,2,4,7,1,5,6,5,5,6,6,7,2,5,5,4,2,4,4,6,3,4,2,2,2,7,6,4,6,4,4,2,5,6,3,3,2,3,4,1,2,3,2,5,2,4,5,4
2,2,1,-1,-1,2,5,85,2,1,1,4,5,2,4,3,2,6,2,2,6,6,5,7,6,5,6,6,2,2,4,4,5,5,6,3,2,5,3,6,7,5,5,2,3,4,5,4,5,6,4,5,5,6,6,4,5,5,6,6,4,6,5,6,5,6,3
5,6,2,30,30,2,6,80,1,1,1,3,4,1,0,4,1,6,2,4,5,7,2,6,6,3,6,5,2,1,5,6,6,3,7,3,6,7,3,7,6,5,2,3,3,3,6,6,7,6,5,5,6,7,7,6,7,5,6,7,6,6,3,3,6,7,3
3,0,2,20,20,1,1,80,2,2,1,4,4,1,2,7,5,1,3,4,4,4,5,2,2,4,3,3,5,4,5,3,4,6,2,3,3,1,7,2,4,3,4,6,3,6,3,6,3,4,1,3,4,2,2,3,4,3,3,2,3,1,5,3,3,3,5
12,2,1,50,50,2,1,75,2,2,2,5,3,2,0,3,4,7,1,1,7,6,5,6,6,3,7,6,3,3,3,6,6,5,5,2,2,6,2,6,6,6,6,2,3,3,6,3,6,6,7,5,3,4,4,6,3,5,7,6,6,6,5,5,5,7,3
27,0,1,38,42,1,5,53,2,1,1,5,3,2,6,2,2,5,3,3,2,5,6,1,6,2,3,5,5,2,6,7,2,3,4,2,4,6,1,6,4,6,6,2,2,6,4,5,6,4,7,6,6,5,6,6,5,5,5,4,4,5,6,6,6,6,4
0,3,1,37,1,1,9,84,1,1,1,4,3,2,25,2,2,2,2,2,5,5,5,2,2,5,6,3,6,5,2,1,6,5,5,4,7,3,6,5,4,5,1,7,3,5,6,7,4,2,3,1,7,1,2,1,1,2,5,3,2,2,1,2,1,6,3
3,6,1, , ,1,6,79,1,1,1,3,5,1,70,2,1,4,7,7,7,1,1,7,5,7,1,7,4,4,1,7,1,5,3,1,1,7,1,7,7,7,1,7,2,7,7,5,1,7,7,7,6,1,1,1,7,7,7,7,7,6,7,7,7,6,6
2,6,1,40,40,1,5,74,2,1,1,4,2,2,30,3,2,7,5,1,4,7,1,4,7,4,4,6,1,4,5,7,1,1,7,5,4,7,1,7,4,7,7,1,1,4,7,6,7,4,7,7,7,7,7,7,7,7,7,7,4,7,1,7,7,7,1
5,0,1,35,50,1,7,76,2,1,1,4,5,1,20,1,1,7,7,1,1,7,1,7,7,7,4,7,3,1,6,7,1,4,7,1,1,6,1,7,7,7,7,1,6,6,7,7,6,1,7,7,7,7,7,7,6,6,6,4,1,7,5,7,4,7,1
0,2,1,37.5,30,1,1,77,1,1,1,4,4,2,10,2,2,5,5,7,6,6,2,6,5,6,5,5,1,5,6,6,5,2,5,4,3,5,3,2,5,4,5,2,4,4,4,5,6,5,4,5,5,4,5,4,6,6,6,3,5,6,1,5,3,6,4
4,0,1,35,35,2,11,80,2,1,1,3,6,2,4,4,1,7,1,1,7,7,1,7,7,1,7,5,1,3,1,7,7,1,7,5,1,7,1,7,5,7,7,1,1,2,7,3,7,7,1,7,4,7,7,5,7,7,7,7,7,7,2,6,6,7,1
0,7,2,30,30,2,11,80,2,1,1,3,6,2,4,5,2,7,1,6,1,6,3,1,2,5,5,2,7,1,4,2,5,4,1,1,7,4,7,2,4,1,2,7,1,4,7,1,7,1,1,7,2,1,1,3,1,7,2,1,1,1,5,4,4,5,7
1,4,1,56,56,1,4,83,1,1,1,4,2,2,30,1,2,6,2,3,4,7,6,6,6,6,6,6,3,3,6,6,7,6,6,5,4,4,6,5,3,3,4,4,3,6,6,3,6,6,3,5,3,3,4,5,3,5,5,4,3,6,6,6,6,6,4
2,7,1,37,37,2,9,82,2,1,1,4,5,1,10,4,2,6,4,4,6,7,3,5,4,6,4,5,3,3,6,3,5,4,5,2,3,2,2,5,5,4,4,3,4,5,2,5,4,3,2,4,4,3,4,3,5,4,5,2,4,4,3,3,5,6,3
1,3,1,35,37,1,5,84,2,1,1,4,5,1,28,2,2,3,7,6,2,3,4,5,3,6,2,2,6,5,5,1,4,3,3,1,4,4,4,6,4,3,2,3,6,6,4,3,4,3,1,4,2,1,2,1,4,3,3,3,3,2,5,3,2,4,5
4,0,1,35,40,2,1,81,2,1,1,5,3,2,20,4,2,5,4,4,4,5,5,5,6,5,6,4,3,3,6,5,6,5,5,5,3,3,4,3,3,3,4,5,3,6,3,4,6,4,5,5,6,5,5,4,6,6,5,3,5,5,5,3,5,4,2
2,3,1,37,37,2,9,79,1,2,1,4,6,2,20,2,2,2,6,6,1,2,7,1,2,7,3,3,6,6,6,2,2,6,3,1,6,5,6,7,3,4,3,2,5,3,2,3,4,2,2,3,2,2,2,1,2,4,2,4,2,3,3,2,2,5,5
1,11,1,37,37,2,3,83,1,1,1,4,5,1,16,3,2,5,3,3,4,4,5,4,4,3,4,3,3,4,4,5,5,3,4,3,3,2,4,4,4,4,4,2,2,4,4,3,5,5,5,6,6,6,6,6,7,6,5,3,4,5,2,4,4,4,2
0,8,2,20,20,2,11,50,2,1,1,4,3,1,4,2,1,6,1,2,4,4,1,2,6,1,4,6,1,3,6,6,4,1,6,3,4,6,1,4,4,6,6,1,1,2,5,6,6,4,5,6,6,4,4,7,5,5,5,2,4,7,2,3,4,6,1
2,1,1,35,37,1,6,83,1,1,1,4,4,1,10,4,2,3,5,4,2,3,3,2,4,4,3,3,5,5,3,3,4,3,4,4,5,3,5,4,4,3,4,5,5,5,2,2,2,3,3,3,2,2,2,3,2,2,3,5,3,3,4,3,4,3,7
2,8,1,37,37,2,9,83,1,1,1,4,4,1,20,4,2,2,7,7,5,5,2,3,6,7,5,5,6,6,5,2,2,2,6,3,4,3,3,6,2,5,4,2,6,7,2,1,2,2,4,5,2,5,5,3,5,3,2,2,3,4,3,2,5,6,6
5,2,1,37,45,1,6,53,2,1,1,5,5,1,8,5,4,3,2,6,6,5,6,7,5,6,4,4,2,2,6,5,6,6,3,4,2,5,2,2,6,3,6,2,1,7,3,3,6,6,6,6,4,7,5,4,3,3,3,2,6,6,5,4,7,6,2
0,3,1,37,37,2,12,84,1,1,1,3,2,2,24,1,4,4,4,4,3,5,5,2,3,5,4,2,4,4,5,4,2,6,2,2,5,2,4,6,4,2,2,6,5,5,4,2,3,3,2,2,2,1,2,2,2,2,3,4,4,4,2,2,1,5,7
2,8,1,38,38,2,7,76,2,2,1,2,1,2,0,2,2,4,5,6,5,6,3,6,6,6,6,6,3,5,6,4,6,3,5,3,2,6,3,5,5,6,5,2,6,6,4,6,7,5,5,6,6,5,5,5,5,6,6,4,5,4,5,5,5,6,5
6,7,1,40,48,1,5,68,2,2,1,3,2,2,4,5,2,6,6,7,6,6,5,5,6,7,6,4,3,5,4,5,6,5,6,3,3,6,4,2,6,6,6,1,7,5,6,5,7,6,5,5,5,6,6,5,3,5,5,5,6,5,5,5,6,6,3
5,8,1,40,40,1,11,60,2,2,1,6,5,2,8,3,2,2,6,7,2,4,2,2,4,7,4,5,3,6,2,5,4,2,2,1,6,5,3,4,2,4,5,1,7,3,1,5,6,2,3,6,6,6,5,3,6,6,4,1,2,4,2,5,4,5,1
3,6,1,40,45,2,6,72,2,2,1,2,4,1,3,4,2,6,2,5,6,6,3,5,6,5,6,5,6,6,3,3,6,3,6,6,2,5,3,4,6,4,3,2,6,5,5,3,6,6,5,6,3,3,3,4,5,3,5,6,6,4,3,4,4,6,2
7,0,1,40,40,2,1,50,2,2,2,4,2,2,4,3,2,5,5,7,6,6,5,3,6,7,6,5,2,5,5,5,6,4,5,3,3,5,2,2,6,6,5,2,6,5,4,6,6,6,5,6,6,5,5,5,5,6,5,3,6,5,2,6,6,6,2
1,2,2,16,20,2,12,79,1,1,1,3,2,2,16,2,2,5,1,1,2,5,2,2,5,2,6,6,4,2,6,4,4,4,4,1,5,5,4,6,2,5,2,5,2,2,2,6,6,2,4,5,6,2,2,3,5,5,5,3,2,3,2,5,2,6,2
0,8,2,20,30,1,6,80,2,1,1,4,4,1,14,3,1,2,3,3,2,3,6,5,5,3,5,6,2,3,4,3,5,6,6,2,7,3,2,2,5,3,4,5,2,5,2,5,2,2,5,6,4,2,5,5,6,6,3,6,5,5,6,5,2,6,6
3,6,1,35,35,1,8,79,1,1,1,2,5,1,4,4,2,3,3,6,6,6,3,4,5,6,6,6,6,3,1,2,6,3,6,3,3,4,3,5,5,2,2,4,5,4,4,2,5,6,4,2,2,2,2,3,4,2,4,5,6,2,2,3,2,4,2
0,11,2,20,20,1,5,84,2,1,1,4,4,1,0,3,2,4,3,3,2,5,6,4,5,3,5,6,2,2,6,5,5,5,5,3,7,6,3,4,2,4,2,3,5,3,2,6,7,3,3,6,3,5,3,5,2,6,3,4,2,5,5,2,3,6,6
2,9,2,20,25,2,8,49,2,1,1,1,5,1,2,2,2,3,7,5,1,3,1,1,7,4,4,7,7,7,4,1,1,1,5,4,7,7,1,1,5,3,7,5,7,1,3,5,7,1,1,7,7,6,6,7,6,7,6,1,1,7,1,7,5,7,5
2,4,1,38,46,1,9,84,1,2,1,4,3,2,0,1,3,4,2,1,7,6,4,6,7,2,1,1,3,3,4,4,4,7,4,4,2,7,1,5,4,3,6,1,5,4,6,5,5,6,3,5,5,3,4,4,4,7,4,4,5,7,5,6,6,4,2
3,1,1,45,50,2,2,71,2,2,1,4,2,2,2,4,1,5,1,1,5,6,2,5,5,3,4,2,1,2,5,4,6,4,5,3,1,5,2,5,5,3,5,2,6,3,7,7,6,5,4,4,5,3,4,5,5,6,3,5,4,5,4,5,7,5,1
1,7,2,30,30,1,7,82,1,1,1,4,2,1,12,1,1,6,1,1,4,7,1,7,6,1,7,1,1,2,6,5,6,4,5,1,1,6,1,6,6,4,5,1,7,2,6,6,5,5,4,5,6,3,4,4,5,5,4,5,4,6,5,5,6,6,1
1,2,2,35,28,1,12,87,2,2,1,3,2,2,8,4,3,2,5,6,2,4,6,2,2,5,4,3,6,6,3,2,4,5,3,3,7,2,7,3,2,3,4,6,5,6,3,2,6,1,1,4,5,3,1,2,2,4,3,3,4,5,4,3,5,4,4
3,6,1,42,45,1,6,59,2,1,2,5,4,1,4,4,2,3,6,6,3,4,5,1,2,6,4,1,7,6,1,1,4,6,1,1,6,1,6,2,2,1,3,7,6,6,5,1,5,1,1,4,4,2,2,1,3,4,2,2,2,1,4,2,4,3,6
0,9,2,20,25,2,2,84,2,1,1,4,4,1,0,2,2,3,5,5,2,6,3,3,4,5,6,3,5,5,6,2,4,4,2,1,2,5,3,2,5,4,4,6,4,5,5,3,5,2,3,3,3,5,2,3,5,5,3,3,3,2,6,3,4,3,6
2,8,1,38,38,2,9,79,2,2,1,4,2,1,10,2,1,6,3,4,6,6,1,7,6,6,6,6,2,4,3,5,6,2,6,5,2,5,2,6,6,5,5,2,3,3,4,5,5,5,5,6,5,6,6,5,6,5,5,4,3,5,2,5,6,7,5
1,2,2,27,30,1,5,81,1,1,1,3,2,2,15,4,2,2,6,6,3,2,3,2,2,6,2,2,6,6,6,1,2,6,2,2,7,2,6,2,2,1,2,7,6,6,2,6,5,1,2,6,6,2,2,1,3,6,2,2,2,3,5,2,2,4,6
8,4,1,40,40,1,12,75,1,1,1,3,2,2,3,3,2,3,4,4,5,4,3,2,5,4,4,5,4,5,4,3,5,4,6,3,4,4,4,4,4,5,3,5,6,4,2,4,5,3,4,4,4,3,4,4,3,4,3,4,3,3,4,5,5,4,1
1,4,1,35,37,2,2,76,2,1,1,4,5,1,0,3,2,2,2,7,1,2,6,2,1,7,2,7,5,5,5,6,2,6,2,2,7,6,1,6,2,2,5,2,7,5,5,6,6,1,6,5,6,6,6,4,2,5,2,1,2,4,6,2,1,7,6
0,6,1,37.5, ,2,10,62, ,1,1,2,3,1, , ,2,6,2,6,5,5,1,4,4,4,4,6,2,4,2,6,4,1,6,4,1,6,1,5,5,6,6,1,1,2,3,7,7,5,2,2,7,4,6,6,6,6,6,6,4,6,1,3,7,7,6
23,0,1,37.5,37.5,2,8,53,2,1,1,1,2,1,6,2,2,3,2,3,1,2,1,2,2,1,3,2,2,2,4,3,3,2,2,1,2,2,3,1,1,2,2,7,4,3,1,3,6,1,2,3,3,5,5,2,3,2,2,1,2,5,1,2,5,7,3
0,6,1,37.5, ,1,12,73,2,1,1,2,4,2,0,1,2,4,4,4,4,3,1,2,3,2,4,1,6,4,4,3,4,2,3,2,3,4,4,1,4,6,4,6,4,3,5,5,5,4,2,5,3,4,5,4,5,5,4,4,4,4,1,4,2,5,1
0,2,1, ,38,1,10,78,2,1,1,5,4,1,1,4,2,6,6,6,5,5,3,4,5,4,5,6,2,5,5,5,6,2,5,5,5,4,6,2,5,5,4,2,6,4,4,5,5,4,4,5,5,5,5,2,6,6,5,6,4,4,2,5,5,6,2
0,1,1,37.5,37.5,1,4,85,2,1,1,4,2,1,0,1,1,3,7,6,1,5,5,5,3,4,3,4,2,4,5,1,3,6,2,1,1,4,4,2,2,4,4,6,4,5,1,5,4,1,1,4,5,5,5,1,4,5,4,1,1,4,1,4,1,6,5
0,6,1,35,35,2,1,73,1,2,1,2,2, , ,1,1,2,6,6,1,3,1,6,6,6,3,6,6,6,6,2,2,6,4,4,4,5,5,3,3,2,2,4,4,1,4,1,5,3,3,5,4,1,1,4,4,4,4,3,3,4,1,4,4,7,1
1,3,1,37.5,37.5,1,10,68,1,1,1,2,4,1,10,3,2,4,4,7,5,6,3,4,5,7,6,4,1,1,3,3,6,3,6,3,4,4,3,4,4,4,5,1,6,5,4,5,6,4,2,5,5,6,6,1,6,6,6,2,4,5,1,3,6,6,5
0,1,1,37.5,37.5,1,5,80,1,1,1,4,1,1,10,2,1,5,4,3,4,3,3,5,5,3,2,6,4,3,5,4,4,6,5,4,6,4,5,4,4,4,5,3,2,4,5,4,5,2,4,4,4,6,6,4,6,5,5,3,4,5,4,5,5,6,4
2,10,2,20,25,1,2,52,2,2,1,4,2,2,10,2,1,6,4,3,6,6,1,1,5,2,2,4,2,2,6,6,1,2,4,4,4,5,2,2,4,5,5,1,2,2,6,6,6,4,4,6,6,4,4,5,6,4,5,2,6,5,6,5,1,6,4
20,11,2,22,34,2,4,55,2,1,1,5,2,2,10,4,1,4,6,7,1,2,6,4,5,6,5,5,3,6,7,6,2,4,3,1,2,5,2,3,2,4,6,2,6,5,1,7,6,2,5,7,7,2,4,4,2,6,4,2,2,7,7,3,6,6,5
4,3,1,37,50,1,4,62,2, , ,3,1,2,10,4,1,7,2,5,6,3,3,7,6,5,3,6,5,3,6,5,2,6,5,5,3,5,2,4,5,3,6,3,1,5,7,2,6,5,6,6,2,7,6,6,6,7,7,6,7,6,5,3,5,7,1
1,10,1,35,42,2,7,60,2,2,1,2,2,2,16,2,2,2,4,2,1,2,5,5,2,2,4,5,7,5,5,1,2,6,1,1,7,7,5,2,1,1,5,7,2,2,2,4,7,1,4,5,4,5,5,4,1,4,5,1,1,3,5,4,6,6,3
8,10,1,35,40,2,2,55,2,1,2,4,3,1,14,3,2,1,1,4,1,1,6,1,1,4,1,2,7,4,7,2,1,6,1,1,6,5,6,1,1,2,1,4,4,6,2,1,4,1,3,6,1,3,3,2,3,5,2,1,1,4,3,1,2,6,7
0,8,1,37,37,2,4,87,1,1,1,4,3,2,16,2,2,4,7,7,1,2,1,1,4,2,2,4,3,4,1,4,5,1,3,3,5,6,5,1,3,2,6,7,1,1,2,1,5,2,2,6,2,7,7,5,5,5,4,3,2,2,2,5,6,5,5
0,8,1,40,40,2,3,87,2,1,1,2,3, ,9,4,2,4,5,7,2,4,1,7,5,3,5,6,2,5,7,4,5,6,5,7,1,5,4,7,3,3,3,6,5,7,2,6,7,4,4,7,6,1,2,4,2,5,4,2,2,3,1,3,4,7,5
13,1,1,48,60,1,8,61,2,1,1,4,2,1,28,2,1,1,3,3,2,2,6,1,1,4,4,5,2,4,4,2,3,5,1,1,5,4,4,3,3,2,2,3,3,5,2,1,7,2,2,6,4,4,2,1,3,5,2,1,4,5,7,1,2,6,6
0,6,1,40,42.5,1,12,89, ,1,1,2,1,2,10,3,2,5,4,3,3,3,3,6,5,3,3,4,2,3,6,4,3,3,3,4,4,5,4,5,5,3,4,4,3,3,5,6,5,4,3,5,6,3,5,3,4,5,5,4,4,4,3,4,3,5,5
0,4,1,37.5,37.5,2,4,87,1,1,1,4,2,2,10,1,2,5,2,4,4,4,3,4,5,5,4,5,2,2,3,4,4,3,5,3,3,5,3,5,4,4,5,5,3,4,6,3,5,4,3,4,4,5,5,4,4,5,5,4,4,4,2,4,5,5,4
