Country,Reaction,Days,Subject,Age,Caff
Greece,261.53712710219713,0,rspt333,55,1
Greece,269.728316018697,1,rspt333,55,1
Greece,276.12647839044496,2,rspt333,55,1
Greece,260.1031269360551,3,rspt333,55,1
Greece,323.45003003306294,4,rspt333,55,1
Greece,370.3404152113366,5,rspt333,55,1
Greece,396.812248015076,6,rspt333,55,1
Greece,361.7788874903994,7,rspt333,55,1
Greece,449.2466423979955,8,rspt333,55,1
Greece,423.48346529353194,9,rspt333,55,1
Greece,211.22637759936865,0,rspt334,33,1
Greece,177.9553504648749,1,rspt334,33,1
Greece,240.80908828029663,2,rspt334,33,1
Greece,174.8318352303378,3,rspt334,33,1
Greece,167.0884269322927,4,rspt334,33,1
Greece,130.68355443819019,5,rspt334,33,1
Greece,128.88544774264426,6,rspt334,33,1
Greece,156.42460545224762,7,rspt334,33,1
Greece,148.27462576471382,8,rspt334,33,1
Greece,108.52055024974638,9,rspt334,33,1
Greece,185.25336533070575,0,rspt335,25,1
Greece,205.9731969562683,1,rspt335,25,1
Greece,218.11481937815,2,rspt335,25,1
Greece,211.39960053413498,3,rspt335,25,1
Greece,258.362434402699,4,rspt335,25,1
Greece,292.50999991706624,5,rspt335,25,1
Greece,255.8167462243391,6,rspt335,25,1
Greece,275.97140603403636,7,rspt335,25,1
Greece,375.91537868995107,8,rspt335,25,1
Greece,366.2567856630158,9,rspt335,25,1
Greece,261.2067975631289,0,rspt337,31,0
Greece,240.38323819847847,1,rspt337,31,0
Greece,246.66137042283742,2,rspt337,31,0
Greece,238.30020269724002,3,rspt337,31,0
Greece,225.18176588465064,4,rspt337,31,0
Greece,232.43256306503832,5,rspt337,31,0
Greece,234.40215149483822,6,rspt337,31,0
Greece,261.7993861452986,7,rspt337,31,0
Greece,250.65480944148453,8,rspt337,31,0
Greece,243.50378777500418,9,rspt337,31,0
Greece,210.55458963962292,0,rspt349,39,1
Greece,256.32579374420163,1,rspt349,39,1
Greece,271.4764006488096,2,rspt349,39,1
Greece,304.40932564038303,3,rspt349,39,1
Greece,309.0153060105139,4,rspt349,39,1
Greece,332.7675820741461,5,rspt349,39,1
Greece,354.1061514365646,6,rspt349,39,1
Greece,337.7905232506086,7,rspt349,39,1
Greece,388.543102108019,8,rspt349,39,1
Greece,443.40502300872447,9,rspt349,39,1
Greece,216.09514696879415,0,rspt350,39,0
Greece,210.82118087117283,1,rspt350,39,0
Greece,243.93631140802142,2,rspt350,39,0
Greece,301.04762403937406,3,rspt350,39,0
Greece,297.1085762873214,4,rspt350,39,0
Greece,299.01094854577883,5,rspt350,39,0
Greece,325.05893555869716,6,rspt350,39,0
Greece,328.72583591643905,7,rspt350,39,0
Greece,343.2515497761454,8,rspt350,39,0
Greece,298.6303343881132,9,rspt350,39,0
Greece,214.57383449075968,0,rspt351,33,0
Greece,195.22858280046336,1,rspt351,33,0
Greece,254.54163714504432,2,rspt351,33,0
Greece,232.87349535292077,3,rspt351,33,0
Greece,266.0208409781171,4,rspt351,33,0
Greece,287.1567726423962,5,rspt351,33,0
Greece,242.89600413472527,6,rspt351,33,0
Greece,234.3329531134902,7,rspt351,33,0
Greece,310.2003684535455,8,rspt351,33,0
Greece,276.3261312292976,9,rspt351,33,0
Greece,222.7033267438395,0,rspt352,41,1
Greece,312.12778978432164,1,rspt352,41,1
Greece,327.2063400324438,2,rspt352,41,1
Greece,277.5342486958088,3,rspt352,41,1
Greece,299.09651861536645,4,rspt352,41,1
Greece,351.4134133527886,5,rspt352,41,1
Greece,291.91700900986785,6,rspt352,41,1
Greece,398.04736258361635,7,rspt352,41,1
Greece,359.4458800897815,8,rspt352,41,1
Greece,369.5997928059619,9,rspt352,41,1
Greece,285.4671312196436,0,rspt369,45,1
Greece,287.3031468017887,1,rspt369,45,1
Greece,278.01249421223656,2,rspt369,45,1
Greece,305.9925048875742,3,rspt369,45,1
Greece,250.26583846599553,4,rspt369,45,1
Greece,299.45892335120766,5,rspt369,45,1
Greece,310.80938247375485,6,rspt369,45,1
Greece,324.46794344737486,7,rspt369,45,1
Greece,298.0625701273437,8,rspt369,45,1
Greece,287.27310362429085,9,rspt369,45,1
Greece,284.9851208124461,0,rspt370,35,1
Greece,249.609145722564,1,rspt370,35,1
Greece,329.67818940786645,2,rspt370,35,1
Greece,325.29981251249376,3,rspt370,35,1
Greece,338.3412890530043,4,rspt370,35,1
Greece,354.5478788908033,5,rspt370,35,1
Greece,336.7353394872752,6,rspt370,35,1
Greece,379.4933417705763,7,rspt370,35,1
Greece,381.34533146411815,8,rspt370,35,1
Greece,417.78868111929927,9,rspt370,35,1
Greece,263.1587964104552,0,rspt371,57,1
Greece,294.25583003867297,1,rspt371,57,1
Greece,264.0980617721159,2,rspt371,57,1
Greece,245.00930066883896,3,rspt371,57,1
Greece,304.84137456591486,4,rspt371,57,1
Greece,249.5372964995431,5,rspt371,57,1
Greece,252.94503249053008,6,rspt371,57,1
Greece,224.27672481348645,7,rspt371,57,1
Greece,305.28126228190104,8,rspt371,57,1
Greece,312.6234365388814,9,rspt371,57,1
Greece,183.05233580083672,0,rspt372,37,1
Greece,248.9737295361478,1,rspt372,37,1
Greece,245.01150708786741,2,rspt372,37,1
Greece,199.89351294126183,3,rspt372,37,1
Greece,201.11496357941266,4,rspt372,37,1
Greece,249.1724567909121,5,rspt372,37,1
Greece,276.6384133645067,6,rspt372,37,1
Greece,244.83892053563915,7,rspt372,37,1
Greece,254.88463262195478,8,rspt372,37,1
Greece,271.4331882022789,9,rspt372,37,1
Austria,271.80232565158104,0,anjt308,32,1
Austria,236.87664066913968,1,anjt308,32,1
Austria,307.63403673771415,2,anjt308,32,1
Austria,231.98532045926632,3,anjt308,32,1
Austria,297.940629321539,4,anjt308,32,1
Austria,322.4312502190799,5,anjt308,32,1
Austria,408.7499660445563,6,anjt308,32,1
Austria,378.37644655664906,7,anjt308,32,1
Austria,329.2103989084624,8,anjt308,32,1
Austria,422.4512163566897,9,anjt308,32,1
Austria,294.0315722150865,0,anjt309,34,1
Austria,296.0237774178431,1,anjt309,34,1
Austria,291.30410083982065,2,anjt309,34,1
Austria,345.9670485573236,3,anjt309,34,1
Austria,323.9039073979147,4,anjt309,34,1
Austria,321.2866909471809,5,anjt309,34,1
Austria,375.525344562084,6,anjt309,34,1
Austria,295.92363078641836,7,anjt309,34,1
Austria,346.00503828297985,8,anjt309,34,1
Austria,402.52772919364446,9,anjt309,34,1
Austria,269.6195519875386,0,anjt310,28,1
Austria,248.6302513959374,1,anjt310,28,1
Austria,266.71482518925626,2,anjt310,28,1
Austria,230.4439483586758,3,anjt310,28,1
Austria,273.12444846290725,4,anjt310,28,1
Austria,276.10591075022774,5,anjt310,28,1
Austria,254.0396390968153,6,anjt310,28,1
Austria,316.1517404695197,7,anjt310,28,1
Austria,363.0336145981913,8,anjt310,28,1
Austria,382.75144209885906,9,anjt310,28,1
Austria,220.8018339106514,0,anjt330,35,1
Austria,206.55048867307488,1,anjt330,35,1
Austria,242.00739899202497,2,anjt330,35,1
Austria,240.25624562275448,3,anjt330,35,1
Austria,291.12918235403737,4,anjt330,35,1
Austria,351.8426382786317,5,anjt330,35,1
Austria,334.79941048208576,6,anjt330,35,1
Austria,327.3199128740217,7,anjt330,35,1
Austria,387.6330177883186,8,anjt330,35,1
Austria,365.3008051596842,9,anjt330,35,1
Austria,276.1789577300302,0,anjt331,53,1
Austria,265.2514695469956,1,anjt331,53,1
Austria,378.96385562380596,2,anjt331,53,1
Austria,324.1810776326185,3,anjt331,53,1
Austria,353.136382623223,4,anjt331,53,1
Austria,389.49140947033453,5,anjt331,53,1
Austria,397.36608478875746,6,anjt331,53,1
Austria,434.17002806446567,7,anjt331,53,1
Austria,412.42557926588347,8,anjt331,53,1
Austria,437.106402337973,9,anjt331,53,1
Austria,292.92378110019297,0,anjt332,43,1
Austria,283.9664152197218,1,anjt332,43,1
Austria,322.4222758550117,2,anjt332,43,1
Austria,350.9310087546066,3,anjt332,43,1
Austria,403.2327330027931,4,anjt332,43,1
Austria,433.21566796213244,5,anjt332,43,1
Austria,397.1203876933871,6,anjt332,43,1
Austria,500.7071668179218,7,anjt332,43,1
Austria,483.99641899333125,8,anjt332,43,1
Austria,529.9827710394633,9,anjt332,43,1
Austria,210.34567820642272,0,anjt333,27,0
Austria,224.62087384845069,1,anjt333,27,0
Austria,236.0966502938168,2,anjt333,27,0
Austria,198.8954454549819,3,anjt333,27,0
Austria,228.8069495658134,4,anjt333,27,0
Austria,257.85166271796913,5,anjt333,27,0
Austria,225.8920483384083,6,anjt333,27,0
Austria,300.18010018115547,7,anjt333,27,0
Austria,267.06855078235054,8,anjt333,27,0
Austria,309.1792555260016,9,anjt333,27,0
Austria,261.49605502054146,0,anjt334,30,1
Austria,283.218429245989,1,anjt334,30,1
Austria,289.7369373917996,2,anjt334,30,1
Austria,289.88458174031956,3,anjt334,30,1
Austria,304.6492257255893,4,anjt334,30,1
Austria,372.4876997743871,5,anjt334,30,1
Austria,400.01962925652055,6,anjt334,30,1
Austria,395.3050490517718,7,anjt334,30,1
Austria,395.32791718538886,8,anjt334,30,1
Austria,439.3143752707452,9,anjt334,30,1
Austria,224.53934003618932,0,anjt335,48,0
Austria,254.26093410771847,1,anjt335,48,0
Austria,277.00893073059314,2,anjt335,48,0
Austria,275.1148375898058,3,anjt335,48,0
Austria,281.5229353306185,4,anjt335,48,0
Austria,345.3894280621582,5,anjt335,48,0
Austria,309.7558234572847,6,anjt335,48,0
Austria,340.1225971255367,7,anjt335,48,0
Austria,340.53118418061945,8,anjt335,48,0
Austria,348.65519657750315,9,anjt335,48,0
Austria,182.47322225441945,0,anjt337,35,0
Austria,178.19272835518393,1,anjt337,35,0
Austria,237.29122152323652,2,anjt337,35,0
Austria,234.58924650075087,3,anjt337,35,0
Austria,240.98337222952148,4,anjt337,35,0
Austria,291.43641452731487,5,anjt337,35,0
Austria,283.9189729963426,6,anjt337,35,0
Austria,263.2726172012677,7,anjt337,35,0
Austria,312.5900092657162,8,anjt337,35,0
Austria,283.75882134222525,9,anjt337,35,0
Austria,220.0916431587252,0,anjt349,29,1
Austria,245.66719725241938,1,anjt349,29,1
Austria,249.22123662371683,2,anjt349,29,1
Austria,295.4705050755087,3,anjt349,29,1
Austria,294.0360730129983,4,anjt349,29,1
Austria,290.86899269311704,5,anjt349,29,1
Austria,320.68293930450096,6,anjt349,29,1
Austria,379.62694834464617,7,anjt349,29,1
Austria,390.64071999529557,8,anjt349,29,1
Austria,366.2067332813666,9,anjt349,29,1
Austria,247.64937175011937,0,anjt350,40,1
Austria,258.4949230976209,1,anjt350,40,1
Austria,345.1508107079912,2,anjt350,40,1
Austria,308.5854115076998,3,anjt350,40,1
Austria,343.797771486128,4,anjt350,40,1
Austria,382.9303083829689,5,anjt350,40,1
Austria,454.46534759666713,6,anjt350,40,1
Austria,461.66465431954884,7,anjt350,40,1
Austria,491.9972541783119,8,anjt350,40,1
Austria,526.2567420125743,9,anjt350,40,1
Austria,240.67056489147564,0,anjt351,42,1
Austria,255.0720196455614,1,anjt351,42,1
Austria,317.5522937500526,2,anjt351,42,1
Austria,311.0997522720086,3,anjt351,42,1
Austria,363.5220702691015,4,anjt351,42,1
Austria,320.83970141664196,5,anjt351,42,1
Austria,380.97776665776706,6,anjt351,42,1
Austria,379.21982465369865,7,anjt351,42,1
Austria,419.74975627331577,8,anjt351,42,1
Austria,414.2579132366533,9,anjt351,42,1
Austria,226.22752631625588,0,anjt352,38,1
Austria,209.14923132310864,1,anjt352,38,1
Austria,259.1457867061844,2,anjt352,38,1
Austria,308.26722920243293,3,anjt352,38,1
Austria,308.06375440144456,4,anjt352,38,1
Austria,284.3663248169361,5,anjt352,38,1
Austria,341.23350406656186,6,anjt352,38,1
Austria,400.9986970680352,7,anjt352,38,1
Austria,403.74730476096505,8,anjt352,38,1
Austria,406.3468362154853,9,anjt352,38,1
Austria,226.0694458651948,0,anjt369,35,1
Austria,266.01634667778575,1,anjt369,35,1
Austria,361.00798903187524,2,anjt369,35,1
Austria,383.4330055120927,3,anjt369,35,1
Austria,367.35440456324824,4,anjt369,35,1
Austria,308.5037779474846,5,anjt369,35,1
Austria,414.27527187451,6,anjt369,35,1
Austria,386.67375563267365,7,anjt369,35,1
Austria,507.35386085017,8,anjt369,35,1
Austria,485.5994811764467,9,anjt369,35,1
Austria,271.91924817683423,0,anjt370,42,1
Austria,238.51538264088288,1,anjt370,42,1
Austria,286.0485692969919,2,anjt370,42,1
Austria,305.60274353885626,3,anjt370,42,1
Austria,270.4856100160428,4,anjt370,42,1
Austria,290.8501789959489,5,anjt370,42,1
Austria,315.870156229054,6,anjt370,42,1
Austria,348.38449544971695,7,anjt370,42,1
Austria,341.8146863516395,8,anjt370,42,1
Austria,390.66800585307806,9,anjt370,42,1
Austria,280.42261813611185,0,anjt371,40,1
Austria,269.147226279123,1,anjt371,40,1
Austria,288.7201834628587,2,anjt371,40,1
Austria,327.8067445640963,3,anjt371,40,1
Austria,352.424993961828,4,anjt371,40,1
Austria,397.0055459594585,5,anjt371,40,1
Austria,384.98449923370885,6,anjt371,40,1
Austria,349.9520573529999,7,anjt371,40,1
Austria,444.87159962219573,8,anjt371,40,1
Austria,438.15726281418677,9,anjt371,40,1
Austria,248.3011755699482,0,anjt372,49,1
Austria,279.38581147603367,1,anjt372,49,1
Austria,327.5671620550018,2,anjt372,49,1
Austria,258.3052908080754,3,anjt372,49,1
Austria,318.3681141205151,4,anjt372,49,1
Austria,334.5034376210358,5,anjt372,49,1
Austria,371.6976589730824,6,anjt372,49,1
Austria,376.834984805992,7,anjt372,49,1
Austria,416.42107482152176,8,anjt372,49,1
Austria,378.1626062172639,9,anjt372,49,1
Moldova,274.170836994579,0,shjp308,46,1
Moldova,282.1314252812464,1,shjp308,46,1
Moldova,308.634408934267,2,shjp308,46,1
Moldova,266.39060120527193,3,shjp308,46,1
Moldova,289.2838088345952,4,shjp308,46,1
Moldova,343.1420316244698,5,shjp308,46,1
Moldova,378.55863841742377,6,shjp308,46,1
Moldova,315.3733411218172,7,shjp308,46,1
Moldova,329.23488917289524,8,shjp308,46,1
Moldova,353.0448036553495,9,shjp308,46,1
Moldova,278.31093256745413,0,shjp309,47,1
Moldova,315.09925424802407,1,shjp309,47,1
Moldova,279.9407590896036,2,shjp309,47,1
Moldova,317.0260812199481,3,shjp309,47,1
Moldova,284.7899393633157,4,shjp309,47,1
Moldova,303.572435196,5,shjp309,47,1
Moldova,248.21748749999972,6,shjp309,47,1
Moldova,354.09221043406694,7,shjp309,47,1
Moldova,340.93123543187653,8,shjp309,47,1
Moldova,353.3398928104047,9,shjp309,47,1
Moldova,238.17624118464545,0,shjp310,42,1
Moldova,227.20349809414716,1,shjp310,42,1
Moldova,239.3456936896381,2,shjp310,42,1
Moldova,296.0478698364532,3,shjp310,42,1
Moldova,318.7561758667026,4,shjp310,42,1
Moldova,332.70920990385605,5,shjp310,42,1
Moldova,325.6814144477794,6,shjp310,42,1
Moldova,375.84295293082175,7,shjp310,42,1
Moldova,443.5584911657867,8,shjp310,42,1
Moldova,431.35300205698195,9,shjp310,42,1
Moldova,212.483348472098,0,shjp330,35,0
Moldova,224.41472141152425,1,shjp330,35,0
Moldova,269.71864230555155,2,shjp330,35,0
Moldova,267.6534733005178,3,shjp330,35,0
Moldova,315.8193559543869,4,shjp330,35,0
Moldova,278.9510275037609,5,shjp330,35,0
Moldova,318.1699441493372,6,shjp330,35,0
Moldova,342.1835386516617,7,shjp330,35,0
Moldova,329.5275133409289,8,shjp330,35,0
Moldova,382.981985504186,9,shjp330,35,0
Moldova,226.54013347676727,0,shjp331,48,1
Moldova,263.6322857041031,1,shjp331,48,1
Moldova,298.0345266696392,2,shjp331,48,1
Moldova,366.56424568382175,3,shjp331,48,1
Moldova,340.93264665641505,4,shjp331,48,1
Moldova,331.44487768085,5,shjp331,48,1
Moldova,335.5788796456292,6,shjp331,48,1
Moldova,327.6945824112343,7,shjp331,48,1
Moldova,326.85730920720056,8,shjp331,48,1
Moldova,341.11463493509893,9,shjp331,48,1
Moldova,222.13896884735613,0,shjp332,37,1
Moldova,276.48831860918654,1,shjp332,37,1
Moldova,279.18663462713704,2,shjp332,37,1
Moldova,355.83145138898135,3,shjp332,37,1
Moldova,333.8338344665479,4,shjp332,37,1
Moldova,322.73461626227953,5,shjp332,37,1
Moldova,390.36918348886945,6,shjp332,37,1
Moldova,411.2446674083706,7,shjp332,37,1
Moldova,395.25580492624005,8,shjp332,37,1
Moldova,403.52287106724907,9,shjp332,37,1
Moldova,305.0322096558964,0,shjp333,57,1
Moldova,294.7476332754635,1,shjp333,57,1
Moldova,366.92638109071487,2,shjp333,57,1
Moldova,342.75059079323563,3,shjp333,57,1
Moldova,382.22275822442595,4,shjp333,57,1
Moldova,422.13122641225635,5,shjp333,57,1
Moldova,379.17117629864015,6,shjp333,57,1
Moldova,416.029687911828,7,shjp333,57,1
Moldova,401.57496700313203,8,shjp333,57,1
Moldova,454.3106365947516,9,shjp333,57,1
Moldova,233.22780230813808,0,shjp334,33,0
Moldova,186.20503869116325,1,shjp334,33,0
Moldova,257.1260836297682,2,shjp334,33,0
Moldova,227.15686763894973,3,shjp334,33,0
Moldova,267.56005846764543,4,shjp334,33,0
Moldova,286.6682992452296,5,shjp334,33,0
Moldova,296.60721832096453,6,shjp334,33,0
Moldova,324.2613521538079,7,shjp334,33,0
Moldova,354.13880763443956,8,shjp334,33,0
Moldova,368.2453728454705,9,shjp334,33,0
Moldova,220.7502635747673,0,shjp335,34,0
Moldova,218.69002604134252,1,shjp335,34,0
Moldova,207.04697829092322,2,shjp335,34,0
Moldova,207.72786353164705,3,shjp335,34,0
Moldova,256.6249689297175,4,shjp335,34,0
Moldova,304.8345378266748,5,shjp335,34,0
Moldova,245.55387333352837,6,shjp335,34,0
Moldova,256.08593565692553,7,shjp335,34,0
Moldova,284.19524029429533,8,shjp335,34,0
Moldova,293.40155957247106,9,shjp335,34,0
Moldova,321.4981554411892,0,shjp337,51,0
Moldova,261.53783169608624,1,shjp337,51,0
Moldova,326.4338318842346,2,shjp337,51,0
Moldova,334.7081250854072,3,shjp337,51,0
Moldova,309.41516795575694,4,shjp337,51,0
Moldova,357.0341166959059,5,shjp337,51,0
Moldova,404.4739357360417,6,shjp337,51,0
Moldova,380.4897516210276,7,shjp337,51,0
Moldova,467.2481653869456,8,shjp337,51,0
Moldova,406.6611061405887,9,shjp337,51,0
Moldova,271.8239118044104,0,shjp349,37,1
Moldova,277.25396191925637,1,shjp349,37,1
Moldova,301.26218007379356,2,shjp349,37,1
Moldova,279.24208892684703,3,shjp349,37,1
Moldova,283.4770714016323,4,shjp349,37,1
Moldova,285.41603367992843,5,shjp349,37,1
Moldova,262.3966691022356,6,shjp349,37,1
Moldova,263.18505349981444,7,shjp349,37,1
Moldova,281.63618423805457,8,shjp349,37,1
Moldova,345.4387218876933,9,shjp349,37,1
Moldova,251.6086101719285,0,shjp350,48,0
Moldova,218.91544937277504,1,shjp350,48,0
Moldova,253.0296458418301,2,shjp350,48,0
Moldova,299.06955045861383,3,shjp350,48,0
Moldova,306.6843630826436,4,shjp350,48,0
Moldova,292.0505496629809,5,shjp350,48,0
Moldova,307.7630310852854,6,shjp350,48,0
Moldova,355.41361740683135,7,shjp350,48,0
Moldova,374.113626432072,8,shjp350,48,0
Moldova,397.89956754575155,9,shjp350,48,0
Moldova,203.3169359379251,0,shjp351,30,1
Moldova,219.77959943116136,1,shjp351,30,1
Moldova,258.6334757942704,2,shjp351,30,1
Moldova,273.5184417381131,3,shjp351,30,1
Moldova,312.9932639063424,4,shjp351,30,1
Moldova,295.92073772943473,5,shjp351,30,1
Moldova,376.5626455866278,6,shjp351,30,1
Moldova,295.06638760269567,7,shjp351,30,1
Moldova,349.3819463739765,8,shjp351,30,1
Moldova,408.31814318087385,9,shjp351,30,1
Moldova,208.30240770505836,0,shjp352,40,1
Moldova,208.43587445968757,1,shjp352,40,1
Moldova,255.15540218247304,2,shjp352,40,1
Moldova,274.0959957606538,3,shjp352,40,1
Moldova,311.11525091308897,4,shjp352,40,1
Moldova,318.23529377873615,5,shjp352,40,1
Moldova,382.8841270746271,6,shjp352,40,1
Moldova,350.84006629129607,7,shjp352,40,1
Moldova,369.3722840225534,8,shjp352,40,1
Moldova,378.1029909372484,9,shjp352,40,1
Moldova,233.6408272974004,0,shjp369,37,0
Moldova,266.29605763690745,1,shjp369,37,0
Moldova,293.91752940065714,2,shjp369,37,0
Moldova,333.99302382739586,3,shjp369,37,0
Moldova,333.301531063847,4,shjp369,37,0
Moldova,350.27971720573936,5,shjp369,37,0
Moldova,373.8509867685342,6,shjp369,37,0
Moldova,409.2969819797096,7,shjp369,37,0
Moldova,432.27998642428287,8,shjp369,37,0
Moldova,451.137545935693,9,shjp369,37,0
Moldova,269.41165784747017,0,shjp370,54,1
Moldova,291.0421761563583,1,shjp370,54,1
Moldova,278.08781500456763,2,shjp370,54,1
Moldova,274.15529417404565,3,shjp370,54,1
Moldova,270.46193658467456,4,shjp370,54,1
Moldova,321.53894835261934,5,shjp370,54,1
Moldova,329.35223857830897,6,shjp370,54,1
Moldova,324.9878286259629,7,shjp370,54,1
Moldova,300.3871865210929,8,shjp370,54,1
Moldova,343.6238534901561,9,shjp370,54,1
Moldova,225.7515791979062,0,shjp371,44,1
Moldova,287.9096560445509,1,shjp371,44,1
Moldova,344.1844827475398,2,shjp371,44,1
Moldova,324.24386923949976,3,shjp371,44,1
Moldova,332.8865358648004,4,shjp371,44,1
Moldova,346.34398316007525,5,shjp371,44,1
Moldova,372.94521305554196,6,shjp371,44,1
Moldova,427.1702972280557,7,shjp371,44,1
Moldova,494.25176832184854,8,shjp371,44,1
Moldova,485.09090121827103,9,shjp371,44,1
Moldova,191.7023400289506,0,shjp372,29,1
Moldova,227.51396236283477,1,shjp372,29,1
Moldova,192.03085633339782,2,shjp372,29,1
Moldova,267.32732353753215,3,shjp372,29,1
Moldova,295.6318630218236,4,shjp372,29,1
Moldova,255.65975830027583,5,shjp372,29,1
Moldova,280.86614944156855,6,shjp372,29,1
Moldova,356.8587630928056,7,shjp372,29,1
Moldova,366.1278499924873,8,shjp372,29,1
Moldova,356.71209113578215,9,shjp372,29,1
Estonia,290.9345398380097,0,otby308,47,1
Estonia,275.348340469883,1,otby308,47,1
Estonia,292.4787279039476,2,otby308,47,1
Estonia,295.2417705615471,3,otby308,47,1
Estonia,354.1948122453192,4,otby308,47,1
Estonia,403.51034294460413,5,otby308,47,1
Estonia,357.57550363077434,6,otby308,47,1
Estonia,412.259030004376,7,otby308,47,1
Estonia,449.30950835279134,8,otby308,47,1
Estonia,457.16715765835124,9,otby308,47,1
Estonia,269.82754656833094,0,otby309,35,1
Estonia,245.68789171090242,1,otby309,35,1
Estonia,311.8635128074924,2,otby309,35,1
Estonia,333.75948100970106,3,otby309,35,1
Estonia,296.09963015185286,4,otby309,35,1
Estonia,353.52117923044614,5,otby309,35,1
Estonia,335.81446170028926,6,otby309,35,1
Estonia,381.2163989204802,7,otby309,35,1
Estonia,398.5410752650331,8,otby309,35,1
Estonia,402.1393767858392,9,otby309,35,1
Estonia,257.09465472361734,0,otby310,49,1
Estonia,267.1785740163781,1,otby310,49,1
Estonia,303.8088085864077,2,otby310,49,1
Estonia,350.2533108141247,3,otby310,49,1
Estonia,342.1138496783487,4,otby310,49,1
Estonia,376.6978252248493,5,otby310,49,1
Estonia,358.10661181519697,6,otby310,49,1
Estonia,396.03288772674034,7,otby310,49,1
Estonia,406.2924531617508,8,otby310,49,1
Estonia,422.820492106007,9,otby310,49,1
Estonia,256.7577799890044,0,otby330,40,0
Estonia,282.7188749190392,1,otby330,40,0
Estonia,319.0991040527872,2,otby330,40,0
Estonia,348.6012765424818,3,otby330,40,0
Estonia,356.6972851281679,4,otby330,40,0
Estonia,413.6310983965674,5,otby330,40,0
Estonia,394.2898598800974,6,otby330,40,0
Estonia,398.49185918116405,7,otby330,40,0
Estonia,449.36386972013577,8,otby330,40,0
Estonia,445.94949077763226,9,otby330,40,0
Estonia,280.54835747147024,0,otby331,45,1
Estonia,252.10385106004344,1,otby331,45,1
Estonia,258.3608505153535,2,otby331,45,1
Estonia,323.9919664168097,3,otby331,45,1
Estonia,328.62503826046805,4,otby331,45,1
Estonia,390.0574700039982,5,otby331,45,1
Estonia,329.3913422585001,6,otby331,45,1
Estonia,393.89019335021885,7,otby331,45,1
Estonia,403.73570596607965,8,otby331,45,1
Estonia,383.17519420671294,9,otby331,45,1
Estonia,245.60585920870375,0,otby332,45,1
Estonia,283.43064937014486,1,otby332,45,1
Estonia,317.8378898614729,2,otby332,45,1
Estonia,339.7598491428403,3,otby332,45,1
Estonia,377.84903140398006,4,otby332,45,1
Estonia,359.2109392336382,5,otby332,45,1
Estonia,410.3982692992436,6,otby332,45,1
Estonia,403.964467943566,7,otby332,45,1
Estonia,395.1320319997999,8,otby332,45,1
Estonia,438.7269756781707,9,otby332,45,1
Estonia,195.21690247458756,0,otby333,41,0
Estonia,264.78312530694313,1,otby333,41,0
Estonia,276.44100641921017,2,otby333,41,0
Estonia,317.93522736537324,3,otby333,41,0
Estonia,309.65510439484837,4,otby333,41,0
Estonia,326.04613395102365,5,otby333,41,0
Estonia,378.89734775316134,6,otby333,41,0
Estonia,335.3426836242734,7,otby333,41,0
Estonia,367.4498661237136,8,otby333,41,0
Estonia,371.05181295010505,9,otby333,41,0
Estonia,206.4279062593276,0,otby334,25,1
Estonia,249.39978325364672,1,otby334,25,1
Estonia,266.87631872690685,2,otby334,25,1
Estonia,242.77170686592706,3,otby334,25,1
Estonia,316.05974176998893,4,otby334,25,1
Estonia,337.7459228471095,5,otby334,25,1
Estonia,320.85575168093044,6,otby334,25,1
Estonia,377.4363490439855,7,otby334,25,1
Estonia,384.2378130633915,8,otby334,25,1
Estonia,385.7741026708766,9,otby334,25,1
Estonia,231.73737073463388,0,otby335,44,1
Estonia,216.9312329444296,1,otby335,44,1
Estonia,272.2575153587933,2,otby335,44,1
Estonia,197.67853909482045,3,otby335,44,1
Estonia,305.37268390489396,4,otby335,44,1
Estonia,307.2338848321652,5,otby335,44,1
Estonia,328.0586516423882,6,otby335,44,1
Estonia,284.4493649916611,7,otby335,44,1
Estonia,287.3352004486004,8,otby335,44,1
Estonia,342.9144476978312,9,otby335,44,1
Estonia,297.24539033273123,0,otby337,35,1
Estonia,345.15755110850677,1,otby337,35,1
Estonia,322.1609588252514,2,otby337,35,1
Estonia,321.07688383537015,3,otby337,35,1
Estonia,279.92625270739234,4,otby337,35,1
Estonia,319.74062675099566,5,otby337,35,1
Estonia,337.66855457626724,6,otby337,35,1
Estonia,364.4279620978459,7,otby337,35,1
Estonia,357.41509577167767,8,otby337,35,1
Estonia,410.99562612800537,9,otby337,35,1
Estonia,258.16254879622807,0,otby349,32,1
Estonia,290.3494139663154,1,otby349,32,1
Estonia,289.9378028827478,2,otby349,32,1
Estonia,243.73906470975757,3,otby349,32,1
Estonia,296.3971857586189,4,otby349,32,1
Estonia,328.4303976437509,5,otby349,32,1
Estonia,368.39801558340884,6,otby349,32,1
Estonia,350.92455154744073,7,otby349,32,1
Estonia,374.9361469218902,8,otby349,32,1
Estonia,454.34865616152626,9,otby349,32,1
Estonia,214.57498382855,0,otby350,31,0
Estonia,254.64097661931334,1,otby350,31,0
Estonia,291.3980672969593,2,otby350,31,0
Estonia,308.0119402642554,3,otby350,31,0
Estonia,286.3110199470648,4,otby350,31,0
Estonia,297.4936805224064,5,otby350,31,0
Estonia,305.01744206148715,6,otby350,31,0
Estonia,304.24068607210836,7,otby350,31,0
Estonia,370.0464860922857,8,otby350,31,0
Estonia,310.5401362120129,9,otby350,31,0
Estonia,144.06429918237316,0,otby351,26,0
