col,p_h,sulphates,volatile_acidity,residual_sugar,citric_acid,alcohol,quality
white,3.2,0.53,0.24,10.4,0.39,10,6
white,3.47,0.4,0.14,1.1,0.34,10.2,6
white,3.19,0.44,0.25,2.05,0.36,10.8,6
white,3.42,0.51,0.12,1.5,0.34,9,6
white,3.37,0.37,0.27,14.95,0.2,10.2,5
white,3.19,0.42,0.28,1.7,0.43,12.8,5
white,3.24,0.35,0.39,5.4,0.23,10,5
white,3.13,0.28,0.33,1.2,0.32,11.2,6
white,3.21,0.36,0.24,17.95,0.39,8.6,5
white,3.21,0.36,0.24,17.95,0.39,8.6,5
white,3.11,0.36,0.23,2.5,0.39,9.4,6
white,3.1,0.34,0.24,2.9,0.39,9.4,6
white,3.13,0.46,0.31,7.4,0.26,9.8,6
white,3.22,0.56,0.24,1.4,0.27,9.5,6
white,3.24,0.56,0.23,1.4,0.26,9.5,6
white,3.16,0.53,0.18,1.4,0.31,10,7
white,3.27,0.52,0.45,4.4,0.26,9.8,4
white,3.25,0.52,0.46,4.4,0.25,9.8,5
white,3.13,0.46,0.31,7.4,0.26,9.8,6
white,3.36,0.48,0.19,5,0.35,9.8,5
white,3.35,0.44,0.19,1.6,0.31,11.7,6
white,3.34,0.58,0.25,1.1,0.29,11,7
white,3.32,0.46,0.16,1.1,0.33,10.9,7
white,3.31,0.35,0.18,1,0.35,10.9,6
white,3.05,0.38,0.2,0.9,0.59,9.1,6
white,3.13,0.52,0.25,1.3,0.35,11,6
white,3.09,0.5,0.21,11.9,0.34,9.6,6
white,3.3,0.36,0.19,12.4,0.26,8.9,6
white,3.11,0.38,0.38,4.6,0.15,10.2,6
white,3.36,0.34,0.2,1.2,0.36,9.9,6
white,3.03,0.46,0.22,4.9,0.24,8.6,6
white,3.3,0.36,0.19,12.4,0.26,8.9,6
white,3.02,0.34,0.47,1.1,0.07,10.5,5
white,3.11,0.38,0.38,4.6,0.15,10.2,6
white,3.15,0.46,0.24,1.4,0.27,10.3,6
white,3.22,0.54,0.35,1.2,0.03,9.1,5
white,3.22,0.49,0.26,6.4,0.24,12.6,7
white,3.14,0.42,0.25,1.2,0.13,9.8,5
white,3.33,0.64,0.23,2.1,0.31,10.7,8
white,3.13,0.35,0.24,10.1,0.29,9.5,5
white,3.1,0.51,0.27,7.8,0.43,9,6
white,3.32,0.6,0.3,4.6,0.23,9.5,5
white,3.69,0.71,0.27,4.8,0.28,10,5
white,2.95,0.49,0.23,1,0.46,9.1,6
white,3.33,0.64,0.23,2.1,0.31,10.7,8
white,3.13,0.35,0.24,10.1,0.29,9.5,5
white,3.26,0.37,0.18,1.4,0.36,12.7,7
white,3.31,0.65,0.32,1.3,0.34,12,7
white,2.94,0.56,0.18,8.8,0.3,9.3,5
white,3.27,0.37,0.54,5.4,0.28,9,5
white,3.39,0.77,0.22,1.4,0.31,10.6,6
white,3.21,0.6,0.2,16,0.34,9.2,6
white,3.17,0.42,0.34,6.1,0.2,10,5
white,3.33,0.46,0.22,8.2,0.3,9.5,6
white,3.11,0.45,0.43,11.8,0.61,8.7,5
white,3.12,0.46,0.44,11.8,0.62,8.7,6
white,3.09,0.44,0.39,11,0.63,8.7,6
white,3.22,0.48,0.25,13.3,0.31,9.7,6
white,3.11,0.45,0.43,11.8,0.61,8.7,5
white,3.12,0.46,0.44,11.8,0.62,8.7,6
white,3.09,0.44,0.39,11,0.63,8.7,6
white,3.12,0.47,0.27,7.5,0.43,9,5
white,3.26,0.4,0.24,1.7,0.33,12.6,7
white,3.25,0.41,0.21,1.8,0.33,12.6,7
white,3.21,0.44,0.17,1.7,0.32,11.5,7
white,3.04,0.42,0.26,12.4,0.29,9.2,6
white,3.14,0.5,0.34,15.9,0.66,8.8,6
white,2.95,0.36,0.265,1.2,0.36,11.4,7
white,2.89,0.3,0.36,10.5,0.46,10.1,4
white,3.14,0.5,0.34,15.9,0.66,8.8,6
white,3,0.44,0.25,13.5,0.37,9.1,5
white,3.4,0.41,0.12,9.6,0.32,9.4,5
white,3.34,0.39,0.21,12.1,0.24,9.4,5
white,2.99,0.46,0.305,18.9,0.4,9,5
white,3,0.44,0.25,13.5,0.37,9.1,5
white,3.2,0.35,0.13,14.4,0.32,9.2,6
white,3.4,0.41,0.12,9.6,0.32,9.4,5
white,3.16,0.59,0.23,16.5,0.35,9.1,6
white,3.16,0.59,0.23,16.5,0.35,9.1,6
white,3.27,0.6,0.33,1.3,0.28,10.3,5
white,2.89,0.39,0.17,8.5,0.54,8.8,6
white,3.04,0.52,0.27,18.75,0.46,8.9,5
white,3.01,0.47,0.31,13.3,0.5,9.2,5
white,3.22,0.51,0.41,9.2,0.34,9.1,5
white,3.22,0.51,0.41,9.2,0.34,9.1,5
white,3.63,0.4,0.485,1.5,0,9.7,4
white,3.31,0.44,0.31,3.3,0.24,11.3,6
white,3.19,0.42,0.14,1.7,0.4,11.8,6
white,3.01,0.47,0.31,13.3,0.5,9.2,5
white,3.04,0.5,0.32,13.3,0.48,9.2,5
white,3.22,0.51,0.36,5.7,0.04,10.2,5
white,3.01,0.54,0.24,12.2,0.32,8.8,5
white,3.29,0.34,0.16,6.85,0.31,9.7,5
white,3.29,0.36,0.19,5,0.28,9.1,6
white,3.21,0.36,0.13,1.6,0.47,9.8,6
white,3.27,0.48,0.19,1.1,0.36,11,6
white,3.14,0.42,0.39,7,0.23,10.5,5
white,3.45,0.54,0.24,7.6,0.32,9.7,7
white,3.3,0.57,0.3,2.8,0.56,10.9,7
white,3.31,0.57,0.3,2.7,0.56,10.9,6
white,3.39,0.37,0.26,10.4,0.25,10.6,5
white,3.45,0.54,0.24,7.6,0.32,9.7,7
white,3.23,0.57,0.425,13.1,0.4,9,5
white,3.24,0.51,0.24,15.8,0.27,9.2,5
white,3.19,0.52,0.27,8.1,0.22,8.9,5
white,3.26,0.56,0.27,15.7,0.31,9.6,5
white,3.12,0.38,0.23,1.2,0.4,10.7,6
white,3.16,0.44,0.37,10.5,0.67,8.7,5
white,3.15,0.54,0.19,1.9,0.36,10.8,7
white,3.23,0.52,0.28,1.9,0.39,11.8,6
white,3.3,0.43,0.31,2.2,0.34,10.2,5
white,3.16,0.44,0.37,10.5,0.67,8.7,5
white,3.21,0.54,0.21,1.2,0.4,10.8,6
white,3.18,0.53,0.21,4.3,0.41,9.7,6
white,3.12,0.54,0.2,2,0.4,11.2,6
white,3,0.39,0.255,1.1,0.37,10.9,6
white,3.28,0.37,0.16,1.4,0.27,10.1,6
white,3.38,0.36,0.595,5.2,0.14,9,4
white,3.38,0.58,0.34,4.6,0.33,12,7
white,2.99,0.38,0.25,4.1,0.3,9.4,6
white,3.12,0.32,0.22,8,0.38,11.5,7
white,3.14,0.43,0.18,10.2,0.46,9.9,6
white,2.99,0.38,0.25,4.1,0.3,9.4,6
white,3.14,0.45,0.18,1.2,0.41,10.4,5
white,3.06,0.84,0.23,7.5,0.4,9.7,6
white,2.89,0.42,0.24,14,0.42,8.9,6
white,2.89,0.42,0.24,14,0.42,8.9,6
white,3.29,0.42,0.32,1.5,0.24,12.4,7
white,3.36,0.33,0.44,1.4,0.04,12.1,8
white,3.36,0.33,0.44,1.4,0.04,12.1,8
white,3.29,0.42,0.32,1.5,0.24,12.4,7
white,2.98,0.4,0.22,14.5,0.56,9.1,5
white,3.28,0.39,0.36,4.8,0.3,10.6,5
white,2.89,0.42,0.24,14,0.42,8.9,6
white,3.15,0.5,0.24,13.1,0.35,9.5,5
white,3.16,0.49,0.23,13,0.36,9.8,5
white,3.14,0.59,0.27,8.7,0.46,9.6,6
white,3.08,0.44,0.46,2.4,0.18,12.6,7
white,3.08,0.54,0.29,8.95,0.31,9.3,5
white,2.87,0.29,0.42,9.85,0.48,10,5
white,3.12,0.54,0.3,1.5,0.46,12.7,6
white,3.13,0.39,0.19,1.5,0.45,11,6
white,3.03,0.39,0.48,0.8,0.37,11.4,4
white,3.35,0.33,0.22,4.55,0.43,11.5,7
white,3.09,0.64,0.27,17.7,0.31,10.2,5
white,3.11,0.27,0.23,7.5,0.4,11.4,6
white,3.03,0.41,0.32,5.1,0.47,12.6,4
white,3.28,0.39,0.23,12.9,0.3,9.4,5
white,3.11,0.35,0.67,1.2,0.07,8.7,4
white,3.19,0.68,0.25,5.5,0.32,9.2,6
white,3.19,0.66,0.33,5.5,0.31,9.3,6
white,3.09,0.43,0.34,1.2,0.15,9.2,5
white,2.93,0.5,0.28,22,0.4,8.7,5
white,3.18,0.58,0.27,14,0.4,9.6,6
white,3.02,0.63,0.26,11.9,0.56,9.3,5
white,3.02,0.63,0.29,11.9,0.56,9.3,5
white,3.12,0.61,0.24,9.4,0.41,9.9,6
white,3.15,0.5,0.3,4.2,0.23,11,5
white,3.26,0.57,0.53,3.8,0.35,12.7,8
white,3.09,0.54,0.28,8.5,0.28,8.9,4
white,3.09,0.55,0.28,8.5,0.28,8.9,6
white,2.93,0.5,0.28,22,0.4,8.7,5
white,3.02,0.37,0.28,8,0.36,11.4,6
white,3.36,0.42,0.15,5.1,0.34,9.6,5
white,3.02,0.41,0.29,3.6,0.44,9.1,5
white,3.02,0.39,0.3,3.5,0.45,9.1,6
white,3.01,0.38,0.29,3.6,0.44,9.1,5
white,3.13,0.47,0.26,7.8,0.24,8.9,5
white,3.1,0.49,0.32,13.1,0.24,8.8,5
white,3.13,0.47,0.26,7.8,0.24,8.9,5
white,3.15,0.5,0.27,16.1,0.26,9.3,5
white,3.1,0.49,0.32,13.1,0.24,8.8,5
white,3.2,0.5,0.54,13.2,0.32,9.6,5
white,3.33,0.53,0.26,13.9,0.34,12,6
white,3.28,0.5,0.28,2.3,0.35,10.2,4
white,3.15,0.43,0.21,11.6,0.5,8.8,5
white,3.21,0.34,0.16,8.3,0.32,9.2,5
white,2.99,0.51,0.44,6.2,0.88,9.9,4
white,3.32,0.74,0.57,2.2,0.29,10.2,5
white,3.22,0.77,0.4,0.9,0.31,9.5,6
white,3.31,0.34,0.245,9.7,0.25,10.5,5
white,3.32,0.59,0.18,1.4,0.38,11.2,7
white,3.21,0.34,0.16,8.3,0.32,9.2,5
white,3.44,0.37,0.13,5.3,0.29,9.7,6
white,3.3,0.44,0.25,1.4,0.25,11.1,7
white,3.31,0.38,0.26,9.2,0.24,9.4,5
white,3.03,0.33,0.27,7,0.36,11,5
white,3.31,0.38,0.26,9.2,0.24,9.4,5
white,3.31,0.44,0.28,17.5,0.24,9.4,5
white,3.04,0.32,0.23,7,0.36,11,5
white,3.03,0.33,0.27,7,0.36,11,5
white,3,0.55,0.685,9.5,0.21,9.1,6
white,3.3,0.44,0.25,1.4,0.25,11.1,7
white,3.42,0.39,0.19,0.8,0.3,9.1,6
white,3.39,0.54,0.495,1.8,0.22,10.4,6
white,3.32,0.39,0.24,17.8,0.41,8.7,5
white,3.5,0.5,0.17,2.4,0.32,9.7,6
white,3.17,0.52,0.25,10.3,0.32,9.1,6
white,3.5,0.5,0.17,2.4,0.32,9.7,6
white,3.32,0.39,0.24,17.8,0.41,8.7,5
white,3.37,0.46,0.64,9.7,0.08,8.9,4
white,3.34,0.51,0.28,7.8,0.4,9.6,6
white,3.31,0.51,0.27,7.8,0.39,9.5,6
white,3.09,0.44,0.23,14.3,0.38,9,6
white,3.09,0.44,0.23,14.3,0.38,9,6
white,3.09,0.44,0.23,14.3,0.38,9,6
white,3.09,0.44,0.23,14.3,0.38,9,6
white,3.27,0.5,0.52,13.2,0.32,9.6,6
white,3.34,0.41,0.26,1.4,0.59,11.1,7
white,3.48,0.64,0.25,15.55,0.21,9.6,6
white,3.2,0.46,0.32,13.7,0.23,8.7,5
white,3.13,0.5,0.31,7.8,0.26,10.4,5
white,3.15,0.38,0.21,2.4,0.37,11.4,7
white,3.3,0.58,0.24,2.7,0.34,9.7,6
white,3.14,0.46,0.4,11.2,0.56,8.7,5
white,3.37,0.79,0.18,2,0.36,11.3,6
white,3.16,0.61,0.21,2.1,0.27,12.6,7
white,3.25,0.36,0.2,1.4,0.27,10.9,7
white,3.25,0.37,0.19,1.4,0.26,10.9,7
white,3.38,0.45,0.41,10.4,0.14,10,5
white,3.72,0.7,0.21,4.6,0.28,10,4
white,3.02,0.5,0.26,16.2,0.21,9.8,3
white,3.14,0.46,0.4,11.2,0.56,8.7,5
white,3.53,0.43,0.24,3.5,0.44,11.7,3
white,3.21,0.52,0.24,1.5,0.39,9.3,6
white,3.32,0.58,0.26,1.1,0.39,9.6,8
white,3.27,0.41,0.35,5.7,0.3,11,7
white,3.27,0.41,0.35,5.7,0.3,11,7
white,3.32,0.5,0.23,1.8,0.39,11.8,6
white,3.28,0.34,0.36,0.9,0.38,11.4,4
white,3.32,0.42,0.115,5.4,0.35,10.2,6
white,2.93,0.47,0.29,19.45,0.4,8.9,5
white,3.17,0.33,0.28,8.2,0.4,10.2,5
white,3.08,0.59,0.29,13.6,0.4,9.6,6
white,3.1,0.48,0.24,1.2,0.35,10.6,6
white,2.93,0.47,0.29,19.45,0.4,8.9,5
white,3.25,0.51,0.32,8.3,0.26,9.2,6
white,3.34,0.57,0.58,6.9,0.07,9.7,5
white,3.34,0.57,0.585,7.1,0.07,9.7,6
white,3.34,0.57,0.59,7,0.07,9.7,6
white,3.25,0.51,0.32,8.3,0.26,9.2,6
white,3.33,0.58,0.6,7,0.07,9.7,5
white,3.29,0.38,0.25,13.1,0.26,9.3,5
white,3.24,0.38,0.58,5.1,0.3,9,5
white,3.05,0.61,0.29,10.7,0.54,9.5,5
white,3.14,0.57,0.19,8.9,0.41,9.8,6
white,3.14,0.58,0.2,9.1,0.41,9.8,6
white,2.89,0.5,0.26,1.1,0.4,10.6,5
white,3.05,0.47,0.32,1.2,0.34,10.6,4
white,3.26,0.68,0.3,4.7,0.49,12.4,7
white,3.19,0.38,0.24,2.8,0.36,12.6,8
white,3.3,0.6,0.31,5,0.58,12.3,8
white,3.08,0.65,0.44,5.1,0.37,10.5,4
white,3.19,0.49,0.34,15.6,0.3,9.3,5
white,3.12,0.49,0.35,15.4,0.24,8.8,5
white,3.08,0.47,0.32,7.2,0.25,8.8,5
white,3.22,0.51,0.28,15.7,0.33,9.7,6
white,2.98,0.48,0.23,14.2,0.39,9,7
white,2.98,0.48,0.23,14.2,0.39,9,7
white,2.98,0.48,0.23,14.2,0.39,9,7
white,2.98,0.48,0.23,14.2,0.39,9,7
white,3.52,0.46,0.15,5.8,0.31,10.5,6
white,2.96,0.44,0.28,19.8,0.42,9.1,5
white,3.44,0.64,0.28,7.3,0.22,9.8,7
white,3.23,0.38,0.59,1.6,0.38,8.5,3
white,3.37,0.54,0.33,1.2,0.27,9.4,6
white,3.09,0.57,0.39,10.6,0.7,9.4,5
white,3.19,0.6,0.19,3.8,0.46,11.2,7
white,3.17,0.45,0.17,11.3,0.44,10,6
white,3.15,0.45,0.17,2.1,0.5,10.3,6
white,3.27,0.67,0.41,1.6,0,10.8,6
white,3.13,0.38,0.2,0.9,0.35,10.5,6
white,3.27,0.67,0.41,1.6,0,10.8,6
white,3.32,0.43,0.29,1.3,0.21,11.1,6
white,3.2,0.41,0.41,6.8,0.24,9.9,6
white,3.2,0.41,0.41,6.8,0.24,9.9,6
white,3.2,0.41,0.43,6.7,0.24,9.9,5
white,3.2,0.41,0.4,6.7,0.24,9.9,6
white,3.2,0.42,0.33,4.9,0.27,10.4,7
white,3.21,0.41,0.31,4.8,0.26,10.4,6
white,3.4,0.71,0.36,2.1,0.27,11.5,7
white,3.53,0.51,0.55,8.3,0.14,12.5,8
white,3.36,0.45,0.25,3.7,0.41,10,6
white,3.29,0.63,0.36,6.7,0.21,10,6
white,3.29,0.62,0.34,6.6,0.21,10,5
white,3.09,0.44,0.28,1.1,0.6,9.1,6
white,3.21,0.38,0.25,4.7,0.34,10.6,6
white,3.19,0.37,0.24,7.7,0.35,10.5,5
white,3.52,0.43,0.3,7.85,0.47,11.5,7
white,3.54,0.59,0.125,3.3,0.25,10.1,6
white,3.61,0.61,0.1,1.1,0.24,10.3,7
white,3.19,0.37,0.24,7.7,0.35,10.5,5
white,3.21,0.38,0.25,4.7,0.34,10.6,6
white,3.16,0.36,0.28,9.3,0.44,10.4,6
white,3.02,0.55,0.41,2,0.51,11.4,5
white,3.18,0.59,0.27,5.8,0.31,10.5,5
white,2.96,0.6,0.26,15.15,0.41,10,6
white,3.19,0.65,0.34,6.3,0.23,10,6
white,3.23,0.5,0.28,15.4,0.35,9.6,6
white,3.17,0.51,0.21,1.3,0.41,10.4,5
white,3.36,0.6,0.32,4.8,0.35,12.5,8
white,3.2,0.39,0.24,4.6,0.34,10.6,5
white,3.28,0.4,0.23,1.8,0.3,11.8,6
white,3.11,0.44,0.28,9.9,0.34,9.8,5
white,3.25,0.38,0.26,5.7,0.26,10.8,5
white,3.28,0.4,0.23,1.8,0.3,11.8,6
white,3.32,0.42,0.23,1.5,0.33,11.2,6
white,3.28,0.42,0.27,12.3,0.27,9.3,6
white,3.45,0.53,0.26,1.3,0.4,10.4,5
white,3.43,0.85,0.18,1.5,0.35,10.2,7
white,3.19,0.55,0.2,7.8,0.43,9,7
white,3.2,0.54,0.24,1.5,0.36,10,6
white,3.18,0.47,0.26,9.7,0.42,9.1,6
white,3.29,0.76,0.31,3,0.47,10,5
white,3.29,0.75,0.29,3,0.47,10,6
white,3.28,0.4,0.145,4.6,0.33,9.6,6
white,3.36,0.51,0.34,1.3,0.1,11.2,7
white,3.2,0.44,0.19,15.6,0.41,8.8,6
white,3.15,0.5,0.18,13.6,0.46,10,6
white,3.15,0.47,0.17,11.2,0.45,10,5
white,3.27,0.74,0.12,2.1,0.36,11.4,7
white,3.03,0.3,0.33,6.85,0.4,11.9,7
white,3.14,0.51,0.335,2.5,0.3,9.6,6
white,3.03,0.3,0.33,6.85,0.4,11.9,7
white,3.25,0.57,0.4,4.4,0.42,9.6,6
white,2.89,0.38,0.22,14.3,0.37,9,6
white,2.89,0.38,0.22,14.3,0.37,9,6
white,3.15,0.78,0.36,1.1,0.33,9.5,6
white,3,0.42,0.2,1.4,0.39,10.4,6
white,3.2,0.59,0.24,4.7,0.34,10.6,6
white,3.28,0.5,0.24,14.9,0.32,10.2,6
white,3.15,0.43,0.365,1.2,0.14,8.9,5
white,3.4,0.39,0.15,5.3,0.3,9.7,6
white,2.89,0.38,0.22,14.3,0.37,9,6
white,3.49,0.42,0.16,2.3,0.4,11.4,7
white,3.4,0.71,0.26,3.5,0.32,12.3,7
white,3.49,0.62,0.18,1.5,0.27,10.8,6
white,3.12,0.45,0.33,1,0.21,9.4,6
white,3.17,0.64,0.29,2.3,0.48,10.6,6
white,3.17,0.29,0.39,12.5,0.35,11.6,5
white,3.12,0.45,0.33,1,0.21,9.4,6
white,3.17,0.64,0.29,2.3,0.48,10.6,6
white,3.34,0.56,0.905,0.8,0.19,10,5
white,3.1,0.51,0.27,2.4,0.27,9.2,6
white,3.51,0.38,0.33,1.6,0.22,12.5,7
white,3.51,0.38,0.33,1.6,0.22,12.5,7
white,3.32,0.51,0.31,1.5,0.28,10.4,7
white,3.15,0.46,0.2,1.4,0.44,10,7
white,3.22,0.64,0.32,2.6,0.5,10,6
white,3.32,0.51,0.31,1.5,0.28,10.4,7
white,3.15,0.46,0.2,1.4,0.44,10,7
white,3.1,0.52,0.28,12.5,0.26,9,6
white,3.12,0.53,0.35,9.6,0.28,9.2,6
white,3.1,0.51,0.27,2.4,0.27,9.2,6
white,3.38,0.39,0.36,3.2,0.39,11.3,7
white,3.51,0.38,0.33,1.6,0.22,12.5,7
white,3.48,0.39,0.17,1.5,0.56,10.8,7
white,3.12,0.66,0.39,5.9,0.35,10.1,5
white,3.39,0.46,0.21,5.4,0.32,9.7,6
white,3.18,0.61,0.3,14.9,0.38,9.3,7
white,3.18,0.61,0.3,14.9,0.38,9.3,7
white,3.1,0.46,0.36,1.1,0.32,10.6,5
white,3.36,0.47,0.55,9.8,0.15,10.2,6
white,3.08,0.56,0.24,2,0.43,12.2,6
white,3.19,0.44,0.37,11.8,0.51,8.8,5
white,3.18,0.41,0.27,1.3,0.12,10,5
white,3.09,0.39,0.28,1.8,0.42,11.4,5
white,3.46,0.5,0.2,1.5,0.4,11.4,6
white,3.35,0.44,0.26,18.2,0.27,9.4,5
white,3.3,0.41,0.19,2.9,0.42,11.7,6
white,3.46,0.5,0.2,1.5,0.4,11.4,6
white,3.19,0.44,0.37,11.8,0.51,8.8,5
white,3.23,0.52,0.35,1.4,0.07,9.2,5
white,3.07,0.56,0.27,18.2,0.31,8.7,5
white,3.24,0.66,0.22,6.3,0.31,12.6,6
white,3.18,0.41,0.27,1.3,0.12,10,5
white,3.39,0.39,0.28,4,0.34,12.8,7
white,3.17,0.51,0.49,1.2,0.24,9.4,5
white,3.26,0.53,0.14,1.2,0.39,10.3,6
white,3.09,0.39,0.28,1.8,0.42,11.4,5
white,2.97,0.47,0.25,18.95,0.39,9,6
white,3.3,0.79,0.28,12.7,0.36,9.6,6
white,3.16,0.5,0.19,1.2,0.39,10.5,5
white,3.16,0.5,0.19,1.2,0.39,10.5,5
white,2.97,0.47,0.25,18.95,0.39,9,6
white,3.3,0.79,0.28,12.7,0.36,9.6,6
white,3.19,0.33,0.21,1.2,0.27,9.8,6
white,3.1,0.47,0.26,7.7,0.22,9,5
white,3.19,0.33,0.21,1.2,0.27,9.8,6
white,3.31,0.56,0.31,1.6,0.28,10.5,6
white,3.16,0.37,0.22,2.7,0.31,12.7,7
white,3.25,0.54,0.21,8.7,0.28,10.4,6
white,3.25,0.54,0.21,8.6,0.28,10.4,6
white,3.25,0.54,0.21,8.6,0.28,10.4,6
white,3.34,0.52,0.23,8.3,0.38,10.5,7
white,3.25,0.54,0.21,8.7,0.28,10.4,6
white,3.25,0.54,0.21,8.6,0.28,10.4,6
white,3.09,0.45,0.29,13.3,0.5,9.4,5
white,3.06,0.46,0.21,1.2,0.27,9.1,5
white,3.1,0.49,0.31,13.6,0.47,9.3,5
white,3.09,0.45,0.29,13.3,0.5,9.4,5
white,3.21,0.38,0.34,1.1,0.1,9.8,5
white,3.18,0.61,0.155,2.3,0.34,9.9,7
white,3.07,0.57,0.55,1.5,0.09,9.2,4
white,3.35,0.47,0.23,7.1,0.36,12.1,8
white,3.38,0.49,0.2,6.2,0.37,12.2,7
white,3.27,0.6,0.28,2.5,0.32,9.8,5
white,3.35,0.64,0.16,1.4,0.32,12.4,8
white,3.18,0.61,0.155,2.3,0.34,9.9,7
white,3.26,0.54,0.35,1.2,0.04,9.2,5
white,3.29,0.59,0.22,1.6,0.37,11.6,7
white,3.3,0.69,0.38,6.6,0.2,10.4,6
white,3.43,0.65,0.25,2.2,0.28,12.9,8
white,3.26,0.54,0.52,12.2,0.44,9.3,6
white,3.2,0.33,0.24,20.8,0.36,11,6
white,3.24,0.4,0.32,11,0.32,11.5,3
white,3.53,0.42,0.28,2.6,0.27,12.4,5
white,3.44,0.53,0.41,14,0.24,9.8,6
white,3.44,0.53,0.41,14,0.24,9.8,6
white,3.48,0.56,0.28,1.6,0.29,10.5,7
white,3.03,0.54,0.6,9.9,0.2,9.1,5
white,3.24,0.44,0.2,1.2,0.25,10.1,5
white,3.46,0.51,0.46,2.7,0.14,10.6,7
white,3.41,0.51,0.27,1.6,0.27,10.5,7
white,3.48,0.56,0.28,1.6,0.29,10.5,7
white,3.44,0.53,0.41,14,0.24,9.8,6
white,3.3,0.4,0.23,1.5,0.31,12.9,7
white,2.95,0.52,0.21,8.6,0.27,9.5,5
white,3.29,0.72,0.37,1,0.32,9.8,6
white,3.37,0.5,0.43,9.1,0.35,8.5,5
white,2.95,0.52,0.21,8.6,0.27,9.5,5
white,3.22,0.45,0.25,15.2,0.29,9.3,5
white,3.35,0.38,0.25,12.4,0.19,9.5,5
white,3.17,0.39,0.32,2.2,0.21,9.4,6
white,3.16,0.5,0.39,11,0.62,8.7,5
white,2.95,0.46,0.21,10,0.58,8.9,5
white,3.22,0.43,0.14,9,0.32,9.4,6
white,3.17,0.39,0.32,2.2,0.21,9.4,6
white,3.16,0.5,0.39,11,0.62,8.7,5
white,3.09,0.52,0.29,18.15,0.53,9.6,5
white,3,0.73,0.37,12.15,0.7,9.3,6
white,3.14,0.76,0.38,3.4,0.34,10,5
white,3.25,0.45,0.24,2,0.29,12.5,6
white,3.36,0.48,0.17,4.8,0.31,9.6,7
white,3.24,0.36,0.16,4.5,0.22,9.4,6
white,3.03,0.61,0.24,11,0.51,9.5,5
white,2.99,0.39,0.28,1.1,0.36,12.4,7
white,3.11,0.55,0.22,1.5,0.28,10.5,6
white,2.97,0.58,0.55,1.7,0.13,9.2,6
white,3.32,0.56,0.22,1.7,0.33,10.4,6
white,3.22,0.6,0.47,8.9,0.34,9.2,5
white,3.33,0.51,0.36,1.3,0.41,10.6,6
white,3.34,0.42,0.25,13.3,0.24,9.5,5
white,3.22,0.6,0.47,8.9,0.34,9.2,5
white,3.29,0.58,0.37,6.6,0.3,9.6,5
white,3.47,0.54,0.18,1.5,0.38,9.7,6
white,3.46,0.51,0.16,1.5,0.37,9.7,6
white,3.1,0.42,0.34,1.3,0.28,10.7,6
white,3.34,0.68,0.29,1.6,0.29,10.5,6
white,3.13,0.45,0.26,7.6,0.31,8.9,6
white,3.09,0.46,0.28,1,0.36,12.1,6
white,3.25,0.4,0.23,1.6,0.39,12.7,7
white,3.18,0.46,0.19,8.9,0.26,9.9,6
white,3.2,0.64,0.19,1.8,0.28,11.4,6
white,3.37,0.58,0.2,4.7,0.38,10.7,6
white,3.33,0.48,0.44,7,0.13,12.5,6
white,3.08,0.49,0.4,10.8,0.62,8.6,4
white,3.29,0.54,0.23,1.6,0.32,12.5,6
white,3.27,0.66,0.335,1,0.34,10,5
white,3.08,0.49,0.4,10.8,0.62,8.6,4
white,3.08,0.49,0.28,16.7,0.54,9.5,6
white,3.12,0.48,0.19,14.2,0.58,9.6,6
white,3.2,0.62,0.3,2.25,0.3,9.9,6
white,3.19,0.62,0.3,2.25,0.29,9.9,5
white,3.06,0.53,0.18,12.2,0.31,8.9,6
white,3.06,0.53,0.18,12.2,0.31,8.9,6
white,3.01,0.52,0.51,3.3,0.26,8.8,5
white,3.64,0.54,0.24,1.9,0.27,10,7
white,3.44,0.44,0.62,3.5,0.28,12,6
white,3.64,0.54,0.24,1.9,0.27,10,7
white,3.21,0.42,0.27,1.3,0.12,10,6
white,3.11,0.41,0.34,1.8,0.35,12.1,6
white,3.16,0.59,0.26,5.2,0.36,11,6
white,3.21,0.33,0.36,1.4,0.33,11.2,6
white,3.17,0.39,0.28,9,0.32,10.3,7
white,3.37,0.47,0.31,2.2,0.26,10.4,6
white,3.08,0.45,0.18,1.6,0.37,9.1,5
white,3,0.6,0.15,1.7,0.42,10.4,6
white,3.43,0.64,0.13,1.9,0.28,10.8,6
white,3.19,0.4,0.34,12.6,0.34,11.7,5
white,3.05,0.74,0.19,2.1,0.26,9.8,5
white,3.05,0.74,0.19,2.1,0.26,9.8,5
white,3.03,0.39,0.25,1.3,0.4,11.4,6
white,3.03,0.38,0.36,1.7,0.32,11.2,6
white,3.37,0.34,0.35,1,0.37,11.4,5
white,3.09,0.45,0.32,3.3,0.39,9.2,6
white,3.04,0.53,0.31,5,0.46,12.5,4
white,3.36,0.44,0.28,1.8,0.22,12.6,6
white,3.44,0.35,0.36,1.6,0.02,12.2,6
white,3.56,0.45,0.19,4.5,0.47,11.2,6
white,3.43,0.79,0.1,4.9,0.35,9.7,6
white,3.06,0.4,0.18,4,0.48,9.3,5
white,3.01,0.48,0.25,13.2,0.36,9,6
white,3.01,0.48,0.25,13.2,0.36,9,6
white,3.01,0.48,0.25,13.2,0.36,9,6
white,3.09,0.51,0.345,15.3,0.51,9.1,5
white,3.09,0.51,0.345,15.3,0.51,9.1,5
white,3.01,0.48,0.25,13.2,0.36,9,6
