"subject_nr","hand_resp","trial_nr","condition","item","prime","modality","strength","congruence","rtime","response","correct"
6,"Left-Handed",105,"baseline","squeeze_squeeze_squeeze_sc_gc","squeeze","baseline","baseline","congruent",967,"z",1
6,"Left-Handed",106,"speech-weak","saw_saw_slice_sc_gw","saw","speech","weak","incongruent",934,"z",1
6,"Left-Handed",107,"speech-weak","chop_chop_cut_sc_gw","chop","speech","weak","incongruent",1034,"z",1
6,"Left-Handed",108,"speech-weak","hammer_hammer_knock_sc_gw","hammer","speech","weak","incongruent",734,"z",1
6,"Left-Handed",109,"gesture-strong","shake_saw_shake_ss_gc","shake","gesture","strong","incongruent",1001,"z",1
6,"Left-Handed",113,"gesture-weak","saw_slice_saw_sw_gc","saw","gesture","weak","incongruent",1501,"z",1
6,"Left-Handed",116,"gesture-strong","hammer_wring_hammer_ss_gc","hammer","gesture","strong","incongruent",1134,"z",1
6,"Left-Handed",118,"baseline","scrub_scrub_scrub_sc_gc","scrub","baseline","baseline","congruent",1001,"z",1
6,"Left-Handed",122,"gesture-strong","wipe_type_wipe_ss_gc","wipe","gesture","strong","incongruent",967,"z",1
6,"Left-Handed",123,"gesture-weak","dial_type_dial_sw_gc","dial","gesture","weak","incongruent",1167,"z",1
6,"Left-Handed",124,"baseline","stir_stir_stir_sc_gc","stir","baseline","baseline","congruent",1267,"z",1
6,"Left-Handed",125,"gesture-weak","slice_saw_slice_sw_gc","slice","gesture","weak","incongruent",1234,"z",1
6,"Left-Handed",128,"gesture-weak","turn_twist_turn_sw_gc","turn","gesture","weak","incongruent",1434,"z",1
6,"Left-Handed",133,"gesture-weak","cut_chop_cut_sw_gc","cut","gesture","weak","incongruent",801,"z",1
6,"Left-Handed",134,"gesture-strong","saw_shake_saw_ss_gc","saw","gesture","strong","incongruent",1034,"z",1
6,"Left-Handed",137,"speech-strong","knock_knock_squeeze_sc_gs","knock","speech","strong","incongruent",901,"z",1
6,"Left-Handed",140,"baseline","knock_knock_knock_sc_gc","knock","baseline","baseline","congruent",867,"z",1
6,"Left-Handed",141,"gesture-weak","wipe_scrub_wipe_sw_gc","wipe","gesture","weak","incongruent",1001,"z",1
6,"Left-Handed",142,"gesture-strong","stir_slice_stir_ss_gc","stir","gesture","strong","incongruent",834,"z",1
6,"Left-Handed",143,"speech-weak","wring_wring_squeeze_sc_gw","wring","speech","weak","incongruent",967,"z",1
7,"Right-Handed",0,"baseline","saw_saw_saw_sc_gc","saw","baseline","baseline","congruent",1334,"m",1
7,"Right-Handed",1,"baseline","stir_stir_stir_sc_gc","stir","baseline","baseline","congruent",1134,"m",1
7,"Right-Handed",2,"gesture-weak","hammer_knock_hammer_sw_gc","hammer","gesture","weak","incongruent",1001,"m",1
7,"Right-Handed",3,"speech-weak","stir_stir_shake_sc_gw","stir","speech","weak","incongruent",901,"m",1
7,"Right-Handed",4,"baseline","hammer_hammer_hammer_sc_gc","hammer","baseline","baseline","congruent",1001,"m",1
7,"Right-Handed",7,"speech-weak","chop_chop_cut_sc_gw","chop","speech","weak","incongruent",901,"m",1
7,"Right-Handed",8,"baseline","shake_shake_shake_sc_gc","shake","baseline","baseline","congruent",1067,"m",1
7,"Right-Handed",9,"baseline","wipe_wipe_wipe_sc_gc","wipe","baseline","baseline","congruent",767,"m",1
7,"Right-Handed",11,"speech-strong","slice_slice_stir_sc_gs","slice","speech","strong","incongruent",1267,"m",1
7,"Right-Handed",12,"baseline","turn_turn_turn_sc_gc","turn","baseline","baseline","congruent",701,"m",1
7,"Right-Handed",13,"gesture-strong","twist_chop_twist_ss_gc","twist","gesture","strong","incongruent",901,"m",1
7,"Right-Handed",14,"gesture-weak","chop_cut_chop_sw_gc","chop","gesture","weak","incongruent",934,"m",1
7,"Right-Handed",15,"gesture-strong","hammer_wring_hammer_ss_gc","hammer","gesture","strong","incongruent",1234,"z",0
7,"Right-Handed",17,"speech-weak","cut_cut_chop_sc_gw","cut","speech","weak","incongruent",867,"m",1
7,"Right-Handed",18,"speech-weak","wring_wring_squeeze_sc_gw","wring","speech","weak","incongruent",934,"m",1
7,"Right-Handed",21,"speech-strong","cut_cut_turn_sc_gs","cut","speech","strong","incongruent",1301,"m",1
7,"Right-Handed",22,"speech-weak","turn_turn_twist_sc_gw","turn","speech","weak","incongruent",801,"m",1
7,"Right-Handed",25,"gesture-strong","wring_hammer_wring_ss_gc","wring","gesture","strong","incongruent",1267,"m",1
7,"Right-Handed",27,"gesture-weak","knock_hammer_knock_sw_gc","knock","gesture","weak","incongruent",867,"m",1
7,"Right-Handed",29,"gesture-weak","turn_twist_turn_sw_gc","turn","gesture","weak","incongruent",901,"m",1
7,"Right-Handed",30,"gesture-weak","type_dial_type_sw_gc","type","gesture","weak","incongruent",1234,"m",1
7,"Right-Handed",33,"gesture-weak","twist_turn_twist_sw_gc","twist","gesture","weak","incongruent",967,"m",1
7,"Right-Handed",34,"baseline","scrub_scrub_scrub_sc_gc","scrub","baseline","baseline","congruent",967,"m",1
7,"Right-Handed",35,"gesture-weak","cut_chop_cut_sw_gc","cut","gesture","weak","incongruent",1167,"m",1
7,"Right-Handed",36,"speech-strong","turn_turn_cut_sc_gs","turn","speech","strong","incongruent",1034,"m",1
7,"Right-Handed",37,"gesture-weak","stir_shake_stir_sw_gc","stir","gesture","weak","incongruent",867,"m",1
7,"Right-Handed",38,"speech-weak","slice_slice_saw_sc_gw","slice","speech","weak","incongruent",1134,"m",1
7,"Right-Handed",43,"gesture-weak","slice_saw_slice_sw_gc","slice","gesture","weak","incongruent",1034,"m",1
7,"Right-Handed",45,"gesture-strong","type_wipe_type_ss_gc","type","gesture","strong","incongruent",1167,"z",0
7,"Right-Handed",46,"speech-strong","saw_saw_shake_sc_gs","saw","speech","strong","incongruent",1201,"m",1
7,"Right-Handed",50,"baseline","wring_wring_wring_sc_gc","wring","baseline","baseline","congruent",901,"m",1
7,"Right-Handed",52,"gesture-weak","shake_stir_shake_sw_gc","shake","gesture","weak","incongruent",1501,"m",1
7,"Right-Handed",54,"speech-strong","stir_stir_slice_sc_gs","stir","speech","strong","incongruent",1301,"z",0
7,"Right-Handed",55,"speech-weak","dial_dial_type_sc_gw","dial","speech","weak","incongruent",1501,"m",1
7,"Right-Handed",56,"speech-strong","shake_shake_saw_sc_gs","shake","speech","strong","incongruent",1634,"z",0
7,"Right-Handed",59,"speech-strong","squeeze_squeeze_knock_sc_gs","squeeze","speech","strong","incongruent",1301,"m",1
7,"Right-Handed",63,"speech-weak","shake_shake_stir_sc_gw","shake","speech","weak","incongruent",734,"m",1
7,"Right-Handed",65,"speech-weak","type_type_dial_sc_gw","type","speech","weak","incongruent",1334,"m",1
7,"Right-Handed",69,"gesture-strong","squeeze_knock_squeeze_ss_gc","squeeze","gesture","strong","incongruent",1134,"z",0
7,"Right-Handed",71,"baseline","cut_cut_cut_sc_gc","cut","baseline","baseline","congruent",1401,"m",1
7,"Right-Handed",72,"speech-weak","saw_saw_slice_sc_gw","saw","speech","weak","incongruent",1267,"m",1
7,"Right-Handed",74,"gesture-strong","scrub_dial_scrub_ss_gc","scrub","gesture","strong","incongruent",1234,"z",0
7,"Right-Handed",76,"speech-strong","wring_wring_hammer_sc_gs","wring","speech","strong","incongruent",867,"m",1
7,"Right-Handed",77,"gesture-strong","dial_scrub_dial_ss_gc","dial","gesture","strong","incongruent",1601,"z",0
7,"Right-Handed",79,"baseline","chop_chop_chop_sc_gc","chop","baseline","baseline","congruent",801,"m",1
7,"Right-Handed",80,"baseline","type_type_type_sc_gc","type","baseline","baseline","congruent",1367,"m",1
7,"Right-Handed",81,"gesture-weak","wring_squeeze_wring_sw_gc","wring","gesture","weak","incongruent",967,"m",1
7,"Right-Handed",83,"gesture-strong","turn_cut_turn_ss_gc","turn","gesture","strong","incongruent",1234,"z",0
7,"Right-Handed",87,"speech-strong","knock_knock_squeeze_sc_gs","knock","speech","strong","incongruent",1434,"z",0
7,"Right-Handed",90,"gesture-weak","dial_type_dial_sw_gc","dial","gesture","weak","incongruent",1101,"m",1
7,"Right-Handed",91,"speech-strong","hammer_hammer_wring_sc_gs","hammer","speech","strong","incongruent",1367,"z",0
7,"Right-Handed",93,"speech-weak","wipe_wipe_scrub_sc_gw","wipe","speech","weak","incongruent",1201,"m",1
7,"Right-Handed",99,"baseline","twist_twist_twist_sc_gc","twist","baseline","baseline","congruent",1001,"m",1
7,"Right-Handed",100,"gesture-strong","saw_shake_saw_ss_gc","saw","gesture","strong","incongruent",1234,"z",0
7,"Right-Handed",102,"baseline","dial_dial_dial_sc_gc","dial","baseline","baseline","congruent",1334,"m",1
7,"Right-Handed",105,"gesture-weak","wipe_scrub_wipe_sw_gc","wipe","gesture","weak","incongruent",901,"m",1
7,"Right-Handed",106,"gesture-weak","squeeze_wring_squeeze_sw_gc","squeeze","gesture","weak","incongruent",1101,"m",1
7,"Right-Handed",107,"baseline","knock_knock_knock_sc_gc","knock","baseline","baseline","congruent",1101,"m",1
7,"Right-Handed",112,"speech-weak","knock_knock_hammer_sc_gw","knock","speech","weak","incongruent",1667,"z",0
7,"Right-Handed",116,"gesture-weak","scrub_wipe_scrub_sw_gc","scrub","gesture","weak","incongruent",1167,"m",1
7,"Right-Handed",118,"baseline","squeeze_squeeze_squeeze_sc_gc","squeeze","baseline","baseline","congruent",1101,"m",1
7,"Right-Handed",124,"speech-weak","twist_twist_turn_sc_gw","twist","speech","weak","incongruent",1067,"m",1
7,"Right-Handed",129,"baseline","slice_slice_slice_sc_gc","slice","baseline","baseline","congruent",1501,"z",0
7,"Right-Handed",131,"speech-strong","chop_chop_twist_sc_gs","chop","speech","strong","incongruent",901,"m",1
7,"Right-Handed",132,"gesture-strong","shake_saw_shake_ss_gc","shake","gesture","strong","incongruent",1367,"m",1
7,"Right-Handed",133,"speech-weak","scrub_scrub_wipe_sc_gw","scrub","speech","weak","incongruent",1334,"m",1
7,"Right-Handed",135,"gesture-strong","knock_squeeze_knock_ss_gc","knock","gesture","strong","incongruent",934,"m",1
7,"Right-Handed",138,"speech-weak","hammer_hammer_knock_sc_gw","hammer","speech","weak","incongruent",1367,"m",1
7,"Right-Handed",141,"gesture-weak","saw_slice_saw_sw_gc","saw","gesture","weak","incongruent",901,"m",1
8,"Right-Handed",0,"gesture-weak","turn_twist_turn_sw_gc","turn","gesture","weak","incongruent",1301,"m",1
8,"Right-Handed",2,"baseline","hammer_hammer_hammer_sc_gc","hammer","baseline","baseline","congruent",1267,"m",1
8,"Right-Handed",3,"gesture-strong","wring_hammer_wring_ss_gc","wring","gesture","strong","incongruent",1734,"m",1
8,"Right-Handed",4,"baseline","shake_shake_shake_sc_gc","shake","baseline","baseline","congruent",1101,"m",1
8,"Right-Handed",5,"speech-weak","slice_slice_saw_sc_gw","slice","speech","weak","incongruent",1734,"m",1
8,"Right-Handed",7,"speech-weak","knock_knock_hammer_sc_gw","knock","speech","weak","incongruent",1467,"m",1
8,"Right-Handed",11,"baseline","cut_cut_cut_sc_gc","cut","baseline","baseline","congruent",867,"m",1
8,"Right-Handed",12,"gesture-strong","dial_scrub_dial_ss_gc","dial","gesture","strong","incongruent",1134,"m",1
8,"Right-Handed",13,"gesture-weak","knock_hammer_knock_sw_gc","knock","gesture","weak","incongruent",867,"m",1
8,"Right-Handed",14,"speech-strong","twist_twist_chop_sc_gs","twist","speech","strong","incongruent",1467,"z",0
8,"Right-Handed",18,"gesture-strong","slice_stir_slice_ss_gc","slice","gesture","strong","incongruent",1267,"m",1
8,"Right-Handed",19,"speech-strong","hammer_hammer_wring_sc_gs","hammer","speech","strong","incongruent",1134,"z",0
8,"Right-Handed",20,"baseline","squeeze_squeeze_squeeze_sc_gc","squeeze","baseline","baseline","congruent",1201,"m",1
8,"Right-Handed",21,"gesture-strong","wipe_type_wipe_ss_gc","wipe","gesture","strong","incongruent",967,"m",1
8,"Right-Handed",22,"gesture-weak","wipe_scrub_wipe_sw_gc","wipe","gesture","weak","incongruent",1101,"m",1
8,"Right-Handed",24,"gesture-weak","saw_slice_saw_sw_gc","saw","gesture","weak","incongruent",901,"m",1
8,"Right-Handed",28,"gesture-weak","dial_type_dial_sw_gc","dial","gesture","weak","incongruent",901,"m",1
8,"Right-Handed",29,"gesture-weak","twist_turn_twist_sw_gc","twist","gesture","weak","incongruent",1034,"m",1
8,"Right-Handed",33,"speech-weak","squeeze_squeeze_wring_sc_gw","squeeze","speech","weak","incongruent",1167,"m",1
8,"Right-Handed",38,"gesture-weak","cut_chop_cut_sw_gc","cut","gesture","weak","incongruent",901,"m",1
8,"Right-Handed",39,"gesture-strong","type_wipe_type_ss_gc","type","gesture","strong","incongruent",1034,"z",0
8,"Right-Handed",41,"speech-strong","type_type_wipe_sc_gs","type","speech","strong","incongruent",767,"m",1
8,"Right-Handed",43,"speech-strong","shake_shake_saw_sc_gs","shake","speech","strong","incongruent",1267,"m",1
8,"Right-Handed",44,"speech-weak","hammer_hammer_knock_sc_gw","hammer","speech","weak","incongruent",1201,"m",1
8,"Right-Handed",45,"gesture-weak","shake_stir_shake_sw_gc","shake","gesture","weak","incongruent",1001,"z",0
8,"Right-Handed",48,"speech-strong","wring_wring_hammer_sc_gs","wring","speech","strong","incongruent",934,"m",1
8,"Right-Handed",49,"speech-strong","turn_turn_cut_sc_gs","turn","speech","strong","incongruent",1201,"z",0
8,"Right-Handed",53,"speech-weak","cut_cut_chop_sc_gw","cut","speech","weak","incongruent",1101,"m",1
8,"Right-Handed",55,"speech-strong","cut_cut_turn_sc_gs","cut","speech","strong","incongruent",801,"m",1
8,"Right-Handed",56,"baseline","twist_twist_twist_sc_gc","twist","baseline","baseline","congruent",801,"m",1
8,"Right-Handed",57,"gesture-weak","scrub_wipe_scrub_sw_gc","scrub","gesture","weak","incongruent",1001,"z",0
8,"Right-Handed",58,"baseline","slice_slice_slice_sc_gc","slice","baseline","baseline","congruent",1001,"m",1
8,"Right-Handed",59,"speech-weak","saw_saw_slice_sc_gw","saw","speech","weak","incongruent",801,"m",1
8,"Right-Handed",60,"speech-strong","scrub_scrub_dial_sc_gs","scrub","speech","strong","incongruent",1301,"m",1
8,"Right-Handed",61,"gesture-strong","saw_shake_saw_ss_gc","saw","gesture","strong","incongruent",1134,"m",1
8,"Right-Handed",62,"speech-weak","wipe_wipe_scrub_sc_gw","wipe","speech","weak","incongruent",834,"m",1
8,"Right-Handed",65,"gesture-weak","stir_shake_stir_sw_gc","stir","gesture","weak","incongruent",1001,"m",1
8,"Right-Handed",67,"speech-weak","wring_wring_squeeze_sc_gw","wring","speech","weak","incongruent",1534,"z",0
8,"Right-Handed",71,"gesture-strong","scrub_dial_scrub_ss_gc","scrub","gesture","strong","incongruent",1401,"m",1
8,"Right-Handed",72,"baseline","scrub_scrub_scrub_sc_gc","scrub","baseline","baseline","congruent",734,"m",1
8,"Right-Handed",73,"baseline","wring_wring_wring_sc_gc","wring","baseline","baseline","congruent",701,"m",1
8,"Right-Handed",75,"baseline","type_type_type_sc_gc","type","baseline","baseline","congruent",1001,"m",1
8,"Right-Handed",79,"speech-strong","slice_slice_stir_sc_gs","slice","speech","strong","incongruent",867,"z",0
8,"Right-Handed",82,"baseline","dial_dial_dial_sc_gc","dial","baseline","baseline","congruent",701,"m",1
8,"Right-Handed",83,"baseline","wipe_wipe_wipe_sc_gc","wipe","baseline","baseline","congruent",834,"m",1
8,"Right-Handed",85,"speech-strong","dial_dial_scrub_sc_gs","dial","speech","strong","incongruent",1334,"m",1
8,"Right-Handed",86,"speech-strong","chop_chop_twist_sc_gs","chop","speech","strong","incongruent",1301,"m",1
8,"Right-Handed",91,"gesture-strong","squeeze_knock_squeeze_ss_gc","squeeze","gesture","strong","incongruent",934,"m",1
8,"Right-Handed",94,"baseline","chop_chop_chop_sc_gc","chop","baseline","baseline","congruent",901,"m",1
8,"Right-Handed",96,"gesture-weak","hammer_knock_hammer_sw_gc","hammer","gesture","weak","incongruent",1067,"m",1
8,"Right-Handed",98,"speech-weak","chop_chop_cut_sc_gw","chop","speech","weak","incongruent",967,"m",1
8,"Right-Handed",99,"speech-strong","wipe_wipe_type_sc_gs","wipe","speech","strong","incongruent",867,"z",0
8,"Right-Handed",100,"speech-weak","scrub_scrub_wipe_sc_gw","scrub","speech","weak","incongruent",1334,"m",1
8,"Right-Handed",103,"speech-strong","saw_saw_shake_sc_gs","saw","speech","strong","incongruent",767,"m",1
8,"Right-Handed",105,"speech-strong","squeeze_squeeze_knock_sc_gs","squeeze","speech","strong","incongruent",767,"m",1
8,"Right-Handed",106,"gesture-weak","chop_cut_chop_sw_gc","chop","gesture","weak","incongruent",767,"m",1
8,"Right-Handed",107,"gesture-strong","turn_cut_turn_ss_gc","turn","gesture","strong","incongruent",1001,"z",0
8,"Right-Handed",108,"gesture-weak","wring_squeeze_wring_sw_gc","wring","gesture","weak","incongruent",1034,"m",1
8,"Right-Handed",109,"gesture-strong","cut_turn_cut_ss_gc","cut","gesture","strong","incongruent",934,"m",1
8,"Right-Handed",110,"speech-strong","knock_knock_squeeze_sc_gs","knock","speech","strong","incongruent",701,"m",1
8,"Right-Handed",112,"speech-strong","stir_stir_slice_sc_gs","stir","speech","strong","incongruent",801,"m",1
8,"Right-Handed",119,"baseline","turn_turn_turn_sc_gc","turn","baseline","baseline","congruent",767,"m",1
8,"Right-Handed",120,"gesture-strong","chop_twist_chop_ss_gc","chop","gesture","strong","incongruent",1301,"m",1
8,"Right-Handed",122,"speech-weak","twist_twist_turn_sc_gw","twist","speech","weak","incongruent",1334,"m",1
8,"Right-Handed",124,"gesture-strong","twist_chop_twist_ss_gc","twist","gesture","strong","incongruent",734,"z",0
8,"Right-Handed",125,"baseline","stir_stir_stir_sc_gc","stir","baseline","baseline","congruent",834,"m",1
8,"Right-Handed",126,"baseline","knock_knock_knock_sc_gc","knock","baseline","baseline","congruent",634,"m",1
8,"Right-Handed",129,"speech-weak","dial_dial_type_sc_gw","dial","speech","weak","incongruent",734,"m",1
8,"Right-Handed",131,"speech-weak","shake_shake_stir_sc_gw","shake","speech","weak","incongruent",767,"m",1
8,"Right-Handed",132,"gesture-weak","slice_saw_slice_sw_gc","slice","gesture","weak","incongruent",1001,"z",0
8,"Right-Handed",133,"gesture-weak","squeeze_wring_squeeze_sw_gc","squeeze","gesture","weak","incongruent",901,"m",1
8,"Right-Handed",134,"gesture-strong","shake_saw_shake_ss_gc","shake","gesture","strong","incongruent",901,"m",1
8,"Right-Handed",135,"gesture-strong","stir_slice_stir_ss_gc","stir","gesture","strong","incongruent",901,"m",1
8,"Right-Handed",136,"baseline","saw_saw_saw_sc_gc","saw","baseline","baseline","congruent",801,"m",1
8,"Right-Handed",138,"gesture-strong","hammer_wring_hammer_ss_gc","hammer","gesture","strong","incongruent",801,"z",0
8,"Right-Handed",139,"gesture-weak","type_dial_type_sw_gc","type","gesture","weak","incongruent",1167,"m",1
8,"Right-Handed",140,"gesture-strong","knock_squeeze_knock_ss_gc","knock","gesture","strong","incongruent",867,"m",1
8,"Right-Handed",143,"speech-weak","type_type_dial_sc_gw","type","speech","weak","incongruent",901,"m",1
9,"Right-Handed",1,"speech-weak","type_type_dial_sc_gw","type","speech","weak","incongruent",1101,"m",1
9,"Right-Handed",2,"speech-strong","hammer_hammer_wring_sc_gs","hammer","speech","strong","incongruent",1201,"m",1
9,"Right-Handed",5,"gesture-strong","turn_cut_turn_ss_gc","turn","gesture","strong","incongruent",934,"m",1
9,"Right-Handed",6,"baseline","turn_turn_turn_sc_gc","turn","baseline","baseline","congruent",1167,"m",1
9,"Right-Handed",7,"gesture-weak","twist_turn_twist_sw_gc","twist","gesture","weak","incongruent",1067,"m",1
9,"Right-Handed",8,"gesture-strong","wipe_type_wipe_ss_gc","wipe","gesture","strong","incongruent",1034,"m",1
9,"Right-Handed",9,"gesture-weak","squeeze_wring_squeeze_sw_gc","squeeze","gesture","weak","incongruent",767,"m",1
9,"Right-Handed",11,"baseline","chop_chop_chop_sc_gc","chop","baseline","baseline","congruent",1234,"m",1
9,"Right-Handed",12,"baseline","dial_dial_dial_sc_gc","dial","baseline","baseline","congruent",801,"m",1
9,"Right-Handed",13,"gesture-strong","dial_scrub_dial_ss_gc","dial","gesture","strong","incongruent",801,"m",1
9,"Right-Handed",14,"speech-weak","hammer_hammer_knock_sc_gw","hammer","speech","weak","incongruent",867,"m",1
9,"Right-Handed",15,"speech-strong","stir_stir_slice_sc_gs","stir","speech","strong","incongruent",1101,"m",1
9,"Right-Handed",16,"speech-strong","turn_turn_cut_sc_gs","turn","speech","strong","incongruent",1001,"z",0
9,"Right-Handed",17,"gesture-strong","squeeze_knock_squeeze_ss_gc","squeeze","gesture","strong","incongruent",801,"m",1
9,"Right-Handed",20,"gesture-weak","wring_squeeze_wring_sw_gc","wring","gesture","weak","incongruent",1034,"m",1
9,"Right-Handed",24,"gesture-strong","slice_stir_slice_ss_gc","slice","gesture","strong","incongruent",1467,"m",1
9,"Right-Handed",26,"gesture-weak","turn_twist_turn_sw_gc","turn","gesture","weak","incongruent",1001,"m",1
9,"Right-Handed",27,"speech-weak","twist_twist_turn_sc_gw","twist","speech","weak","incongruent",1101,"m",1
9,"Right-Handed",29,"gesture-strong","chop_twist_chop_ss_gc","chop","gesture","strong","incongruent",1367,"m",1
9,"Right-Handed",31,"gesture-weak","cut_chop_cut_sw_gc","cut","gesture","weak","incongruent",867,"m",1
9,"Right-Handed",32,"speech-strong","knock_knock_squeeze_sc_gs","knock","speech","strong","incongruent",1567,"m",1
9,"Right-Handed",35,"baseline","twist_twist_twist_sc_gc","twist","baseline","baseline","congruent",1001,"m",1
9,"Right-Handed",39,"speech-strong","wring_wring_hammer_sc_gs","wring","speech","strong","incongruent",1501,"m",1
9,"Right-Handed",41,"baseline","hammer_hammer_hammer_sc_gc","hammer","baseline","baseline","congruent",901,"m",1
9,"Right-Handed",42,"gesture-strong","saw_shake_saw_ss_gc","saw","gesture","strong","incongruent",1001,"m",1
9,"Right-Handed",44,"speech-strong","saw_saw_shake_sc_gs","saw","speech","strong","incongruent",1001,"z",0
9,"Right-Handed",45,"speech-weak","squeeze_squeeze_wring_sc_gw","squeeze","speech","weak","incongruent",1467,"m",1
9,"Right-Handed",46,"speech-strong","shake_shake_saw_sc_gs","shake","speech","strong","incongruent",834,"m",1
9,"Right-Handed",47,"baseline","scrub_scrub_scrub_sc_gc","scrub","baseline","baseline","congruent",1167,"m",1
9,"Right-Handed",48,"gesture-weak","stir_shake_stir_sw_gc","stir","gesture","weak","incongruent",834,"m",1
9,"Right-Handed",49,"gesture-weak","hammer_knock_hammer_sw_gc","hammer","gesture","weak","incongruent",634,"m",1
9,"Right-Handed",54,"baseline","wipe_wipe_wipe_sc_gc","wipe","baseline","baseline","congruent",901,"z",0
9,"Right-Handed",55,"speech-strong","squeeze_squeeze_knock_sc_gs","squeeze","speech","strong","incongruent",1101,"m",1
9,"Right-Handed",56,"gesture-strong","twist_chop_twist_ss_gc","twist","gesture","strong","incongruent",1101,"m",1
9,"Right-Handed",57,"speech-weak","dial_dial_type_sc_gw","dial","speech","weak","incongruent",801,"m",1
9,"Right-Handed",59,"baseline","cut_cut_cut_sc_gc","cut","baseline","baseline","congruent",1266,"m",1
9,"Right-Handed",60,"speech-strong","scrub_scrub_dial_sc_gs","scrub","speech","strong","incongruent",1001,"m",1
9,"Right-Handed",63,"baseline","type_type_type_sc_gc","type","baseline","baseline","congruent",1334,"m",1
9,"Right-Handed",64,"baseline","shake_shake_shake_sc_gc","shake","baseline","baseline","congruent",1034,"m",1
9,"Right-Handed",65,"gesture-strong","shake_saw_shake_ss_gc","shake","gesture","strong","incongruent",734,"m",1
9,"Right-Handed",66,"speech-weak","turn_turn_twist_sc_gw","turn","speech","weak","incongruent",1101,"z",0
9,"Right-Handed",68,"gesture-weak","type_dial_type_sw_gc","type","gesture","weak","incongruent",1234,"m",1
9,"Right-Handed",74,"baseline","knock_knock_knock_sc_gc","knock","baseline","baseline","congruent",1167,"m",1
9,"Right-Handed",77,"speech-weak","chop_chop_cut_sc_gw","chop","speech","weak","incongruent",1267,"z",0
9,"Right-Handed",79,"speech-strong","dial_dial_scrub_sc_gs","dial","speech","strong","incongruent",1301,"m",1
9,"Right-Handed",87,"gesture-weak","chop_cut_chop_sw_gc","chop","gesture","weak","incongruent",967,"m",1
9,"Right-Handed",88,"baseline","squeeze_squeeze_squeeze_sc_gc","squeeze","baseline","baseline","congruent",801,"m",1
9,"Right-Handed",93,"gesture-strong","knock_squeeze_knock_ss_gc","knock","gesture","strong","incongruent",1134,"m",1
9,"Right-Handed",95,"speech-strong","chop_chop_twist_sc_gs","chop","speech","strong","incongruent",1667,"m",1
9,"Right-Handed",98,"speech-strong","wipe_wipe_type_sc_gs","wipe","speech","strong","incongruent",1401,"m",1
9,"Right-Handed",99,"speech-weak","wring_wring_squeeze_sc_gw","wring","speech","weak","incongruent",1067,"m",1
9,"Right-Handed",101,"gesture-weak","knock_hammer_knock_sw_gc","knock","gesture","weak","incongruent",901,"z",0
9,"Right-Handed",102,"speech-weak","wipe_wipe_scrub_sc_gw","wipe","speech","weak","incongruent",834,"m",1
9,"Right-Handed",104,"gesture-weak","slice_saw_slice_sw_gc","slice","gesture","weak","incongruent",934,"m",1
9,"Right-Handed",107,"baseline","saw_saw_saw_sc_gc","saw","baseline","baseline","congruent",1101,"m",1
9,"Right-Handed",109,"speech-weak","knock_knock_hammer_sc_gw","knock","speech","weak","incongruent",1234,"m",1
9,"Right-Handed",110,"gesture-weak","saw_slice_saw_sw_gc","saw","gesture","weak","incongruent",901,"m",1
9,"Right-Handed",114,"speech-weak","saw_saw_slice_sc_gw","saw","speech","weak","incongruent",1034,"m",1
9,"Right-Handed",117,"speech-strong","type_type_wipe_sc_gs","type","speech","strong","incongruent",967,"m",1
9,"Right-Handed",121,"gesture-strong","wring_hammer_wring_ss_gc","wring","gesture","strong","incongruent",1134,"m",1
9,"Right-Handed",123,"gesture-strong","stir_slice_stir_ss_gc","stir","gesture","strong","incongruent",967,"m",1
9,"Right-Handed",124,"gesture-weak","wipe_scrub_wipe_sw_gc","wipe","gesture","weak","incongruent",867,"m",1
9,"Right-Handed",126,"baseline","wring_wring_wring_sc_gc","wring","baseline","baseline","congruent",1001,"m",1
9,"Right-Handed",129,"speech-weak","cut_cut_chop_sc_gw","cut","speech","weak","incongruent",967,"z",0
9,"Right-Handed",130,"speech-weak","stir_stir_shake_sc_gw","stir","speech","weak","incongruent",1067,"m",1
9,"Right-Handed",131,"gesture-weak","shake_stir_shake_sw_gc","shake","gesture","weak","incongruent",901,"m",1
9,"Right-Handed",132,"speech-weak","slice_slice_saw_sc_gw","slice","speech","weak","incongruent",1734,"m",1
9,"Right-Handed",136,"gesture-weak","dial_type_dial_sw_gc","dial","gesture","weak","incongruent",1301,"z",0
9,"Right-Handed",140,"speech-strong","slice_slice_stir_sc_gs","slice","speech","strong","incongruent",1367,"z",0
9,"Right-Handed",142,"baseline","stir_stir_stir_sc_gc","stir","baseline","baseline","congruent",834,"m",1
10,"Right-Handed",2,"gesture-strong","type_wipe_type_ss_gc","type","gesture","strong","incongruent",1101,"m",1
10,"Right-Handed",3,"baseline","slice_slice_slice_sc_gc","slice","baseline","baseline","congruent",1034,"m",1
10,"Right-Handed",6,"gesture-strong","turn_cut_turn_ss_gc","turn","gesture","strong","incongruent",1001,"z",0
10,"Right-Handed",8,"speech-strong","cut_cut_turn_sc_gs","cut","speech","strong","incongruent",1067,"m",1
10,"Right-Handed",10,"speech-weak","cut_cut_chop_sc_gw","cut","speech","weak","incongruent",1167,"m",1
10,"Right-Handed",11,"baseline","cut_cut_cut_sc_gc","cut","baseline","baseline","congruent",667,"m",1
10,"Right-Handed",12,"speech-weak","stir_stir_shake_sc_gw","stir","speech","weak","incongruent",734,"m",1
