"stakes","condition","hrv","hr_abv","sub","throw","trial_no","success_rate"
8,"kudos",6.36102573891964,1,"25",1,14,0.785714285714286
12,"kudos",5.64013631422328,1,"25",1,15,0.8
16,"kudos",6.28172790725754,1,"25",1,16,0.8125
7,"kudos",6.2460754740271,1,"25",1,17,0.823529411764706
15,"kudos",5.85672059953744,1,"25",0,18,0.777777777777778
6,"kudos",7.44263471754438,1,"25",0,19,0.736842105263158
4,"kudos",5.69525083807898,1,"25",1,20,0.75
12,"kudos",5.14699974110091,1,"26",0,1,0
8,"kudos",5.50297222152303,1,"26",1,2,0.5
9,"kudos",5.20342901137242,1,"26",1,3,0.666666666666667
11,"kudos",6.66523045486537,1,"26",1,4,0.75
14,"kudos",6.3250942748128,1,"26",1,5,0.8
4,"kudos",1.82433376082108,1,"26",1,6,0.833333333333333
10,"kudos",3.56033023704944,1,"26",0,7,0.714285714285714
3,"kudos",2.75232485181591,1,"26",1,8,0.75
13,"kudos",5.15257961909765,1,"26",0,9,0.666666666666667
7,"kudos",5.02555184502753,1,"26",1,10,0.7
6,"kudos",3.83475475169712,1,"26",1,11,0.727272727272727
5,"kudos",3.55198073698884,1,"26",1,12,0.75
20,"kudos",6.73970525001138,1,"26",1,13,0.769230769230769
2,"kudos",0.89843933945373,1,"26",0,14,0.714285714285714
18,"kudos",7.37921771040914,1,"26",1,15,0.733333333333333
1,"kudos",2.69080799500783,1,"26",0,16,0.6875
19,"kudos",6.02195743201989,1,"26",0,17,0.647058823529412
15,"kudos",5.72547493522547,1,"26",1,18,0.666666666666667
17,"kudos",7.01439197326757,1,"26",1,19,0.684210526315789
16,"kudos",7.7505506343681,1,"26",1,20,0.7
12,"kudos",6.2635895666394,1,"27",1,1,1
1,"kudos",4.85190037796158,1,"27",0,2,0.5
7,"kudos",6.47327749579116,1,"27",1,3,0.666666666666667
2,"kudos",6.38526538317295,1,"27",0,4,0.5
9,"kudos",6.80322670997042,1,"27",1,5,0.6
8,"kudos",5.45529797817766,1,"27",1,6,0.666666666666667
19,"kudos",4.96757466348504,1,"27",1,7,0.714285714285714
10,"kudos",5.28227603059565,1,"27",1,8,0.75
20,"kudos",4.605798059761,1,"27",0,9,0.666666666666667
18,"kudos",5.85405746370622,1,"27",1,10,0.7
16,"kudos",3.39272982882909,1,"27",0,11,0.636363636363636
15,"kudos",5.59202965757598,1,"27",1,12,0.666666666666667
3,"kudos",4.17566531592086,1,"27",0,13,0.615384615384615
5,"kudos",6.07478908043135,1,"27",1,14,0.642857142857143
4,"kudos",5.05314934203486,1,"27",1,15,0.666666666666667
13,"kudos",5.80657648349263,1,"27",1,16,0.6875
6,"kudos",5.24882159008309,1,"27",0,17,0.647058823529412
11,"kudos",5.00459317821523,1,"27",1,18,0.666666666666667
14,"kudos",4.90951868002328,1,"27",1,19,0.684210526315789
17,"kudos",4.92244036521686,1,"27",1,20,0.7
17,"kudos",6.52866034686481,1,"28",1,1,1
4,"kudos",5.39169546813114,1,"28",1,2,1
11,"kudos",5.90319218404811,1,"28",1,3,1
15,"kudos",6.32530080967461,1,"28",1,4,1
2,"kudos",4.61146148772846,1,"28",1,5,1
13,"kudos",4.17034254487253,1,"28",1,6,1
6,"kudos",3.80494328917438,1,"28",1,7,1
8,"kudos",4.14761484915714,1,"28",1,8,1
16,"kudos",4.43897316871396,1,"28",1,9,1
20,"kudos",5.10743807272834,1,"28",1,10,1
18,"kudos",5.93861828319066,1,"28",1,11,1
7,"kudos",4.86726066481085,1,"28",1,12,1
12,"kudos",5.12272858569453,1,"28",1,13,1
5,"kudos",4.20860914861081,1,"28",1,14,1
9,"kudos",4.47714990805615,1,"28",1,15,1
19,"kudos",3.93703442111051,1,"28",0,16,0.9375
1,"kudos",3.0581744943545,1,"28",1,17,0.941176470588235
3,"kudos",3.84952391463147,1,"28",1,18,0.944444444444444
10,"kudos",3.15803813697946,1,"28",1,19,0.947368421052632
14,"kudos",5.48002033834283,1,"28",1,20,0.95
14,"kudos",1.88195136673437,1,"29",1,1,1
12,"kudos",5.12483461460085,1,"29",1,2,1
17,"kudos",4.83271142452369,1,"29",1,3,1
1,"kudos",4.98392808070552,1,"29",0,4,0.75
4,"kudos",5.00869095090314,1,"29",1,5,0.8
15,"kudos",4.13962814349554,1,"29",0,6,0.666666666666667
7,"kudos",5.42673170124249,1,"29",1,7,0.714285714285714
13,"kudos",4.25418405987641,1,"29",1,8,0.75
8,"kudos",3.86788624043381,1,"29",1,9,0.777777777777778
11,"kudos",4.1889840604136,1,"29",1,10,0.8
16,"kudos",3.6118018580156,1,"29",0,11,0.727272727272727
19,"kudos",3.4805758522078,1,"29",0,12,0.666666666666667
3,"kudos",3.52143927419167,1,"29",1,13,0.692307692307692
20,"kudos",4.18381512035389,1,"29",1,14,0.714285714285714
5,"kudos",4.41581621967119,1,"29",1,15,0.733333333333333
10,"kudos",6.43046897388082,1,"29",1,16,0.75
9,"kudos",5.34903231539463,1,"29",1,17,0.764705882352941
18,"kudos",2.8063470011633,1,"29",1,18,0.777777777777778
6,"kudos",4.8623890647579,1,"29",1,19,0.789473684210526
2,"kudos",4.03891437346583,1,"29",0,20,0.75
6,"kudos",5.23787247455141,1,"30",1,1,1
19,"kudos",4.82515283056338,1,"30",1,2,1
1,"kudos",5.43705178014562,1,"30",1,3,1
10,"kudos",4.11357835499316,1,"30",1,4,1
15,"kudos",6.20249140707193,1,"30",1,5,1
2,"kudos",4.71391389143601,1,"30",1,6,1
11,"kudos",4.38196358912577,1,"30",0,7,0.857142857142857
7,"kudos",3.01986297296733,1,"30",1,8,0.875
14,"kudos",6.78451358203623,1,"30",1,9,0.888888888888889
17,"kudos",6.4492294998654,1,"30",1,10,0.9
16,"kudos",4.58474495463334,1,"30",0,11,0.818181818181818
3,"kudos",5.75058761307134,1,"30",1,12,0.833333333333333
18,"kudos",6.00524097020278,1,"30",1,13,0.846153846153846
20,"kudos",5.68847549832774,1,"30",1,14,0.857142857142857
5,"kudos",4.30184818289307,1,"30",1,15,0.866666666666667
4,"kudos",4.06472206766264,1,"30",1,16,0.875
9,"kudos",3.35342038941095,1,"30",0,17,0.823529411764706
8,"kudos",4.86099806892129,1,"30",1,18,0.833333333333333
13,"kudos",5.56076625170676,1,"30",1,19,0.842105263157895
12,"kudos",3.86316080668209,1,"30",1,20,0.85
