intermediate_zone,attendance,attainment,university
Fairlie and Rural,0.8399725,6.032097288675,0.15261875
Fairmilehead,0.9450533333333333,6.230823379249999,0.21980633333333333
Fairmuir,0.788956,5.5257183908,0.0918408
Falkirk - Bainsford and Langlees,0.6894283333333333,4.68604497355,0.014711166666666666
Falkirk - Bantaskin,0.828362,5.77292348516,0.1131504
Falkirk - Camelon East,0.744908,5.19447758124,0.038532
Falkirk - Camelon West,0.68543,5.0085005574,0.0292915
Falkirk - Grahamston,0.7796700000000001,5.643686868675,0.0501008
Falkirk - Lochgreen and Lionthorn,0.9103279999999999,6.25119058714,0.1363476
Falkirk - Merchiston and New Carron Village,0.8194049999999999,5.74020544675,0.08588233333333334
Falkirk - Middlefield,0.7378466666666667,5.3122227235,0.05862833333333334
Falkirk - Tamfourhill,0.75016,5.515047021925,0.0635145
Falkirk - Town Centre and Callendar Park,0.81797,5.556763285,0.0808848
Falkland and Freuchie,0.8286825,5.7808406647,0.11790225
Fallin,0.677665,5.05139943075,0.03513075
Fallside,0.760124,5.784476213028571,0.091857
"Fankerton, Stoneywood and Denny Town",0.8039483333333333,5.459023158416667,0.06923583333333333
Farme Cross and Gallowflat North,0.7652925,5.2168109668,0.06004925
Fauldhouse,0.81238,5.426919602128572,0.06298214285714286
Fernhill and Cathkin,0.738764,5.3209639524,0.0670088
Fernieside and Moredun South,0.7088220000000001,5.38453991412,0.060447600000000004
Ferryhill North,0.8159700000000001,5.494708994733333,0.11700442857142858
Ferryhill South,0.8824825000000001,5.54280112046,0.1213264
"Fetteresso, Netherley and Catter",0.932605,6.06324542124,0.1488816
"Findhorn, Kinloss and Pluscarden Valley",0.849315,5.2924437697,0.0656438
Finnieston and Kelvinhaugh,0.7990700000000001,5.5984126984,0.08224757142857143
Fintry,0.7600266666666666,4.944806768377778,0.06797577777777777
Firhill,0.800318,5.5046945174375,0.0482575
"Fishcross, Devon Village and Coalsnaughton",0.7873600000000001,5.1126984127,0.06266033333333333
"Fochabers, Aultmore, Clochan and Ordiquish",0.8336533333333334,5.5925925926,0.06855366666666667
Forfar Central,0.7351933333333334,5.1344127043666665,0.053004
Forfar East,0.8620383333333334,5.394782236816667,0.08706683333333334
Forfar West,0.8153983333333333,5.219861398666667,0.08581266666666666
Forgewood,0.69477,4.931795383771429,0.06313214285714286
Forres Central East and seaward,0.848665,5.81393260334,0.13953916666666666
Forres South West and Mannachie,0.78148,5.1159183013625,0.066163375
Fort William North,0.8312316666666667,5.400845839683333,0.05501
Fort William South,0.76551125,5.2985379656375,0.05636575
Forth,0.9004833333333333,6.0160675381,0.038432
"Forth, Braehead and Auchengray",0.745258,5.5563571637,0.0614554
Fraserburgh Central-Academy,0.807895,5.3672739297500005,0.0463975
Fraserburgh Harbour and Broadsea,0.7078975000000001,4.87605311355,0.027593
Fraserburgh Lochpots,0.7005333333333333,4.672063492066667,0.039653
Fraserburgh Smiddyhill,0.842005,5.526169712066666,0.08859066666666666
Friockheim,0.8620325,5.677320712925,0.08893424999999999
"Froghall, Powis and Sunnybank",0.662706,4.89076923076,0.035464875
Fyvie-Rothie,0.85405,5.548533581433333,0.08551
Galashiels North,0.8145450000000001,5.220507251775,0.05989825
Galashiels South,0.86507,5.621175523325,0.07309725
Galashiels West,0.7937124999999999,5.248727422025,0.07585725
Gallowgate North and Bellgrove,0.667305,5.354627510766667,0.2431554
Galston,0.8019716666666666,5.427798202633333,0.06587616666666667
Gannochy and Walnut Grove,0.852815,5.75833333334,0.1549632
Gardenstown and King Edward,0.8533725,5.491057060775,0.0626805
Garelochhead,0.8080757142857142,5.682384939614286,0.09334025
Garlogie and Elrick,0.91804,5.87098930482,0.1312202
Garrowhill East and Swinton,0.834022,5.688879526,0.13324439999999999
Garrowhill West,0.8710583333333334,5.776298683166667,0.10660583333333333
Gartcosh and Marnock,0.8504085714285714,5.603492615771429,0.08894557142857143
"Garthamlock, Auchinlea and Gartloch",0.7707160000000001,5.23479099854,0.0732712
Garthdee,0.7377466666666667,4.898469974983334,0.0379675
Gartlea,0.6699225,5.05731272628,0.0415642
Gatehouse,0.844406,5.56221485786,0.1104982
George Street,0.7027733333333334,5.2638888889,0.05560925
Georgetown,0.91064,5.86510180995,0.09853075
Gilmerton South and the Murrays,0.82285,5.3598684210666665,0.090259
Girvan Ailsa,0.772814,5.53095238094,0.1004742
Girvan Glendoune,0.773958,5.61710673234,0.0602694
Glasgow Harbour and Partick South,0.818288,5.278571428575,0.0520652
"Glassford, Quarter and Allanton",0.8609425,6.016682330825001,0.126969
"Glenfarg, Dunning and Rhynd",0.884822,5.68201887294,0.1450596
Glenkens,0.8414240000000001,5.79207619674,0.1300372
Glenmavis and Greengairs,0.809405,5.611743440116666,0.09929266666666667
Glenrothes Auchmuty,0.7719325,4.911172161175,0.025720999999999997
Glenrothes Balfarg Pitcairn and Coul,0.8271575,5.88218390805,0.110858
Glenrothes Balgeddie and Town Park,0.889582,5.839697378633334,0.11742233333333332
Glenrothes Cadham and Pitcoudie,0.7711666666666667,5.415966386533333,0.03555366666666667
Glenrothes Caskieberran and Rimbleton,0.7870083333333333,5.32466307815,0.07593516666666666
Glenrothes Collydean,0.72736,5.003467352333334,0.032092999999999997
Glenrothes Macedonia and Tanshall,0.7135066666666666,4.9959070484,0.0308545
Glenrothes Pitteuchar,0.8442757142857142,5.418468693614286,0.065392
Glenrothes South Parks,0.8210166666666667,5.823178016733333,0.08601066666666667
Glenrothes Stenton and Finglassie,0.80095,5.43687423688,0.0694748
Glenrothes Woodside,0.86358,5.477532541033334,0.05550433333333333
Glenwood North,0.7018766666666667,5.1753018586333335,0.0525295
Glenwood South,0.6612114285714286,5.033928365042858,0.04756471428571429
Gorbals and Hutchesontown,0.75525875,5.2792460281124995,0.089223375
Gorebridge and Middleton,0.744214,5.2133286735199995,0.0624124
Gorgie East,0.8043100000000001,4.8214285714,0.0416058
Gorgie West,0.7552666666666666,5.0819047619,0.0347164
"Gourock Central, Upper East and IRH",0.8353883333333334,5.75328282826,0.08780416666666667
"Gourock East, Greenock West and Lyle Road",0.868588,6.010857778628572,0.15669214285714286
Gourock Upper and West Central and Upper Larkfield,0.824448,5.9233383458799995,0.11625916666666666
Govan and Linthouse,0.7119428571428571,5.051475155285714,0.03503457142857143
Govanhill East and Aikenhead,0.69345,5.0665493646,0.060542399999999996
Govanhill West,0.6479471428571428,5.055391500028572,0.082958
"Gracemount, Southhouse and Burdiehouse",0.6841900000000001,4.88684676165,0.046294
"Grange, Howard and Gargieston",0.8960857142857143,6.0800516165125,0.125973
Grangemouth - Bowhouse,0.78818,5.40043181818,0.0341672
Grangemouth - Kersiebank,0.774984,5.081913116116667,0.033591333333333334
Grangemouth - Newlands,0.7947875,5.2873606111875,0.04333
Grangemouth - Town Centre,0.79932,5.608628542525,0.0525844
Granton and Royston Mains,0.6957975,5.246813082775001,0.046723
Granton South and Wardieburn,0.6825875,4.882999401925,0.050928
Granton West and Salvesen,0.7221299999999999,4.96030453116,0.0607392
Great Junction Street,0.7369814285714286,5.11095571096,0.06045042857142857
Greater Lochgilphead,0.848066,5.50235782152,0.0916008
Greenbank and The Braids,0.9081049999999999,6.42574003055,0.3205446
Greenend and Carnbroe,0.7682657142857143,5.4185691481000005,0.07803614285714286
Greenfaulds,0.824334,5.65194006722,0.0686276
Greenfield,0.7398816666666667,5.466498030833334,0.07450966666666667
Greenhills,0.784786,5.2290639055399994,0.08066000000000001
Greenock East,0.7172877777777777,5.393087023911111,0.03946566666666667
Greenock Town Centre and East Central,0.71823,4.924996184375,0.035493
Greenock Upper Central,0.7434283333333334,5.3131735589,0.05334683333333333
Greenock West and Central,0.77833625,5.862962962975,0.089187
Gretna,0.8008416666666667,5.371696148583333,0.0666515
"Guildtown, Balbeggie and St Madoes",0.876665,5.76684719585,0.1194385
Hairmyres and Westwood West,0.8625975,5.87589932944,0.1067398
"Halfway, Hallside and Drumsagard",0.8533985714285715,5.788899196057143,0.10039214285714286
Hallglen and Glen Village,0.7328749999999999,5.15541056165,0.02961175
Hamilton Centre and Low Parks,0.8415750000000001,6.03067821068,0.1327918
Hanover North,0.75781,5.114285714299999,0.27350375
Hanover South,0.71167,5.153846153833333,0.05463925
Hareleeshill,0.747095,5.3489868029,0.08045916666666666
Harestanes,0.865175,5.7357574189000005,0.071068
Harris,0.9444400000000001,6.1801346801,0.104454
Harthill and Salsburgh,0.714275,5.1939842796125,0.067200875
Hattonrigg,0.82652,5.7440476190666665,0.08649933333333333
Hawick Central,0.819284,5.30625532822,0.072617
Hawick North,0.821635,5.21573426575,0.0792175
Hawick West End,0.8682475000000001,5.63699439105,0.07688400000000001
Hazelbank and Kirkfieldbank,0.834394,5.57413972236,0.1146518
Hazlehead,0.9183749999999999,6.0162115662,0.1886855
Head of Muir and Dennyloanhead,0.8337625,5.722519509475,0.06048225
Heathfield,0.8104716666666667,5.7016636216666665,0.09001716666666668
Heathhall,0.8831950000000001,5.94996932892,0.11108040000000001
Heathryfold and Middlefield,0.7144083333333333,4.9820919821,0.04155283333333333
"Heldon West, Fogwatt to Inchberry",0.8657400000000001,5.57692053318,0.1329884
Helensburgh Centre,0.8155675,5.6602484472,0.113539
Helensburgh East,0.8346899999999999,5.59688573715,0.09521716666666667
Helensburgh North,0.88446,6.1539851131,0.1565082857142857
Helensburgh West and Rhu,0.8934416666666667,5.833627946116667,0.15712116666666667
High Blantyre,0.7465371428571429,4.9487804303,0.049549857142857145
High Bonnybridge and Greenhill,0.817558,5.66502673796,0.0675024
High Crosshill,0.92186,6.11569794585,0.13894375
Highland,0.8102125,5.80518518518,0.1131118
Hill of Beath and Kingseat,0.727375,4.9492740999,0.0291205
Hillhead,0.7886255555555556,5.457054673722222,0.058077166666666666
Hillhouse,0.698958,4.86076190476,0.0414174
Hillington,0.7430675,5.184375,0.05441
Hillpark,0.732554,5.32445632448,0.0450538
Hillside,0.887978,5.7317948718,0.1288436
Hillside and Calton Hill,0.8396,5.75055555554,0.0697677142857143
Hilltown,0.6671883333333334,4.7601739001666665,0.07636066666666667
"Hillyland, Tulloch and Inveralmond",0.7351175,5.1277631511875,0.034613875
Hilton,0.7867457142857143,5.64375,0.0487475
Holmston and Forehill,0.82548,5.687314609642857,0.110591
Holytown,0.77514375,5.36229496155,0.049549
Houston North,0.9199166666666666,6.0537959866,0.1622535
Houston South,0.9356074999999999,6.18125511875,0.1685125
Howden,0.7680966666666666,5.476863044383333,0.07162433333333333
Howe of Alford,0.869255,5.758759956144444,0.12432655555555557
Hunter's Quay,0.8385071428571429,5.447537211157143,0.06837457142857142
Huntly,0.795775,5.30791666666,0.0620206
Hyvots and Gilmerton,0.700274,5.08010867688,0.0593926
Ibrox,0.6955533333333332,4.9375360014666665,0.05440066666666667
Ibrox East and Cessnock,0.73071,5.11511752135,0.08948249999999999
"Insch, Oyne and Ythanwells",0.913544,5.6141865079399995,0.093023
Invergordon,0.795885,5.018880217,0.05190433333333334
"Invergowrie, Longforgan and Abernyte",0.8876125,6.000390812875,0.11776500000000001
Inverkeithing East,0.80558,4.84165386585,0.0389055
Inverkip and Wemyss Bay,0.88394875,5.9815080956625,0.106997625
"Inverleith, Goldenacre and Warriston",0.90359,6.26279761905,0.255487
Inverness Ballifeary and Dalneigh,0.709425,5.0464798238,0.040952333333333334
"Inverness Central, Raigmore and Longman",0.751955,5.507462042766667,0.05274516666666667
Inverness Crown and Haugh,0.818522,5.78108142986,0.1365178
Inverness Culloden and Balloch,0.8459983333333333,5.63331608005,0.15140533333333334
Inverness Drakies,0.8886066666666667,5.954545454533333,0.099906
Inverness Drummond,0.735358,5.21853991596,0.1143604
Inverness East Rural,0.819572,5.63497835498,0.079032
Inverness Hilton,0.740764,4.90479797978,0.0427894
Inverness Inshes,0.8686533333333334,6.0024529868166665,0.13102383333333334
Inverness Kinmylies and South West,0.777906,5.4849937645999995,0.055207
Inverness Lochardil and Holm Mains,0.8066142857142857,6.003103023828571,0.12175471428571429
Inverness Merkinch,0.66516,4.660757536,0.014001000000000001
Inverness Muirtown,0.7199225,5.590330605925001,0.066813
Inverness Scorguie,0.798992,5.54428571428,0.0798094
Inverness Slackbuie,0.86095,5.904200542,0.079686
Inverness Smithton,0.77471,5.46405846406,0.0629294
Inverness West Rural,0.8226666666666667,5.7939181243333335,0.10500066666666667
Inverness Westhill,0.8710837499999999,5.772894715825,0.10392850000000001
Inverurie North,0.8691757142857143,5.4782932194625,0.081671
Inverurie South,0.883205,5.377897250528571,0.06696571428571428
Irvine Bourtreehill,0.68669,5.090501792133333,0.05724166666666667
Irvine Broomlands,0.74061,5.052916666674999,0.03214275
Irvine Castlepark North,0.696788,5.18561689426,0.0291664
Irvine Castlepark South,0.702655,5.203595317725,0.0495145
Irvine Central,0.7084699999999999,5.1768660968499995,0.078899
Irvine East,0.7645525,5.558611111125,0.05437325
Irvine Fullarton,0.69089,5.026966873675001,0.04149775
Irvine Girdle Toll and Staneca,0.7701716666666667,5.425061148866667,0.053940666666666665
Irvine Perceton and Lawthorn,0.8300014285714286,5.6523760041571425,0.09117157142857142
Irvine Tarryholme,0.8407275000000001,5.748731884075,0.08476275
Isles,0.8225916666666666,5.616539873533333,0.0994805
IZ01,0.7600192307692307,5.186767019284615,0.049155
IZ02,0.8033584615384616,5.348067959661538,0.07262284615384615
IZ03,0.7728025,5.511624698541667,0.07918583333333333
IZ04,0.7733599999999999,5.362414924458333,0.060248166666666665
IZ05,0.8060245454545455,5.461125584954545,0.06866054545454546
IZ06,0.7383655555555556,5.180971142855555,0.06507188888888889
IZ07,0.7581407692307692,5.414471079269231,0.06819192307692308
IZ08,0.7338238461538461,5.137335533169231,0.06695115384615384
IZ09,0.81505,5.687199289206667,0.0940436
IZ10,0.7842585714285715,5.484792154678572,0.05977785714285714
IZ11,0.7943386666666666,5.5578662698866665,0.07724373333333333
IZ12,0.843612,5.691905985691666,0.08360425
IZ13,0.77029,5.5871553935466665,0.09769813333333334
IZ14,0.83373,5.842185856376923,0.12042053846153845
IZ15,0.7672564285714286,5.414012322357143,0.08869742857142858
IZ16,0.7903045454545454,5.439706618463637,0.06385527272727273
IZ17,0.8005828571428572,5.701822868473333,0.13212
IZ18,0.8210729999999999,5.45550509925,0.11905
IZ19,0.880438,6.11541166382,0.1914022
IZ20,0.8852057142857143,5.896637536271428,0.20352714285714285
IZ21,0.856722,5.63055172416,0.0861076
IZ22,0.8667883333333333,5.702678571433333,0.12033250000000001
Jedburgh,0.823786,5.32023809524,0.0590688
"Jewel, Brunstane and Newcraighall",0.752042,5.42393162394,0.0683562
Johnstone North East,0.801878,5.54326797386,0.0971732
Johnstone North West,0.727835,5.04312950475,0.044655
Johnstone South East,0.80788,5.1784730849,0.09583900000000001
Johnstone South West,0.7646766666666667,5.3136141855,0.06224933333333334
Joppa,0.8908333333333334,6.060060229633333,0.18475383333333334
Keith and Fife Keith,0.81146,5.19273638642,0.0445314
Kelso North,0.8307025,5.581423372025,0.049527
Kelso South,0.8298733333333334,5.376814882033333,0.07119333333333333
Kelty East,0.7792439999999999,5.01637483964,0.0455378
Kelty West,0.68156,4.940921052625,0.03658725
Kelvindale,0.9137500000000001,6.11805555555,0.16530733333333333
Kelvingrove and University,0.8310333333333333,5.775,0.13921614285714287
Kelvinside and Jordanhill,0.945495,6.335222296857143,0.24835228571428572
Kemnay,0.865368,5.34463963964,0.0859402
Kennoway and Bonnybank,0.71161,5.251137566142857,0.07164671428571429
Keppochhill,0.7299183333333333,5.13193121694,0.052663666666666664
Kessington East,0.9138875,6.292365878475,0.18760825
Kessington West,0.92547,6.172227443625,0.2046175
Kettle and Ladybank,0.8203166666666666,5.414533306183333,0.07875483333333333
Keystone and Dougalston,0.8744540000000001,6.31646635526,0.15213939999999998
Kilbarchan,0.8675775,6.1332236842,0.16695100000000002
Kilbirnie North,0.766698,5.5059261029,0.0661938
Kilbirnie South and Longbar,0.774068,5.34151771732,0.0621248
Kildrum,0.762496,5.2266300366400005,0.0504702
Kilmacolm Central,0.8397600000000001,6.066666666666666,0.289647
"Kilmacolm, Quarriers, Greenock Upper East/Central",0.8413133333333334,5.85515151516,0.1390688
Kilmardinny East,0.95794,6.50553229665,0.2195585
Kilmardinny West,0.9194566666666667,6.4731331169,0.223934
Kilmarnock South Central and Caprington,0.7829275,5.450624667725,0.060116
Kilmaurs,0.86282,5.661881651766667,0.05601066666666667
Kilsyth Bogside,0.7547375000000001,4.949764227375,0.0638715
Kilsyth East and Croy,0.81940125,5.539377985774999,0.10199675
Kilwinning Central and North,0.818392,5.56854638008,0.0661518
Kilwinning Pennyburn,0.7207425,4.9735423840749995,0.035732
Kilwinning West and Blacklands,0.727108,5.0277777778,0.0451518
Kilwinning Whitehirst Park and Woodside,0.8951683333333333,5.8785130718875,0.105259
Kincardine,0.8499525,5.5340151515,0.08097875
"Kincorth, Leggart and Nigg North",0.768456,5.1905555555600005,0.0492686
"Kincorth, Leggart and Nigg South",0.81272199999999994,5.16259984638,0.076897
King's Park and Torbrex,0.9208266666666667,6.1814851815,0.1284596
Kingholm,0.8534275,5.661547891475,0.1230835
Kinghorn,0.8316874999999999,5.588524195074999,0.10692175
Kingspark North,0.8279716666666667,5.8322699732166665,0.131632
Kingspark South,0.7897683333333333,5.615263772183333,0.09431516666666667
Kingston West and Dumbreck,0.768535,5.418440988825,0.14581750000000002
Kingswells,0.915295,5.9553481649,0.21051916666666667
Kinning Park and Festival Park,0.74122,5.61210526318,0.076572
Kinross,0.879312,5.89762981164,0.1395836
Kintore,0.91218875,5.822932330488889,0.10637666666666666
Kintyre Trail,0.8169550000000001,5.735214194375001,0.10232275
Kippen and Fintry,0.900165,6.0635224575999995,0.1617825
Kirkcaldy Bennochy East,0.7643375,5.8729793757,0.11701
Kirkcaldy Bennochy West,0.756755,5.5031201997,0.047272499999999995
Kirkcaldy Central,0.8660325,5.717437755475,0.1099055
Kirkcaldy Chapel,0.8121116666666667,5.547837292116666,0.0732435
Kirkcaldy Dunnikier,0.8900275,5.84946982842,0.0767964
Kirkcaldy Gallatown and Sinclairtown,0.7120920000000001,5.09386442696,0.0355668
Kirkcaldy Hayfield and Smeaton,0.713022,4.90862419952,0.0601768
Kirkcaldy Linktown & Seafield,0.7574383333333333,5.242675599266667,0.076177
Kirkcaldy Newliston and Redcraigs,0.8307975,5.349189652475,0.08597925
Kirkcaldy Pathhead,0.8361475,5.72290839596,0.09439020000000001
Kirkcaldy Raith,0.91539,5.7880952380999995,0.128193
Kirkcaldy Templehall East,0.676725,4.7657854223,0.044442
Kirkcaldy Templehall West,0.7337,5.2961941721,0.03092025
Kirkcudbright,0.83824125,5.6576635718125,0.092226625
Kirkintilloch South,0.8516275,5.860212703975,0.09921375
Kirkintilloch West,0.878044,6.04997029114,0.1262174
Kirkmuirhill and Blackwood,0.7613266666666667,5.242177206833333,0.06593133333333333
Kirkshaws,0.6717185714285714,5.070182457357143,0.042104
Kirkton,0.712256,4.73052625808,0.0916026
Kirkwood and Bargeddie,0.6782277777777778,5.254391663322222,0.07151166666666667
Kirriemuir,0.85866875,5.6286304956875,0.10874525
Kirriemuir Landward,0.843062,5.76182539684,0.090408
Knapdale,0.851515,5.6127501725333335,0.13463325
Knightsridge,0.7768914285714286,5.3116190563285715,0.07915314285714285
Knightsridge and Deans North,0.856535,5.90038314176,0.13217879999999999
Knightswood East,0.801876,5.40999999998,0.0696452
Knightswood Park East,0.8077875,5.19768270946,0.0929778
Knightswood Park West,0.7866025000000001,5.4282051282,0.0486904
Knightswood West,0.7786966666666667,5.418939393933333,0.093624
Ladywell,0.7930524999999999,5.610325186208334,0.092617
Laighstonehall,0.75315,5.38625438598,0.06406339999999999
Lanark North East,0.78311,5.353174603175,0.04252225
Lanark North West,0.81919,5.65368589745,0.0873845
Lanark South,0.825138,5.832579874825,0.1323158
Langholm and Eskdale,0.9117200000000001,5.89657262278,0.105624
Langlee,0.7278166666666667,4.984537684566667,0.025086666666666667
Langside,0.8833966666666667,5.82313186812,0.16181
Larbert - North Broomage and Inches,0.8710150000000001,5.84277746555,0.09677983333333333
Larbert - South Broomage and Village,0.891996,6.09950226908,0.1317086
Largo,0.88056,5.9293560233500004,0.141301
Largs Central and Cumbrae,0.7583028571428572,5.762437562442857,0.07862542857142857
Largs North,0.874292,6.02872518286,0.14208199999999999
Largs South,0.8423825,6.08304469986,0.10665160000000001
"Larkhall Central, Raploch, Millheugh and Burnhead",0.733436,5.39439935064,0.0697994
Lauder and Area,0.8887700000000001,5.8981488152249995,0.11617725
Laurieston and Tradeston,0.6891366666666666,5.33333333335,0.11006183333333333
Laurieston and Westquarter,0.77008,5.12547348485,0.046179750000000006
Law,0.78452,5.341850900127272,0.10464033333333334
Leith (Albert Street),0.74996,4.815789473700001,0.0368315
Leith (Hermitage and Prospect Bank),0.8789483333333333,5.866765873016667,0.15992716666666668
Lennoxtown,0.81029,5.78354312354,0.0731206
Lenzie North,0.9069550000000001,6.131316345957143,0.14118557142857144
Lenzie South,0.9335166666666667,6.275865457975,0.1510105
Lerwick North,0.8264757142857143,5.601188019057143,0.07456785714285714
Lerwick South,0.8618075000000001,5.770504301475,0.08626425
Leslie and Newcastle,0.7784466666666667,5.417746824333333,0.05003916666666667
Lesmahagow,0.777898,5.30822183978,0.053244
Letham,0.72918375,4.9052357509375,0.029982375
Letham and Glamis,0.81241875,5.69214997965,0.1401935
Leuchars and Guardbridge,0.82688,5.3756902356800005,0.0570588
Leven East,0.8137599999999999,5.9116809117,0.055093500000000004
Leven North,0.80439,5.5738095238000005,0.07362066666666667
Leven West,0.746152,5.10749482402,0.0444706
"Lhanbryde, Urquhart, Pitgavney and seaward",0.843606,5.50689102564,0.0512554
Liberton East,0.885135,6.1479978355,0.20650025
Liberton West and Braid Hills,0.88164,6.111471861475,0.202637
Linlathen and Midcraigie,0.6737771428571429,4.490773079385714,0.05267928571428571
Linlithgow Bridge,0.8826379999999999,5.9882704163166665,0.12363883333333334
Linlithgow North,0.93756,6.33035953178,0.12036480000000001
Linlithgow South,0.9029216666666666,6.0713062705,0.165522875
Linwood North,0.795785,5.432222471,0.07445116666666667
Linwood South,0.7862433333333333,5.013799857533334,0.06451716666666667
Little Earnock,0.8457875,5.8303820401875,0.10711875
Livingston Village and Eliburn South,0.8909883333333333,5.808412443542857,0.122895
Loanhead,0.757468,5.5246610194,0.0500128
Loch Awe,0.7725033333333333,5.478524743233333,0.12094166666666667
Loch Ness,0.823034,5.69190904742,0.1485706
Lochaber East and North,0.8564014285714285,5.7718605624,0.078365
Lochaber West,0.8704483333333333,6.037492368733333,0.12949316666666666
Lochalsh,0.7997075,5.793556644875,0.11260250000000001
Locharbriggs,0.8466633333333333,5.35481203006,0.0432882
Lochee,0.6969157142857143,4.418333937542857,0.04702842857142857
Lochgelly East,0.7832166666666667,5.2123852113,0.040752166666666666
Lochgelly West and Lumphinnans,0.7359374999999999,5.121255247975,0.03510725
Lochmaben,0.8575025,5.6335078347500005,0.0992195
Lochore and Crosshill,0.6867624999999999,4.9925,0.027775
Lochside and Lincluden,0.7576075,4.8344383116,0.03879025
"Lochside, Braehead and Whitletts",0.6585333333333334,4.921279761916667,0.03229116666666667
Lochwinnoch,0.89344,5.998942669175,0.16166075
Lockerbie,0.85721,5.4062750836,0.06707616666666667
Logie and Blackness,0.739902,5.19047619046,0.0745365
Lomond Shore,0.87568,5.85593690198,0.1040818
Longside and Rattray,0.83939125,5.2840234327,0.05543825
Longstone and Saughton,0.79135,4.9723708893600005,0.0716358
Lossiemouth East and Seatown,0.797658,5.426151841,0.046273
Lossiemouth West,0.7731483333333333,5.4030462185,0.05314683333333333
Low Blantyre and Bardykes,0.7980966666666667,5.63492412526,0.1263098
Low Waters,0.6539874999999999,5.453839869275,0.0592615
"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl",0.7321914285714286,5.193542888571429,0.039002714285714286
Lower Whitecraigs and South Giffnock,0.9562,6.5215437787749995,0.21964725000000002
Lunan,0.8558025,5.42222332015,0.0778515
Luncarty and Dunkeld,0.86569,5.855945057457143,0.07509057142857142
Macduff,0.8524039999999999,5.23245602832,0.040277
Machars North,0.7865300000000001,5.619763965,0.09167625
Machars South,0.8369242857142857,5.615953680557142,0.09173171428571428
Maddiston and Rumford,0.7837933333333333,5.503797555483334,0.07666383333333333
Marchmont East and Sciennes,0.86929,6.39583333335,0.12918
Marchmont West,NA,6.35424242424,0.09406385714285714
Markinch and Star,0.8433375000000001,5.701535094333333,0.09589600000000001
Maryhill East,0.70361,5.1965811966,0.07726225
Maryhill West,0.75311,5.45885281385,0.06540475
Mastrick,0.7387928571428571,5.026942355885714,0.051147285714285715
Mauchline,0.817292,5.60242722794,0.0595872
Mauchline Rural,0.8221685714285715,5.485872685871429,0.09498271428571428
Maxwell Park,0.8344771428571428,5.845061135557143,0.23553142857142856
Maybole,0.8465166666666667,5.624265594828572,0.07234571428571429
Mayfield,0.7122716666666666,5.16896855805,0.04381433333333334
Meadowbank and Abbeyhill North,0.7881400000000001,5.3058712121,0.0683122
Meadows and Southside,0.8010025000000001,6.1858974359,0.16829825
Mearns and Laurencekirk,0.89095,5.6284431037200005,0.09791760000000001
Mearns North and Inverbervie,0.9178328571428571,5.834914079528572,0.09602
Mearns South and Benholm,0.879642,5.61317999242,0.1366688
"Mearns Village, Westacres and Greenfarm",0.88849625,6.2639634158625,0.15815400000000002
Mearnskirk and South Kirkhill,0.9168942857142858,6.381203777225,0.201805375
Melrose and Tweedbank Area,0.86946,5.915370925,0.15688542857142856
Menstrie,0.87412,5.522865497075,0.11739975
Menzieshill,0.7437516666666667,4.8415606185,0.059181000000000004
Merchiston and Greenhill,0.88758,6.292508417483333,0.1384755
Merrylee and Braidbar,0.9363575,6.3658937259,0.17256
Merrylee and Millbrae,0.8538133333333333,5.8769750463,0.16402450000000002
Merryton and Meadowhill,0.790605,5.605898008225,0.09722275
Methil East,0.6885,4.808235867425,0.02117575
Methil Methilhill,0.6394299999999999,4.89880778945,0.0342905
Methil West,0.6143575,4.514392749,0.02635175
Mid Argyll,0.8577400000000001,5.437789222275001,0.1249695
Mid Calder and Kirknewton,0.8813187499999999,5.850191057125,0.12235650000000001
Mid Nithsdale,0.8884516666666666,5.763229186933334,0.11895883333333333
Midstocket,0.8999524999999999,5.99139660938,0.21345516666666667
Milnathort and Crook of Devon,0.8742575,5.8442365529249996,0.16110825
Milnwood,0.7556371428571429,5.5702192735,0.063722
Milton East,0.653332,5.32329153606,0.0448496
Milton of Campsie,0.8582420000000001,5.91946386946,0.097181
Milton West,0.703166,5.01952086388,0.0534102
Mintlaw,0.8216899999999999,5.477688172025,0.03924725
Moffat,0.8722475,5.6939613711999995,0.1536454
Moncrieffe and Friarton,0.762552,5.27166510998,0.0746796
Monifieth East,0.8681171428571429,5.8648150927,0.11662671428571429
Monifieth West,0.9027125,5.7344504831,0.1503325
Monikie,0.89784,5.7060043800375,0.103567375
Montrose North,0.850115,5.490887856183333,0.08088933333333334
Montrose South,0.8246814285714286,5.365001747757143,0.04116171428571429
Moodiesburn East,0.852656,5.6321804969,0.072414
Moodiesburn West,0.7401719999999999,5.3171152519,0.0705002
Moredun and Craigour,0.6820474999999999,4.8056265984749995,0.05505925
Morningside,NA,6.294097222225,0.2267215
Morningside and Craighouse,0.9227350000000001,6.05631185808,0.1705838
Mortonhall and Anwickhill,0.8343566666666667,5.5586419753,0.13804166666666667
Mossneuk and Newlandsmuir,0.857764,5.81326644368,0.1061152
Mosspark,0.7998485714285714,5.453171233528572,0.08445971428571429
"Mosstodloch, Portgordon and seaward",0.872046,5.63479495886,0.066869
Motherwell North,0.67288,4.925862068975,0.06542925
Motherwell South,0.714768,5.20360526984,0.0780618
Motherwell West,0.72677,5.30259694476,0.0789646
